科目,2012-12-31,2013-12-31,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
货币资金,"88,571,423.03","84,206,994.27","113,875,879.47",,"276,109,651.68","285,644,147.66","142,868,983.11","102,131,131.96","79,999,796.34","118,373,376.60","156,935,314.66","263,250,257.00","251,714,061.14","290,754,941.78","273,577,337.14"
短期借款,,,,,,,,,,,,,,,
交易性金融资产,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,
应收票据,"600,000.00","950,000.00","6,400,000.00",,"8,903,025.00","2,175,890.00","11,118,432.45","10,629,936.05","2,000,000.00","2,000,000.00","4,200,000.00","4,650,000.00","8,069,508.10","5,269,508.10","5,314,665.17"
应付票据,,,,,,,,,,,,,,,
应收账款,"202,603,655.72","221,337,559.49","172,634,279.93",,"157,283,692.26","166,284,573.14","212,323,836.36","217,090,829.83","223,522,793.61","243,335,241.28","275,983,905.65","263,622,512.93","243,252,510.21","218,278,433.19","256,201,437.79"
应付账款,"85,417,145.34","107,878,732.67","77,255,998.75",,"59,051,241.07","60,228,451.63","79,340,631.44","83,709,794.27","91,389,965.87","87,746,270.60","91,036,046.17","77,554,644.93","75,063,010.30","88,338,797.52","50,522,654.31"
预付款项,"659,878.37","4,305,543.20","6,452,848.16",,"15,865,921.27","18,800,992.29","4,040,709.69","19,264,474.98","18,986,408.42","5,119,790.23","6,710,868.55","8,212,147.72","7,491,180.01","7,420,296.37","19,187,670.55"
预收款项,"12,729,147.21","4,944,184.82","16,926,571.92",,"13,841,845.94","13,603,957.73","7,880,228.90","7,049,644.90","11,825,456.65","5,429,579.65","7,416,381.49","10,378,971.33","3,116,312.53","8,865,226.36","11,409,887.11"
其他应收款,"5,013,833.05","5,570,588.92","8,601,804.92",,"6,214,211.78","6,793,346.94","6,413,519.62","7,564,882.85","8,355,136.85","9,330,644.39","8,091,540.49","8,210,291.05","7,822,157.33","9,120,530.58","7,317,794.09"
应付职工薪酬,"7,017,003.00","7,900,000.00","7,900,000.00",,,,"9,350,000.00",,,,"9,392,012.94","77,825.19","83,095.59","125,016.18","9,460,139.20"
应收关联公司款,,,,,,,,,,,,,,,
应交税费,"11,481,750.54","20,688,986.31","9,391,865.79",,"2,712,031.35","5,627,412.95","14,273,216.26","5,672,341.16","-812,975.86","2,834,926.61","13,609,928.28","10,885,588.71","4,804,830.61","5,868,305.45","10,797,540.40"
应收利息,,,,,,,"2,502,739.73","411,369.86","1,480,931.51","407,150.68","893,616.43",,,,
应付利息,,,,,,,,,,,,,,,
应收股利,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,
存货,"30,911,548.18","48,339,418.17","57,889,674.80",,"77,261,177.72","80,107,453.59","88,219,207.15","108,946,788.20","130,890,074.13","148,377,427.96","121,638,375.26","124,469,155.32","132,194,813.60","156,764,184.62","124,700,025.59"
