科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"241,580,174.56","460,739,765.57","807,771,379.55","1,064,860,932.38","345,732,554.59","568,630,683.10","755,197,450.54","914,485,039.03","242,842,334.96","798,996,394.73","1,362,344,572.77","1,649,262,585.44","118,416,344.48","224,702,767.52","373,686,944.64","889,040,710.69","156,639,395.41","340,526,632.32","784,694,191.50","1,366,225,279.24","509,768,010.16","821,832,642.61","1,153,965,676.68","1,862,468,749.61","310,929,795.99","608,977,930.37","866,205,535.31","1,526,403,884.59","387,577,758.79","923,418,395.06","1,435,345,669.97","1,887,874,335.14","240,443,595.85","586,305,961.52","820,532,194.36","1,255,640,448.82","589,865,349.57","1,089,425,081.71","1,517,895,876.51","2,462,532,332.79","385,929,105.13","827,702,504.40","1,312,933,212.49","1,704,063,688.81","435,569,485.79","811,843,629.54","1,081,084,311.86","1,180,085,200.08","51,285,410.03"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到的税费返还,"2,324,157.66","3,317,863.10","3,791,233.77","3,692,357.71","894,416.03","894,828.44","894,828.44","1,353,984.58","3,385,526.36","3,923,491.22","4,593,106.43","5,581,259.51","2,769,251.05","3,843,390.12","5,521,493.19","8,205,867.61","783,308.02","784,830.64","784,830.64","3,871,585.35","741,428.74","1,670,227.67","2,418,653.54","5,109,802.41","1,934,593.81","4,128,048.21","5,777,615.85","9,205,984.26","4,006,753.02","4,220,523.05","8,502,068.31","11,176,356.69","3,234,274.84","3,812,165.38","4,401,104.15","6,518,567.08","1,852,417.40","2,191,775.79","3,353,494.95","3,838,696.69","753,038.84","1,845,484.46","2,630,900.29","2,813,696.30","606,450.82","819,515.48","1,523,253.94","3,211,591.28","1,603,353.60"
支付其他与投资活动有关的现金,,,"10,000.00",,,,100.00,"18,000,000.00",,,,"117,811,707.52",,,,"10,000,000.00",,,,,,,,,,,,,,"96,040,000.00","154,840,000.00","154,840,000.00","720,000.00","4,380,000.00","134,880,000.00","147,880,000.00",,"160,000,000.00","170,000,000.00","220,000,000.00","120,000,000.00","70,000,000.00","157,800,000.00","357,800,000.00",,,"100,000,000.00","291,800,000.00","51,111.85"
收到其他与经营活动有关的现金,"90,002,060.53","141,995,853.68","700,902,946.01","1,085,965,753.60","340,986,695.71","732,767,535.38","705,112,854.51","882,397,894.25","145,619,801.62","263,736,279.45","685,809,241.55","1,405,695,356.56","32,971,459.25","177,378,360.74","361,586,564.79","585,758,476.32","163,566,454.99","298,852,973.24","509,992,935.16","428,892,381.05","32,184,148.74","219,137,751.42","248,720,623.52","458,222,939.18","14,494,543.39","82,815,898.05","236,341,022.95","475,283,631.86","482,630,811.93","618,774,773.39","723,184,697.66","1,239,642,343.44","367,436,920.51","514,677,513.21","701,279,408.70","632,088,287.37","13,933,259.31","26,375,052.71","43,195,969.46","235,035,081.49","250,942,138.71","340,435,617.25","637,225,720.73","675,779,596.73","332,717,492.71","533,054,174.97","588,506,275.95","599,150,023.75","29,402,546.27"
投资活动现金流出小计,"2,015,334.02","57,598,640.67","58,659,212.67","59,767,634.30","2,824,202.63","87,058,149.15","127,440,799.85","85,340,600.08","292,031.01","927,371.14","1,112,733.14","119,536,821.14","49,049,679.00","52,427,047.00","52,467,024.00","69,553,673.19","2,275,766.00","3,860,849.71","3,988,914.71","8,316,153.89","555,772.00","1,782,552.77","1,950,640.65","14,900,484.66","159,089.00","427,939.00","1,182,166.00","19,551,598.82","783,524.00","97,250,134.00","156,427,524.54","156,682,295.71","786,920.95","4,511,570.95","135,193,445.95","148,481,445.00","82,250.00","160,139,356.00","206,558,866.00","257,255,788.50","169,539,124.22","119,648,873.22","229,416,134.69","431,006,138.35","68,875,611.38","194,013,720.38","294,251,921.74","531,507,627.85","71,700.85"
经营活动现金流入小计,"333,906,392.75","606,053,482.35","1,512,465,559.33","2,154,519,043.69","687,613,666.33","1,302,293,046.92","1,461,205,133.49","1,798,236,917.86","391,847,662.94","1,066,656,165.40","2,052,746,920.75","3,060,539,201.51","154,157,054.78","405,924,518.38","740,795,002.62","1,483,005,054.62","320,989,158.42","640,164,436.20","1,295,471,957.30","1,798,989,245.64","542,693,587.64","1,042,640,621.70","1,405,104,953.74","2,325,801,491.20","327,358,933.19","695,921,876.63","1,108,324,174.11","2,010,893,500.71","874,215,323.74","1,546,413,691.50","2,167,032,435.94","3,138,693,035.27","611,114,791.20","1,104,795,640.11","1,526,212,707.21","1,894,247,303.27","605,651,026.28","1,117,991,910.21","1,564,445,340.92","2,701,406,110.97","637,624,282.68","1,169,983,606.11","1,952,789,833.51","2,382,656,981.84","768,893,429.32","1,345,717,319.99","1,671,113,841.75","1,782,446,815.11","82,291,309.90"
投资活动产生的现金流量净额,"-1,962,699.86","-57,492,296.49","-58,550,268.49","-40,566,946.67","19,210,689.87","43,100,073.93","41,588,034.11","43,338,488.80","-291,231.01","-906,941.68","-903,103.68","-78,978,958.68","-49,049,679.00","-52,419,047.00","-52,459,024.00","-58,650,633.54","-2,275,676.00","-3,790,624.71","-3,918,689.71","-8,241,078.89","39,458,104.12","38,259,323.35","38,091,235.47","25,461,564.84","-154,089.00","-422,939.00","-1,176,966.00","36,563,493.86","577,368.30","-95,889,241.70","6,615,182.14","7,971,228.24","731,789.06","-1,590,434.93","-124,214,177.10","-64,707,879.25","8,182,486.39","76,070,173.64","50,990,266.08","51,498,779.34","-118,358,414.11","-117,277,309.39","-175,832,327.10","-174,416,895.00","-67,696,380.75","-191,642,156.55","-290,674,922.15","-391,120,511.17","36,594.63"
购买商品、接受劳务支付的现金,"175,518,584.49","289,772,170.64","712,797,578.06","977,300,431.59","126,254,877.21","723,251,802.33","752,840,615.47","1,115,102,802.04","152,746,701.13","439,772,207.36","780,961,693.58","840,706,111.43","190,926,102.46","333,518,236.62","566,947,137.96","1,162,612,257.21","415,916,813.49","731,209,652.11","1,015,073,306.91","1,459,420,434.09","219,904,203.83","761,478,093.03","1,005,078,145.44","1,692,733,173.24","406,951,295.51","730,802,721.59","1,267,848,468.65","1,964,833,592.91","374,320,740.63","659,017,951.64","1,038,932,987.91","1,657,552,702.40","483,496,931.21","872,937,209.18","1,184,030,008.54","1,641,423,683.59","441,008,589.00","857,320,297.58","1,094,390,806.19","1,524,375,487.90","310,252,811.54","689,909,105.23","1,153,935,763.80","1,619,501,966.36","284,569,875.50","649,263,653.03","712,643,256.89","803,997,117.83","85,721,598.42"
吸收投资收到的现金,,,,"25,500,000.00",,"1,500,000.00","1,500,000.00","1,500,000.00",,,"25,000,000.00","20,000,000.00",,,"20,000,000.00","20,000,000.00",,,,,,,,,,"49,000,000.00","98,000,000.00","98,000,000.00",,,"9,800,000.00","9,800,000.00",,,,,,,,"268,099,991.84",,,,,,,,,
