科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
销售商品、提供劳务收到的现金,"104,423,733.75","241,745,747.20","391,180,673.39","436,914,089.00","115,978,277.17","373,046,955.10","556,756,425.08","618,022,002.33","116,080,359.38","312,845,163.09","438,457,656.67","659,041,801.12","133,205,874.59","276,581,338.35","426,755,729.82","574,938,448.34","126,099,700.96","192,893,925.67","266,611,923.24","361,782,446.21","106,594,464.10","221,833,559.56","346,938,952.99","438,611,263.26","223,380,347.81","470,399,822.33","652,040,885.08","829,866,243.59","261,283,753.93","456,583,160.04","667,077,656.71","677,319,125.98","100,058,379.79","286,827,417.34","568,004,511.62","559,502,228.97","113,187,794.55","203,163,659.70","406,273,832.30","550,462,947.10","130,840,609.70","319,515,971.07","609,637,377.04"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,"269,998,300.00"
收到的税费返还,"22,490,870.16","34,586,345.12","39,773,546.32","46,891,960.13","4,536,285.32","10,819,347.84","14,692,995.79","27,892,674.61",,"332,962.66","332,962.66","332,962.66",,,"658,862.19","14,377,177.84","455,244.58","455,244.58","455,244.58",,,,,,,,,"6,199,425.97","12,666,728.28","12,666,728.28","15,813,728.81","15,813,728.81","10,273,128.53","16,170,798.20","16,170,798.20","15,462,516.90",,,,"2,569,562.37",,,
支付其他与投资活动有关的现金,,,,,,,,,,,,,,"41,251,860.67","41,251,860.67",,,,,,,,,"7,000,000.00","500,000.00","500,000.00","500,000.00","7,000,000.00","8,410,668.88","30,000,000.00","30,000,000.00",,,,,"200,000,000.00",,,,,,,"1,002,000.00"
收到其他与经营活动有关的现金,"232,871.73","659,903.83","1,385,369.33","155,115,887.97",,"790,402.42","4,410,815.16","3,148,400.96",,"685,699.87","893,623.54","5,219,528.02",,"989,070.46","1,237,801.85","9,462,860.83","19,656,840.18","20,785,983.48","22,919,197.12","28,999,342.64","1,394,000.00","3,122,792.50","3,469,538.37","87,466,071.20",,"3,031,749.72","30,192,961.12","94,199,023.10","17,509,383.92","29,046,269.72","49,046,269.72","236,753,228.37","86,159,195.73","26,613,884.31","38,975,320.45","288,888,512.73","3,078,333.03","11,153,037.80","12,201,423.35","149,070,759.34","19,050,313.91","9,044,982.73","26,421,236.75"
投资活动现金流出小计,"13,876,021.92","25,038,491.03","25,038,491.03","16,109,003.70","8,389,400.63","113,284,695.23","187,777,397.98","123,045,581.08","29,664,805.42","123,119,037.12","332,615,938.46","734,857,506.38","118,268,998.47","186,839,922.16","241,699,968.78","290,689,410.64","84,988,372.44","152,394,297.58","166,157,963.56","280,805,390.13","66,764,192.12","109,790,311.31","158,144,364.00","176,896,984.59","18,553,692.41","69,685,611.78","76,386,542.49","75,223,116.76","42,279,984.85","89,402,764.05","103,330,803.03","97,141,974.77","14,156,186.59","39,440,068.88","64,585,150.46","245,963,347.41","1,818,402.73","617,412.24","5,171,131.53","7,516,567.76","200,967.47","7,011,586.80","311,686,481.41"
经营活动现金流入小计,"127,147,475.64","276,991,996.15","432,339,589.04","638,921,937.10","120,514,562.49","384,656,705.36","575,860,236.03","649,063,077.90","116,080,359.38","313,863,825.62","439,684,242.87","664,594,291.80","133,205,874.59","277,570,408.81","428,652,393.86","598,778,487.01","146,211,785.72","214,135,153.73","289,986,364.94","390,781,788.85","107,988,464.10","224,956,352.06","350,408,491.36","526,077,334.46","223,380,347.81","473,431,572.05","682,233,846.20","930,264,692.66","291,459,866.13","498,296,158.04","731,937,655.24","929,886,083.16","196,490,704.05","329,612,099.85","623,150,630.27","863,853,258.60","116,266,127.59","214,316,697.50","418,475,255.65","702,103,268.81","149,908,278.18","328,560,953.80","636,058,613.79"
投资活动产生的现金流量净额,"-13,876,021.92","124,961,508.97","124,961,508.97","-16,109,003.70","-8,389,400.63","-113,233,501.73","-187,726,204.48","-122,961,764.44","-29,664,805.42","-123,119,037.12","-332,615,938.46","-734,857,506.38","-118,268,998.47","-186,839,922.16","-241,699,968.78","-289,825,802.64","-84,988,372.44","-152,394,297.58","-166,157,963.56","-274,182,843.01","-66,764,192.12","-109,790,311.31","-158,144,364.00","-176,896,984.59","-18,553,692.41","-69,685,611.78","-76,386,542.49","30,530,610.38","31,371,515.15","-15,751,264.05","433,196.97","-23,490,414.77","-14,156,186.59","-39,440,068.88","-64,585,150.46","-44,180,695.05","-1,818,402.73","4,882,587.76","4,197,937.46","333,510,574.69","-200,967.47","-7,011,586.80","-311,686,481.41"
购买商品、接受劳务支付的现金,"83,383,361.09","237,253,695.16","385,977,103.56","609,485,214.02","122,238,426.24","295,964,676.36","364,433,137.82","521,040,730.82","107,666,460.13","230,472,581.18","340,731,681.05","348,340,587.67","93,807,660.10","180,416,089.33","271,262,818.68","393,937,059.97","132,336,648.73","175,501,568.78","207,394,370.55","260,082,215.26","122,692,129.78","196,519,325.55","306,971,868.95","435,224,912.62","233,011,361.78","417,078,858.39","482,065,726.35","689,535,655.05","232,132,341.95","394,422,973.97","511,255,326.27","456,810,335.56","172,069,213.66","230,116,606.39","505,233,407.11","480,162,679.24","124,610,955.11","192,406,398.40","291,533,388.21","407,698,825.85","53,051,067.20","197,338,091.87","486,268,048.61"
吸收投资收到的现金,,,,,,,,"2,000,000.00",,,,,,,,,,"814,696,120.00","814,696,120.00","814,696,120.00",,,,,,,,,,,,,"599,999,400.00","599,999,400.00","600,000,000.00","589,999,400.00",,,,,,,
