科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
销售商品、提供劳务收到的现金,"1,124,184,857.07","1,627,745,463.13","546,901,498.49","964,712,531.56","1,505,664,873.68","257,494,646.99","678,797,703.22","1,276,734,859.26","2,160,945,679.15","401,598,224.01","1,031,336,877.43","1,652,151,497.34","2,562,569,787.79","426,990,785.41","970,744,141.67","1,721,081,238.42","3,648,074,137.41","742,238,231.14","1,619,109,197.11","2,733,334,846.05","4,228,191,612.39","765,575,133.65","1,720,970,350.53","2,877,234,378.06","5,007,501,455.69","853,580,115.00","1,923,426,784.26","3,474,741,130.09","6,114,934,459.85","881,080,893.29","2,079,355,877.10","3,627,786,190.08","5,579,317,639.88","1,015,701,187.79","2,311,211,005.90","3,950,308,527.73","5,965,940,062.29","1,229,284,115.96","3,290,862,374.09"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到的税费返还,"14,602,880.73","16,965,564.36","8,178,342.68","12,349,180.78","16,646,268.91","1,402,918.27","8,225,009.40","12,410,430.85","16,821,768.95","2,738,753.13","8,195,842.70","12,322,930.75","16,496,685.52","4,162,088.09","8,312,509.50","12,442,514.22","35,970,130.89","11,906,729.25","31,166,047.95","50,099,789.41","69,223,830.92","12,822,401.64","31,401,654.07","42,524,089.40","60,498,344.29","14,926,590.11","28,279,648.12","44,309,572.53","67,567,826.96","19,146,152.35","36,705,108.48","61,609,037.38","85,914,878.05","21,931,718.01","77,518,891.54","99,026,763.27","122,077,355.17","33,014,366.33","62,506,543.38"
支付其他与投资活动有关的现金,,,,,,,,,,"10,000,000.00","35,038,750.00","82,251,550.77",,"1,232,370.00","1,232,370.00","1,232,370.00","9,650,000.00",,,364.20,,,"10,777.53","37,177.53",,,"14,000.00","15,470.00","429,775,000.00","385,607,967.11","451,250,000.00","528,700,000.00","717,200,000.00","87,500,000.00","113,500,000.00","572,245,856.18","1,739,890,924.50","377,764,060.85","760,604,217.81"
收到其他与经营活动有关的现金,"6,228,626.88","5,066,420.73","7,585,902.85","12,283,237.28","130,514,723.98","2,607,019.51","4,749,921.78","37,206,467.12","16,180,249.53","19,732,211.05","35,473,483.95","37,494,659.32","23,939,651.87","30,126,792.36","6,010,402.20","10,201,275.13","48,843,914.85","7,075,014.08","16,310,925.49","25,320,861.25","26,828,376.19","25,879,398.38","12,506,372.32","24,634,774.20","26,770,260.99","24,072,254.04","13,303,315.77","25,371,676.57","23,732,765.23","9,693,244.03","20,941,168.95","32,046,831.38","39,512,345.09","7,723,490.73","27,680,777.47","55,649,303.56","51,993,008.26","22,954,081.75","112,565,407.74"
投资活动现金流出小计,"103,204,108.27","50,527,175.09","37,979,272.90","41,666,085.76","53,403,513.88","6,701,766.50","46,592,592.40","61,484,589.08","106,781,897.64","20,845,188.39","57,525,871.09","123,833,013.80","63,103,405.81","19,579,657.02","29,848,415.31","39,483,412.81","86,409,008.00","24,079,910.18","36,563,515.80","43,206,023.49","52,170,133.03","82,082,383.17","96,384,306.09","109,755,006.05","120,517,608.38","9,814,003.56","11,694,742.29","21,424,098.75","501,363,381.07","408,815,408.10","481,985,431.01","602,664,956.84","906,435,476.11","139,365,501.48","210,728,594.87","757,506,806.82","2,013,114,278.19","473,953,045.70","919,029,167.19"
经营活动现金流入小计,"1,145,016,364.68","1,649,777,448.22","562,665,744.02","989,344,949.62","1,652,825,866.57","261,504,584.77","691,772,634.40","1,326,351,757.23","2,193,947,697.63","424,069,188.19","1,075,006,204.08","1,701,969,087.41","2,603,006,125.18","461,279,665.86","985,067,053.37","1,743,725,027.77","3,732,888,183.15","761,219,974.47","1,666,586,170.55","2,808,755,496.71","4,324,243,819.50","804,276,933.67","1,764,878,376.92","2,944,393,241.66","5,094,770,060.97","892,578,959.15","1,965,009,748.15","3,544,422,379.19","6,206,235,052.04","909,920,289.67","2,137,002,154.53","3,721,442,058.84","5,704,744,863.02","1,045,356,396.53","2,416,410,674.91","4,104,984,594.56","6,140,010,425.72","1,285,252,564.04","3,465,934,325.21"
投资活动产生的现金流量净额,"-98,550,165.39","-48,264,585.37","-35,379,650.80","-39,066,463.66","-48,016,649.28","-2,275,413.10","-36,784,682.40","-49,577,456.55","-104,134,492.51","-20,834,896.34","-22,884,713.80","-51,842,451.23","-62,300,203.84","-13,536,636.34","-23,805,394.63","-33,440,392.13","-75,425,926.45","-23,281,510.18","-33,382,032.30","-39,450,916.11","-47,997,886.68","-81,893,173.17","-96,044,556.46","-109,391,456.42","-119,665,746.63","-9,751,921.56","-10,279,876.18","-19,562,882.64","-328,077,166.38","94,277,264.61","117,102,700.22","83,672,294.06","-67,677,680.60","98,014,189.36","34,898,960.53","-487,677,576.24","-339,459,301.11","-248,508,209.07","-180,135,608.90"
购买商品、接受劳务支付的现金,"931,527,639.40","1,338,485,182.99","557,368,960.94","1,045,590,597.40","1,543,348,472.51","257,053,915.18","712,184,398.51","1,295,234,780.08","1,918,621,664.46","531,655,327.23","1,206,893,172.68","1,814,404,760.39","2,404,696,561.14","451,841,933.57","985,118,341.80","1,692,027,892.46","3,220,657,598.98","578,837,341.85","1,454,381,813.70","2,543,407,602.69","3,641,974,834.15","687,802,786.88","1,593,141,774.43","2,680,745,807.18","4,215,956,604.46","806,877,027.24","1,760,353,249.02","2,995,423,054.04","5,219,159,542.52","843,387,119.99","1,924,797,983.51","3,068,668,380.42","4,553,973,148.47","1,119,237,539.32","2,761,517,945.21","4,251,380,471.32","6,031,700,760.67","1,185,047,673.86","2,539,826,654.24"
吸收投资收到的现金,,,,"575,000,000.00","559,750,000.00",,,,"6,000,000.00",,,"408,284,640.00","420,912,000.00",,,,,,,,"22,661,760.00",,,"6,930,000.00","9,771,100.00",,,"3,000,000.00","106,000,000.00","100,000,000.00",,,,,"860,978,357.46","860,978,357.46","862,778,357.46",,"1,200,000.00"
