科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"26,249,438.87","10,644,655.08","16,068,343.41","18,308,223.25","16,169,352.86","47,852,005.32","47,388,740.64","24,314,654.56","45,904,387.93","90,951,737.27","90,831,171.84","81,045,080.98","142,430,850.25","128,562,059.19","112,668,284.62","113,686,755.85","64,328,259.15","109,542,109.98","235,160,081.77","141,426,712.65","86,727,094.19","253,754,229.24","113,362,336.45","112,834,841.39","61,643,871.99","120,470,443.69","73,958,944.04","54,251,456.20","28,421,353.42","288,085,880.50","31,637,263.02","28,819,357.68","22,471,898.10","34,048,950.83","34,340,212.39","662,115,464.19","38,467,905.09","65,403,374.30","42,368,202.33","93,332,709.81","53,884,127.38","66,352,098.10","59,390,689.52","68,812,495.97","50,833,311.45","31,174,927.49"
短期借款,"75,800,000.00","74,800,000.00","61,000,000.00","60,400,000.00","49,200,000.00","119,183,965.04","104,405,800.00","94,000,000.00",,"23,481,853.33","23,481,853.33","33,442,212.57","90,212,871.29","117,091,620.66","115,099,429.61","66,073,930.00","120,563,108.25","110,199,880.15","231,338,635.28","104,543,897.22","151,575,160.97","166,595,489.19","160,424,199.54","109,694,640.00","180,210,718.62","165,645,678.40","139,045,902.44","162,140,601.13","180,573,417.07","170,394,502.49","120,700,298.98","138,114,376.32","142,241,585.81","151,607,991.73","132,564,385.39","119,479,107.41","61,100,000.00","85,012,392.00","161,192,303.22","181,210,467.81","182,023,429.45","192,108,516.60","178,828,825.20","166,620,264.81","166,169,693.38","152,275,976.01"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"4,760,648.32","4,974,452.03","10,582,797.51","3,949,751.05","970,530.09","6,484,238.60","2,803,079.50","6,767,862.01","3,853,555.72","4,206,527.69","9,520,997.44","16,494,962.28","10,991,296.10","8,164,918.45","27,717,411.49","26,574,387.66","18,409,607.90","17,234,658.70","47,284,283.78","59,258,576.59","67,500,540.88","26,253,903.07","40,831,846.65","43,000,217.81","41,726,691.96","36,918,778.87","28,513,241.87","154,375,936.49","50,678,073.67","62,149,080.06","76,943,566.42","100,821,063.85","67,025,422.10","35,207,249.84","55,113,728.36","54,346,509.74","44,248,375.42","27,112,052.59","30,520,333.14","52,663,100.89","51,766,054.74","38,299,308.80","52,255,339.52","64,778,266.65","46,630,194.64","24,212,827.29"
应付票据,,"3,086,388.09","6,211,458.66","2,812,914.35","2,899,063.90","7,549,329.03","5,476,199.31","3,429,765.26","6,462,657.41","8,679,163.55","22,012,007.32","18,480,655.16","28,054,453.73","30,689,698.51","25,861,911.47","31,992,283.10","32,027,550.94","32,842,359.61","32,226,247.66","33,795,522.26","25,209,646.37","31,316,864.98","38,990,239.08","34,511,327.39","27,696,606.87","30,299,234.71","31,793,596.88","34,646,052.79","30,272,269.52","42,926,747.44","56,081,649.22","39,994,397.62","31,297,257.74","27,176,095.34","44,231,056.77","53,614,420.20","26,011,821.83","16,352,307.37","14,320,045.41","16,714,584.01","18,743,272.33","8,373,065.43","8,599,035.50","17,810,270.28","19,369,890.24","15,635,598.71"
应收账款,"41,333,373.82","34,248,517.26","33,191,924.54","57,501,749.38","38,386,406.14","86,690,357.84","68,749,734.30","98,397,251.00","119,282,626.66","166,369,887.50","203,324,606.75","198,525,735.70","154,853,331.24","255,979,933.94","297,633,730.60","181,675,191.14","249,090,838.94","228,043,354.24","225,546,355.05","85,553,134.14","205,673,779.19","119,011,974.89","239,596,344.79","161,782,907.79","195,997,975.62","139,733,489.69","187,267,079.42","162,278,705.83","204,247,341.81","370,534,892.45","392,228,009.22","112,425,468.57","136,923,064.04","145,030,926.38","168,692,114.88","109,965,992.14","184,246,017.10","182,542,130.75","186,745,632.65","139,808,058.20","191,400,138.81","223,831,614.45","219,580,759.30","148,795,998.26","138,153,697.04","167,657,397.69"
应付账款,"33,620,405.27","28,443,877.98","44,737,647.81","42,777,941.82","47,469,985.80","56,734,054.45","96,619,933.67","49,895,119.48","92,847,575.36","117,112,123.40","150,764,727.06","81,546,114.17","111,110,252.67","166,988,515.46","188,950,848.22","125,758,949.05","101,303,338.38","204,415,894.98","153,270,943.27","43,332,376.94","71,444,124.19","56,359,048.39","74,069,165.68","48,952,915.87","26,314,309.05","46,845,938.53","46,026,416.02","52,206,342.81","84,371,371.73","47,209,639.91","28,991,115.66","65,547,836.32","53,022,389.32","64,369,030.05","70,505,730.49","54,241,655.86","99,638,650.74","101,410,511.69","63,634,565.46","73,714,424.77","79,144,637.37","116,266,306.30","140,358,768.62","84,004,870.73","57,200,204.76","60,514,300.33"
预付款项,"7,644,282.13","3,686,373.53","793,363.75","2,469,127.52","7,085,618.04","7,843,122.24","10,890,418.48","2,046,277.06","2,272,739.97","5,033,315.13","3,096,449.59","2,540,752.30","6,794,852.06","17,303,182.05","11,344,218.73","1,505,815.10","3,000,586.41","76,111,524.67","1,858,531.25","9,724,896.44","1,265,792.05","6,689,609.88","2,669,731.00","14,168,016.74","31,241,359.31","51,045,390.75","26,547,840.97","13,483,243.19","115,786,699.16","134,263,486.22","289,183,823.35","5,669,119.87","8,973,252.38","116,306,225.46","83,251,750.92","3,092,021.10","2,840,186.04","2,952,333.36","3,750,490.99","13,075,721.93","18,238,719.30","5,571,250.65","6,685,124.13","943,328.01","21,059,239.02","24,345,708.97"
预收款项,"1,613,682.48","2,604,207.44","8,372,758.46","666,261.81","598,951.59","2,846,615.00","1,561,502.75","1,962,952.11","1,882,211.54","804,229.57","804,229.57","1,762,766.25","1,288,313.47","1,364,902.08","1,382,505.08","32,473.00","1,421,286.09","775,636.18","756,749.43","263,497.35","805,783.40","4,234,860.70","1,172,898.19","764,493.92","1,435,814.41","1,110,445.49","2,689,907.69","1,572,324.29","4,281,734.30","1,651,857.66","2,124,969.90","727,331.06","2,348,311.66","2,075,716.36","1,946,781.97","1,147,469.52","899,036.90","1,834,052.83","2,444,670.02","48,846.60","413,260.84","1,678,293.04","761,213.86","278,128.18","367,676.99","261,102.28"
