科目,2008年度,2009年度,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
一、营业收入,"211,762,097.16","256,001,685.39","326,937,715.80","81,530,609.72","175,839,696.23","284,919,645.67","408,469,683.55","90,029,109.45","190,056,101.38","301,526,012.68","428,910,589.88","93,742,425.35","202,398,113.76","313,226,259.66","446,405,039.64","101,591,419.78","226,245,387.65","347,710,609.16","482,698,640.39","112,588,044.27","249,170,163.78","392,849,577.71","578,592,369.01","160,589,327.86","346,243,167.79","545,806,154.59","794,188,458.63","246,358,275.68","512,056,484.03","772,117,048.46","1,076,553,203.25","301,688,796.78","721,848,723.35","1,223,745,251.44","1,761,337,240.84","456,049,553.99"
二、营业利润,"25,934,742.32","32,037,932.06","44,254,886.68","9,559,273.73","18,770,832.92","28,701,430.05","33,852,174.93","960,231.21","5,293,248.17","6,979,093.90","9,502,066.15","729,623.06","5,274,388.94","7,568,189.57","12,476,867.12","1,787,955.33","5,296,271.44","9,407,161.69","18,813,241.59","-406,166.44","-5,941,704.60","-58,597.80","11,646,850.37","118,271,269.02","117,933,944.52","123,912,678.76","141,901,876.19","5,968,948.42","7,984,298.50","11,324,042.48","35,434,773.76","23,081,005.06","49,439,983.01","78,872,550.62","109,673,421.56","20,334,019.47"
减:营业成本,"164,652,448.52","194,089,849.36","246,718,532.06","62,057,548.18","137,205,550.21","227,399,299.81","332,604,065.95","80,670,351.54","167,732,494.86","266,947,214.85","379,056,874.29","82,326,705.73","174,500,965.37","268,658,831.38","380,834,825.43","87,527,555.79","193,342,578.64","293,635,391.10","402,294,533.06","93,971,133.79","213,416,732.68","334,590,328.76","484,036,841.69","132,796,612.87","292,599,206.45","458,450,128.10","657,176,381.71","204,347,110.90","431,604,670.60","650,298,497.14","893,252,685.19","235,713,098.08","567,423,219.08","967,813,404.76","1,400,625,277.72","362,081,706.73"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,,,"80,978.17","88,582.17","251,399.47","287,676.36","559,259.99","589,586.48","897,225.19","1,597,454.19","2,074,825.98","296,094.64","707,656.13","1,405,041.00","1,999,550.42","541,982.99","954,756.22","1,194,720.43","1,227,444.43",,"180,639.55","180,639.55","911,274.04","525,130.06","1,229,144.88","2,160,611.83","4,426,725.69","1,963,926.20","3,981,216.51","5,416,944.78","7,329,000.64","1,873,542.82","4,051,015.41","7,171,221.90","10,532,302.67","3,826,985.47"
营业外收入,"304,494.71","932,611.41","2,306,610.00","21,593.13","2,534,643.13","2,581,263.13","5,297,243.13","93,821.52","160,431.52","683,201.52","802,880.57","553,447.94","560,007.94","594,907.94","629,089.09","4,090.00","1,215,920.00","1,222,670.00","3,480,520.00","1,598,123.00","19,164,076.79","20,599,476.79","22,561,410.79","370,599.58","5,355,250.01","5,660,650.01","6,291,801.33","2,114,833.99","3,188,261.99","5,443,633.09","21,745.77",,"7,706,740.01","8,022,154.89",,"17,558.02"
销售费用,"2,976,790.94","4,780,441.05","5,280,906.61","1,202,108.83","2,604,461.25","3,953,098.22","5,485,327.76","1,144,980.11","2,556,101.01","4,571,550.10","6,050,658.31","1,691,448.98","3,564,210.29","5,710,813.60","7,842,442.80","2,070,568.98","4,922,127.70","7,570,552.97","10,076,259.78","2,646,750.43","6,143,702.98","9,873,549.79","14,517,927.95","3,751,253.79","7,859,310.15","12,252,142.61","17,166,893.20","5,751,222.97","11,089,225.78","14,941,380.60","19,200,739.60","6,480,882.79","15,942,218.37","26,332,796.69","37,526,584.29","11,105,741.64"
减:营业外支出,"142,299.41","83,381.91","169,618.90",961.54,961.54,961.54,961.54,"95,520.86","95,520.86","95,520.86","151,569.72",,"327,503.99","327,503.99","354,409.27","322,771.88","322,771.88","556,373.11","1,628,728.45",,"675,293.74","678,293.74","822,346.77","755,889.48","897,385.03","897,385.03","2,931,172.63","256,769.15","281,883.74","484,883.74","3,175,981.78","4,453.46","400,535.97","797,444.69","2,145,073.97","147,370.36"
管理费用,"14,461,468.73","20,759,570.64","23,263,041.39","7,053,996.65","15,068,793.27","23,646,788.70","34,508,470.50","8,784,084.98","17,319,344.85","27,052,417.07","37,488,313.75","10,145,497.71","21,145,472.76","33,334,882.06","45,441,816.86","11,331,430.32","23,723,844.36","36,661,827.96","53,018,118.97","16,140,301.60","30,936,351.98","46,419,087.35","63,628,129.80","19,132,511.13","38,273,387.13","58,892,361.77","78,643,549.22","25,875,323.14","52,827,417.77","81,871,141.34","115,744,111.95","28,682,435.25","75,211,796.14","82,512,512.77","115,298,867.08","27,113,532.97"
其中:非流动资产处置净损失,"59,570.04","71,174.41","118,506.80",961.54,961.54,961.54,961.54,"55,499.34","95,520.86","95,520.86","151,569.72",,"327,503.99","327,503.99","354,409.27","284,613.02","284,613.02","518,214.25","1,590,569.59",,"415,386.17","415,386.17","695,550.93",,"837,385.03","837,385.03","2,621,172.63","6,769.15","30,883.74","30,883.74",,,,,,
