科目,2013-12-31,2014-12-31,2015-12-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"100,448,992.60","122,563,250.04","215,327,136.56","157,217,880.74","110,944,373.29","141,224,494.44","289,404,417.38","253,891,828.16","159,819,988.40","103,538,695.36","73,385,505.04","66,072,583.68"
短期借款,"60,000,000.00","122,000,000.00","81,000,000.00","70,000,000.00","59,982,500.00","69,917,150.00","79,913,550.00","79,978,900.00","130,016,676.50","119,842,618.00","138,123,318.00","133,191,228.00"
交易性金融资产,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,
应收票据,"3,453,150.00","17,299,622.10","35,450,848.00",,,,"363,242.50",,"353,134.65","1,839,722.83","553,067.24","9,500,100.75"
应付票据,"28,445,794.50","51,067,946.45","19,966,668.33","40,345,136.77","74,744,506.27","54,962,409.79","35,502,574.52","24,667,612.98","26,504,059.44","52,764,310.73","84,665,177.06","83,474,794.77"
应收账款,"462,263,452.16","451,154,787.21","411,533,496.49","476,445,420.62","464,908,388.85","551,288,333.11","581,175,595.28","563,006,261.48","604,860,355.24","564,371,516.82","594,644,325.40","545,804,267.82"
应付账款,"185,376,483.91","189,729,343.87","271,609,698.67","253,962,231.76","163,083,749.32","267,082,028.56","246,667,165.70","216,622,638.06","274,343,659.00","304,985,785.05","336,313,618.11","345,622,121.29"
预付款项,"8,788,032.80","4,909,169.45","12,381,318.26","11,485,564.29","6,808,910.11","5,089,055.48","7,044,537.07","11,809,944.65","20,577,489.32","51,783,757.15","12,434,526.14","17,737,529.93"
预收款项,"24,011,898.84","28,336,204.03","64,848,063.11","50,850,896.18","50,496,847.48","55,360,724.39","52,189,506.33","42,254,666.85","50,907,951.09","46,720,417.76","70,079,407.93","42,639,181.57"
其他应收款,"9,479,420.43","11,960,683.07","14,618,111.58","35,293,867.66","13,672,724.53","10,802,225.78","10,886,509.34","11,468,681.18","14,772,984.75","14,848,621.14","22,090,706.69","23,002,016.03"
