科目,2008年度,2009年度,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
一、营业收入,"178,290,078.39","263,253,242.12","343,273,048.84","86,630,013.73","216,079,923.99","343,311,191.59","482,474,271.52","125,947,076.12","316,047,298.46","508,353,521.51","706,418,723.51","186,565,242.99","462,391,264.51","738,101,950.46","1,015,474,436.73","252,774,293.31","625,234,018.55","997,532,949.19","1,335,100,144.15","328,917,927.32","813,226,246.47","1,307,893,829.18","1,858,180,889.98","635,510,897.79","1,628,247,021.51","2,596,389,641.57","3,823,980,623.37","1,044,190,369.65","2,319,077,780.56","3,675,533,200.20"
二、营业利润,"6,974,767.17","19,270,765.17","33,859,090.90","9,521,550.07","24,280,756.30","31,830,613.54","46,424,585.40","12,381,288.93","35,644,428.25","48,095,505.32","71,595,724.12","16,232,797.40","55,660,249.76","78,269,148.04","108,229,159.11","23,309,269.30","81,173,893.30","116,856,858.68","150,216,861.87","27,659,807.67","98,586,105.76","145,948,814.79","194,540,383.55","52,592,643.57","194,395,714.37","290,590,183.51","415,852,395.52","103,933,475.56","289,312,817.84","432,946,166.71"
减:营业成本,"125,685,521.27","170,167,096.74","220,298,830.66","56,206,643.52","138,320,891.25","227,406,435.66","314,211,181.14","81,740,087.11","202,687,760.47","333,349,801.80","454,142,758.71","120,304,517.55","286,166,668.44","463,181,459.77","638,650,944.52","162,263,321.46","390,264,806.20","632,673,690.58","847,784,116.46","216,907,939.77","516,807,185.13","849,205,638.62","1,233,460,880.27","449,643,974.49","1,109,877,501.29","1,779,189,833.14","2,619,637,006.49","710,480,833.18","1,538,983,750.78","2,431,459,187.34"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"4,649,804.60","2,478,454.24","1,408,690.81","358,499.14","969,212.48","1,542,301.83","2,273,303.80","557,752.55","898,616.45","1,524,428.77","1,878,595.42","378,724.36","813,507.41","1,407,580.67","2,076,214.57","683,027.28","1,274,226.09","1,972,611.01","2,477,504.60","623,727.03","1,642,684.54","2,409,010.77","3,207,616.64","1,701,440.98","4,378,802.99","7,831,113.49","11,253,590.49","4,048,237.61","7,701,225.15","13,328,516.31"
营业外收入,"66,143.72","1,052,599.84","4,711,610.09","1,013,599.33","1,999,051.65","3,320,698.37","3,884,266.82","1,761,043.04","2,104,494.64","2,820,149.84","3,699,735.86","1,181,347.85","2,158,878.42","2,712,890.98","5,849,340.88","1,411,616.02","2,162,511.84","2,603,092.26","6,624,925.05","2,976,550.29","5,512,474.76","7,919,351.40","20,862,873.78","3,604,167.90","6,745,700.47","9,243,399.55","24,304,776.54","2,967,206.45","9,081,706.63","11,353,830.15"
销售费用,"16,447,902.39","24,102,031.57","33,427,877.90","7,340,127.22","21,097,395.30","35,296,501.20","50,168,095.30","13,170,510.08","31,736,738.53","52,914,030.42","79,114,231.99","23,637,554.83","51,802,706.61","80,598,584.60","115,841,710.77","29,329,578.34","61,059,758.92","100,065,922.67","134,381,093.18","37,502,013.76","77,687,852.79","122,904,792.91","164,114,949.12","53,486,005.54","123,873,968.83","210,135,636.05","326,826,828.30","93,998,095.89","178,559,611.42","306,476,362.22"
减:营业外支出,"569,135.72","365,460.55","709,778.25","82,523.27","232,883.29","494,808.57","1,322,740.27","423,441.03","679,211.59","1,035,484.68","2,035,728.84","208,026.19","669,013.26","1,122,117.74","2,429,204.83","452,057.05","1,128,034.59","2,739,742.98","4,531,951.41","498,353.57","1,185,656.91","2,990,319.46","4,946,703.84","798,619.70","1,456,078.99","2,265,234.43","5,804,435.47","1,836,991.31","2,545,061.24","3,247,362.62"
管理费用,"21,151,778.73","43,817,996.02","53,204,161.01","13,093,353.03","30,817,166.02","48,448,874.94","73,100,369.25","18,079,788.47","45,066,359.09","74,883,211.09","103,026,219.74","26,155,034.79","67,823,854.74","114,950,289.49","150,085,573.85","37,902,243.75","91,434,350.63","145,108,700.33","202,337,221.91","48,857,200.39","118,435,408.66","188,264,417.70","262,921,430.32","80,862,329.32","198,346,846.53","307,609,106.61","451,312,834.96","125,849,565.66","284,798,362.33","449,771,157.40"
其中:非流动资产处置净损失,"25,329.28","31,024.70","111,459.26",,,,"135,341.79",,"7,353.40",,"663,334.73",,"13,595.18","61,426.27","196,386.26",,"128,430.96","303,233.68","605,215.83","11,036.53","140,777.58","175,210.85","385,054.91","35,090.56","85,095.38","333,901.73","601,429.14","199,052.97","424,487.83","492,843.03"
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"2,861,444.12","2,682,710.10","960,630.95","98,151.95","257,305.95","-1,560,243.16","-3,859,398.82","-430,266.90","-1,254,256.10","-4,086,024.01","-5,355,763.21","-798,648.84","-1,667,843.21","-2,756,081.05","-2,307,367.52","-2,007,528.92","-2,646,414.85","-3,197,375.93","-2,808,462.00","1,696,891.46","7,511,228.17","14,048,412.64","22,515,116.89","3,309,735.56","9,706,165.17","19,575,832.91","33,836,143.19","21,627,310.83","45,712,084.49","75,934,568.57"
三、利润总额,"6,471,775.17","19,957,904.46","37,860,922.74","10,452,626.13","26,046,924.66","34,656,503.34","48,986,111.95","13,718,890.94","37,069,711.30","49,880,170.48","73,259,731.14","17,206,119.06","57,150,114.92","79,859,921.28","111,649,295.16","24,268,828.27","82,208,370.55","116,720,207.96","152,309,835.51","30,138,004.39","102,912,923.61","150,877,846.73","210,456,553.49","55,398,191.77","199,685,335.85","297,568,348.63","434,352,736.59","105,063,690.70","295,849,463.23","441,052,634.24"
资产减值损失,"518,860.11","734,188.28","113,766.61","11,688.80","337,196.69","346,707.58","156,135.45","447,915.88","1,267,651.77","1,672,568.12","2,016,956.74","655,262.90","1,594,834.01","1,988,864.82","1,727,513.89","820,799.24","1,736,470.05","2,533,843.74","3,300,659.67","357,713.25","1,719,550.60","2,244,999.67","2,932,971.01","1,663,226.87","3,761,961.11","6,425,495.95","7,140,325.68","-619,287.91","5,846,926.62","11,879,871.36"
减:所得税,"1,968,289.75","4,739,719.69","7,945,697.04","2,054,620.78","4,423,912.03","5,493,431.82","7,405,715.51","2,367,658.22","5,906,988.81","7,375,447.41","13,866,310.88","3,235,639.00","10,367,421.01","14,771,202.34","21,615,102.19","5,082,409.82","15,966,001.13","23,022,841.33","24,457,256.48","5,505,621.94","16,561,590.00","25,907,860.51","31,671,118.00","9,628,463.49","35,846,697.53","58,092,759.94","96,402,500.09","24,813,271.76","61,174,834.49","101,058,504.44"
加:公允价值变动净收益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响净利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资收益,,,,,,,,,,,,,"-197,286.75","-462,104.12","-1,170,687.54","-473,582.86","-936,928.21","-1,518,698.11","2,588,851.54","4,687,366.01","9,163,769.18","17,132,257.92","25,512,457.82","7,748,458.54","16,093,938.78","24,967,560.09","41,878,501.26","15,127,861.17","31,836,998.07","46,262,629.71"
四、净利润,"4,503,485.42","15,218,184.77","29,915,225.70","8,398,005.35","21,623,012.63","29,163,071.52","41,580,396.44","11,351,232.72","31,162,722.49","42,504,723.07","59,393,420.26","13,970,480.06","46,782,693.91","65,088,718.94","90,034,192.97","19,186,418.45","66,242,369.42","93,697,366.63","127,852,579.03","24,632,382.45","86,351,333.61","124,969,986.22","178,785,435.49","45,769,728.28","163,838,638.32","239,475,588.69","337,950,236.50","80,250,418.94","234,674,628.74","339,994,129.80"
