科目,2012-12-31,2013-12-31,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"70,595,315.25","80,951,967.33","106,331,540.00","117,146,995.40","325,058,153.42","319,801,215.20","331,957,071.18","332,251,995.32","359,175,308.71","310,423,149.97","187,725,939.13","195,076,405.16","199,350,385.32","236,194,792.29","220,187,853.53","138,845,837.27","171,147,033.24","129,331,646.00","254,674,124.58","150,127,590.67"
短期借款,"145,618,000.00","202,953,500.00","213,500,000.00","235,460,000.00","197,500,000.00","137,500,000.00","131,150,000.00","129,110,000.00","129,110,000.00","58,990,720.00","56,950,000.00","56,950,000.00","60,579,100.00","56,000,000.00","76,000,000.00","76,000,000.00","106,000,000.00","106,000,000.00","127,870,000.00","127,870,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,
应收票据,"29,975,408.89","47,487,867.89","25,511,014.10","30,240,514.67","37,046,702.29","31,614,380.84","30,287,163.37","30,108,603.98","29,899,743.83","27,158,773.48","31,555,297.71","33,631,769.51","51,469,238.61","43,940,301.37","27,059,871.67","31,057,633.91","36,453,673.41","42,394,756.53","50,510,739.17","38,869,719.52"
应付票据,,,,,,"1,800,080.00","5,367,510.00","3,638,240.00","3,968,050.63","11,263,663.44","19,340,449.33","20,761,023.62","21,809,084.78","22,861,791.91","22,253,253.02","21,487,681.76","21,913,124.81",,"29,384,154.57",
应收账款,"74,529,995.69","94,226,200.09","109,832,496.44","115,926,638.77","128,790,290.64","113,097,448.37","112,964,874.52","122,316,702.02","132,800,648.83","122,989,367.29","134,810,242.30","146,353,854.16","166,381,503.37","121,748,360.47","126,578,496.47","146,119,483.43","141,494,912.36","128,291,415.57","111,607,285.25","126,201,925.82"
应付账款,"34,085,647.62","47,526,549.32","46,642,563.59","39,171,606.84","47,010,417.34","35,312,428.21","46,093,858.83","47,008,504.74","42,816,653.51","40,503,167.51","49,215,183.03","52,419,679.66","49,118,377.41","45,346,625.98","48,596,028.87","56,587,185.51","69,945,658.84",,"58,476,280.08",
预付款项,"3,334,753.50","5,456,626.91","1,229,791.93","4,339,238.61","3,247,332.11","6,131,921.82","2,338,620.60","3,087,616.72","3,974,076.61","2,898,165.72","3,113,071.06","4,062,871.05","2,631,270.71","5,895,629.90","3,617,188.34","4,558,810.65","2,963,547.58","2,272,531.84","2,748,707.92","2,919,780.65"
预收款项,"797,989.34","1,023,170.14","810,315.19","1,512,421.81","741,020.01","1,287,765.73","930,557.14","964,129.06","777,181.23","1,325,525.62","975,011.56","1,022,235.89","831,285.64","1,195,543.99","652,186.84","631,965.18","606,936.63","875,336.88","1,089,864.63","873,600.00"
