科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"106,075,832.84","74,965,779.07","86,775,283.80","135,701,757.03","157,071,690.09","116,764,133.07","104,917,806.12","187,198,883.40","191,994,006.76","187,627,590.35","164,173,778.26","241,980,561.37","202,923,936.20","195,979,706.28","178,662,340.84","282,401,003.54","225,483,991.33","199,415,558.93","172,916,599.99","303,643,356.10","260,021,315.08","395,354,137.75","349,707,273.77","242,293,454.20","542,796,306.97","412,354,624.06","232,688,293.18","255,502,870.55","463,096,071.55","472,275,140.08","468,909,704.98","517,820,262.82","490,460,404.14","437,719,296.90","364,344,996.12","252,713,654.26","170,397,021.21","222,850,520.70","2,182,776,093.82","628,657,624.11","657,494,321.98","524,342,677.99","848,069,791.83","783,724,443.76","851,511,156.76","786,603,959.01"
短期借款,"62,402,510.00","77,526,160.00","136,294,810.00","187,705,775.53","236,155,592.02","219,502,266.60","202,603,326.45","159,701,148.84","195,940,982.49","211,012,332.54","240,305,271.97","283,955,612.23","313,002,952.99","304,389,952.83","312,335,270.25","292,936,372.44","342,217,115.79","545,591,220.33","541,395,879.28","570,918,843.71","674,295,776.91","891,207,887.78","768,383,388.59","818,276,287.28","788,789,008.99","628,839,481.18","542,656,766.73","565,305,055.11","561,074,006.75","568,716,782.06","513,925,120.04","490,686,841.76","473,174,790.44","467,441,388.15","560,099,553.70","547,099,738.67","510,950,000.00","555,950,000.00","763,950,000.00","432,950,000.00","384,950,000.00","474,950,000.00","513,950,000.00","556,950,000.00","486,950,000.00","476,950,000.00"
交易性金融资产,"6,087,880.48",,,,,,,,,,,,"32,860.00",,"119,430.00","88,550.00","17,100.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"206,314,166.85","183,326,357.04","238,194,809.64","290,669,583.94","275,004,263.21","259,633,398.84","210,327,917.58","179,942,562.12","122,694,007.81","157,836,113.20","184,972,931.24","210,446,463.08","207,514,454.77","200,731,109.31","345,328,036.69","333,657,869.12","118,390,085.38","166,422,228.69","186,555,987.76","198,203,529.97","135,556,766.15","152,267,406.88","136,582,378.64","190,855,249.44","208,274,199.28","210,368,893.26","269,994,362.53","320,128,526.61","195,609,821.14","141,939,650.11","183,207,360.13","197,849,014.01","182,106,454.58","116,776,317.04","149,673,707.31","283,633,146.29","183,478,646.71","213,325,728.61","190,812,741.51","291,601,255.38","262,812,080.45","319,809,226.12","439,419,853.23","402,485,141.10","262,829,317.76","395,117,905.20"
应付票据,"300,000.00","2,997,321.38","6,123,300.00","123,300.00",,"6,398,650.00","14,578,699.99","29,326,730.00","38,862,455.83","40,255,059.02","23,948,892.94","5,284,100.00","3,425,400.00","3,398,000.00",,"3,411,596.00","3,020,000.00","9,450,000.00","74,504,040.00","122,173,152.00","81,870,000.00","93,910,000.00","64,540,000.00","28,408,400.00","60,500,000.00","73,525,000.00","81,930,000.00","86,800,000.00","112,437,130.23","126,623,755.80","84,745,294.48","66,700,000.00","36,716,647.08","38,000,000.00","32,000,000.00","73,144,500.53","65,899,851.96","26,755,351.43","20,000,000.00",,,,,"10,000.00","17,260,000.00","79,240,000.00"
应收账款,"322,138,230.30","324,436,526.56","338,807,209.68","259,846,751.78","324,058,244.72","339,774,091.30","335,744,477.59","260,642,549.71","303,014,146.17","329,303,769.58","328,479,862.65","230,739,333.18","312,418,976.78","273,413,317.16","190,239,716.21","129,925,623.02","205,287,330.02","219,364,906.59","202,631,796.64","128,922,191.53","186,166,629.27","229,639,359.87","213,451,369.88","167,569,604.53","218,120,147.56","256,601,019.20","265,817,414.58","200,358,462.81","293,632,542.62","354,262,741.14","338,707,791.75","240,303,211.32","316,250,378.77","346,404,270.48","358,154,295.14","206,495,703.54","279,076,404.80","352,355,436.59","332,350,388.09","177,541,167.83","320,858,362.25","336,003,150.75","321,421,289.52","161,220,791.70","272,821,582.65","318,028,683.05"
应付账款,"187,292,884.81","177,677,734.50","182,103,359.60","170,357,061.11","151,844,155.95","169,055,341.63","161,489,096.37","179,244,476.20","121,009,779.42","137,913,582.28","148,659,565.06","128,075,579.73","163,307,129.13","149,960,175.73","154,817,010.30","165,442,697.48","191,542,701.28","217,328,443.50","220,226,762.36","249,956,590.52","197,880,526.45","222,777,403.98","169,065,129.39","174,024,436.75","217,186,091.61","186,692,935.35","195,413,398.39","286,905,142.08","266,609,493.26","219,004,674.61","218,545,632.45","202,185,319.65","232,551,949.84","556,577,412.10","526,798,418.76","495,487,317.65","524,098,096.71","688,224,377.92","374,784,734.56","376,694,406.20","295,701,034.83","264,951,592.17","185,585,867.88","261,133,509.66","281,628,741.50","389,995,987.02"
预付款项,"99,415,827.21","142,361,261.90","138,106,443.35","19,979,071.78","18,438,735.64","18,394,073.17","19,734,047.45","14,959,086.48","12,323,629.36","16,506,062.50","17,046,227.03","33,137,130.77","36,552,869.21","22,451,019.31","32,078,054.01","71,804,601.97","130,436,319.73","52,121,687.57","49,404,209.47","157,548,953.84","118,476,486.71","85,913,540.32","65,129,063.67","75,769,404.04","82,895,166.93","42,504,539.34","24,683,286.44","28,304,124.13","32,320,342.69","33,257,051.07","22,660,744.43","11,750,107.84","16,805,245.90","18,397,088.47","21,055,709.13","17,937,466.66","45,110,728.33","27,857,498.47","24,474,172.25","23,287,916.01","17,788,243.33","25,047,953.21","28,593,295.36","26,501,018.79","48,644,444.97","14,428,897.08"
预收款项,"20,765,172.74","33,756,094.29","51,352,669.51","31,268,458.19","25,022,936.11","19,882,216.00","23,189,670.20","15,729,399.89","19,525,122.05","19,459,419.49","25,499,609.32","61,544,423.67","39,441,622.15","41,136,170.43","83,921,356.12","93,839,924.97","76,229,808.03","72,316,645.77","55,780,887.56","44,791,613.39","61,500,908.64","63,566,225.23","49,279,935.23","45,217,823.61","53,493,739.08","49,568,003.73","29,158,239.35","31,035,498.51","33,201,484.88","29,803,933.28","37,748,689.79","17,909,650.92","27,424,065.51","21,339,132.45","15,970,757.68","47,659,909.47","24,511,797.04","24,923,677.65","25,631,902.90","29,215,020.96","32,255,193.50","36,441,643.22","71,340,140.59","47,222,204.28","31,199,195.53","21,607,426.68"
