科目,2008年度,2009年度,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
一、营业收入,"27,727,209,000.00","41,113,912,000.00","48,448,416,000.00","11,710,335,000.00","22,544,664,000.00","34,334,089,000.00","48,826,919,000.00","11,734,272,000.00","22,582,012,000.00","33,108,940,000.00","46,853,774,000.00","12,883,871,000.00","26,040,933,000.00","38,704,489,000.00","52,863,284,000.00","11,723,871,000.00","26,715,706,000.00","40,408,603,000.00","58,195,878,000.00","15,282,504,000.00","31,582,366,000.00","48,493,574,000.00","80,008,968,000.00","20,285,247,000.00","44,949,565,000.00","72,797,790,000.00","103,469,997,000.00","21,046,138,000.00","45,037,637,000.00","73,932,895,000.00"
二、营业利润,"990,189,000.00","4,168,526,000.00","2,767,500,000.00","345,351,000.00","327,727,000.00","430,458,000.00","1,410,351,000.00","40,591,000.00","-71,898,000.00","-145,564,000.00","-304,372,000.00","131,656,000.00","272,230,000.00","267,449,000.00","106,653,000.00","3,468,000.00","333,261,000.00","-41,545,000.00","-179,115,000.00","106,793,000.00","462,288,000.00","2,272,213,000.00","3,175,965,000.00","1,083,880,000.00","2,787,346,000.00","4,442,837,000.00","5,986,251,000.00","833,815,000.00","2,595,439,000.00","4,105,070,000.00"
减:营业成本,"22,032,299,000.00","31,479,762,000.00","39,173,976,000.00","9,717,091,000.00","18,991,960,000.00","28,891,672,000.00","40,438,789,000.00","9,692,229,000.00","19,046,568,000.00","28,241,703,000.00","40,153,064,000.00","10,830,403,000.00","21,899,219,000.00","32,661,487,000.00","44,745,555,000.00","9,729,657,000.00","22,253,817,000.00","34,202,165,000.00","49,143,886,000.00","12,659,597,000.00","26,075,750,000.00","39,890,192,000.00","66,513,559,000.00","16,419,554,000.00","35,588,441,000.00","57,454,150,000.00","82,400,900,000.00","16,625,725,000.00","35,885,394,000.00","59,251,044,000.00"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"300,424,000.00","673,615,000.00","659,656,000.00","177,724,000.00","352,345,000.00","573,918,000.00","969,714,000.00","343,623,000.00","584,024,000.00","800,170,000.00","1,109,207,000.00","357,292,000.00","633,092,000.00","864,083,000.00","1,203,534,000.00","218,650,000.00","464,077,000.00","656,983,000.00","957,435,000.00","334,688,000.00","660,930,000.00","883,858,000.00","1,267,326,000.00","307,648,000.00","616,329,000.00","928,700,000.00","1,511,717,000.00","319,927,000.00","561,938,000.00","852,762,000.00"
营业外收入,"443,157,000.00","474,544,000.00","549,159,000.00","49,738,000.00","201,218,000.00","271,859,000.00","367,390,000.00","99,834,000.00","257,637,000.00","458,454,000.00","662,032,000.00","67,571,000.00","368,059,000.00","473,450,000.00","775,688,000.00","127,881,000.00","362,773,000.00","774,023,000.00","1,114,319,000.00","106,530,000.00","389,048,000.00","531,691,000.00","703,235,000.00","96,475,000.00","275,622,000.00","571,873,000.00","844,328,000.00","208,824,000.00","105,154,000.00","162,917,000.00"
销售费用,"934,231,000.00","1,487,735,000.00","2,175,881,000.00","488,972,000.00","847,266,000.00","1,224,320,000.00","1,799,757,000.00","422,524,000.00","791,654,000.00","1,089,612,000.00","1,511,797,000.00","461,856,000.00","991,114,000.00","1,406,821,000.00","2,011,845,000.00","472,773,000.00","985,814,000.00","1,590,962,000.00","2,228,758,000.00","611,312,000.00","1,201,130,000.00","1,738,371,000.00","2,867,992,000.00","602,332,000.00","1,804,047,000.00","2,863,831,000.00","4,196,339,000.00","1,058,996,000.00","2,248,952,000.00","3,537,758,000.00"
减:营业外支出,"69,374,000.00","136,620,000.00","174,392,000.00","17,045,000.00","39,020,000.00","75,521,000.00","50,257,000.00","6,966,000.00","26,395,000.00","48,454,000.00","66,935,000.00","15,244,000.00","21,897,000.00","28,288,000.00","50,260,000.00","13,036,000.00","47,103,000.00","49,898,000.00","61,252,000.00","9,329,000.00","20,798,000.00","58,346,000.00","84,214,000.00","31,825,000.00","53,893,000.00","164,410,000.00","262,169,000.00","21,008,000.00","50,583,000.00","72,348,000.00"
管理费用,"2,626,989,000.00","2,773,943,000.00","3,306,333,000.00","855,850,000.00","1,606,853,000.00","2,491,180,000.00","3,455,516,000.00","856,160,000.00","1,589,465,000.00","2,284,822,000.00","3,185,007,000.00","806,370,000.00","1,582,628,000.00","2,461,019,000.00","3,314,727,000.00","898,700,000.00","1,926,761,000.00","2,965,226,000.00","4,430,271,000.00","1,104,840,000.00","2,302,538,000.00","3,742,275,000.00","5,415,060,000.00","1,298,477,000.00","3,022,396,000.00","5,440,908,000.00","6,842,635,000.00","1,556,914,000.00","3,120,342,000.00","5,066,885,000.00"
其中:非流动资产处置净损失,"28,132,000.00","92,062,000.00","41,051,000.00","4,825,000.00","16,376,000.00","24,887,000.00","9,414,000.00","2,605,000.00","13,905,000.00","9,561,000.00","13,951,000.00","1,231,000.00","2,148,000.00","4,831,000.00","11,448,000.00","8,580,000.00","16,384,000.00",,,,"3,763,000.00","14,335,000.00","36,051,000.00","9,648,000.00","22,398,000.00","76,919,000.00","136,717,000.00","8,199,000.00","27,880,000.00","39,300,000.00"
