科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2015-12-31
其他应收款,"153,470,820.05","158,075,214.29","161,558,010.81","158,261,642.33","162,776,104.58","137,923,233.00","155,852,798.40","158,183,355.09","156,951,361.45","158,320,316.20","160,934,203.51","160,397,820.32","160,571,380.38","161,091,715.73","166,137,145.51",,"165,319,460.14","165,292,065.19","169,975,931.69","170,151,774.55","169,899,901.78","169,491,243.13","170,052,964.29","169,975,843.30","170,359,643.42","171,100,399.71","171,026,986.70","169,723,004.72","171,498,283.20"
应付职工薪酬,"5,635,311.71","5,452,832.77","4,905,562.63","7,201,043.19","7,049,595.59","4,014,407.35","6,891,352.42","5,069,865.19","4,921,102.60","4,839,890.49",,"4,744,299.25","4,673,326.85","4,592,538.81","4,471,211.01","4,401,975.60","4,430,685.97","4,360,973.46","4,176,637.04","4,088,102.35","4,013,123.84","3,922,914.86","3,762,166.49","3,679,157.66","3,606,872.96","3,521,273.71","3,432,794.04","3,326,555.81","2,687,515.54"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"4,972,184.13","5,360,343.12","4,480,022.98","4,733,972.51","4,736,547.67","-4,705,427.86","4,599,781.60","4,653,537.30","4,651,377.59","4,645,338.68",,"4,639,092.66","4,635,735.42","4,631,526.71","4,623,999.86","4,616,375.72","4,656,456.31","4,619,175.89","4,618,812.88","4,617,213.99","4,618,760.03","4,619,222.08","4,619,222.08","4,619,222.08","4,619,222.08","4,619,222.08","4,619,222.08","4,619,222.08","10,333,503.91"
应收利息,,,,,,,,,,,,,,,,"311,321.70",,,,,,,,,,,,,
应付利息,,,,"273,741,440.41","271,294,048.46","296,114,176.30","313,854,050.33","334,134,540.41","362,481,363.67","374,212,848.05",,"405,122,040.41","419,319,540.41","433,517,040.41","447,714,540.41","461,912,040.41","476,109,540.41","490,307,040.41","494,903,381.41","509,100,881.41","523,298,381.41","537,495,881.41","551,693,381.41","565,890,881.41","580,088,381.41","594,285,881.41","608,483,381.41","622,680,881.41","722,063,381.41"
应收股利,"4,440,360.70","1,753,650.70","1,459,593.57","1,598,143.00","1,223,499.60",,"2,136,092.35","144,038.08","296,999.02",,"683,522.43","2,748,068.67","2,541,321.48","2,894,220.33","161,012.63","165,942,133.03","61,321.70",,,,,,,,,,,,
应付股利,"1,521,646.95","1,521,646.95","1,521,646.95","1,491,646.95","1,491,646.95","1,491,646.95","1,491,646.95","1,491,646.95","1,491,646.95","1,491,646.95",,"1,491,646.95","1,491,646.95","1,491,646.95","1,491,646.95","1,491,646.95","1,491,646.95","1,491,646.95","1,491,646.95","1,491,646.95","1,491,646.95","1,491,646.95","1,491,646.95","1,491,646.95","1,491,646.95","1,491,646.95","1,491,646.95","1,491,646.95","1,491,646.95"
存货,"37,848,468.93","34,017,243.05","34,377,580.59","31,279,931.06","29,691,849.33","3,029,131.37","25,080,371.20","24,833,789.91","27,919,825.50","29,761,389.77","19,420,216.67","18,262,680.83","18,234,100.04","18,091,348.80","17,275,466.05","16,627,383.45","16,436,842.83","16,401,476.06","14,194,345.69",,"14,185,943.06","14,185,943.06","14,177,615.63","14,177,615.63","14,177,615.63","14,177,615.63","14,175,211.36","14,175,211.36","14,100,110.60"
其他应付款,"60,274,209.38","58,887,854.92","58,326,203.66","58,317,390.26","61,732,043.44","87,306,792.62","58,719,572.21","56,349,472.61","57,172,205.05","59,099,534.45",,"53,443,829.01","53,928,923.06","54,051,443.55","56,384,685.75","56,190,444.43","55,014,881.25","55,087,936.44","56,070,829.96","56,309,571.10","56,371,485.05","56,364,068.33","56,141,560.09","56,206,709.12","56,280,339.55","56,271,526.70","57,451,340.03","56,016,561.60","56,822,949.48"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,"17,000,000.00","17,000,000.00",,,,,,,,,,,,,
一年内到期的非流动资产,,,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,"17,000,000.00","17,000,000.00","17,000,000.00","17,000,000.00","17,000,000.00",,"17,000,000.00","17,000,000.00","17,000,000.00","17,000,000.00",,"17,000,000.00","17,000,000.00","17,000,000.00",,,"17,000,000.00","17,000,000.00",,,,,,,,,,,
其他流动资产,,,,,,,,,,,"10,088.26","10,088.26","10,088.26","10,088.26","1,448,286.65","1,448,286.65","1,448,286.65","1,448,286.65","1,448,286.65","15,642,019.01","1,448,286.65","1,448,286.65","1,448,286.65","1,448,286.65","1,448,286.65","1,448,286.65","1,448,286.65","1,448,286.65","7,122,837.99"
其他流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
流动资产合计,"236,648,484.87","232,855,023.58","232,118,978.46","225,298,857.87","229,596,149.65","142,176,090.00","212,282,262.31","214,052,076.91","213,780,396.28","213,125,853.93","217,304,243.30","212,011,384.59","210,763,630.21","211,180,388.78","217,708,520.12","216,391,547.80","218,884,724.79","218,347,707.11","212,667,476.55","213,018,717.27","212,860,791.78","211,733,547.53","212,548,290.56","212,593,077.53","212,694,455.90","214,137,736.81","213,099,221.62","211,571,934.96","218,295,686.29"
流动负债合计,"940,454,904.23","951,153,229.68","962,713,675.61","976,835,868.75","983,101,028.33","957,408,964.70","1,018,052,786.50","1,036,566,175.02","1,066,195,043.64","1,080,442,243.27",,"1,102,194,644.19","1,115,540,324.23","1,129,762,625.37","1,151,710,004.82","1,165,357,305.82","1,178,229,878.60","1,192,393,440.86","1,150,232,560.09","1,165,624,752.38","1,178,731,460.00","1,192,831,796.35","1,207,043,728.87","1,221,223,369.07","1,235,422,214.80","1,250,694,446.99","1,263,995,843.09","1,276,652,326.43","1,381,896,455.87"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期借款,"3,909,355.22","3,783,662.12","3,698,671.34",,,,,,,,,,,,,,,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,918,815.23"
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期股权投资,"36,599,074.60","37,214,635.43","33,971,744.17","37,090,197.61","37,090,197.61","72,361,448.30","37,030,197.61","38,080,197.61","38,080,197.61","38,080,197.61","38,080,197.61","38,080,197.61","38,080,197.61","38,080,197.61","38,080,197.61","38,080,197.61","38,080,197.61","38,080,197.61","4,918,815.23","4,918,815.23","4,918,815.23","4,918,815.23","4,918,815.23","4,918,815.23","4,918,815.23","4,918,815.23","4,918,815.23","4,918,815.23",
专项应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,"57,003,428.64","56,581,128.69","56,440,362.04","55,736,528.78","55,736,528.78","54,891,928.90","54,891,928.86","54,047,328.95","53,202,729.03","53,202,729.03","52,358,129.12","51,935,820.47","51,513,520.50","51,091,220.53","50,668,929.29","50,246,629.32","49,824,329.35","49,824,329.35","48,979,729.41","48,557,429.44","48,135,129.47","47,712,829.50","47,290,529.53","46,868,229.56","46,445,929.59","46,023,629.62","45,601,329.65","45,179,029.69","42,222,929.89"
预计负债,"143,093,100.00","143,093,100.00","140,543,100.00","140,543,100.00","140,543,100.00","140,096,491.20","140,096,491.24","140,096,491.24","140,096,491.24","140,096,491.24",,"138,169,100.00","138,169,100.00","138,169,100.00","138,169,100.00","138,169,100.00","138,169,100.00","138,169,100.00","138,169,100.00","138,169,100.00","138,169,100.00","138,169,100.00","138,169,100.00","138,169,100.00","138,169,100.00","138,169,100.00","138,169,100.00","138,169,100.00","138,169,100.00"
固定资产,"67,150,995.53","65,015,810.63","61,925,923.02","55,896,906.87","53,907,831.27","19,891,836.70","52,265,913.51","50,892,250.53","50,033,064.51","49,190,622.65","28,210,436.48","27,760,667.76","27,399,709.74","26,616,101.79","24,712,843.35","24,402,792.17","23,166,656.86","22,511,028.16","21,706,487.52","21,436,365.49","21,186,551.06","20,924,686.69","18,892,516.36","18,630,598.53","17,749,153.49","17,275,532.45","16,786,373.58","16,525,887.92","13,643,964.35"
递延所得税负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
在建工程,"869,604.90","889,604.90","443,069.25","443,069.25","448,069.25","403,069.25","448,069.25","403,069.25","403,069.25","403,069.25","403,069.25","403,069.25","403,069.25","403,069.25","403,069.25","403,069.25","403,069.25","403,069.25","403,069.25","403,069.25","403,069.25","403,069.25","403,069.25","403,069.25","403,069.25","403,069.25","403,069.25","403,069.25","403,069.25"
其他非流动负债,,,,"3,525,552.44","3,396,032.15",,"3,129,960.11","3,038,701.79","3,038,701.79","3,038,701.79",,,,,,,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,"147,002,455.22","146,876,762.12","144,241,771.34","144,068,652.44","143,939,132.15","140,096,491.20","143,226,451.35","143,135,193.03","143,135,193.03","143,135,193.03",,"138,169,100.00","138,169,100.00","138,169,100.00","138,169,100.00","138,169,100.00","138,169,100.00","138,169,100.00","138,169,100.00","138,169,100.00","138,169,100.00","138,169,100.00","138,169,100.00","138,169,100.00","138,169,100.00","138,169,100.00","138,169,100.00","138,169,100.00","138,169,100.00"
固定资产清理,,,,,,,,,,,,,,,,"-7,200.00","33,318.46","33,318.46",,,,,,,,,,,
负债合计,"1,087,457,359.45","1,098,029,991.80","1,106,955,446.95","1,120,904,521.19","1,127,040,160.48","1,097,505,456.00","1,161,279,237.85","1,179,701,368.05","1,209,330,236.67","1,223,577,436.30",,"1,240,363,744.19","1,253,709,424.23","1,267,931,725.37","1,289,879,104.82","1,303,526,405.82","1,316,398,978.60","1,330,562,540.86","1,288,401,660.09","1,303,793,852.38","1,316,900,560.00","1,331,000,896.35","1,345,212,828.87","1,359,392,469.07","1,373,591,314.80","1,388,863,546.99","1,402,164,943.09","1,414,821,426.43","1,520,065,555.87"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"290,898,048.00","290,898,048.00","290,898,048.00","290,898,048.00","290,898,048.00","290,898,048.00","290,898,048.00","290,898,048.00","290,898,048.00","290,898,048.00","290,898,048.00","290,898,048.00","290,898,048.00","290,898,048.00","290,898,048.00","290,898,048.00","290,898,048.00","290,898,048.00","290,898,048.00","290,898,048.00","290,898,048.00","290,898,048.00","290,898,048.00","290,898,048.00","290,898,048.00","290,898,048.00","290,898,048.00","290,898,048.00","290,898,048.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"73,253,410.24","73,253,410.24","73,253,410.24","73,163,410.24","73,163,410.24","72,776,189.90","73,163,410.24","73,163,410.24","73,163,410.24","73,163,410.24",,"73,163,410.24","73,163,410.24","73,163,410.24","73,163,410.24","73,163,410.24","73,163,410.24","73,163,410.24","73,163,410.24","73,163,410.24","73,163,410.24","73,163,410.24","73,163,410.24","73,163,410.24","73,163,410.24","73,163,410.24","73,163,410.24","73,163,410.24","73,163,410.24"
无形资产,"5,742,325.87","5,693,646.60","5,682,358.74","5,458,144.71","5,412,409.54","4,783,220.00","5,324,273.20","5,138,894.43","5,050,758.09","5,006,689.92","4,804,637.75","4,772,807.75","4,740,977.75","4,709,147.75","4,585,667.75","4,553,837.75","4,522,007.75","4,490,177.75","4,366,697.75","4,334,867.75","4,303,037.75","4,271,207.75","4,210,280.00","4,178,450.00","4,146,620.00","4,114,790.00","4,082,960.00","4,051,130.00","3,828,320.00"
盈余公积,"28,468,398.60","28,468,398.60","28,468,398.60","28,468,398.60","28,468,398.60","28,468,398.60","28,468,398.60","28,468,398.60","28,468,398.60","28,468,398.60",,"28,468,398.60","28,468,398.60","28,468,398.60","28,468,398.60","28,468,398.60","28,468,398.60","28,468,398.60","28,468,398.60","28,468,398.60","28,468,398.60","28,468,398.60","28,468,398.60","28,468,398.60","28,468,398.60","28,468,398.60","28,468,398.60","28,468,398.60","28,468,398.60"
开发支出,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
未分配利润,"-1,080,666,527.27","-1,096,943,347.97","-1,113,218,914.69","-1,137,467,063.71","-1,141,136,343.19","-1,195,140,499.00","-1,194,370,529.20","-1,212,489,410.24","-1,243,904,703.38","-1,259,630,904.52",,"-1,298,621,187.47","-1,313,924,243.70","-1,329,025,125.80","-1,346,691,590.61","-1,362,375,047.89","-1,374,331,585.27","-1,389,623,133.83","-1,388,007,034.67","-1,402,686,845.26","-1,417,700,218.12","-1,433,625,248.77","-1,449,534,456.06","-1,464,374,793.74","-1,479,805,797.09","-1,494,562,331.47","-1,509,834,575.00","-1,524,732,804.36","-1,629,336,101.69"
长期待摊费用,"51,430.36","23,985.52","35,074.06","2,000.00","1,250.00",,,,,,,,,,,,,,,,,,,,,,,,
少数股东权益,"4,654,655.75","4,567,334.68","4,261,120.64","3,958,390.77","3,758,761.97",,"2,804,079.25","2,872,003.03","2,594,824.64","2,532,773.77",,"691,533.87","586,067.69","643,669.30","441,856.32","389,659.13","317,053.90","220,563.82","117,793.45","93,485.20","77,195.82","58,651.53","55,271.28","44,707.93","42,668.91","42,501.00","31,544.40","31,388.14","53,473.99"
递延所得税资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
外币报表折算价差,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"167,416,859.90","165,418,811.77","158,498,531.28","154,626,847.22","152,596,286.45","152,331,503.00","149,960,382.43","148,561,740.77","146,769,818.49","145,883,308.46","123,856,470.21","122,952,562.84","122,137,474.85","120,899,736.93","118,450,707.25","117,679,326.10","116,029,579.28","115,342,120.58","80,374,799.16","79,650,547.16","78,946,602.76","78,230,608.42","75,715,210.37","74,999,162.57","73,663,587.56","72,735,836.55","71,792,547.71","71,077,932.09","65,017,098.72"
所有者权益(或股东权益)合计,"-683,392,014.68","-699,756,156.45","-716,337,937.21","-740,978,816.10","-744,847,724.38","-802,997,862.00","-799,036,593.11","-817,087,550.37","-848,780,021.90","-864,568,273.91","341,160,713.51","-905,399,796.76","-920,808,319.17","-935,851,599.66","-953,719,877.45","-969,455,531.92","-981,484,674.53","-996,872,713.17","-995,359,384.38","-1,010,063,503.22","-1,025,093,165.46","-1,041,036,740.40","-1,056,949,327.94","-1,071,800,228.97","-1,087,233,271.34","-1,101,989,973.63","-1,117,273,173.76","-1,132,171,559.38","-1,236,752,770.86"
资产总计,"404,065,344.77","398,273,835.35","390,617,509.74","379,925,705.09","382,192,436.10","294,507,594.00","362,242,644.74","362,613,817.68","360,550,214.77","359,009,162.39","341,160,713.51","334,963,947.43","332,901,105.06","332,080,125.71","336,159,227.37","334,070,873.90","334,914,304.07","333,689,827.69","293,042,275.71","292,669,264.43","291,807,394.54","289,964,155.95","288,263,500.93","287,592,240.10","286,358,043.46","286,873,573.36","284,891,769.33","282,649,867.05","283,312,785.01"
负债和所有者(或股东权益)合计,"404,065,344.77","398,273,835.35","390,617,509.74","379,925,705.09","382,192,436.10","294,507,593.50","362,242,644.74","362,613,817.68","360,550,214.77","359,009,162.39","341,160,713.51","334,963,947.43","332,901,105.06","332,080,125.71","336,159,227.37","334,070,873.90","334,914,304.07","333,689,827.69","293,042,275.71","292,669,264.43","291,807,394.54","289,964,155.95","288,263,500.93","287,592,240.10","286,358,043.46","286,873,573.36","284,891,769.33","282,649,867.05","283,312,785.01"
