科目,2008-12-31,2009-12-31,2010-12-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"41,816,812.73","71,437,256.66","72,301,326.93","60,190,437.42","49,933,321.51","810,983,722.20","775,765,411.96","728,153,629.23","623,923,294.18","642,641,713.02","632,504,214.53","584,505,796.72","451,709,564.65","352,952,996.63","353,571,948.86","370,982,292.81","441,178,556.97","625,929,371.73","527,203,253.92","343,254,915.78","550,714,600.20","639,044,407.88","613,777,291.79","710,186,597.50","1,395,278,252.05","840,601,056.27","543,112,041.50","547,505,800.15","577,058,376.50","437,325,006.72","600,407,285.24"
短期借款,"127,000,000.00","119,893,815.20","63,233,952.79","54,141,824.00","55,922,752.00","74,742,557.00","49,742,557.00","60,000,000.00",,,,,,,,,,,,,"692,211,330.00","705,983,760.00","672,610,920.00","710,307,920.00","684,666,820.64","57,750,020.00","85,065,978.00","135,905,017.00","167,482,517.00","126,612,193.00","49,623,143.00"
交易性金融资产,,,,,,,,,,,,,"150,000,000.00",,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"200,000.00","333,080.00","4,950,000.00","5,046,000.00","8,336,411.00","8,879,200.00","4,900,000.00","7,389,000.00","16,859,074.09","16,662,489.00","17,267,250.00","9,373,038.75","2,832,000.00","8,323,280.00","16,227,357.36","12,887,821.30","4,986,881.40","15,283,405.00","25,819,921.92","31,316,139.20","13,988,342.35","10,094,850.71","8,792,947.50","8,757,110.00","2,962,269.00","20,070,460.79","17,398,403.60","27,547,492.60","21,644,510.60","23,273,131.72","11,714,031.72"
应付票据,"22,209,554.09","24,386,061.75","15,589,039.75","13,163,230.93","9,648,025.00","11,035,535.00","2,415,002.00",,,,,,,,,,,,,,,,,,,,,,,,
应收账款,"34,732,049.38","63,514,037.92","66,706,075.22","111,676,819.70","118,377,925.42","83,234,700.23","108,753,303.23","131,500,957.86","113,984,842.28","104,452,981.45","114,140,084.47","99,516,087.39","100,104,318.78","88,582,450.27","121,057,338.46","118,328,109.11","114,842,158.71","135,474,371.14","166,950,272.62","178,408,172.05","236,013,186.96","219,065,545.67","226,485,475.00","253,699,246.60","257,386,035.05","239,380,298.08","260,793,529.55","277,604,606.69","315,532,564.68","409,828,570.69","473,126,049.96"
应付账款,"25,518,540.24","39,671,633.20","38,551,108.35","40,947,797.84","36,128,678.16","58,595,082.88","44,219,994.47","48,495,705.49","59,057,608.12","53,861,542.74","48,670,473.39","64,714,551.48","52,355,841.03","64,818,839.93","77,616,467.13","82,575,990.86","51,612,136.18","87,753,530.99","96,049,611.77","93,389,488.44","110,288,442.07","87,218,549.42","85,707,237.45","104,117,507.34","109,985,215.78","86,820,013.08","90,137,781.51","91,720,951.79","112,874,888.71","86,515,752.65","122,559,288.78"
预付款项,"23,043,042.81","12,091,172.84","14,927,153.87","21,188,338.78","35,351,463.47","13,356,174.76","16,515,623.06","19,349,879.28","44,105,966.22","10,337,435.50","19,370,560.19","39,963,889.28","13,380,090.72","10,459,498.37","16,140,847.02","19,426,482.48","24,136,172.65","5,940,739.58","10,810,301.66","14,416,309.53","16,298,986.37","13,086,887.01","14,314,420.39","13,647,156.70","22,433,719.95","33,838,217.51","21,916,563.88","21,250,777.41","18,226,537.22","22,849,134.74","20,223,230.28"
预收款项,"33,232,434.29","12,591,726.61","7,453,308.23","2,475,531.19","2,264,449.75","4,224,890.55","2,992,302.64","2,503,323.90","2,562,253.17","3,143,922.08","3,904,779.10","3,229,419.15","6,191,436.82","2,284,148.41","5,508,910.66","3,853,146.41","3,040,092.08","2,039,665.70","3,586,110.55","3,438,708.41","3,522,865.78","4,494,025.04","7,852,449.57","5,631,975.00","8,890,451.07","5,016,539.20","6,812,908.39","9,333,310.44","6,107,623.85","34,982,401.63","15,989,520.80"
其他应收款,"7,889,658.41","4,151,322.60","877,022.47","3,079,438.99","1,134,299.71","1,733,659.08","1,684,285.68","1,117,842.70","1,349,413.37","802,280.06","1,376,568.77","1,783,996.13","2,047,969.07","2,672,380.43","2,375,729.99","1,445,900.41","1,475,275.50","11,262,096.75","14,728,110.03","10,255,559.64","15,837,893.38","25,343,295.62","28,674,019.11","31,611,653.68","19,434,651.13","17,422,450.13","16,113,776.21","14,937,835.26","13,383,580.43","11,043,411.50","11,608,372.98"
