科目,2008-12-31,2009-12-31,2010-12-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"79,936,367.62","100,937,657.46","139,703,771.22","64,294,027.76","119,816,511.81","777,298,616.53","661,752,485.53","674,283,156.77","653,188,693.30","654,039,499.19","685,090,307.67","559,734,476.04","515,352,927.99","305,342,405.39","354,556,360.33","264,812,860.06","282,906,673.46","118,857,681.13","154,097,892.57","129,675,162.64","153,450,704.40","193,437,561.47","218,486,708.00","227,237,684.81","277,792,915.00","332,046,290.97","403,118,008.14","340,393,091.08","320,565,050.44","377,731,509.89","385,564,932.31","508,985,267.63"
短期借款,"346,150,581.27","300,056,197.72","313,921,835.30","305,821,835.30","285,821,835.30","175,900,000.00",,,,,,,,,"50,000.00","50,000.00","50,000.00",,,,,,"3,952,749.85","2,000,000.00","12,300,000.00","12,300,000.00","12,000,000.00","12,000,000.00","12,000,000.00","12,000,000.00","12,000,000.00","3,000,000.00"
交易性金融资产,,,,,,,,,,,,"111,000,000.00","97,000,000.00","97,000,000.00","68,000,000.00","27,000,000.00","5,000,000.00",,,,,,"7,873,160.00",,"7,424,148.00",,"8,043,040.00",,,,"1,721,000.00",
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"61,849,688.87","32,618,095.26","88,608,059.34","62,667,625.26","118,314,183.02","89,861,127.74","159,054,016.19","119,296,866.55","246,632,064.33","230,197,879.65","246,036,903.14","249,927,958.62","336,599,952.14","332,793,007.17","304,834,234.19","276,534,454.63","270,414,066.29","319,393,163.62","330,744,721.71","438,099,176.92","523,710,622.52","589,087,880.92","573,993,222.90","590,621,077.27","611,983,271.41","602,838,418.73","546,614,380.03","643,178,676.56","708,480,775.60","804,741,683.48","863,829,926.99","817,758,546.47"
应付票据,,"77,983,688.97","171,399,817.01","115,313,185.42","77,073,132.40","76,688,015.76","256,096,943.87","249,263,795.12","242,036,958.32","293,370,871.22","343,301,608.13","407,047,140.55","436,418,208.68","389,091,867.11","362,898,674.91","365,929,834.27","390,364,034.82","370,821,955.34","423,892,232.97","484,312,852.34","609,893,680.28","577,806,767.30","566,789,729.90","582,307,458.02","605,590,554.82","647,036,677.20","683,436,734.90","628,624,314.32","570,270,907.33","912,867,973.36","1,154,687,162.41","1,025,421,518.01"
应收账款,"416,093,917.31","435,731,273.61","587,997,339.23","683,314,669.62","634,986,967.61","618,436,357.22","682,193,618.74","705,938,670.19","683,058,025.90","682,057,227.16","705,069,058.80","753,309,090.25","693,345,107.82","616,712,176.13","548,922,738.13","601,965,561.55","553,519,624.96","553,445,353.59","563,607,385.69","672,890,795.81","611,379,450.62","615,400,588.79","578,185,968.91","605,301,577.59","550,267,660.02","674,805,046.86","689,098,497.32","643,088,968.23","651,955,069.14","835,912,616.43","840,322,789.18","803,652,553.32"
应付账款,"257,898,531.48","278,297,130.60","407,669,893.41","335,488,774.83","442,138,995.75","452,839,535.33","447,215,222.65","386,342,003.78","482,156,741.75","475,289,559.50","534,324,761.35","492,280,628.73","523,284,446.60","487,750,603.64","450,302,453.23","495,477,545.00","460,495,471.54","469,148,188.65","446,384,355.01","574,393,274.64","467,272,434.73","608,355,938.97","564,099,939.91","573,527,458.00","542,227,224.44","577,462,886.61","504,035,051.80","488,853,300.36","679,302,876.37","690,092,465.22","638,968,585.46","623,315,561.23"
预付款项,"7,883,322.14","13,120,608.45","25,592,631.50","18,182,586.23","9,883,753.61","6,793,432.22","8,739,376.27","15,733,416.80","17,420,549.23","41,126,014.94","78,845,831.54","63,642,917.17","106,966,572.10","62,799,528.20","42,947,174.39","60,135,546.07","40,592,526.39","14,553,133.31","18,376,767.41","21,839,314.49","28,931,326.55","14,495,843.12","31,515,276.25","22,316,490.75","38,360,879.59","11,687,220.46","15,218,909.62","11,377,314.71","12,721,026.89","9,220,325.60","16,761,649.09","9,637,504.59"
预收款项,"4,228,833.27","3,248,233.80","7,356,207.58","8,846,612.40","9,497,347.61","11,661,511.14","7,642,797.07","10,662,344.88","9,415,726.35","18,512,147.65","10,856,869.69","12,144,016.43","27,005,112.81","20,782,803.73","28,830,058.27","20,781,186.41","23,665,137.62","19,650,743.29","25,063,823.82","18,029,771.85","22,018,752.09","29,431,654.32","31,954,337.24","20,919,059.93","52,529,852.39","40,527,676.28","38,764,781.61","31,910,544.87","47,808,206.41","42,235,038.12","47,598,056.91","36,803,111.23"
