科目,2008年度,2009年度,2010年度,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
支付给职工以及为职工支付的现金,"40,569,146.09","69,829,202.30","105,597,006.17","63,312,725.37","98,936,077.05","132,239,373.04","44,858,105.39","90,895,033.24","134,797,786.02","170,298,820.90","47,525,880.95","83,852,011.77","128,879,954.05","204,970,089.36","54,297,940.02","110,097,284.85","159,142,853.72","231,252,360.10","66,273,557.57","123,783,098.82","186,522,036.27","293,113,437.37","88,895,931.53","178,704,986.22","261,743,993.61","386,666,050.10","128,617,881.74","239,012,457.38","364,965,005.66","576,991,454.59","209,178,780.64"
取得借款收到的现金,"208,235,400.00","188,000,000.00","235,000,000.00",,"60,000,000.00","149,000,000.00","15,000,000.00","45,000,000.00","50,121,737.00","50,000,316.07","5,546,043.11","35,730,959.84","35,730,959.84","85,000,000.00",,"20,000,000.00","25,950,000.00","26,476,488.42","3,200,000.00","12,500,000.00","155,500,000.00","326,700,000.00","243,740,000.00","590,159,989.63","1,190,349,989.63","1,563,680,000.00","69,950,000.00","424,336,084.29","729,005,946.26","1,081,450,000.00","179,950,000.00"
支付的各项税费,"47,408,998.35","65,561,471.17","82,529,861.91","44,017,286.63","66,298,001.87","79,846,421.66","34,006,644.71","62,578,235.61","91,394,870.20","127,653,861.66","33,178,860.06","57,929,724.12","79,755,806.22","104,804,160.79","29,547,443.16","63,315,283.55","90,778,907.72","131,881,080.01","52,869,611.82","91,738,117.21","142,350,436.71","197,330,592.48","80,735,276.53","123,436,773.93","188,695,768.09","273,045,733.75","98,270,202.14","146,743,777.06","216,736,280.90","245,557,993.91","150,287,764.75"
收到其他与筹资活动有关的现金,"46,000,000.00","12,000,000.00","3,884,888.01",,,,,,,"366,200.00",,,,,,"37,000,000.00","37,000,000.00","37,420,000.00",,,,,,,,"4,380,000.00","40,790,000.00",,"1,100,000.00",,"1,050,000.00"
支付其他与经营活动有关的现金,"52,391,877.03","68,311,276.00","107,791,584.53","70,742,983.80","111,631,759.27","120,329,828.89","74,475,325.48","125,693,470.38","190,295,238.03","186,976,125.32","85,916,704.92","137,869,905.69","198,509,932.38","206,754,512.00","83,581,768.30","133,630,214.62","214,112,665.30","220,368,123.33","123,196,498.86","211,731,198.57","312,246,141.96","266,440,290.72","157,761,874.63","247,726,996.95","389,851,575.08","321,425,427.25","184,300,226.15","363,934,630.97","643,116,996.09","495,645,000.15","259,507,173.55"
筹资活动现金流入小计,"254,235,400.00","360,000,000.00","238,884,888.01","850,000,000.00","912,250,000.00","1,001,250,000.00","15,000,000.00","45,000,000.00","50,121,737.00","50,366,516.07","5,546,043.11","35,730,959.84","38,355,959.84","87,625,000.00",,"57,875,000.00","93,941,300.00","121,131,538.42","3,200,000.00","12,500,000.00","166,864,280.00","338,064,280.00","243,740,000.00","590,159,989.63","1,191,349,989.63","1,575,291,645.00","189,450,000.00","428,911,084.29","734,680,946.26","1,087,625,095.00","181,000,000.00"
经营活动现金流出小计,"370,883,151.89","477,505,271.07","680,415,699.19","376,092,984.38","579,652,598.81","809,716,041.70","242,832,620.03","465,211,761.90","702,626,275.59","950,021,591.01","270,146,904.82","493,540,449.85","752,209,327.78","1,094,842,956.07","291,836,231.81","568,744,885.26","870,892,879.32","1,288,643,907.91","383,541,193.02","713,778,698.69","1,122,476,030.48","1,655,990,125.53","568,561,300.95","960,783,926.68","1,489,864,361.70","2,004,079,167.67","754,110,281.92","1,319,575,287.84","2,114,470,646.93","2,720,714,765.37","926,570,703.79"
偿还债务支付的现金,"138,600,000.00","115,235,400.00","250,000,000.00","105,000,000.00","175,000,000.00","210,000,000.00","45,000,000.00","89,000,000.00","149,000,000.00","160,157,826.45","20,202,083.91","20,271,458.27","25,897,408.96","20,270,439.50","813,069.35","1,670,207.23","2,724,754.33","22,346,423.74","7,539,314.53","11,772,059.89","12,986,858.06","45,708,300.58","9,000,000.00","55,289,258.28","575,320,261.24","787,612,100.40","64,075,347.06","247,571,858.85","413,892,626.52","614,490,403.18","73,642,601.90"
经营活动产生的现金流量净额,"716,957.72","19,820,404.65","30,209,576.93","-92,321,487.17","-148,272,650.88","-9,744,025.59","-76,687,451.83","-69,475,077.97","-86,784,051.36","110,502,366.73","-85,520,365.39","-37,836,019.04","-42,106,379.77","77,277,979.13","-92,988,574.45","-78,846,199.28","-58,807,180.28","143,241,246.15","-112,950,102.18","-76,039,384.81","-106,242,585.65","272,878,301.75","-241,645,930.33","-273,346,010.83","-305,430,599.55","119,491,042.51","-259,045,485.82","-351,379,260.98","-314,620,819.78","60,481,980.56","-183,575,392.72"
分配股利、利润或偿还利息支付的现金,"10,868,906.76","12,005,565.94","36,112,475.84","5,484,609.47","10,783,979.92","13,781,727.80","2,073,073.31","4,131,809.41","23,213,366.34","23,850,159.17","338,468.06","35,787,110.56","72,080,215.56","73,622,380.89","1,834,100.00","41,824,818.91","43,925,648.92","46,477,420.99","1,790,712.39","3,456,094.64","26,257,361.07","30,108,385.75","5,061,370.48","58,504,388.52","71,091,283.27","96,084,634.22","14,167,559.92","29,189,056.89","115,432,008.82","135,975,817.62","20,021,836.49"
收回投资收到的现金,,,,,,,,,,,,,,,"221,340.00","25,231,486.00","25,331,486.00","359,545.57",,,"5,000,000.00",,,,,"3,996,539.37","33,025,260.00","33,025,260.00","43,331,060.00","43,331,060.00","834,415.89"
支付其他与筹资活动有关的现金,"26,000,000.00","53,030,900.00","3,000,000.00","17,062,472.66","17,695,794.48","10,403,211.50",,,,,,,,"2,177,152.16",,"25,000,000.00","37,000,000.00","37,800,000.00",,,,"9,040,238.00",,"1,464,000.00","1,464,000.00","21,990,940.00","1,641,824.13","6,362,052.81","8,362,052.81","40,809,625.84",
取得投资收益收到的现金,,,,,,,,,,,,,,,"273,903.60","451,209.90","451,209.90","423,150.33",,,"32,006.95",,,,"1,022,856.06","1,230,701.97","279,722.84","275,321.44","492,983.22","2,373,685.21","212,474.54"
筹资活动现金流出小计,"175,468,906.76","180,271,865.94","289,112,475.84","127,547,082.13","203,479,774.40","234,184,939.30","47,073,073.31","93,131,809.41","172,213,366.34","184,007,985.62","20,540,551.97","56,058,568.83","97,977,624.52","96,069,972.55","2,647,169.35","68,495,026.14","83,650,403.25","106,623,844.73","9,330,026.92","15,228,154.53","39,244,219.13","84,856,924.33","14,061,370.48","115,257,646.80","647,875,544.51","905,687,674.62","79,884,731.11","283,122,968.55","537,686,688.15","791,275,846.64","93,664,438.39"
处置固定资产、无形资产和其他长期资产收回的现金净额,"157,769.00","527,205.59","15,069.89","6,974.09","10,571.09","122,264.02","31,574.80","73,846.95","103,846.95","637,221.59","591,950.14","13,743.92","14,243.92","465,221.31","112,640.00","117,890.00","138,860.00","308,201.70","3,680.26","21,930.26","21,930.26","48,024.90","38,600.00","259,222.94","260,858.36","1,347,271.14","40,252.00","57,337.00","57,337.00","922,355.02",151.28
筹资活动产生的现金流量净额,"78,766,493.24","179,728,134.06","-50,227,587.83","722,452,917.87","708,770,225.60","767,065,060.70","-32,073,073.31","-48,131,809.41","-122,091,629.34","-133,641,469.55","-14,994,508.86","-20,327,608.99","-59,621,664.68","-8,444,972.55","-2,647,169.35","-10,620,026.14","10,290,896.75","14,507,693.69","-6,130,026.92","-2,728,154.53","127,620,060.87","253,207,355.67","229,678,629.52","474,902,342.83","543,474,445.12","669,603,970.38","109,565,268.89","145,788,115.74","196,994,258.11","296,349,248.36","87,335,561.61"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"10,237.20",69.32,"79,548.94","-51,914.58","25,863.26","128,499.53","-5,613.23","-33,989.91","1,049,642.35","24,918.58","-444,226.82","-482,592.62","139,385.48","332,784.22","845,342.92","671,584.05","-1,715,580.80","-3,171,953.17","-1,447,224.07","-1,028,359.32","-189,601.32","-591,900.06","-182,764.85","337,830.97","389,387.68","5,258,538.42","-112,871.56","-1,777,823.19","-2,462,535.41","-3,466,154.12","-1,629,687.55"
收到其他与投资活动有关的现金,"176,284.27","193,541.05","483,133.16","918,911.67","11,533,499.96","4,480,384.14","925,729.13","12,510,010.97","13,904,793.17",,,,,"720,251.60","15,000,000.00",,,"79,596,688.72",,"560,588.24",,"2,047,186.55","30,000,000.00","30,000,000.00","30,000,000.00","32,200,000.00","23,000,000.00","34,110,000.00","44,110,000.00","22,726,694.55","86,030,000.00"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"334,053.27","720,746.64","498,203.05","925,885.76","11,544,071.05","4,602,648.16","957,303.93","12,583,857.92","14,008,640.12","637,221.59","591,950.14","13,743.92","14,243.92","1,185,472.91","15,607,883.60","25,800,585.90","25,921,555.90","80,687,586.32","3,680.26","582,518.50","5,053,937.21","2,095,211.45","30,038,600.00","30,259,222.94","31,283,714.42","38,774,512.48","56,345,234.84","67,467,918.44","87,991,380.22","69,353,794.78","87,077,041.71"
五、现金及现金等价物净增加额,"16,903,178.26","173,531,537.20","-38,477,934.36","615,397,423.93","538,546,268.80","625,064,951.46","-155,994,837.68","-174,816,823.60","-300,809,584.08","-184,870,722.98","-104,446,209.46","-139,685,142.15","-212,197,987.31","-124,943,559.12","-132,460,103.58","-228,764,610.41","-216,983,026.45","-50,356,880.87","-184,983,785.57","-204,963,040.16","-205,446,403.84","135,285,179.07","-76,308,295.80","-178,539,576.05","-169,986,300.66","297,015,167.39","-145,945,533.88","-381,866,561.34","-394,111,676.83","55,142,312.76","-358,881,306.20"
购建固定资产、无形资产和其他长期资产支付的现金,"49,513,794.52","24,571,858.96","15,032,123.45","5,907,977.95","33,521,240.23","59,341,801.92","19,330,003.24","40,903,804.23","48,811,670.02","97,227,133.59","4,079,058.53","29,282,665.42","58,853,572.26","143,524,822.83","12,979,679.62","47,298,179.63","71,200,342.71","113,535,087.93","35,560,112.66","63,051,957.43","91,798,755.49","197,194,414.43","47,611,388.22","123,086,156.71","155,342,792.86","210,283,196.24","27,057,680.23","43,948,094.45","59,346,344.77","126,950,492.21","40,062,541.15"
期初现金及现金等价物余额,"17,261,607.92","34,164,786.18","207,696,323.38","169,218,389.02","169,218,389.02","169,218,389.02","794,283,340.48","794,283,340.48","794,283,340.48","794,283,340.48","609,412,617.50","609,412,617.50","609,412,617.50","609,412,617.50","484,469,058.38","484,469,058.38","484,469,058.38","484,469,058.38","436,160,114.52","434,112,177.51","434,112,177.51","434,112,177.51","569,397,356.58","569,397,356.58","569,397,356.58","569,397,356.58","866,412,523.97","866,412,523.97","866,412,523.97","866,412,523.97","921,554,836.73"
投资支付的现金,"800,000.00",,"4,005,552.00",,,,,,"105,557.95","36,070,000.00",,"51,770,000.00","51,770,000.00","51,770,000.00",,"57,580,000.00","57,580,000.00",,"3,900,000.00","13,900,000.00","13,900,000.00","98,113,160.20",,"85,960,120.00","9,960,200.00","16,027,098.77","1,640,000.00","22,100,000.00","110,415,000.00","114,290,000.00","51,790,000.00"
期末现金及现金等价物余额,"34,164,786.18","207,696,323.38","169,218,389.02","784,615,812.95","707,764,657.82","794,283,340.48","638,288,502.80","619,466,516.88","493,473,756.40","609,412,617.50","504,966,408.04","469,727,475.35","397,214,630.19","484,469,058.38","352,008,954.80","255,704,447.97","267,486,031.93","434,112,177.51","251,176,328.95","229,149,137.35","228,665,773.67","569,397,356.58","493,089,060.78","390,857,780.53","399,411,055.92","866,412,523.97","720,466,990.09","484,545,962.63","472,300,847.14","921,554,836.73","562,673,530.53"
