科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"216,210,356.85","210,225,316.57","97,802,586.13","142,589,189.48","194,688,466.88","32,550,688.28","80,217,438.99","125,839,048.76","181,244,635.02","52,300,646.94","125,428,524.70","226,066,465.60","317,355,728.92","86,962,183.39","227,514,577.86","348,035,333.13","516,333,899.24","133,168,679.82","249,864,251.78","480,540,284.21","626,308,687.96","216,865,369.20","358,153,594.57","480,038,190.02","726,795,712.79","231,898,313.79","412,433,326.15","568,862,668.01","784,012,525.33","210,417,262.41","321,755,543.35","480,068,679.22","858,620,002.59","276,957,819.72","490,332,529.63","769,493,348.58","1,104,876,246.46","276,932,498.79","480,309,656.66","713,496,881.65","1,580,768,494.16","276,344,476.11"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,"30,495,489.70","7,000,000.00","4,930,472.23","26,369,024.72","4,930,472.23",,"56,349,837.57","107,000,000.00","97,481,651.57","27,396,905.26","27,396,905.26","27,396,905.26",,,,"18,230,199.23",,"1,368,241.66","1,368,241.66","1,368,241.66","1,477,713.31",,,,,,,,,
收到的税费返还,,,,"3,699,214.73","3,699,214.73",,,"511,966.31",,,,,,,"68,503.17","254,881.65","398,429.07","424,102.04","447,989.86","689,368.62","1,177,989.04","771,761.06","11,389,310.85","31,074,971.19","18,566,256.50","14,395,188.15","30,958,604.87","39,195,731.37","42,544,144.27","7,695,571.09","13,737,807.13","17,182,695.03","20,754,272.45","1,922,751.36","6,751,668.57","9,064,585.23","11,310,841.45","5,223,523.16","10,499,589.99","16,193,812.15","17,719,325.37","7,065,848.23"
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,"420,000,000.00","455,405,000.00","420,000,000.00",,,,"52,000,000.00",,,,"5,577,042.02",,,,"12,600,000.00",,,,"93,532,504.82",,,,,,,,,"26,900,000.00"
收到其他与经营活动有关的现金,"2,909,004.02","3,230,858.32","2,125,388.08","2,651,705.51","3,472,692.84","2,515,268.86","3,012,010.08","3,336,151.63","2,023,768.40","1,141,873.71","1,321,790.86","5,982,006.68","5,524,117.88","12,588,972.96","3,857,642.35","7,201,996.14","11,278,389.15","645,608.56","7,683,916.83","11,430,268.47","20,654,906.02","10,903,948.25","13,231,463.91","55,713,061.46","19,064,197.85","1,669,406.19","28,174,342.90","29,046,277.04","22,276,119.43","5,690,766.98","16,989,273.22","18,286,932.53","40,303,214.35","2,669,929.84","6,069,933.73","11,920,808.76","15,454,350.18","7,707,112.25","9,135,636.28","13,020,061.80","24,998,099.03","2,827,353.04"
投资活动现金流出小计,"29,757,470.20","45,094,103.48","23,320,021.64","40,255,064.01","108,385,029.94","38,683,966.50","65,625,623.43","104,326,985.63","123,659,909.75","15,958,039.54","39,863,795.95","71,673,371.56","94,880,084.34","54,213,964.20","517,146,458.66","606,272,162.52","635,001,267.61","29,330,239.54","91,853,600.11","182,448,327.88","254,707,174.71","56,889,811.02","78,417,600.14","105,161,242.85","98,730,568.09","47,536,246.44","40,751,083.66","255,501,963.82","298,179,039.94","21,684,968.49","24,981,865.38","46,126,237.93","161,601,799.01","485,733,471.50","495,547,602.91","511,513,221.20","530,549,629.75","4,174,197.00","48,622,648.02","61,415,035.91","72,740,100.45","55,488,404.08"
经营活动现金流入小计,"219,119,360.87","213,456,174.89","99,927,974.21","148,940,109.72","201,860,374.45","35,065,957.14","83,229,449.07","129,687,166.70","183,268,403.42","53,442,520.65","126,750,315.56","232,048,472.28","322,879,846.80","99,551,156.35","231,440,723.38","355,492,210.92","528,010,717.46","134,238,390.42","257,996,158.47","492,659,921.30","648,141,583.02","228,541,078.51","382,774,369.33","566,826,222.67","764,426,167.14","247,962,908.13","471,566,273.92","637,104,676.42","848,832,789.03","223,803,600.48","352,482,623.70","515,538,306.78","919,677,489.39","281,550,500.92","503,154,131.93","790,478,742.57","1,131,641,438.09","289,863,134.20","499,944,882.93","742,710,755.60","1,623,485,918.56","286,237,677.38"
投资活动产生的现金流量净额,"-29,757,470.20","-45,094,103.48","-23,320,021.64","-40,255,064.01","-108,285,029.94","-38,683,966.50","-65,625,623.43","-104,326,985.63","-122,118,409.75","-15,958,039.54","-39,863,795.95","-71,673,371.56","-74,859,536.40","-42,213,964.20","-505,146,458.66","-594,272,162.52","-622,979,931.59","-29,330,239.54","255,534,427.90","170,918,375.64","82,300,660.40","-8,667,211.02","-17,165,000.14","-43,908,642.85","-37,460,959.53","-47,536,246.44","-40,751,083.66","-255,501,963.82","-246,087,732.05","-21,684,968.49","-21,387,865.38","-42,532,237.93","-30,787,799.01","-474,813,614.02","-483,627,745.43","-499,593,363.72","-517,049,629.75","-4,174,197.00","-38,622,648.02","-51,415,035.91","-62,740,100.45","-38,582,971.32"
购买商品、接受劳务支付的现金,"145,895,472.10","167,372,465.67","59,801,364.86","106,907,026.02","139,092,968.32","25,911,198.77","68,901,101.82","109,403,995.80","170,661,279.06","60,037,098.23","121,518,391.70","231,493,095.10","258,550,093.21","54,312,236.35","166,751,834.03","241,640,636.51","403,047,979.46","115,809,276.52","192,315,915.63","381,362,543.54","461,900,438.67","167,027,258.87","245,737,043.09","421,535,090.23","509,406,121.70","158,920,485.05","333,738,166.84","465,066,261.08","603,923,818.31","122,423,728.56","204,810,214.20","304,320,161.09","564,173,039.13","197,761,411.13","368,869,468.68","628,718,236.65","728,710,793.93","212,353,815.83","345,914,873.68","479,664,685.48","1,175,136,958.78","220,339,056.29"
吸收投资收到的现金,"38,500,000.00",,,"257,200,000.00","257,200,000.00",,,,,,,,,,"595,134,946.00","595,134,946.00","595,134,946.00",,,,,,,,,,"593,600,000.00","593,600,000.00","593,600,000.00",,,,,,,,,,,,"4,500,000.00","2,500,000.00"
