科目,2007年度,2008年度,2009年1-3月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
支付给职工以及为职工支付的现金,"23,985,213.40","38,343,229.48","9,143,891.51","53,741,814.36","17,304,159.46","44,069,176.83","74,257,226.85","119,971,395.85","59,634,924.00","123,133,660.68","196,052,875.26","278,648,234.26","105,672,118.23","244,587,698.13","388,635,052.42","634,692,945.50","210,912,494.73","546,186,880.98","893,741,637.96","1,256,697,077.87","464,663,002.36","1,089,427,357.58","1,655,856,361.63","2,219,598,060.92","559,374,395.78","1,135,667,369.09","1,664,372,801.03","2,319,633,761.35","566,068,571.19","1,155,156,208.22","1,825,476,482.43","2,536,022,638.84","750,110,183.44","1,543,484,899.11","2,379,383,843.84"
取得借款收到的现金,"71,000,000.00","112,153,944.96","30,067,929.96","105,167,929.96","25,000,000.00","98,900,000.00","209,880,000.00","257,880,000.00","336,903,960.00","688,438,431.40","860,528,431.40","1,150,687,356.52","257,149,154.49","1,019,003,932.38","1,656,789,006.95","2,879,343,288.93","935,865,468.89","2,387,155,749.67","4,509,513,788.60","5,527,736,790.59","2,586,942,929.71","5,252,293,522.14","9,248,938,278.12","10,641,105,614.05","2,188,606,409.76","3,965,070,240.34","6,299,226,871.96","7,429,555,828.82","721,820,626.52","2,960,964,282.69","3,593,963,977.69","3,749,963,977.69","3,100,747,524.68","6,345,664,014.50","8,498,531,344.37"
支付的各项税费,"6,033,405.33","17,122,282.56","1,929,270.72","13,365,098.35","9,166,322.64","13,237,056.31","16,696,909.59","24,044,509.39","8,499,933.95","16,623,301.18","22,190,861.01","39,214,175.85","34,034,342.20","52,362,013.41","80,933,390.05","162,579,098.65","60,757,182.78","133,781,233.78","233,303,801.37","229,838,412.28","42,174,837.55","113,999,283.68","187,101,450.03","322,999,804.53","168,837,765.52","246,145,569.64","326,653,110.36","397,072,662.15","77,023,543.10","152,209,988.69","219,412,288.43","305,650,883.50","84,634,995.51","351,481,577.61","484,920,879.91"
收到其他与筹资活动有关的现金,"15,500,000.00",,,,,"5,751,780.11","8,542,848.17",,,,,,,,,,,,,"4,460,606.41","154,890,415.21","180,367,603.10","294,716,315.46","295,138,748.80",,"105,044,331.03","99,114,162.57","102,121,328.81","25,518,282.00",,,"4,041,837.88",,"1,536,040.06","2,115,094.51"
支付其他与经营活动有关的现金,"13,612,249.05","8,156,882.72","2,229,944.27","7,142,125.23","1,607,101.73","11,854,834.56","17,489,252.85","24,684,068.28","14,494,651.22","14,923,091.12","23,744,826.65","44,925,421.01","23,555,968.97","41,799,893.58","19,734,955.56","113,239,374.36","32,239,383.18","115,650,111.52","209,880,133.18","226,282,786.04","72,235,215.97","175,430,690.06","245,642,074.66","320,344,412.67","94,934,611.06","175,481,261.13","332,877,472.62","259,343,348.32","105,310,311.90","194,057,286.97","352,839,583.82","300,124,239.04","106,694,834.06","237,487,201.76","504,091,406.62"
筹资活动现金流入小计,"91,000,000.00","112,153,944.96","30,067,929.96","105,167,929.96","25,000,000.00","104,651,780.11","896,422,848.17","935,880,000.00","336,903,960.00","688,438,431.40","860,528,431.40","1,150,687,356.52","257,149,154.49","1,019,003,932.38","1,656,789,006.95","3,078,543,288.93","2,390,846,068.89","3,842,136,349.67","5,964,494,388.60","6,987,177,997.00","3,634,183,344.92","6,325,011,125.24","12,397,990,433.58","13,790,580,202.85","2,188,606,409.76","4,070,114,571.37","6,398,341,034.53","8,325,677,157.63","997,338,908.52","2,960,964,282.69","3,865,141,477.69","5,373,562,696.07","4,099,747,524.68","7,343,136,304.56","10,688,656,588.88"
经营活动现金流出小计,"77,306,929.76","139,454,509.03","49,809,475.76","213,936,552.28","81,666,145.21","166,922,541.87","284,776,284.44","467,730,719.11","254,629,019.57","463,100,515.44","689,246,769.42","1,069,160,272.17","462,715,213.34","997,903,055.01","1,817,664,146.75","3,159,378,236.07","1,257,907,018.05","2,950,938,359.49","5,364,167,781.42","7,792,686,643.89","3,125,214,883.35","9,133,289,864.90","14,716,317,475.04","19,781,909,660.20","4,703,972,133.80","9,568,092,350.69","14,194,934,564.06","18,986,156,040.45","5,050,493,975.59","11,121,492,527.84","19,632,722,162.29","22,813,525,899.35","7,390,276,410.13","15,166,147,080.55","25,101,949,263.29"
偿还债务支付的现金,"9,900,000.00","67,256,828.57","22,563,050.28","78,673,153.04","11,541,000.00","53,565,375.00","170,622,596.22","173,563,596.22","2,941,000.00","66,841,000.00","150,238,793.06","345,495,403.06","173,713,995.96","497,518,179.37","1,107,237,927.64","1,853,513,342.07","954,471,853.13","1,741,416,679.09","2,644,286,902.23","4,731,135,740.87","1,640,020,379.76","3,803,464,580.32","6,982,501,467.52","10,817,276,440.93","2,000,180,369.00","3,375,031,373.32","5,739,804,036.24","7,937,344,324.31","1,099,681,765.39","1,415,710,853.52","1,713,080,365.14","2,733,400,395.14","1,420,000,000.01","3,103,044,811.33","5,046,698,250.89"
经营活动产生的现金流量净额,"39,098,044.12","39,366,542.92","-737,130.02","49,179,702.37","-18,039,699.96","6,170,520.63","-12,768,662.45","-89,459,397.23","-104,388,781.33","-188,841,727.82","-277,817,504.64","-206,525,673.88","-153,750,539.91","5,891,477.13","75,308,924.22","179,232,937.94","343,081,235.37","-258,819,325.37","20,380,832.55","690,541,170.62","-348,683,934.94","-989,484,592.30","-771,606,309.87","-220,894,777.35","-84,753,832.70","-191,950,541.17","113,276,382.14","584,880,993.74","556,575,029.82","334,026,190.16","242,502,021.92","810,682,489.05","-487,462,139.57","-1,076,233,853.84","-1,037,129,673.76"
分配股利、利润或偿还利息支付的现金,"1,336,183.45","2,920,939.62","2,274,050.27","8,164,667.57","2,142,522.37","4,318,523.04","7,139,704.22","9,551,200.72","3,777,871.87","29,130,789.36","43,742,918.49","62,095,360.25","18,831,261.29","48,253,769.63","69,185,613.23","114,208,161.97","34,833,310.49","121,693,018.21","175,892,957.74","249,378,056.93","45,265,570.51","184,094,472.02","245,089,338.36","339,083,539.52","120,074,868.57","153,543,258.46","290,990,156.58","338,755,786.09","104,138,924.70","205,190,037.31","238,853,492.15","323,736,059.39","104,959,584.87","301,123,641.81","380,400,189.46"
收回投资收到的现金,,,,,,,,,,,,,,,,,,,,"900,000,000.00","160,000,000.00","300,000,000.00","300,000,000.00","2,840,000,000.00","920,000,000.00","2,230,000,000.00","3,180,000,000.00","3,899,288,800.00","1,085,000,000.00","1,591,226,124.12","2,908,226,124.12","4,578,226,135.44","2,889,740,000.00","4,009,850,000.00","4,449,850,000.00"
支付其他与筹资活动有关的现金,"127,200.00","1,512,960.86","272,548.60","2,563,290.56","1,224,356.68","2,457,964.68","10,259,633.68","12,235,020.20","250,000.00","565,802.71","1,214,602.71",,,"76,120,078.58","94,691,495.13","141,401,723.38","218,203,277.40","274,732,939.52","486,483,245.83","275,504,798.98","68,806,796.67",,,"2,525,810.44","38,355,937.18",,,"469,616.00",,"2,614,347.27","2,867,198.14","48,396,442.78","4,358,589.39","30,239,490.97","26,488,499.59"
取得投资收益收到的现金,,,,,,,,,,,,,,,,,,,"34,308.22","1,134,445.12","382,958.86","1,389,424.35","1,389,424.35","5,941,365.21","2,051,712.35","3,265,986.36","4,537,767.02","5,396,048.77","1,136,273.98","2,047,108.24","2,984,431.51","4,977,328.76","3,336,317.31","3,912,624.09","5,080,733.69"
筹资活动现金流出小计,"11,363,383.45","71,690,729.05","25,109,649.15","89,401,111.17","14,907,879.05","60,341,862.72","188,021,934.12","195,349,817.14","6,968,871.87","96,537,592.07","195,196,314.26","407,590,763.31","192,545,257.25","621,892,027.58","1,271,115,036.00","2,109,123,227.42","1,207,508,441.02","2,137,842,636.82","3,306,663,105.80","5,256,018,596.78","1,754,092,746.94","3,987,559,052.34","7,227,590,805.88","11,158,885,790.89","2,158,611,174.75","3,528,574,631.78","6,030,794,192.82","8,276,569,726.40","1,203,820,690.09","1,623,515,238.10","1,954,801,055.43","3,105,532,897.31","1,529,318,174.27","3,434,407,944.11","5,453,586,939.94"
处置固定资产、无形资产和其他长期资产收回的现金净额,,,,,,"10,000.00","11,100.00","11,100.00",500.00,500.00,"10,500.00","10,500.00","152,000.00","341,281.39","794,034.50","824,234.50",,"4,197.52","17,481.52","190,431.85","40,300.00","40,600.00","88,200.00","631,684.42","1,087,625.00","1,088,577.90","1,088,577.90","3,416,706.90",,"56,401,574.00","56,401,574.00","3,211,520.00",,"512,000.00","87,964,355.14"
筹资活动产生的现金流量净额,"79,636,616.55","40,463,215.91","4,958,280.81","15,766,818.79","10,092,120.95","44,309,917.39","708,400,914.05","740,530,182.86","329,935,088.13","591,900,839.33","665,332,117.14","743,096,593.21","64,603,897.24","397,111,904.80","385,673,970.95","969,420,061.51","1,183,337,627.87","1,704,293,712.85","2,657,831,282.80","1,731,159,400.22","1,880,090,597.98","2,337,452,072.90","5,170,399,627.70","2,631,694,411.96","29,995,235.01","541,539,939.59","367,546,841.71","49,107,431.23","-206,481,781.57","1,337,449,044.59","1,910,340,422.26","2,268,029,798.76","2,570,429,350.41","3,908,728,360.45","5,235,069,648.94"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,355,177.92","324,886.33",,,
四、汇率变动对现金的影响,"-1,789,577.58","-421,440.43","-32,586.39","-234,646.50","-36,865.24","-101,771.41","-132,665.67","-176,748.84","-265,401.33","-548,057.15","-1,507,793.23","-1,377,912.09","67,473.26","130,120.24","179,644.62","-718,264.97","1,136,160.36","3,205,749.13","4,396,945.89","-8,414,214.87","2,750,917.47","-2,862,549.76","-4,431,912.47","-7,209,966.17","1,266,709.49","1,052,542.81","45,158,361.14","15,330,212.20","-15,557,097.42","-31,958.44","5,262,269.09","-5,808,159.28","3,896,115.52","-5,319,399.90","-16,558,430.51"
收到其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,"5,000,000.00",,,,"9,106,143.35",,,,"7,500,000.00",,"4,000,000.00","4,000,000.00",,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,,,,,,"10,000.00","11,100.00","11,100.00",500.00,500.00,"10,500.00","10,500.00","152,000.00","341,281.39","794,034.50","824,234.50",,"4,197.52","51,789.74","906,324,876.97","160,423,258.86","301,430,024.35","301,477,624.35","2,855,679,192.98","923,139,337.35","2,234,354,564.26","3,185,626,344.92","3,915,601,555.67","1,086,136,273.98","1,653,674,806.36","2,974,967,307.55","4,586,739,870.53","2,893,076,317.31","4,014,274,624.09","4,542,895,088.83"
五、现金及现金等价物净增加额,"9,324,837.91","7,424,511.80","-897,673.32","16,952,896.65","-23,844,540.37","-1,445,864.20","517,400,615.00","231,020,443.83","114,906,700.10","150,353,027.98","60,740,571.89","107,714,667.98","-141,147,426.12","53,685,745.68","91,917,901.22","286,134,914.11","1,298,804,197.87","424,505,708.92","1,158,488,942.04","581,456,823.96","1,311,574,652.65","850,818,905.75","2,962,768,790.34","1,007,931,482.31","-146,344,906.97","-5,415,853.33","-586,338,538.56","-622,308,088.36","-271,324,096.97","84,021,579.95","-545,470,851.66","-341,410,047.84","1,457,877,311.99","161,549,555.93","709,347,024.16"
购建固定资产、无形资产和其他长期资产支付的现金,"104,167,271.16","71,983,806.60","5,086,237.72","47,758,978.01","15,860,096.12","51,834,530.81","178,110,070.93","419,884,692.96","110,374,705.37","252,158,526.38","325,276,747.38","427,488,839.26","52,220,256.71","349,789,037.88","370,038,673.07","862,624,054.87","220,328,413.45","1,015,756,212.93","1,330,643,496.66","1,829,731,996.70","223,006,186.72","495,716,049.44","653,070,239.37","1,061,337,379.11","245,992,356.12","610,412,358.82","954,946,468.47","1,167,299,673.14","228,666,080.22","1,048,649,962.04","1,779,630,373.47","2,764,129,397.43","649,303,283.48","1,280,697,653.75","2,086,760,753.38"
期初现金及现金等价物余额,"5,686,540.33","15,011,378.24","22,435,890.04","22,435,890.04","39,388,786.69","39,388,786.69","39,388,786.69","39,388,786.69","270,409,230.52","270,409,230.52","270,409,230.52","270,409,230.52","378,123,898.50","378,123,898.50","378,123,986.88","378,123,898.50","664,258,812.61","664,258,812.61","664,258,812.61","664,258,812.61","1,245,715,636.57","1,245,715,636.57","1,245,715,636.57","1,245,715,636.57","2,253,647,118.88","2,253,647,118.88","2,253,647,118.88","2,258,558,019.25","1,636,249,930.89","1,636,249,930.89","1,636,249,930.89","1,636,249,930.89","1,294,839,883.05","1,294,839,883.05","1,294,839,883.05"
投资支付的现金,"687,519.60",,,,,,,,,,,,,,,,,,,"900,000,000.00","160,000,000.00","300,000,000.00","1,080,000,000.00","3,190,000,000.00","770,000,000.00","1,980,000,000.00","3,343,000,000.00","3,585,288,800.00","1,463,330,441.56","2,191,896,540.68","3,732,567,690.68","5,048,752,535.88","2,872,759,000.00","4,073,231,829.02","4,471,455,326.23"
期末现金及现金等价物余额,"15,011,378.24","22,435,890.04","21,538,216.72","39,388,786.69","15,544,246.32","37,942,922.49","556,789,401.69","270,409,230.52","385,315,930.62","420,762,258.50","331,149,802.41","378,123,898.50","236,976,472.38","431,809,644.18","470,041,888.10","664,258,812.61","1,963,063,010.48","1,088,764,521.53","1,822,747,754.65","1,245,715,636.57","2,557,290,289.22","2,096,534,542.32","4,208,484,426.91","2,253,647,118.88","2,107,302,211.91","2,248,231,265.55","1,667,308,580.32","1,636,249,930.89","1,364,925,833.92","1,720,271,510.84","1,090,779,079.23","1,294,839,883.05","2,752,717,195.04","1,456,389,438.98","2,004,186,907.21"
