科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
销售商品、提供劳务收到的现金,"414,296,664.64","985,378,422.75","1,391,750,902.62","2,143,038,839.67","390,776,558.72","899,846,389.95","1,137,276,916.94","1,748,602,419.37","280,343,798.08","587,429,108.52","898,672,036.14","1,902,270,405.30","312,179,571.07","676,349,678.53","1,100,944,848.71","1,599,491,736.71","351,899,680.80","634,041,714.80","1,046,059,620.90","1,630,834,927.25","235,562,107.65","466,681,240.35","861,870,808.42","1,248,577,905.70","202,851,358.46","423,799,198.58","786,056,645.96","1,310,412,179.12","175,583,620.55","362,084,536.66","661,206,713.84","1,127,296,665.12","220,788,218.23","335,313,623.10","625,466,290.29","1,256,101,593.06","285,482,024.71","516,790,969.91","865,051,705.06","1,529,405,025.34","308,697,516.86","526,439,329.60","916,002,265.68","1,469,922,229.04","271,960,873.24","541,922,541.16"
取得子公司及其他营业单位支付的现金净额,,,,"15,896,236.58",,,"-507,965.69","20,000,000.00",,,,,,,,,,,,,,,"105,000.00",,,,"61,592,800.00",,,,,"107,196,923.86",,,,,,,,,,,,,,
收到的税费返还,"43,396,405.22","70,015,436.54","92,516,713.93","111,567,790.89","24,843,008.69","40,868,911.78","44,804,960.28","79,188,192.16","26,356,890.70","42,005,004.14","59,174,409.51","105,035,164.26","16,367,070.80","31,849,848.10","65,454,943.30","89,300,815.99","31,168,366.92","53,948,713.61","78,471,867.67","120,407,323.71","28,496,086.26","37,367,765.18","62,745,844.50","77,548,666.92","37,169,506.87","50,910,135.70","62,657,031.84","101,472,164.58","30,465,957.62","49,206,587.34","60,767,120.93","80,713,868.43","24,676,261.63","38,447,327.99","65,840,078.04","117,517,622.79","32,332,765.27","49,851,615.08","72,756,937.52","110,855,892.78","28,381,537.75","42,509,947.52","65,349,486.61","92,324,887.81","23,628,862.65","37,492,352.08"
支付其他与投资活动有关的现金,,,,,,,,"16,088,236.33","14,358,784.93","6,019,869.86","23,319,869.86","8,472,475.67",,,,"30,400,000.00",,,,,,,,,,,,"2,000,000.00",,"800,000.00",,,,"1,006,678.56","4,000,000.00","67,504,367.91",,,,"110,000,000.00","4,309.37",,,"3,177,465.46",,
收到其他与经营活动有关的现金,"354,769.83","602,700.52","7,409,243.63","6,431,906.83","2,171,124.17","1,572,168.47","295,293,752.43","4,993,267.87","145,369.13","2,263,452.56","29,664,329.35","1,401,343.89","12,106,748.91","34,529,340.12","92,577,773.26","23,882,077.32","25,706,210.21","30,536,720.42","42,969,584.60","53,493,980.25","22,157,083.38","25,889,941.07","34,461,413.89","3,418,590.72","926,548.56","1,572,074.64","10,400,097.44","8,248,927.96","37,446,543.33","40,502,097.79","53,610,376.71","51,382,071.58","81,777,608.23","37,011,708.88","23,841,997.62","31,450,816.64","7,161,797.31","16,089,344.03","40,406,188.14","15,487,896.06","21,415,300.51","15,706,169.02","15,574,489.95","14,381,619.85","1,641,886.86","8,175,627.08"
投资活动现金流出小计,"367,626.00","38,360,042.44","22,979,906.19","44,933,498.00","130,051.48","601,102.19","11,111,021.82","68,532,934.29","84,522,408.17","77,299,742.82","94,694,986.98","81,063,819.79","11,342.31","190,794.24","275,911.24","168,377,251.24","246,380.00","734,054.00","1,941,408.79","115,956,969.24","1,094,167.08","1,875,201.36","2,127,283.17","5,340,337.58","4,968,332.12","7,051,453.39","70,146,097.81","14,113,658.79","1,098,426.97","3,746,186.51","162,958,224.62","148,263,102.37","45,024,841.89","83,226,931.70","116,701,830.04","192,173,378.23","6,814,169.87","20,093,734.10","49,527,967.84","176,210,059.27","5,689,208.88","48,753,133.28","113,528,713.41","425,893,707.77","362,720,501.83","401,899,914.80"
经营活动现金流入小计,"458,047,839.69","1,055,996,559.81","1,491,676,860.18","2,261,038,537.39","417,790,691.58","942,287,470.20","1,477,375,629.65","1,832,783,879.40","306,846,057.91","631,697,565.22","987,510,775.00","2,008,706,913.45","340,653,390.78","742,728,866.75","1,258,977,565.27","1,712,674,630.02","408,774,257.93","718,527,148.83","1,167,501,073.17","1,804,736,231.21","286,215,277.29","529,938,946.60","959,078,066.81","1,329,545,163.34","240,947,413.89","476,281,408.92","859,113,775.24","1,420,133,271.66","243,496,121.50","451,793,221.79","775,584,211.48","1,259,392,605.13","327,242,088.09","410,772,659.97","715,148,365.95","1,405,070,032.49","324,976,587.29","582,731,929.02","978,214,830.72","1,655,748,814.18","358,494,355.12","584,655,446.14","996,926,242.24","1,576,628,736.70","297,231,622.75","587,590,520.32"
投资活动产生的现金流量净额,"-367,626.00","-36,899,343.17","-21,064,392.36","-42,384,476.86","-130,051.48","-80,302.19","-10,590,221.82","-47,504,168.60","-76,282,510.75","-69,123,802.34","-85,257,247.62","-60,253,492.41","-11,342.31","678,686.14","593,622.17","-148,478,175.65","-246,380.00","-673,709.20","-1,941,408.79","-73,463,535.64","-1,094,167.08","2,761,517.68","2,509,590.43","729,336.22","-4,968,332.12","-2,458,453.39","-65,552,797.81","-9,380,658.79","-1,093,426.97","-2,391,186.51","-154,502,984.62","-139,688,588.87","-44,992,688.34","-80,794,644.79","-41,265,820.06","67,147,136.83","-6,814,169.87","-20,009,524.18","-49,391,344.34","-86,073,306.95","-5,683,808.88","799,382.12","108,030,828.78","-141,797,042.73","-354,214,518.21","-247,809,008.06"
购买商品、接受劳务支付的现金,"364,101,479.26","999,427,016.44","1,367,435,722.89","2,079,612,771.25","354,515,749.24","914,446,349.95","1,114,671,713.27","1,719,653,768.89","250,879,644.90","604,632,799.61","928,344,166.26","1,775,701,101.16","221,702,715.10","585,658,941.39","947,103,937.00","1,406,794,979.13","268,680,765.76","535,390,378.02","898,252,501.12","1,420,103,298.63","177,598,257.96","411,053,363.72","719,837,061.64","846,966,211.91","174,042,195.99","368,674,474.10","700,442,935.13","1,129,776,360.37","186,991,346.21","404,861,168.21","711,634,922.96","1,063,912,070.44","214,546,868.24","396,776,605.53","687,044,392.73","1,141,965,819.69","239,423,860.28","498,657,445.68","810,483,304.05","1,316,838,669.95","287,832,693.01","504,439,912.27","887,192,749.42","1,222,816,890.94","261,550,275.88","557,146,745.50"
吸收投资收到的现金,,,,,,,,,,,,,,,,"4,618,575.68",,"2,887,500.00","2,887,500.00","2,887,500.00",,"2,750,000.00","2,750,000.00","2,750,000.00",,"1,467,500.00","1,467,500.00","1,467,500.00",,,,"4,762,380.02",,,,"240,000.00","7,110,000.00","8,010,000.00","8,010,000.00","8,010,000.00",,,,"785,887,000.00",,
