科目,2007-12-31,2008-12-31,2009-12-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"35,974,879.89","108,290,153.61","47,842,336.40","73,097,092.69","501,031,888.36","471,541,039.16","475,627,244.36","464,943,520.82","407,046,561.64","425,213,093.79","500,986,332.59","432,031,106.50","433,544,901.89","378,735,381.93","364,198,613.08","336,576,822.03","326,497,115.89","304,994,692.67","306,501,470.23","310,497,273.74","208,548,511.13","306,827,204.60","273,037,233.94","305,597,795.23","308,806,808.82","301,090,565.35","252,584,663.38","309,948,327.39","290,227,790.92","280,041,496.63","253,615,168.71","309,382,394.26","334,332,103.48"
短期借款,"147,970,000.00","178,930,000.00","170,000,000.00","233,300,000.00","139,300,000.00","140,000,000.00","149,900,000.00","159,900,000.00","144,800,000.00","179,600,000.00","224,600,000.00","204,600,000.00","184,700,000.00","159,800,000.00","159,800,000.00","259,800,000.00","309,800,000.00","332,800,000.00","374,800,000.00","436,800,000.00","462,400,000.00","579,952,500.00","558,359,744.00","625,367,057.18","611,077,300.00","669,300,000.00","776,541,377.46","765,300,000.00","735,000,000.00","821,800,000.00","841,800,000.00","1,039,616,813.60","1,121,616,813.60"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"9,998,455.02","11,559,229.82","21,229,000.00","40,368,000.00","23,660,648.25","46,542,083.84","30,611,233.23","30,490,131.56","99,749,610.47","137,756,727.72","59,201,044.64","145,065,106.59","102,199,668.61","114,959,812.31","135,097,975.38","125,779,653.68","113,029,159.87","126,514,901.76","100,512,186.11","120,101,937.86","144,060,788.87","279,274,376.82","276,159,000.33","290,515,159.53","348,748,723.36","364,432,680.81","436,770,708.82","462,743,724.27","471,029,094.90","595,339,964.45","799,305,842.19","938,029,721.80","968,337,856.78"
应付票据,"12,116,536.12","68,432,973.15","17,750,000.00","2,000,000.00","1,063,633.37","63,633.37","1,000,000.00","1,000,000.00",,"14,000,000.00","55,137,468.34","90,394,459.81","94,375,579.22","91,551,967.86","113,529,854.06","124,269,892.67","104,526,506.40","98,951,444.33","129,152,008.22","134,474,581.37","116,342,415.18","244,038,353.42","243,840,306.19","280,500,976.28","312,535,708.10","303,541,068.05","364,063,228.47","424,590,007.82","419,058,446.69","398,024,968.58","611,894,715.12","599,614,679.96","570,128,521.48"
应收账款,"83,949,376.45","93,165,874.48","160,798,572.48","190,361,509.82","157,733,244.78","185,322,895.84","223,162,952.66","204,611,775.02","213,557,320.23","209,757,022.38","224,751,837.35","230,148,736.88","231,491,249.55","257,873,498.38","263,967,364.96","280,710,289.09","289,685,001.37","351,924,307.12","322,869,823.01","356,456,589.54","289,135,315.80","546,429,889.33","566,135,830.45","599,399,439.57","484,038,367.30","599,640,089.38","573,435,225.41","680,400,441.42","738,129,818.31","1,002,916,243.58","1,018,783,877.23","958,635,419.29","851,291,430.49"
应付账款,"50,959,157.46","54,484,198.50","119,249,342.12","129,732,864.93","133,729,669.36","133,781,493.43","153,146,191.82","149,286,090.93","156,721,730.78","169,187,827.14","155,859,216.57","180,354,073.94","172,827,390.92","186,856,154.44","190,963,049.43","194,981,741.08","192,760,421.05","302,217,816.09","283,529,875.39","286,699,862.50","264,818,719.10","465,497,673.34","490,418,484.36","456,228,365.77","415,822,569.03","533,308,796.32","547,723,669.71","556,306,777.87","653,577,535.41","939,345,473.98","868,984,758.23","939,129,094.04","795,694,909.73"
预付款项,"7,662,167.74","16,444,192.98","9,521,223.79","15,140,538.19","14,622,884.00","14,915,987.50","35,782,610.32","17,809,082.76","24,850,050.35","27,330,128.34","103,076,944.00","30,116,957.58","55,964,945.79","7,705,724.92","23,148,769.03","18,680,846.19","23,172,387.12","11,499,694.61","18,084,343.24","19,397,998.66","19,139,593.30","17,223,866.27","28,318,263.68","28,571,785.41","31,963,404.53","20,256,195.93","26,564,209.79","37,241,901.37","22,735,411.43","20,934,228.59","32,100,200.44","58,347,979.34","48,965,951.15"
预收款项,"2,200,591.81","4,766,639.53","7,979,863.25","23,185,928.43","27,012,942.16","14,168,210.75","25,105,938.12","18,904,255.62","26,091,723.12","14,111,460.83","21,287,702.40","21,274,003.67","30,670,791.11","9,351,925.06","45,255,473.67","5,518,080.16","22,515,213.70","5,152,811.91","13,233,459.01","9,571,129.65","8,509,259.09","8,705,403.39","11,935,408.48","8,294,376.86","8,906,770.20","5,170,053.55","4,882,420.02","7,824,126.82","6,337,900.76","5,485,812.27","10,271,658.92","6,939,275.49","8,600,649.36"
其他应收款,"1,155,224.73","3,726,383.92","4,054,858.18","6,704,595.12","5,899,263.59","3,712,087.13","2,990,143.43","13,889,582.40","8,785,098.90","10,609,911.84","17,723,640.45","13,273,622.64","6,661,585.49","20,834,651.12","16,193,624.13","19,394,369.21","28,644,516.66","19,578,863.34","20,599,249.04","19,115,761.32","33,354,738.20","35,190,791.69","37,586,614.99","38,061,343.66","28,703,867.51","18,063,414.46","22,448,637.20","30,021,677.65","33,988,400.50","39,797,894.69","41,439,601.58","71,038,006.98","48,446,981.07"
应付职工薪酬,"7,700,889.62","9,933,816.31","15,331,828.46","11,842,888.67","14,984,335.83","22,625,540.64","19,007,810.13","18,290,937.88","24,028,793.53","19,393,910.86","14,828,370.74","17,894,581.45","19,880,607.00","22,675,560.80","20,085,139.78","21,878,114.01","23,370,571.97","22,871,230.23","19,308,158.63","21,355,875.17","19,782,003.80","39,661,439.64","22,819,152.02","32,716,156.56","35,537,973.25","45,080,248.28","39,004,822.38","37,958,710.25","43,753,631.50","63,018,448.09","41,693,684.82","49,065,237.71","53,822,758.63"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"9,033,961.92","1,984,584.71","-1,214,820.93","6,790,816.30","8,204,012.20","8,180,671.20","5,689,232.38","4,622,194.83","10,041,573.64","17,629,357.95","9,532,981.46","6,387,712.49","5,913,564.21","9,666,528.10","-70,596.93","-1,593,349.74","-755,545.99","-863,695.75","-2,973,821.62","9,141,336.12","7,933,193.78","36,609,289.80","35,842,048.25","12,560,363.71","12,051,021.32","17,544,715.37","18,927,569.54","15,819,161.12","26,229,537.00","46,475,544.07","28,343,934.27","23,472,691.76","28,282,777.77"
应收利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付利息,"300,841.65","432,666.11","263,340.00","322,235.03","185,771.06","209,942.36","191,728.85","234,479.65","207,112.59","301,361.55","399,288.41","368,032.18","332,085.34","274,768.08","290,388.09","294,821.56","492,099.33","541,359.34","1,257,301.00","643,826.66","1,232,530.60","6,818,208.11","2,710,217.25","4,648,485.35","6,016,903.54","6,622,396.49","2,851,031.41","1,618,315.59","1,378,614.66","1,303,963.90","1,741,212.87","3,735,768.05","3,789,480.54"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,"12,744.44",,"25,000,000.00",,,,,,,,,,,,,"2,925,000.00",,,,"35,910,000.00",,,,"1,500,000.00",,,,,,,,,"6,400,000.00"
