科目,2008年度,2009年度,2010年度,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"592,949,593.42","946,524,096.25","801,703,639.73","365,307,138.24","445,061,055.73","606,160,452.98","73,005,658.30","197,436,106.03","345,739,524.35","545,886,332.76","87,416,290.69","370,969,429.60","519,110,521.20","606,009,204.97","123,342,158.80","241,409,660.28","347,745,489.81","513,151,363.73","51,950,487.20","149,251,478.89","212,400,026.64","311,774,156.19","75,074,655.86","142,584,581.91","222,152,461.72","349,487,473.18","102,738,226.78","202,914,040.19","294,954,420.33","392,375,128.88","89,242,278.54","173,098,955.24","259,175,322.48","368,321,338.07","82,526,110.19"
取得子公司及其他营业单位支付的现金净额,"10,000,000.00",,,,,,,,,,,,,,,,,,,,"369,127,708.84","121,227,708.84",,"37,000,000.00","37,000,000.00","37,000,000.00",,"74,000,000.00","74,000,000.00","74,000,000.00",,"79,920,000.00","99,900,000.00","99,900,000.00",
收到的税费返还,,,,,"1,031,399.08","1,031,399.08","1,369,940.40","1,369,940.40","1,369,940.40",,,,,,,,,,,,,"2,094.34",,"10,911.11","10,911.11","10,911.11",,"438,931.96","475,988.82","483,626.23",,"4,427.62","4,427.62","4,427.62","123,187.92"
支付其他与投资活动有关的现金,,"42,195.43",,,,,,,,,,,,,,,,,,"30,000,000.00",,"247,900,000.00",,,"1,210,000.00",,,,,,,,,,
收到其他与经营活动有关的现金,"7,992,887.48","48,717,593.28","24,932,199.76","6,259,200.58","23,870,871.35","21,981,478.86","8,995,361.23","17,943,064.80","30,071,262.75","44,089,203.03","16,532,151.33","10,533,530.15","22,485,235.05","26,079,951.25","23,699,082.20","42,819,943.14","51,387,439.54","73,238,246.19","2,831,582.54","14,910,319.08","23,870,011.25","36,804,784.11","2,641,776.90","6,334,028.00","9,914,447.57","15,411,563.19","3,018,458.56","7,898,088.24","10,434,021.35","15,037,321.39","8,289,736.45","11,443,041.72","21,018,606.08","34,429,700.25","5,682,178.21"
投资活动现金流出小计,"34,946,400.81","39,799,071.24","84,890,399.06","34,001,823.87","40,039,794.78","52,841,274.57","15,464,889.65","39,901,394.20","48,553,364.65","61,523,489.08","15,321,782.48","28,018,383.85","36,712,471.97","58,756,928.14","7,884,120.15","211,828,631.80","217,812,114.45","220,753,535.93","8,129,022.81","39,388,756.81","380,256,423.25","388,258,469.29","282,905,994.22","503,234,003.22","663,786,141.22","725,999,873.66","266,567,133.54","443,179,754.31","703,531,958.92","928,594,546.24","715,410.00","647,412,808.36","1,081,154,143.08","1,862,159,801.46","105,642,775.52"
经营活动现金流入小计,"600,942,480.90","995,241,689.53","826,635,839.49","371,566,338.82","469,963,326.16","629,173,330.92","83,370,959.93","216,749,111.23","377,180,727.50","589,975,535.79","103,948,442.02","381,502,959.75","541,595,756.25","632,089,156.22","147,041,241.00","284,229,603.42","399,132,929.35","586,389,609.92","54,782,069.74","164,161,797.97","236,270,037.89","348,581,034.64","77,716,432.76","148,929,521.02","232,077,820.40","364,909,947.48","105,756,685.34","211,251,060.39","305,864,430.50","407,896,076.50","97,532,014.99","184,546,424.58","280,198,356.18","402,755,465.94","88,331,476.32"
投资活动产生的现金流量净额,"-26,756,752.26","-34,756,491.03","-74,204,889.18","-21,239,965.35","-145,425.00","4,552,886.69","-14,293,920.59","-35,882,969.32","-38,864,894.87","-34,281,391.87","-9,286,666.27","-17,697,729.22","-10,459,717.69","-15,362,887.10","22,976,354.74","-175,009,615.49","-171,970,078.86","-167,738,178.66","-5,622,590.30","189,362,573.71","-135,769,710.26","-144,768,453.15","-272,869,609.25","-386,979,009.03","-403,761,429.02","-399,545,498.73","57,860,757.09","6,621,057.72","43,955,561.25","14,269,451.14","407,226,330.28","-121,805,239.90","-171,614,506.59","-349,016,764.04","16,183,369.41"
购买商品、接受劳务支付的现金,"167,448,392.14","143,691,595.03","191,952,315.60","117,086,895.11","94,752,489.38","188,949,534.28","22,246,260.57","43,769,033.79","64,609,920.75","80,157,469.74","24,669,277.18","61,170,793.27","90,625,702.77","133,270,822.84","39,830,680.74","55,754,683.59","72,075,558.11","98,208,765.52","16,600,184.21","27,883,972.70","39,599,760.47","58,991,457.94","18,788,401.75","41,788,622.84","61,276,668.87","85,324,734.81","23,824,170.84","52,194,572.39","76,209,106.85","103,614,765.60","32,710,824.53","57,421,596.87","77,262,730.72","101,494,939.17","24,817,029.29"
吸收投资收到的现金,"2,000,000.00",,,,,"984,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,"50,400,000.00","50,400,000.00",
支付给职工以及为职工支付的现金,"20,329,278.73","36,215,534.66","44,798,611.31","26,183,193.80","35,018,164.61","48,901,969.32","18,376,010.14","28,125,228.46","38,631,167.15","48,908,577.93","16,632,948.92","26,827,744.06","37,615,778.91","49,085,007.78","18,455,932.29","31,296,817.68","45,014,270.71","58,225,208.93","16,174,073.43","28,009,089.64","40,421,643.49","55,052,247.90","19,809,295.32","35,803,109.95","53,916,334.10","71,039,972.58","26,612,281.14","46,302,791.02","69,683,281.74","89,967,406.59","30,570,414.39","51,631,324.02","72,756,330.74","94,886,005.30","33,667,761.65"
取得借款收到的现金,,"40,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
支付的各项税费,"88,244,130.14","153,728,303.66","231,086,775.11","137,470,594.91","205,209,095.37","232,300,220.06","31,265,619.14","76,110,893.60","92,075,133.68","120,597,083.65","33,909,302.58","70,806,849.76","97,037,063.62","162,183,893.82","10,419,255.17","49,582,424.51","73,806,487.36","94,975,016.13","16,262,292.11","47,223,664.39","79,387,065.26","91,278,610.68","17,827,406.98","50,594,421.92","56,316,283.01","73,223,894.21","21,768,424.38","40,901,471.74","45,445,740.49","64,011,267.21","14,951,191.48","39,652,647.68","48,987,212.94","63,769,719.46","17,596,452.15"
收到其他与筹资活动有关的现金,,,"1,715,000.00","4,680,000.00","37,651,500.00","58,987,933.76","890,000.00","3,840,000.00","6,440,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,
支付其他与经营活动有关的现金,"51,058,824.46","35,845,037.64","44,400,677.18","27,352,976.28","65,004,029.92","62,546,977.94","30,383,255.59","50,132,803.52","69,032,612.40","102,457,562.59","13,594,582.86","58,650,734.08","69,680,099.28","85,285,876.92","16,836,175.24","23,689,494.59","38,985,258.02","46,558,351.87","11,651,679.27","21,354,418.68","42,344,042.01","49,124,502.75","14,960,666.68","30,445,045.62","41,347,026.14","63,474,161.60","14,615,503.93","24,010,376.39","34,581,671.44","56,778,484.81","11,706,821.43","28,711,664.72","35,896,441.89","47,212,710.20","10,587,664.18"
筹资活动现金流入小计,"2,000,000.00","40,000,000.00","1,715,000.00","4,680,000.00","37,651,500.00","1,042,987,933.76","890,000.00","3,840,000.00","6,440,000.00",,,,,,,,,,,,,,,,,,,,,,,,"50,400,000.00","50,400,000.00",
经营活动现金流出小计,"327,080,625.47","369,480,470.99","512,238,379.20","308,093,660.10","399,983,779.28","532,698,701.60","102,271,145.44","198,137,959.37","264,348,833.98","352,120,693.91","88,806,111.54","217,456,121.17","294,958,644.58","429,825,601.36","85,542,043.44","160,323,420.37","229,881,574.20","297,967,342.45","60,688,229.02","124,471,145.41","201,752,511.23","254,446,819.27","71,385,770.73","158,631,200.33","212,856,312.12","293,062,763.20","86,820,380.29","163,409,211.54","225,919,800.52","314,371,924.21","89,939,251.83","177,417,233.29","234,902,716.29","307,363,374.13","86,668,907.27"
偿还债务支付的现金,,"40,000,000.00",,,,,,,,,,,,,,,,,,,,"7,513,200.00",,,,,,,,,,,,,
经营活动产生的现金流量净额,"273,861,855.43","625,761,218.54","314,397,460.29","63,472,678.72","69,979,546.88","96,474,629.32","-18,900,185.51","18,611,151.86","112,831,893.52","237,854,841.88","15,142,330.48","164,046,838.58","246,637,111.67","202,263,554.86","61,499,197.56","123,906,183.05","169,251,355.15","288,422,267.47","-5,906,159.28","39,690,652.56","34,517,526.66","94,134,215.37","6,330,662.03","-9,701,679.31","19,221,508.28","71,847,184.28","18,936,305.05","47,841,848.85","79,944,629.98","93,524,152.29","7,592,763.16","7,129,191.29","45,295,639.89","95,392,091.81","1,662,569.05"
分配股利、利润或偿还利息支付的现金,"9,050,000.00","437,023,393.14","310,079,729.17","65,000,000.00","65,000,000.00","65,000,000.00",,"128,320,000.00","128,320,000.00","128,320,000.00",,,"488,937,942.84","489,177,231.17","8,901.30","249,323,547.81","272,241,376.62","272,714,905.08","-68,979.54","152,385,917.55","159,426,533.46","160,458,845.87","47,705.60","46,348.64","60,002,495.04","60,012,272.59","179,855.34","186,934.58","50,125,507.67","50,245,533.53","50,148.99","63,586.52","60,087,457.45","60,170,833.36","20,253.60"
收回投资收到的现金,"5,555,195.00","4,900,000.00",,"10,000,000.00","30,000,000.00","40,000,000.00",,,,,,,,,,,,,,"206,789,177.10","206,789,177.10","206,789,177.10",,"64,000,000.00","204,000,000.00","262,000,000.00","315,000,000.00","365,000,000.00","657,000,000.00","845,000,000.00","400,000,000.00","435,000,000.00","795,000,000.00","1,375,000,000.00","120,000,000.00"
支付其他与筹资活动有关的现金,"11,236,576.36","7,490,424.88","39,151,433.76","14,315,913.46","25,018,000.00","6,399,061.00","11,161,100.00","26,041,196.19","31,740,196.19","14,876,934.00",,,,,,,,,,,,,,,,,,,,,,,"15,000.00","15,000.00",
取得投资收益收到的现金,"2,634,453.55","121,580.21","135,107.88","2,761,858.52","3,253,525.19","4,550,375.41",,"164,650.00","184,075.16","202,070.16",,,"190,135.08","209,144.88",,"18,590.90","206,725.90","206,725.90",,"10,624,882.12","10,624,882.12","10,624,882.12",,"155,570.78","2,351,979.45","2,991,312.78","7,696,649.54","8,345,094.75","13,290,475.45","16,259,954.68","5,197,565.30","5,495,305.03","9,086,524.20","18,956,625.57","1,196,821.93"
筹资活动现金流出小计,"20,286,576.36","484,513,818.02","349,231,162.93","79,315,913.46","90,018,000.00","71,399,061.00","11,161,100.00","154,361,196.19","160,060,196.19","143,196,934.00",,,"488,937,942.84","489,177,231.17","8,901.30","249,323,547.81","272,241,376.62","272,714,905.08","-68,979.54","152,385,917.55","159,426,533.46","167,972,045.87","47,705.60","46,348.64","60,002,495.04","60,012,272.59","179,855.34","186,934.58","50,125,507.67","50,245,533.53","50,148.99","63,586.52","60,102,457.45","60,185,833.36","20,253.60"
处置固定资产、无形资产和其他长期资产收回的现金净额,,"21,000.00","10,550,402.00",,,"1,400.00",,,,,"7,800.00","7,800.00","7,800.00","41,300.00",,"1,250.00","1,250.00","1,250.00","1,500.00","1,500.00","1,500.00","91,500.00","1,735.00","1,096,035.00","2,041,766.00","2,271,766.00","939,612.00","939,612.00","1,243,612.00","1,702,646.00","1,366,570.00","2,315,904.00","2,318,004.00","2,556,656.49","3,213.00"
筹资活动产生的现金流量净额,"-18,286,576.36","-444,513,818.02","-347,516,162.93","-74,635,913.46","-52,366,500.00","971,588,872.76","-10,271,100.00","-150,521,196.19","-153,620,196.19","-143,196,934.00",,,"-488,937,942.84","-489,177,231.17","-8,901.30","-249,323,547.81","-272,241,376.62","-272,714,905.08","68,979.54","-152,385,917.55","-159,426,533.46","-167,972,045.87","-47,705.60","-46,348.64","-60,002,495.04","-60,012,272.59","-179,855.34","-186,934.58","-50,125,507.67","-50,245,533.53","-50,148.99","-63,586.52","-9,702,457.45","-9,785,833.36","-20,253.60"
处置子公司及其他营业单位收到的现金净额,,,,,"6,640,844.59",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,,,,"-102,806.91",,"-89,998.68",,,,"-30,435.97",,,,,,,"36,000.00","-131,500.01","134,979.02","-827,653.09","1,633,482.20","2,948,654.16","-309,701.30","1,377,003.95","1,807,621.49","4,271,211.68","-323,055.44","-1,695,496.40","-3,265,307.06","-4,420,975.45","-2,591,726.43","1,331,769.17","4,584,892.45","4,451,165.62","-1,719,589.41"
收到其他与投资活动有关的现金,,,,,,"12,842,385.85","1,170,969.06","3,853,774.88","9,504,394.62","27,040,027.05","6,027,316.21","10,312,854.63","26,054,819.20","43,143,596.16","30,860,474.89","36,799,175.41","45,634,059.69","52,807,381.37","2,504,932.51","11,335,771.30","27,071,153.77","25,984,456.92","10,034,649.97","51,003,388.41","51,630,966.75","59,191,296.15","791,629.09","75,516,105.28","75,953,432.72","79,901,396.70","1,377,604.98","82,796,359.43","103,135,108.29","116,629,755.36","626,110.00"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"8,189,648.55","5,042,580.21","10,685,509.88","12,761,858.52","39,894,369.78","57,394,161.26","1,170,969.06","4,018,424.88","9,688,469.78","27,242,097.21","6,035,116.21","10,320,654.63","26,252,754.28","43,394,041.04","30,860,474.89","36,819,016.31","45,842,035.59","53,015,357.27","2,506,432.51","228,751,330.52","244,486,712.99","243,490,016.14","10,036,384.97","116,254,994.19","260,024,712.20","326,454,374.93","324,427,890.63","449,800,812.03","747,487,520.17","942,863,997.38","407,941,740.28","525,607,568.46","909,539,636.49","1,513,143,037.42","121,826,144.93"
五、现金及现金等价物净增加额,"228,818,526.81","146,490,909.49","-107,323,591.82","-32,506,007.00","17,467,621.88","1,072,526,390.09","-43,465,206.10","-167,793,013.65","-79,653,197.54","60,346,080.04","5,855,664.21","146,349,109.36","-252,760,548.86","-302,276,563.41","84,466,651.00","-300,426,980.25","-274,924,100.33","-152,162,316.28","-11,324,791.02","75,839,655.63","-259,045,234.86","-215,657,629.49","-266,896,354.12","-395,350,033.03","-442,734,794.29","-383,439,375.36","76,294,151.36","52,580,475.59","70,509,376.50","53,127,094.45","412,177,218.02","-113,407,865.96","-131,436,431.70","-258,959,339.97","16,106,095.45"
购建固定资产、无形资产和其他长期资产支付的现金,"19,391,205.81","34,856,875.81","44,890,399.06","34,001,823.87","40,039,794.78","52,841,274.57","15,464,889.65","39,901,394.20","48,553,364.65","61,523,489.08","15,321,782.48","28,018,383.85","36,712,471.97","58,756,928.14","7,884,120.15","11,828,631.80","17,812,114.45","20,753,535.93","8,129,022.81","9,388,756.81","11,128,714.41","19,130,760.45","10,905,994.22","19,234,003.22","21,576,141.22","26,999,873.66","1,567,133.54","4,179,754.31","7,531,958.92","9,594,546.24","715,410.00","2,492,808.36","6,254,143.08","7,259,801.46","5,642,775.52"
