科目,2013年度,2014年度,2015年度,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
筹资活动产生的现金流量净额,"-3,550,000.00","-16,712,100.00","-8,113,000.00","1,020,859.39","1,020,859.39","-70,323,842.49","363,761,146.42","342,502,715.41","339,485,858.08","383,643,609.45","600,000.00","-19,781,524.94","-11,365,819.89","4,383,641.97","5,153,120.85"
处置子公司及其他营业单位收到的现金净额,,,,,,,"150,000.00",,,,,,,,
四、汇率变动对现金的影响,"50,226.01","1,663.20","-139,481.44","-65,900.97","-65,900.97","-70,117.95","-156,825.99",,,,,,,,
收到其他与投资活动有关的现金,,,,,,,,"770,038.74","916,624.62","1,743,332.29","334,678.56","786,336.09","2,536,977.52","6,315,604.69","1,420,674.32"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,
投资活动现金流入小计,"405,779,007.88","632,682,931.23","1,329,789,502.04","792,145,813.25","1,126,081,324.94","1,628,941,493.25","180,664,762.30","564,372,228.80","950,109,111.25","1,509,509,623.23","513,521,364.04","1,156,179,458.55","1,701,314,847.54","2,137,757,796.57","510,603,285.39"
五、现金及现金等价物净增加额,"63,640,605.55","67,252,744.04","61,554,412.03","29,730,287.81","-189,824,239.46","11,308,875.99","102,310,816.92","-131,624,596.92","-124,020,788.02","-63,967,272.34","-5,797,388.61","-7,185,290.34","32,673,291.73","12,690,963.60","73,959,225.72"
购建固定资产、无形资产和其他长期资产支付的现金,"5,015,905.65","2,568,813.02","15,472,739.55","12,061,078.86","21,093,338.90","28,600,968.93","11,818,597.76","32,671,479.98","31,681,446.64","62,795,328.05","8,918,711.25","26,284,881.53","35,084,643.78","35,250,221.83","10,907,603.00"
期初现金及现金等价物余额,"25,803,834.90","89,444,440.45","156,697,184.49","218,251,596.52","218,251,596.52","218,251,596.52","229,560,472.51","229,560,472.51","229,560,472.51","229,560,472.51","165,593,200.17","165,593,200.17","165,593,200.17","165,593,200.17","178,284,163.77"
投资支付的现金,"386,752,033.54","608,060,000.00","1,324,742,300.00","789,600,000.00","1,377,458,836.67","1,627,440,000.00","455,960,000.00","1,061,560,000.00","1,492,560,000.00","2,038,560,000.00","545,188,800.00","1,186,713,800.00","1,761,913,800.00","2,239,933,843.32","472,710,000.00"
期末现金及现金等价物余额,"89,444,440.45","156,697,184.49","218,251,596.52","247,981,884.33","28,427,357.06","229,560,472.51","331,871,289.43","97,935,875.59","105,539,684.49","165,593,200.17","159,795,811.56","158,407,909.83","198,266,491.90","178,284,163.77","252,243,389.49"
