科目,2012年度,2013年度,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
收到其他与筹资活动有关的现金,,,,,,,,,,,"17,642,170.68","23,336.97","1,424,283.10","2,003,519.49",,"277,964,843.80","277,636,613.44"
支付其他与经营活动有关的现金,"17,845,834.28","23,139,225.76","33,399,292.17","16,830,450.19","24,330,419.63","70,346,833.74","56,549,831.01","19,441,186.65","50,175,985.19","92,871,014.28","94,277,643.53","42,290,913.41","65,367,365.69","92,265,654.86","89,239,224.53","43,181,362.36","56,165,914.34"
筹资活动现金流入小计,"36,414,650.00",,"27,039,320.00","23,536,144.00","23,515,928.00","100,315,522.00","666,815,494.00","39,295,370.00","310,898,329.92","316,146,664.58","626,285,830.46","430,811,325.43","472,775,591.18","479,209,662.69","761,919,150.00","277,964,843.80","337,952,908.43"
经营活动现金流出小计,"194,863,606.03","274,060,950.22","380,001,433.27","116,360,564.86","231,383,221.97","410,259,738.21","507,137,782.98","137,741,358.52","324,465,014.30","564,904,250.64","791,990,861.62","237,341,103.68","465,537,726.91","663,252,208.38","1,046,762,136.46","283,094,007.88","547,071,869.57"
偿还债务支付的现金,"10,000,000.00",,,"83,106.84","335,249.02","10,110,315.66","9,416,131.66","266,606.51","43,347,528.34","43,252,240.66","117,245,217.39","4,510,774.00","4,787,976.15","43,247,419.82","284,603,409.76","274,693,000.00","395,477,650.19"
经营活动产生的现金流量净额,"43,093,343.90","121,265,529.77","70,404,118.37","-19,678,306.69","43,230,706.37","56,164,519.74","31,628,998.71","3,793,503.72","47,453,595.49","31,604,777.96","73,962,922.19","-9,130,955.55","38,243,632.76","76,647,562.20","181,362,773.20","36,658,275.23","76,449,566.35"
分配股利、利润或偿还利息支付的现金,"20,436,849.66","24,361,467.62","26,267,752.23","23,578,913.40","38,038,645.38","38,038,645.38","39,727,847.83","930,785.09","50,427,087.88","50,916,491.12","51,508,998.80","4,662,377.26","35,399,956.53","39,342,496.82","43,999,502.30","4,584,883.97","39,594,652.61"
收回投资收到的现金,"10,000,000.00",,,,,,,,"4,077.99","277,904,077.99","277,904,077.99",,,"2,067,463.00","13,940,762.42","52,241,086.48","53,428,989.22"
支付其他与筹资活动有关的现金,"751,726.40","1,200,000.00","22,195,561.00","10,174,651.21","12,143,609.90","45,230,206.42","56,181,691.68",,"2,150,582.72","11,314,807.63","8,963,217.72","1,155,154.42","429,450,277.15","410,873,145.44","439,964,271.29","2,179,702.00","7,238,702.86"
取得投资收益收到的现金,"36,822.00",,,,,,,,,"773,664.85","773,664.85","146,877.34","299,678.00","533,037.54",,,
筹资活动现金流出小计,"31,188,576.06","25,561,467.62","48,463,313.23","33,836,671.45","50,517,504.30","93,379,167.46","105,325,671.17","1,197,391.60","95,925,198.94","105,483,539.41","177,717,433.91","10,328,305.68","469,638,209.83","493,463,062.08","768,567,183.35","281,457,585.97","442,311,005.66"
处置固定资产、无形资产和其他长期资产收回的现金净额,,"93,000.00",,,,,,,,"7,000.00","7,854.70","4,027.58","92,809.95","93,159.95","4,096,949.75",,
筹资活动产生的现金流量净额,"5,226,073.94","-25,561,467.62","-21,423,993.23","-10,300,527.45","-27,001,576.30","6,936,354.54","561,489,822.83","38,097,978.40","214,973,130.98","210,663,125.17","448,568,396.55","420,483,019.75","3,137,381.35","-14,253,399.39","-6,648,033.35","-3,492,742.17","-104,358,097.23"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,"402,000.00",,"9,805,674.20","10,670,926.72","10,948,455.38","500,000.00",,
四、汇率变动对现金的影响,"-3,727,051.58","-6,442,359.78","-292,725.26","-496,985.55","1,371,558.40","2,541,774.14","6,262,915.38","1,984,871.76","8,231,143.21","10,301,935.28","3,861,109.71","6,297,391.24","10,660,141.42","1,825,431.19","-7,769,508.15","-1,208,286.03","-3,719,118.11"
收到其他与投资活动有关的现金,,,,,,,"15,000,000.00",,,,"1,800,000.00","101,068.28",,,"9,454,722.74","8,076,720.83","2,736,503.72"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"10,036,822.00","93,000.00",,,,,"15,000,000.00",,"4,077.99","279,086,742.84","280,485,597.54","10,057,647.40","11,063,414.67","13,642,115.87","27,992,434.91","60,317,807.31","56,165,492.94"
五、现金及现金等价物净增加额,"19,331,576.45","68,521,329.80","13,268,136.79","-53,285,421.67","-11,385,481.28","16,146,970.73","487,660,032.07","43,346,636.08","-33,665,013.51","194,530,455.50","394,984,186.82","73,109,125.85","-379,028,804.22","-380,815,698.10","-247,220,914.60","-175,758,005.79","-241,503,003.16"
购建固定资产、无形资产和其他长期资产支付的现金,"25,297,611.81","11,289,962.69","25,846,544.09","18,709,601.98","24,886,169.75","27,270,596.83","34,508,131.21","529,717.80","3,754,537.05","5,133,013.89","27,896,256.10","1,999,314.10","2,698,949.87","4,007,521.45","22,284,068.37","336,855.41","3,206,349.69"
期初现金及现金等价物余额,"78,654,253.57","97,985,830.02","166,507,159.82","179,775,296.61","179,775,296.61","179,775,296.61","179,775,296.61","648,851,640.87","651,572,424.97","667,435,328.68","667,435,328.68","1,062,419,515.50","1,062,419,515.50","1,062,419,515.50","1,062,419,515.50","815,198,600.90","815,198,600.90"
投资支付的现金,"10,000,000.00","9,543,409.88","9,572,719.00","4,100,000.00","4,100,000.00","22,225,080.86","63,226,373.13",,"283,438,008.96","317,020,720.03","368,788,501.24","14,920,000.00","89,319,518.99","95,924,375.66","73,325,089.21","246,323,265.72","57,340,706.67"
期末现金及现金等价物余额,"97,985,830.02","166,507,159.82","179,775,296.61","126,489,874.94","168,389,815.33","195,922,267.34","667,435,328.68","692,198,276.95","617,907,411.46","861,965,784.18","1,062,419,515.50","1,135,528,641.35","683,390,711.28","681,603,817.40","815,198,600.90","639,440,595.11","573,695,597.74"
