科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"52,167,755.84","50,100,156.62","48,092,386.42","57,555,770.48","39,160,619.54","33,299,367.15","106,577,716.47","93,560,614.34","101,376,920.48","141,295,184.82","215,656,225.58","169,703,090.74","140,393,562.87","142,133,534.76","227,153,086.93","221,474,992.14","209,690,232.83","160,003,564.35","324,124,916.16","303,112,288.53","243,115,613.77","183,486,386.47","262,979,127.15","235,093,906.07","257,897,862.53","249,479,580.83","333,672,798.11","277,030,780.32","358,824,019.35","303,604,317.90","477,433,919.51","450,838,267.39","390,420,101.36","389,823,884.96","506,575,267.87","391,071,473.25","403,299,365.32","413,451,755.11","496,579,837.44","418,208,606.40","475,358,540.40","437,940,443.73","514,763,281.18","475,102,018.22","284,906,196.70","253,673,660.52","318,334,539.32","348,889,489.00","236,015,003.08"
短期借款,"108,600,000.00","147,100,000.00","103,600,000.00","86,500,000.00","73,500,000.00","96,500,000.00","96,000,000.00","76,100,000.00","81,850,000.00","94,600,000.00","90,350,000.00","91,351,599.24","60,100,000.00","134,794,500.00","131,500,000.00","131,500,000.00","131,300,000.00","80,900,000.00","150,700,000.00","170,700,000.00","170,300,000.00","170,300,000.00","150,100,000.00","155,100,000.00","122,100,000.00","167,350,333.33","118,346,999.99","150,000,000.00","213,000,000.00","213,000,000.00","245,000,000.00","233,000,000.00","263,000,000.00","243,000,000.00","250,000,000.00","210,000,000.00","225,000,000.00","278,000,000.00","226,000,000.00","178,000,000.00","218,000,000.00","226,000,000.00","196,000,000.00","262,500,000.00","222,500,000.00","214,500,000.00","234,500,000.00","329,036,670.42","414,467,062.22"
交易性金融资产,,,,"7,318,643.91","5,506,550.12","3,334,271.11","3,082,470.00",,,,,"14,500,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,500,000.00","14,500,000.00"
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"100,000.00","6,500,000.00","1,000,000.00","4,000,000.00","2,320,000.00","3,160,000.00","5,040,000.00","5,250,000.00","730,000.00","1,000,000.00","12,800,000.00","9,600,000.00","21,300,000.00","15,500,000.00","3,500,000.00","8,000,000.00","700,000.00","13,570,000.00","16,900,000.00","12,100,000.00","4,000,000.00","2,200,000.00","1,750,000.00","7,000,000.00","6,000,000.00",,"5,600,000.00","37,100,000.00","15,200,000.00","11,563,042.56","18,150,000.00","33,800,000.00","25,300,000.00","10,200,000.00","11,100,000.00","4,000,000.00","3,000,000.00","3,800,000.00","800,000.00","8,667,096.40","450,000.00","9,138,981.71","6,100,000.00","10,842,300.00","1,300,000.00","10,100,000.00","15,685,935.07","19,013,707.49","12,511,449.10"
应付票据,"6,000,000.00",,,,,,,,"10,000,000.00","10,000,000.00","33,000,000.00","12,000,000.00","18,000,000.00",,,,,"6,000,000.00","11,000,000.00","5,000,000.00",,,"5,000,000.00","20,000,000.00","56,400,000.00","40,500,000.00","39,900,000.00","21,000,000.00","10,200,000.00","13,200,000.00","22,900,000.00","28,700,000.00","19,000,000.00",,,"3,000,000.00","10,900,000.00","30,500,000.00","22,600,000.00","9,300,000.00","9,300,000.00","6,144,737.75","4,357,571.69","48,958,246.01","42,878,774.33","16,448,055.35",,"42,428,240.90",
应收账款,"79,779,425.62","71,903,790.74","77,872,880.55","51,033,822.59","55,739,900.27","72,620,135.61","55,855,847.29","53,610,714.85","75,088,716.87","69,455,641.75","73,135,264.95","74,733,900.94","85,236,267.03","64,731,778.98","64,445,041.47","68,827,521.81","89,204,259.18","84,213,149.32","123,849,282.51","83,857,913.88","62,920,333.69","88,237,762.87","118,240,777.13","65,744,627.87","82,751,936.85","105,509,052.57","100,357,063.48","76,291,912.66","84,233,398.25","109,404,844.50","89,815,046.74","57,080,995.80","57,677,664.88","76,056,443.01","89,124,152.06","86,723,544.96","82,937,164.64","100,658,195.05","147,275,610.90","93,774,781.58","67,868,646.53","83,249,227.69","86,671,667.23","151,414,969.30","137,558,073.78","155,035,007.37","207,461,055.42","187,178,381.63","197,457,656.54"
应付账款,"62,878,835.20","57,396,127.38","53,782,568.67","51,923,568.01","53,751,495.11","53,425,966.45","39,566,536.49","120,836,265.18","130,362,311.15","148,455,632.14","139,139,785.82","89,678,135.61","57,567,210.56","68,938,214.58","65,062,146.39","59,192,983.93","63,487,273.23","73,954,806.99","88,334,661.09","96,670,503.94","64,425,863.39","75,420,119.91","94,671,414.41","94,139,472.17","120,993,442.54","114,971,740.13","79,130,118.49","77,454,026.15","80,067,606.55","81,143,239.20","59,489,497.27","52,380,416.92","80,387,659.76","69,882,854.77","78,419,613.43","145,551,943.68","160,742,549.35","142,586,455.65","174,524,374.50","170,308,013.38","132,988,481.38","140,373,921.17","139,764,785.58","201,842,700.42","176,523,331.38","134,314,599.20",,"257,370,037.84",
预付款项,"48,977,232.86","75,993,669.53","78,176,433.30","54,306,920.11","68,944,389.79","76,724,880.73","33,438,928.94","20,664,470.65","20,601,156.87","26,276,875.27","28,054,451.59","44,704,043.13","16,764,622.56","17,934,375.13","12,433,391.82","13,489,881.21","14,495,899.88","13,839,800.73","15,955,745.47","85,517,849.20","4,007,859.42","26,783,017.60","47,749,780.00","43,381,939.52","43,306,530.06","49,529,713.11","47,552,901.58","13,733,735.69","29,219,773.84","55,797,804.90","71,972,935.87","48,806,209.42","69,478,887.51","91,919,082.83","106,507,411.34","32,933,484.45","67,078,994.05","66,990,231.75","71,309,288.93","4,323,603.69","4,804,803.17","16,826,408.04","3,839,769.33","16,711,762.41","9,255,381.35","11,722,108.81","19,695,395.07","23,973,384.79","33,687,272.43"
预收款项,"3,583,682.03","13,386,478.97","43,302,483.48","138,091,666.71","149,861,156.87","150,344,071.13","214,656,407.85","68,752,177.84","63,780,665.18","54,475,380.60","126,981,700.04","75,611,597.26","62,690,352.30","30,899,363.35","91,200,286.96","61,941,089.00","49,165,224.87","25,207,070.58","112,161,970.29","79,516,112.48","51,362,047.29","24,253,464.27","122,910,861.01","88,870,393.13","55,774,681.13","24,211,763.45","134,297,680.36","94,779,780.12","59,924,845.28","24,505,995.35","150,470,006.56","147,328,549.87","153,491,571.39","196,794,029.81","354,879,781.20","359,220,088.03","389,079,951.12","414,043,392.53","365,049,405.71","152,759,612.43","88,712,184.91","44,299,512.11","166,810,327.42","139,344,230.18","102,752,002.78","44,558,058.42","173,513,075.70","117,518,273.28","84,282,793.15"
