科目,2009-12-31,2010-12-31,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"192,084,718.95","182,223,775.98","200,880,016.29","179,111,429.70","833,399,783.17","737,007,299.12","656,834,580.00","657,829,861.07","620,857,540.14","475,140,956.35","571,793,782.19","376,200,223.49","487,300,067.95","952,962,533.09","632,630,998.13","517,638,721.30","539,973,302.25","494,915,301.16","304,338,671.23","312,484,695.25","305,873,290.14","350,744,283.58","463,996,839.25","512,813,841.67","515,544,683.89","455,670,019.08","576,663,738.44","453,825,083.06"
短期借款,"105,000,000.00","92,000,000.00","188,000,000.00","158,500,000.00","158,500,000.00","192,500,000.00","172,300,000.00","251,100,000.00","343,390,103.75","333,000,000.00","366,264,020.00","315,000,000.00","648,000,000.00","545,839,924.65","200,000,000.00","253,223,020.00","364,900,000.00","479,000,000.00","631,000,000.00","738,000,000.00","552,700,000.00","587,700,000.00","519,000,000.00","498,400,000.00","785,900,000.00","757,900,000.00","813,900,000.00","811,021,633.22"
交易性金融资产,,,,,,,,,,,,,,,,,,"10,000,000.00",,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"5,000,000.00","33,639,700.00","6,310,000.00","30,220,390.90","9,393,240.00","15,260,000.00","42,869,611.95","18,835,152.95","69,991,260.00","211,510,480.87","169,777,234.70","138,295,921.27","46,594,860.60","43,738,366.77","117,153,545.52","77,195,291.25","48,807,530.00","37,782,666.00","241,683,221.00","259,345,355.09","303,159,442.70","355,925,164.75","538,957,812.72","498,458,652.16","485,528,424.98","456,415,874.95","495,981,843.94","316,076,980.21"
应付票据,"73,278,500.00",,"8,475,000.00",,,,,,"36,117,800.00","30,834,600.00","24,012,500.00","24,012,500.00","31,823,499.70","62,972,974.08","52,420,551.62","57,378,484.71","62,355,524.06","50,886,663.97","47,920,642.29","51,740,908.89","38,021,232.09","26,516,588.19","52,836,216.60","68,040,336.46","70,550,932.94","149,115,585.47","160,851,851.25","66,943,225.28"
应收账款,"195,449,329.70","213,633,899.29","242,006,019.10","178,658,663.49","336,488,477.51","295,829,254.99","348,385,651.90","390,338,320.51","568,345,631.08","633,457,053.01","685,610,151.30","695,947,499.53","822,722,159.14","822,268,070.90","981,929,348.41","872,850,976.60","881,246,228.66","913,278,113.24","1,150,854,501.83","1,116,297,194.04","1,323,576,371.90","1,294,994,238.08","1,205,397,065.59","1,086,416,363.78","1,139,255,169.20","1,180,788,213.00","1,590,095,889.48","1,220,640,052.41"
应付账款,"193,480,725.37","207,264,553.43","214,707,533.50","217,903,659.27","317,312,102.77","323,556,855.90","356,713,559.89","395,345,567.31","510,072,282.17","565,644,748.40","476,048,895.59","387,744,416.72","579,733,880.84","589,781,832.67","704,717,779.07","472,364,680.70","596,787,369.07","599,906,073.51","663,197,212.86","530,205,908.55","772,253,058.88","805,910,116.89","853,712,431.80","687,938,280.48","848,343,117.55","882,541,817.25","798,787,617.46","640,362,842.41"
预付款项,"9,530,807.08","6,384,195.06","13,585,838.34","30,955,667.03","32,907,105.42","41,251,691.30","15,323,799.67","46,050,156.50","56,045,654.11","81,935,572.00","28,819,098.93","90,612,499.49","48,000,877.44","65,870,697.83","29,956,639.80","81,127,932.60","76,827,144.40","97,704,298.57","21,873,301.12","62,965,326.66","51,838,519.72","103,854,817.85","36,350,527.71","62,444,700.08","67,338,986.42","70,763,304.20","36,482,728.24","92,163,431.95"
预收款项,"19,443,985.80","8,989,827.56","22,588,155.69","51,172,760.50","42,743,119.72","44,068,535.39","21,255,577.09","31,733,700.07","53,552,911.26","63,100,544.40","25,486,025.16","30,744,460.30","21,335,620.15","27,187,119.36","14,743,508.09","48,188,686.16","48,486,431.96","37,504,831.90","18,753,317.84","24,220,497.04","26,935,479.91","36,560,454.77","17,434,690.71","37,854,662.74","39,279,752.79","43,625,924.79","17,259,578.18","24,487,198.75"
其他应收款,"28,909,834.59","24,065,155.69","16,535,476.68","36,060,424.11","17,699,034.68","41,936,209.28","22,491,990.68","58,591,609.21","76,636,714.21","109,593,788.60","69,278,183.77","84,321,337.56","101,149,436.88","121,578,336.29","114,626,458.27","110,331,951.40","117,183,723.71","128,940,809.45","111,422,644.46","129,385,524.15","170,790,828.44","141,262,765.52","126,727,342.65","140,332,638.56","103,622,369.79","172,648,690.29","130,964,150.15","170,256,251.39"
应付职工薪酬,"37,104,504.06","28,507,403.77","26,590,587.10","9,814,250.07","8,858,472.85","6,968,887.57","20,525,468.50","7,483,557.15","13,542,821.53","12,255,737.87","38,640,273.18","16,109,407.84","19,338,562.10","21,405,989.19","32,190,022.12","17,324,825.27","19,880,898.72","30,318,308.72","21,867,379.18","21,341,402.95","31,472,182.69","31,922,214.98","57,665,653.53","32,925,925.06","29,721,080.92","39,009,497.79","73,526,214.66","42,106,418.91"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"5,151,400.67","42,987,395.66","28,284,501.19","24,629,439.05","33,303,608.38","26,322,260.17","26,894,377.36","35,967,200.93","48,010,786.86","33,566,387.04","61,422,482.45","58,744,432.09","74,932,511.42","68,049,053.56","84,546,729.15","78,338,517.02","74,856,172.48","78,304,240.89","90,599,951.67","69,371,825.97","57,816,740.40","57,807,915.63","52,160,582.52","36,115,874.41","43,044,279.15","42,457,354.89","52,532,355.73","36,045,680.68"
应收利息,,,,,,,"1,792,496.09",,,,,,,,,,,,,,,,,,,,,
应付利息,"761,418.78","1,633,757.16","1,354,174.68","1,503,248.16","1,341,787.24","1,338,148.02","1,268,743.98","1,466,123.30","1,417,578.66","1,585,838.17","1,139,345.67","399,645.29","1,466,609.39","1,172,462.34","771,508.78","756,733.06","1,369,309.58","1,516,726.71","1,409,379.38","1,486,439.92","8,777,475.99","15,361,085.61","1,931,174.46","1,860,124.59","4,745,479.33","2,308,120.42","2,383,021.32","1,889,523.66"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,"192,000.00",,"48,171,200.00",,,,"3,277,670.69","3,000,000.00",,,,,,,,,,,,"210,000.00","210,000.00","210,000.00","210,000.00"
存货,"97,517,413.16","162,893,306.98","219,256,799.43","265,160,203.18","338,168,949.62","457,255,077.97","351,113,996.29","452,851,390.22","453,365,716.15","476,657,542.90","365,645,914.24","405,276,904.59","742,235,681.20","748,389,999.80","678,779,389.28","757,797,764.77","1,055,490,051.69","1,161,392,549.15","790,683,865.13","781,900,529.20","1,006,486,945.58","1,027,686,245.80","955,316,344.52","959,010,536.49","1,045,551,001.02","1,020,078,977.60","605,729,963.88","691,393,963.77"
其他应付款,"39,024,126.14","143,573,176.77","37,995,054.75","46,576,974.58","25,604,677.87","25,822,613.13","7,329,605.61","24,159,026.23","84,885,984.89","126,323,549.40","95,294,238.63","77,116,497.39","80,092,033.40","109,001,279.07","125,104,502.43","140,053,019.06","133,449,714.95","153,365,709.85","127,948,493.86","125,407,341.82","337,040,171.25","331,669,531.69","151,120,183.16","166,464,292.93","128,863,461.33","212,950,174.17","202,586,403.28","208,889,645.63"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,"18,000,000.00","30,315,895.55","44,804,845.55","30,650,680.90","92,599,811.80","91,449,811.80","91,449,811.80","93,049,811.80","88,049,811.80","81,899,811.80","106,318,478.47","125,968,745.14","116,417,945.13","91,961,273.43","99,051,678.47","90,627,748.25","89,650,667.81","92,236,036.91","137,190,824.99","108,732,649.99","49,597,180.13","40,750,981.60","60,349,160.12","198,200,000.00","254,100,000.00","232,400,000.00","292,383,536.97","304,200,000.00"
其他流动资产,,,"82,500.00",,,"29,890.56",,,,,,,,,,,,,"384,910,000.00",,"3,833,328.09",,"107,117,864.12","118,730,360.22","418,176,248.09","428,038,776.29","266,771,136.82","391,530,165.45"
其他流动负债,,,,,,,,,,,,,,,,,,,,,,"127,863.68","16,755,972.57","9,032,783.87","15,521,330.38","15,239,056.00","49,261,891.61","46,413,866.74"
流动资产合计,"528,492,103.48","622,840,033.00","698,656,649.84","720,166,778.41","1,568,056,590.40","1,588,569,423.22","1,438,812,126.58","1,624,496,490.46","1,845,242,515.69","1,988,295,393.73","1,890,924,365.13","1,790,654,385.93","2,248,003,083.21","2,754,808,004.68","2,555,076,379.41","2,416,942,637.92","2,719,527,980.71","2,844,013,737.57","3,005,766,204.77","2,662,378,624.39","3,165,558,726.57","3,274,467,515.58","3,433,863,796.56","3,378,207,092.96","3,775,016,883.39","3,784,403,855.41","3,702,689,450.95","3,335,885,928.24"
流动负债合计,"491,244,660.82","555,272,009.90","572,799,852.46","540,751,012.53","680,263,580.63","712,219,111.98","697,737,144.23","888,476,186.79","1,179,040,080.92","1,248,211,217.08","1,194,626,259.15","1,039,117,775.46","1,576,140,662.13","1,517,371,908.35","1,313,546,279.73","1,158,255,714.23","1,391,736,088.63","1,523,038,592.46","1,739,887,202.07","1,670,506,975.13","1,874,613,521.34","1,934,326,753.04","1,782,966,065.47","1,736,832,280.54","2,220,279,434.39","2,377,757,530.78","2,463,682,470.46","2,182,570,035.28"
可供出售金融资产,"1,208,860.29","956,784.40","601,670.19","601,670.19","702,868.54","621,909.86","656,869.29","664,229.17","605,350.13","632,949.68","822,466.59","813,266.74","763,587.55","12,799,583.05","12,593,742.33","12,921,256.99","11,510,000.00","11,510,000.00","11,510,000.00","254,420,000.00","271,510,000.00","308,010,000.00","11,510,000.00","11,510,000.00","11,510,000.00","11,200,000.00","11,200,000.00","11,200,000.00"
长期借款,"32,700,000.00","164,363,582.20","199,481,495.40","251,273,207.10","178,111,623.25","155,899,170.30","142,386,717.35","226,574,264.40","196,211,811.45","221,849,358.50","207,282,072.21","159,566,285.92","193,829,366.31","174,379,631.00","123,157,182.62","103,157,183.32","95,299,008.32","106,548,908.06","95,428,183.40","75,941,720.25","599,670,868.84","670,186,679.30","710,400,000.70","688,400,000.70","620,000,000.70","617,500,000.00","561,500,000.00","579,000,000.00"
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,,,
