科目,2012年度,2013年度,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
销售商品、提供劳务收到的现金,"154,203,339.32","240,753,507.44","186,580,850.49",,"67,168,063.55","123,332,268.01","194,663,777.35","34,291,377.26","81,792,591.80","149,838,522.29","217,821,235.47","63,419,490.48","157,631,850.35","234,789,994.53","320,295,170.98","62,474,801.25"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,
收到的税费返还,,,,,,,,,,,,,,,,
支付其他与投资活动有关的现金,,,,,"46,000,000.00","146,000,000.00",,,,,,,,,,
收到其他与经营活动有关的现金,"7,506,018.98","13,916,844.02","10,904,036.33",,"7,428,048.59","9,980,848.63","12,190,849.75","2,062,572.72","3,618,116.54","6,668,502.16","5,305,690.24","2,258,139.04","15,673,914.41","20,468,537.05","52,128,911.86","10,496,072.92"
投资活动现金流出小计,"29,157,909.40","25,175,707.13","13,530,339.88",,"84,409,099.73","210,582,425.31","317,373,658.90","157,405,031.95","295,037,044.25","368,178,725.52","477,549,935.16","154,471,210.84","317,715,147.91","381,472,230.80","534,597,443.17","62,430,360.11"
经营活动现金流入小计,"161,709,358.30","254,670,351.46","197,484,886.82",,"74,596,112.14","133,313,116.64","206,854,627.10","36,353,949.98","85,410,708.34","156,507,024.45","223,126,925.71","65,677,629.52","173,305,764.76","255,258,531.58","372,424,082.84","72,970,874.17"
投资活动产生的现金流量净额,"-29,142,909.40","-1,961,882.13","-13,529,067.88","-31,728,100.00","-84,409,099.73","-210,582,425.31","-225,495,723.59","-36,589,655.96","-52,713,366.89","4,834,905.25","-11,992,729.05","-53,913,977.96","-65,492,889.92","-37,464,105.47","-57,393,203.28","58,985,532.66"
购买商品、接受劳务支付的现金,"67,931,510.61","112,227,672.03","114,204,398.66",,"55,804,516.43","80,453,465.06","105,022,886.72","21,079,108.82","41,424,777.26","72,601,271.41","76,800,526.77","39,051,050.17","68,601,589.27","97,466,479.28","159,829,857.65","48,175,956.79"
吸收投资收到的现金,,,,,"268,868,700.00","268,868,700.00","268,868,700.00",,"20,299,000.00","20,299,000.00","20,299,000.00",,,"3,200,000.00","5,600,000.00","2,400,000.00"
支付给职工以及为职工支付的现金,"12,377,591.10","17,728,531.37","21,612,444.59",,"12,133,868.02","18,826,836.93","26,158,260.01","7,731,842.25","14,632,919.57","22,183,604.69","31,726,505.73","9,659,993.16","17,862,586.95","27,099,235.01","37,408,572.65","11,798,471.40"
取得借款收到的现金,,,,,"43,000,000.00","43,000,000.00","43,000,000.00",,,,,"10,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00",
支付的各项税费,"19,685,990.11","26,972,706.09","14,138,777.31",,"22,258,456.55","23,313,005.73","27,785,960.65","11,040,685.23","21,176,223.43","24,886,968.90","33,227,349.40","9,625,161.42","24,309,985.27","29,061,233.08","40,848,128.06","4,555,399.07"
收到其他与筹资活动有关的现金,,,,,,,,,,,,,,,,
支付其他与经营活动有关的现金,"10,945,501.81","25,140,866.63","20,983,010.37",,"13,968,344.86","20,348,624.75","23,038,085.28","5,716,153.85","10,947,973.09","25,974,676.26","30,766,061.24","4,810,760.33","21,274,941.90","38,892,855.34","59,968,253.93","26,672,221.35"
筹资活动现金流入小计,,,,,"311,868,700.00","311,868,700.00","311,868,700.00",,"20,299,000.00","20,299,000.00","20,299,000.00","10,000,000.00","10,000,000.00","13,200,000.00","15,600,000.00","2,400,000.00"
经营活动现金流出小计,"110,940,593.63","182,069,776.12","170,938,630.93",,"104,165,185.86","142,941,932.47","182,005,192.66","45,567,790.15","88,181,893.35","145,646,521.26","172,520,443.14","63,146,965.08","132,049,103.39","192,519,802.71","298,054,812.29","91,202,048.61"
偿还债务支付的现金,,,,,,,"43,000,000.00",,,,,,,,,
经营活动产生的现金流量净额,"50,768,764.67","72,600,575.34","26,546,255.89","-16,064,000.00","-29,569,073.72","-9,628,815.83","24,849,434.44","-9,213,840.17","-2,771,185.01","10,860,503.19","50,606,482.57","2,530,664.44","41,256,661.37","62,738,728.87","74,369,270.55","-18,231,174.44"
分配股利、利润或偿还利息支付的现金,"6,062,850.03","9,986,662.45","9,184,975.85",,"11,331,095.10","11,946,514.64","13,976,106.70",,,"18,494,481.15","19,181,788.89",,"10,609,223.76","11,054,039.76","11,698,341.68",
收回投资收到的现金,,,,,,,"90,000,000.00","120,000,000.00","240,000,000.00","370,000,000.00","460,000,000.00","100,000,000.00","250,000,000.00","340,000,000.00","470,000,000.00","120,000,000.00"
支付其他与筹资活动有关的现金,,,,,,"12,920,434.30","13,295,189.40",,,,"80,245.28",,,,,
取得投资收益收到的现金,,,,,,,"1,869,935.31","815,375.99","2,323,677.36","3,013,630.77","4,655,206.11","557,232.88","2,222,257.99","4,008,125.33","4,800,797.89","1,415,892.77"
筹资活动现金流出小计,"6,062,850.03","9,986,662.45","9,184,975.85",,"11,331,095.10","24,866,948.94","70,271,296.10",,,"18,494,481.15","19,262,034.17",,"10,609,223.76","11,054,039.76","11,698,341.68",
处置固定资产、无形资产和其他长期资产收回的现金净额,"15,000.00","1,800.00","1,272.00",,,,"8,000.00",,,,"52,000.00",,,,,
筹资活动产生的现金流量净额,"-6,062,850.03","-9,986,662.45","-9,184,975.85","-10,724,300.00","300,537,604.90","287,001,751.06","241,597,403.90",,"20,299,000.00","1,804,518.85","1,036,965.83","10,000,000.00","-609,223.76","2,145,960.24","3,901,658.32","2,400,000.00"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"-197,269.45","-615,224.47","270,593.19",,"524,780.75","855,830.98","4,384,879.65","-320,216.05","3,920.60","1,560,048.95","5,963,237.51","-1,055,092.80","-2,658,303.62","-5,471,405.84","-8,003,553.15","-6,323,388.43"
收到其他与投资活动有关的现金,,"23,212,025.00",,,,,,,,,"850,000.00",,,,"2,403,442.00",
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,
投资活动现金流入小计,"15,000.00","23,213,825.00","1,272.00",,,,"91,877,935.31","120,815,375.99","242,323,677.36","373,013,630.77","465,557,206.11","100,557,232.88","252,222,257.99","344,008,125.33","477,204,239.89","121,415,892.77"
五、现金及现金等价物净增加额,"15,365,735.79","60,036,806.29","4,102,805.35","-58,269,800.00","187,084,212.20","67,646,340.90","45,335,994.40","-46,123,712.18","-35,181,631.30","19,059,976.24","45,613,956.86","-42,438,406.32","-27,503,755.93","21,949,177.80","12,874,172.44","36,830,969.79"
