科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
一、营业收入,"3,886,775.63","6,533,832.99","8,785,698.33","239,550,447.49","223,169,549.20","397,969,028.90","504,778,707.00","511,336,270.64","52,819,954.44","106,754,116.51","142,586,646.93","187,596,980.40","14,613,109.06","20,632,016.92","23,681,916.90","61,389,756.94","2,693,717.64","93,226,352.34","98,720,604.59","107,889,231.59","7,776,747.27","14,062,684.65","39,188,532.31","81,904,551.74","2,674,397.03","10,243,128.79","15,280,994.23","18,276,341.86","92,694,874.45","110,588,746.62","117,757,454.96","163,473,202.67","9,676,871.14","43,444,743.30","69,776,341.82","110,275,794.54","23,343,098.15","35,823,532.08","45,027,326.07","200,230,972.20","6,566,938.52","30,450,621.69","22,412,576.34"
二、营业利润,"1,101,184.43","-7,081,819.70","-9,054,002.08","12,579,624.06","16,413,664.80","34,289,536.53","79,513,519.28","114,807,403.92","22,693,659.85","38,492,334.82","48,865,782.80","38,675,544.07","8,949,497.61","3,768,313.20","1,992,209.15","26,921,632.20","-144,595.56","96,988,414.57","90,557,876.98","53,595,989.96","-3,275,018.39","-13,664,724.67","-7,313,138.04","3,892,428.63","-5,159,046.15","-8,068,491.05","-8,501,587.24","-27,343,988.77","10,458,036.73","522,631.48","2,836,745.19","-35,478,782.99","-8,674,086.06","-24,564,015.14","-27,480,055.42","-138,878,457.32","-7,572,249.35","-30,771,696.27","-36,419,718.66","38,737,257.41","26,105,270.28","85,691,337.18","80,842,892.10"
减:营业成本,"1,178,978.96","2,081,444.03","2,882,466.55","194,082,839.60","189,190,677.65","325,673,747.26","375,658,019.94","346,453,837.53","23,242,733.12","54,879,138.42","73,845,522.23","123,431,868.94","1,840,425.37","3,041,857.38","3,952,493.48","56,124,771.55","910,636.10","46,754,476.87","49,517,654.27","56,842,510.26","5,098,395.87","8,584,097.39","26,915,842.42","45,092,314.11","844,501.02","3,870,696.82","4,952,389.95","6,820,824.15","67,504,106.70","82,518,415.37","86,378,008.04","124,648,818.74","6,488,214.54","40,162,761.71","61,045,093.34","91,592,576.89","16,185,703.50","23,292,252.19","28,551,043.98","91,275,448.35","5,002,877.63","12,736,735.94","19,173,566.13"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"232,577.65","378,165.81","502,018.41","15,409,675.68","14,265,157.07","25,427,222.36","32,245,374.08","32,650,294.35","3,410,780.50","6,855,976.11","9,143,853.89","12,042,415.60","914,531.19","3,279,390.59","3,458,955.09","10,539,015.04","152,368.19","6,982,994.69","7,346,212.81","36,605,166.55","505,582.62","955,931.62","2,814,330.51","9,164,278.50","149,766.25","571,455.23","853,125.69","15,525,919.22","7,316,345.41","8,318,222.25","1,446,124.79","7,755,707.40","684,882.31","2,805,561.42","3,717,733.29","7,796,260.40","1,203,421.09","2,637,375.52","2,097,452.92","17,185,323.98","276,233.17","672,007.65","2,865,343.77"
营业外收入,"3,040.00","13,040.00","15,642.00","17,642.00","52,276.00","52,776.00","52,776.00","51,777.01","1,800.00","5,255.00","12,298.00","14,298.00","1,000.00","1,000.00","1,000.00","4,773.98",650.00,650.00,650.00,650.00,,,,,,,,"106,666.50",,,,"30,315.40",,,,"27,018,162.81","38,431.21","38,431.21","38,431.21","38,706.88",,,"6,090.33"
销售费用,"24,956.00","1,474,726.00","1,677,626.00","7,058,336.70","99,032.70","2,308,477.42","2,351,237.42","847,300.70","39,567.88","181,920.00","698,723.60","1,051,919.40","43,342.50","44,542.50","51,449.50","51,449.50",,"31,881.00","140,731.50","1,024,552.50","38,725.00","262,080.00","706,881.40","3,199,539.78","803,562.61","1,245,703.82","1,797,237.57","2,250,006.13","439,088.20","1,061,477.80","1,437,059.31","1,575,906.11","167,212.38","379,350.78","998,215.88","1,173,033.56","295,775.00","408,016.00","591,594.00","591,794.00","75,797.50","150,767.50","346,845.68"
减:营业外支出,"300,000.00","330,891.01","330,891.01","2,337,891.01","250,000.00","250,000.00","761,100.07","770,188.46",,"10,000.00","16,160.00","108,440.00","32,188.15","264,390.44","264,390.44","286,847.58","300,550.00","301,461.52","301,461.52","907,946.36",,,,33.40,703.95,703.95,703.95,"83,998.95","5,000.00","5,000.00","28,333.75","28,333.75",,,,,,,488.78,"27,400.36",,"1,951.56","60,852.77"
管理费用,"1,388,426.32","9,599,578.14","12,772,207.86","10,341,143.87","3,148,363.38","10,013,572.77","13,654,741.33","15,914,604.87","3,401,285.16","6,289,912.14","10,094,878.90","12,780,110.44","3,387,094.80","6,557,320.70","8,794,549.20","11,021,784.49","1,999,559.99","5,780,628.78","8,774,749.24","12,125,974.22","1,955,148.22","5,148,349.12","7,197,823.97","10,447,220.53","5,595,462.85","8,579,322.73","10,669,523.86","13,762,923.48","3,432,448.83","10,046,042.04","13,263,253.84","20,148,003.72","5,529,095.19","15,603,102.55","18,687,189.42","27,695,001.56","8,252,280.80","14,431,916.95","21,264,072.32","23,166,308.93","4,918,788.66","9,417,145.79","12,817,645.67"
其中:非流动资产处置净损失,,,,,,,,"9,088.39",,,,,,"138,702.29","138,702.29","155,437.43",,,,911.52,,,,,,,,,,,,,,,,,,,,"25,511.58",,,
