科目,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"75,088,251.73","94,112,799.35","572,024,422.83","466,416,497.75","417,096,850.54","516,312,769.40","511,968,099.20","332,492,321.12","365,304,583.38","326,122,977.75","192,715,634.98","112,591,548.48","469,147,318.96","391,475,891.90","398,196,996.91","353,691,105.09","259,721,242.21","315,218,217.31","347,409,183.70","328,381,014.11","201,277,338.98","294,317,893.48","295,143,093.96","628,300,557.17","199,161,506.57","277,141,500.84","195,216,606.04","135,949,980.75","80,506,190.45","207,971,355.48","178,377,834.96","147,625,516.76","279,906,036.52","360,093,149.58","307,261,587.59","262,169,775.67","239,598,430.29","1,288,814,320.92","479,409,082.89","380,636,752.20","292,297,224.59","488,629,360.87","993,647,342.36","918,189,358.19"
短期借款,"111,100,000.00","124,300,000.00","124,300,000.00","41,000,000.00","41,000,000.00",,,,"130,000,000.00","180,000,000.00","190,000,000.00","230,000,000.00","155,000,000.00","70,000,000.00","70,000,000.00","60,000,000.00","130,000,000.00","50,000,000.00","10,000,000.00","130,000,000.00","255,551,416.40","309,460,802.78","257,460,802.78",,,"205,817,265.78","160,817,265.78","210,000,000.00","332,000,000.00","212,000,000.00","160,000,000.00","245,000,000.00","205,000,000.00","310,000,000.00","260,000,000.00","405,000,000.00","470,000,000.00","28,970,289.32",,"86,717,726.00","72,219,994.88","74,000,000.00","145,295,677.85","676,134,018.37"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,"8,711,380.00","4,619,222.00","8,912,338.00","11,572,301.00","8,005,459.00","28,064,874.00","15,177,736.50","30,779,282.00","16,095,960.00","52,588,788.50","51,225,302.50","47,453,926.00","11,290,989.00","10,301,000.00","17,336,750.00","6,791,600.00","19,782,300.00",,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"215,400.00","30,010,221.13","1,164,250.00"
应收票据,"3,095,174.30","11,919,100.10","11,644,298.06","1,800,000.00","1,331,399.84","16,945,317.59","21,571,189.46","6,200,000.00","3,334,411.49","20,182,309.42","30,590,216.32","24,288,653.76","20,310,046.26","23,688,007.44","35,323,629.22","66,455,952.94","69,479,557.22","91,221,393.34","45,496,929.99","56,182,272.13","62,479,777.91","71,890,236.19","71,422,976.01","36,579,227.21","32,638,649.64","25,681,566.00","24,124,052.79","29,834,818.17","36,751,651.24","34,533,995.07","37,397,391.28","32,891,149.46","51,722,119.78","33,072,282.07","26,964,506.02","35,758,568.98","31,980,857.69","23,754,680.40","64,850,236.75","52,838,175.83","41,485,754.76","34,750,182.78","65,208,802.74","81,133,398.86"
应付票据,"25,000,000.00","10,000,000.00",,"9,000,000.00","9,000,000.00",,,,,,,,,"20,000,000.00","20,000,000.00","24,000,000.00",,,,,,"30,000,000.00","30,000,000.00",,,,,,,"67,234,758.39","62,819,758.39","88,000,000.00","193,000,000.00","115,800,000.00",,,,"1,000,000.00","350,000.00",,,,,"119,999,969.88"
应收账款,"225,174,378.05","226,902,020.51","243,514,575.05","287,196,058.38","371,168,122.42","316,840,203.72","283,703,493.45","333,225,269.31","365,931,868.77","414,859,929.49","371,942,753.41","529,961,749.94","493,052,267.93","495,468,523.58","439,068,552.65","523,687,645.89","688,133,845.36","586,538,712.71","524,498,915.52","604,298,681.04","742,310,453.80","666,631,941.70","638,795,878.07","607,791,025.49","644,067,039.60","567,485,674.96","560,707,568.87","661,777,994.93","743,363,991.14","668,434,071.13","644,400,727.73","778,762,948.29","735,244,243.20","707,049,725.30","645,927,428.64","865,655,685.72","833,314,137.75","1,026,027,677.65","896,954,668.21","1,074,045,835.63","1,127,848,836.17","1,307,021,656.69","1,069,564,405.45","1,446,213,444.29"
应付账款,"10,329,581.58","16,382,095.00","37,726,260.88","14,399,940.39","18,107,283.55","31,240,199.72","20,210,863.07","43,824,760.57","55,748,257.28","74,939,819.09","82,092,949.60","85,563,695.18","81,213,943.79","34,666,335.77","25,002,971.67","21,946,243.42","98,283,807.09","41,763,203.34","32,020,735.42","58,218,452.91","70,890,153.39","80,744,478.21","71,144,696.02","75,688,534.19","86,626,469.15","70,447,186.61","97,878,174.63","89,859,175.32","61,991,841.45","46,089,263.42","32,431,691.50","43,518,661.03","36,295,299.21","59,363,263.20","43,001,095.73","54,301,407.66","57,463,032.42","134,570,701.29","113,837,848.22","108,367,353.31","211,673,333.56","206,239,991.14","174,911,188.05","211,216,453.09"
预付款项,"63,946,577.19","13,680,194.66","7,040,740.66","18,749,522.44","56,770,656.05","4,426,025.88","10,578,259.87","9,490,242.17","10,336,077.15","2,680,952.68","23,903,355.35","14,547,727.17","7,637,712.60","19,077,402.45","486,423.52","9,066,126.12","23,727,032.15","12,391,811.11","14,434,882.49","15,828,229.76","29,142,765.52","14,174,984.12","21,467,626.95","4,825,026.77","15,318,696.07","3,119,040.59","39,438,592.54","45,008,638.21","65,210,707.38","42,997,458.79","49,280,365.47","53,236,030.25","59,016,390.50","1,056,970.70","9,290,612.22","2,869,278.08","4,895,233.79","8,350,150.26","14,991,824.06","16,302,911.08","44,206,392.42","65,121,448.96","46,104,613.70","76,510,540.68"
预收款项,"77,080,630.05","53,241,211.38","67,404,236.80","100,616,044.13","102,467,603.32","72,463,411.36","78,527,509.50","93,640,065.89","87,179,037.33","50,987,211.69","85,217,827.04","90,677,510.55","106,005,754.45","88,590,253.94","101,964,307.42","82,400,148.96","92,517,979.94","62,635,509.00","67,144,904.69","74,983,431.59","70,673,400.20","41,252,516.91","69,281,220.97","82,650,529.26","101,977,871.31","33,186,900.95","70,129,976.69","64,549,344.68","66,223,436.93","54,210,253.04","45,167,570.67","62,543,611.17","71,664,468.72","90,614,388.93","80,297,458.06","71,732,790.79","98,317,218.74","170,343,960.65","186,903,808.11","215,331,062.21","354,474,311.93","272,055,414.08","310,599,992.67","323,749,640.38"
