科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"92,369,216.27","170,898,554.76","214,240,777.14","228,209,027.52","214,372,359.68","91,498,140.47","101,532,880.33","101,980,467.75","75,620,998.63","127,022,421.09","117,683,612.38","298,794,155.07","169,706,916.80","119,467,881.94","218,329,180.44","368,024,544.29","116,459,963.33","116,154,305.01","103,580,128.61","340,286,065.83","189,304,082.46","123,681,344.78","119,930,228.30","258,015,375.37","152,020,658.70","146,981,183.82","166,662,127.78","356,509,812.67","135,072,508.18","67,609,838.14","96,980,175.82","207,573,378.81","198,456,255.25","123,730,152.78","127,800,058.72","234,949,109.90","240,101,925.23","267,399,103.48","369,533,535.70","764,855,893.97","333,471,334.52","375,411,409.85","297,200,661.89","503,625,753.90","183,692,424.77"
短期借款,"310,000,000.00","290,000,000.00","280,000,000.00","245,000,000.00","485,000,000.00","425,000,000.00","445,000,000.00","280,000,000.00","320,000,000.00","350,000,000.00","311,000,000.00","276,000,000.00","315,900,000.00","295,900,000.00","205,000,000.00","205,000,000.00","130,000,000.00","110,000,000.00","152,000,000.00","245,356,000.00","218,710,000.00","219,880,000.00","166,610,000.00","59,120,000.00","30,000,000.00","41,280,000.00","20,000,000.00","20,000,000.00",,"30,000,000.00","40,000,000.00","60,000,000.00","60,000,000.00","30,000,000.00","55,000,000.00","55,000,000.00","95,000,000.00","65,000,000.00","80,000,000.00","80,000,000.00","90,000,000.00","90,000,000.00","75,000,000.00","178,000,000.00","210,000,000.00"
交易性金融资产,,,,"11,152,265.87","586,152.00","465,052.00","546,200.00","522,550.00","571,400.00","701,600.00","1,288,490.00",,"9,685,550.00","25,273,257.07",,,"29,409,715.10","24,665,797.84","1,593,620.00",,"6,490,660.00","2,438,340.00",,,,"17,821,013.53","17,780,328.00",,"20,687,330.94","18,699,300.48","23,355,897.78","15,028,238.73",,"14,095,740.00","5,488,800.01","14,251,945.00","10,582,900.00","11,074,160.00","13,762,800.05",,,,,,
交易性金融负债,,,,,,,,"134,860.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"23,387,700.00","3,450,000.00","15,100,000.00","3,780,000.00","3,526,666.45","420,000.00",,"1,700,000.00","2,512,799.03","75,000.00","200,000.00","188,139.00","1,200,000.00","1,100,000.00","2,600,000.00","23,658,308.47","4,237,900.00","364,100.00","979,500.00","22,149,640.80","9,411,500.00","559,500.00","2,010,000.00","6,074,000.00","5,420,000.00","3,220,000.00","150,000.00","2,830,000.00","535,000.00","318,600.00",,,"223,300.00",,"700,000.00","200,000.00",,,,,,,"50,000,000.00","115,000,344.00","1,000,000.00"
应付票据,,"50,000,000.00","50,000,000.00","32,200,000.00","30,000,000.00",,"30,000,000.00","21,500,000.00","18,500,000.00","18,500,000.00","4,000,000.00","15,000,000.00","8,500,000.00","8,500,000.00","16,360,929.07","25,823,382.31","8,887,574.14","30,860,000.00","41,835,000.00",,,,,,,,,,,,,,,"10,000,000.00","15,700,000.00","6,500,000.00",,"59,198,193.16","39,198,193.16",,,"5,327,367.29","14,860,444.29","8,851,046.80","2,130,000.00"
应收账款,"239,442,888.89","219,428,429.81","213,670,101.20","141,178,776.94","182,065,590.46","272,482,651.94","264,922,642.26","142,453,445.24","164,830,059.42","130,671,562.65","133,369,090.26","81,906,090.96","112,565,243.65","127,404,386.08","148,963,323.15","103,064,579.64","108,478,655.82","82,059,819.95","59,842,537.21","40,649,052.54","47,208,665.68","49,692,299.72","49,879,714.88","97,385,267.95","85,729,043.61","81,755,748.71","71,146,288.51","37,091,762.94","52,650,385.60","35,092,188.76","21,723,592.76","38,650,951.78","26,429,404.82","20,371,147.44","12,336,199.45","24,471,203.87","26,886,526.44","13,690,638.26","12,815,230.50","17,687,298.86","24,125,800.85","45,172,166.95","95,365,776.53","39,921,556.75","69,816,949.51"
应付账款,"81,762,514.95","130,817,778.21","137,489,865.30","71,581,705.96","61,223,173.90","80,810,419.42","85,375,856.61","63,162,695.44","53,679,286.76","48,145,795.71","54,409,652.63","85,777,876.40","60,540,526.13","51,393,525.13","63,910,316.70","71,286,167.36","87,416,309.82","95,661,169.65","62,024,311.98","85,293,321.80","69,640,477.17","66,620,906.30","88,756,831.07","293,929,947.81","251,343,626.64","170,327,813.47","146,896,120.95","156,874,134.99","116,982,446.31","100,086,329.79","96,491,735.32","180,064,507.55","160,929,986.41","117,345,069.39","68,874,059.10","102,780,385.93","70,280,939.70","56,773,628.74","45,842,287.03","56,511,614.08","43,073,457.40","83,838,673.27","76,664,618.08","75,186,401.24","53,551,090.08"
预付款项,"90,216,730.49","77,109,067.68","82,177,776.57","130,256,985.00","168,708,175.37","95,906,177.20","85,124,981.44","37,026,627.65","49,335,989.47","58,944,624.06","54,441,126.30","22,900,353.11","35,830,818.51","33,436,831.51","70,347,081.57","20,400,330.48","85,443,375.80","88,245,742.92","86,388,976.75","27,460,329.50","37,119,274.41","14,970,783.26","17,229,147.26","18,421,136.50","25,326,816.06","14,016,488.86","12,624,091.02","12,150,783.19","17,134,371.66","12,658,856.75","9,792,201.52","4,182,510.40","7,994,419.56","5,374,435.42","10,860,607.37","1,799,952.28","4,754,090.74","68,673,850.71","35,134,631.78","56,745,091.45","131,926,169.34","76,596,916.61","164,991,747.24","200,358,518.95","223,509,536.37"
预收款项,"20,663,185.72","36,493,861.66","25,410,669.67","27,961,503.22","32,162,073.62","27,128,464.69","27,835,147.91","85,207,171.00","79,234,027.18","73,331,963.96","73,336,077.60","55,685,992.85","56,521,156.95","56,339,500.92","93,865,513.85","50,863,897.21","67,860,363.55","76,626,868.60","74,286,402.52","100,224,625.25","153,164,719.80","254,790,450.53","278,402,205.91","149,912,485.41","139,647,403.30","104,764,450.84","88,242,316.29","136,004,261.93","92,825,345.53","62,171,385.52","92,561,550.82","132,839,527.77","123,386,102.83","75,788,992.36","92,426,413.03","110,784,845.73","76,473,730.67","83,744,109.74","102,143,303.71","136,460,432.20","112,765,656.77","46,164,479.85","97,462,917.52","236,034,497.92","160,554,827.85"
