科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
销售商品、提供劳务收到的现金,"25,080,531.21","56,157,495.10","77,474,912.43","46,593,191.82","67,977,687.08","95,172,499.21","27,084,419.38","67,076,329.58","100,575,275.82","164,271,456.11","46,227,436.81","101,124,852.56","169,053,095.52","267,010,022.44","66,366,537.64","170,648,425.76","246,081,528.33","372,192,812.25","127,061,566.86","241,446,167.03","345,153,694.59","550,811,224.66","137,600,937.28","278,151,271.15","459,960,508.49","798,383,490.34","210,361,409.51","535,538,363.43","783,981,308.28","1,111,251,290.76","165,665,498.29","408,935,939.11","715,341,483.25","1,323,049,046.45","183,613,917.88"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,"26,483,730.03",,"10,400,000.00",,"10,400,000.00",,,,"17,873,592.87",,"13,629,416.81","13,629,416.81","3,327,933.25","4,365,430.23","10,875,430.23","69,147,175.70","60,823,144.81",,"-19,635,138.80","-19,635,138.80","-19,635,138.80",,,,,
收到的税费返还,"3,090,404.77","4,585,846.65","7,064,133.52","4,026,294.71","5,772,878.84","7,583,186.55",,"2,237,283.72","2,237,283.72","7,897,446.03",,,"325,051.28","878,350.41","127,076.93","1,931,927.36","2,517,188.97","1,072,096.99","834,617.68","2,697,779.98","3,377,345.66","3,919,622.08","4,694,602.27","10,711,763.97","14,235,693.99","22,781,292.55","2,971,090.24","7,295,472.26","12,619,585.72","21,115,007.94","1,513,714.89","5,254,315.27","12,235,766.45","18,702,608.95","1,205,914.71"
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,"100,000.00","500,000.00","500,000.00","851,534.58","851,534.58",,,,,,,,,
收到其他与经营活动有关的现金,"8,925,214.94","9,083,437.05","14,066,538.76","3,313,032.92","3,620,399.71","6,453,372.53","1,438,281.78","4,077,897.92","11,220,956.86","16,637,384.10","13,422,125.75","14,326,862.74","22,297,039.27","22,096,127.66","4,411,377.59","31,564,761.39","10,287,968.87","15,222,247.12","5,053,524.45","25,814,197.95","44,761,202.81","33,126,037.27","2,381,943.81","25,622,347.69","10,404,853.01","67,320,752.89","29,805,722.07","29,317,424.22","36,732,059.11","82,933,834.97","10,082,693.89","22,512,390.66","41,639,600.82","84,650,341.75","13,757,858.37"
投资活动现金流出小计,"930,228.50","2,695,265.02","2,661,708.18","226,484.00","321,715.00","1,051,726.00","2,216,486.38","6,185,286.75","8,710,589.25","37,375,856.28","12,173,498.63","106,790,659.62","108,493,520.52","169,313,449.46","24,469,513.55","16,282,786.99","43,931,693.88","78,276,310.95","25,886,680.44","53,487,473.20","100,844,673.65","129,659,606.09","123,358,032.91","162,705,137.81","256,722,486.81","302,190,907.22","140,821,986.60","111,930,397.48","1,762,273,376.19","4,866,404,883.79","1,556,780,703.47","2,372,602,314.98","2,981,815,829.12","3,814,517,586.15","818,922,152.14"
经营活动现金流入小计,"37,096,150.92","69,826,778.80","98,605,584.71","53,932,519.45","77,370,965.63","109,209,058.29","28,522,701.16","73,391,511.22","114,033,516.40","188,806,286.24","59,649,562.56","115,451,715.30","191,675,186.07","289,984,500.51","70,904,992.16","204,145,114.51","258,886,686.17","388,487,156.36","132,949,708.99","269,958,144.96","393,292,243.06","587,856,884.01","144,677,483.36","314,485,382.81","484,601,055.49","888,485,535.78","243,138,221.82","572,151,259.91","833,332,953.11","1,215,300,133.67","177,261,907.07","436,702,645.04","769,216,850.52","1,426,401,997.15","198,577,690.96"
投资活动产生的现金流量净额,"-930,228.50","-2,695,265.02","-2,274,160.13","-226,484.00","-321,715.00","-1,051,726.00","-2,216,486.38","-6,135,286.75","-8,660,589.25","-37,325,856.28","-12,173,498.63","-106,790,659.62","-108,493,520.52","-169,313,449.46","-24,469,513.55","-16,282,786.99","-43,931,693.88","-78,276,310.95","-25,856,910.44","-53,450,103.20","-100,798,003.65","-129,531,605.59","-123,355,122.91","-162,702,227.81","-256,701,196.81","-302,075,645.98","-140,821,986.60","-111,922,397.48","-1,673,268,213.29","-1,748,295,646.50","-85,632,737.19","667,436,859.14","653,893,900.00","340,965,992.94","-159,312,246.15"
购买商品、接受劳务支付的现金,"2,728,837.73","5,185,702.05","7,964,056.96","12,173,519.28","14,001,960.69","15,080,535.97","7,711,405.05","13,043,018.82","21,684,216.95","45,629,746.53","12,021,608.99","36,591,488.62","70,898,921.83","118,035,624.83","44,805,044.93","95,822,677.62","136,837,083.22","172,572,462.87","37,109,118.08","93,459,758.49","146,754,269.93","203,915,762.71","59,919,161.24","117,525,252.01","202,578,882.16","295,769,459.95","119,210,289.34","216,028,798.08","286,686,598.35","353,517,691.78","95,538,388.57","213,638,987.30","300,567,314.14","391,107,047.40","166,629,699.15"
吸收投资收到的现金,,"50,000.00","10,304,000.00",,,,"534,809,625.60","534,809,625.60","534,809,625.60","534,809,625.60",,,,,,"15,823,851.00","15,823,851.00","15,823,850.00",,,,"6,822,405.20","144,790,395.23","150,913,899.78","153,085,518.42","153,599,186.13","62,408.52","1,883,007,930.77","1,882,762,730.77","1,883,062,730.77",,"500,000.00","550,000.00","1,268,766.53","1,000,000.00"
支付给职工以及为职工支付的现金,"12,485,118.15","18,392,290.87","29,177,677.60","19,708,157.03","30,304,852.38","41,138,738.38","11,449,429.76","30,317,254.72","46,506,260.32","78,354,932.40","27,351,192.56","68,950,875.31","102,633,863.65","104,456,288.02","40,822,484.54","100,087,704.46","121,176,627.53","161,480,749.33","50,956,384.59","105,675,329.16","149,432,198.65","191,226,660.18","71,627,865.37","146,527,730.57","216,234,307.82","302,340,169.44","111,459,221.31","229,494,500.58","351,368,851.38","523,046,165.35","136,864,493.84","288,303,332.12","426,791,606.28","572,502,848.46","166,987,002.08"
取得借款收到的现金,,,,,,,,,,,,,,,,,,"50,000,000.00","72,000,000.00","72,000,000.00","102,000,000.00","110,000,000.00","31,000,000.00","105,000,000.00","282,300,000.00","452,420,000.00","30,000,000.00","215,000,000.00","223,000,000.00","326,000,000.00",,,"10,000.00","104,337,568.64","100,000,000.00"
支付的各项税费,"6,043,453.84","7,587,947.58","15,373,715.34","15,025,393.79","17,406,536.29","21,010,391.52","9,485,265.48","14,840,934.39","21,305,806.83","27,417,518.94","11,623,688.41","19,829,334.92","21,458,014.28","31,463,676.22","9,747,601.33","20,664,671.08","25,990,309.98","34,462,777.78","20,084,520.15","35,284,996.20","43,023,609.52","58,548,486.95","35,796,009.01","57,923,729.20","77,751,251.93","107,981,170.17","47,669,104.95","74,537,152.50","93,392,659.06","83,008,489.92","51,232,043.82","76,019,843.21","108,424,809.54","125,541,471.51","78,826,137.41"
收到其他与筹资活动有关的现金,,,392.00,,,,"197,541.95",,,,,,,,,,,,,,,,,,,,,,,,,,,,"-228,375.00"
支付其他与经营活动有关的现金,"16,350,032.85","24,607,378.97","26,050,693.21","8,155,642.59","12,188,599.41","19,663,887.93","6,256,547.92","14,096,210.15","24,832,128.46","21,415,818.98","19,477,146.41","21,926,236.33","50,994,863.01","46,810,340.04","19,026,279.85","61,641,239.34","57,865,424.09","62,045,286.58","17,225,709.13","38,723,001.94","55,853,934.29","48,379,302.94","28,993,858.64","48,086,881.48","73,288,369.05","94,006,031.56","79,197,481.14","86,357,247.38","124,979,164.43","165,501,697.90","34,895,178.42","83,084,082.82","102,259,649.88","118,201,817.99","51,046,937.28"
筹资活动现金流入小计,,"50,000.00","10,304,392.00",,,,"535,007,167.55","534,809,625.60","534,809,625.60","534,809,625.60",,,,,,"15,823,851.00","15,823,851.00","65,823,850.00","72,000,000.00","72,000,000.00","102,000,000.00","116,822,405.20","175,790,395.23","255,913,899.78","435,385,518.42","606,019,186.13","30,062,408.52","2,098,007,930.77","2,105,762,730.77","2,209,062,730.77",,"500,000.00","560,000.00","105,606,335.17","100,771,625.00"
经营活动现金流出小计,"37,607,442.57","55,773,319.47","78,566,143.11","55,062,712.69","73,901,948.77","96,893,553.80","34,902,648.21","72,297,418.08","114,328,412.56","172,818,016.85","70,473,636.37","147,297,935.18","245,985,662.77","300,765,929.11","114,401,410.65","278,216,292.50","341,869,444.82","430,561,276.56","125,375,731.95","273,143,085.79","395,064,012.39","502,070,212.78","196,336,894.26","370,063,593.26","569,852,810.96","800,096,831.12","357,536,096.74","606,417,698.54","856,427,273.22","1,125,074,044.95","318,530,104.65","661,046,245.45","938,043,379.84","1,207,353,185.36","463,489,775.92"
偿还债务支付的现金,,,,,,,,,,,,,,,,,,,,,"50,000,000.00","100,000,000.00","25,000,000.00","27,000,000.00","109,300,000.00","147,500,000.00","3,000,000.00","290,000,000.00","402,120,000.00","416,120,000.00",,"182,000,000.00","182,000,000.00","284,000,000.00","50,000,000.00"
经营活动产生的现金流量净额,"-511,291.65","14,053,459.33","20,039,441.60","-1,130,193.24","3,469,016.86","12,315,504.49","-6,379,947.05","1,094,093.14","-294,896.16","15,988,269.39","-10,824,073.81","-31,846,219.88","-54,310,476.70","-10,781,428.60","-43,496,418.49","-74,071,177.99","-82,982,758.65","-42,074,120.20","7,573,977.04","-3,184,940.83","-1,771,769.33","85,786,671.23","-51,659,410.90","-55,578,210.45","-85,251,755.47","88,388,704.66","-114,397,874.92","-34,266,438.63","-23,094,320.11","90,226,088.72","-141,268,197.58","-224,343,600.41","-168,826,529.32","219,048,811.79","-264,912,084.96"
分配股利、利润或偿还利息支付的现金,,,,,,,,"20,250,000.00","20,250,000.00","20,250,000.00","12,600,000.00","18,114,446.40","18,114,446.40","18,114,446.40",,"5,585,965.22","5,954,072.28","6,164,913.28","1,742,839.34","2,957,270.01","4,444,653.03","5,028,857.60","1,425,629.60","17,142,198.23","19,108,071.03","22,823,816.70","4,963,220.82","21,736,756.53","24,280,343.31","26,493,362.90","3,059,500.00","38,413,800.17","39,525,520.49","41,001,762.93","1,503,520.49"
收回投资收到的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"80,000,000.00","3,098,000,000.00","1,460,000,000.00","3,015,000,000.00","3,604,000,000.00","4,118,000,000.00","652,000,000.00"
支付其他与筹资活动有关的现金,,,,,,"231,484.00","2,719,788.00","6,949,788.00","7,339,788.00","7,353,631.58",,,,,,,,"7,260,000.00",,,,,"700,000.00","1,022,103.25","1,446,145.45","1,446,145.45",,"2,000.00","77,471.70","4,544,337.30",,"1,961,600.00","2,730,704.00","4,854,873.11","1,110,928.00"
取得投资收益收到的现金,,,,,,,,,,,,,,,,,,,,,,,,,,"93,671.24",,,"8,994,627.90","20,098,702.29","11,147,966.28","25,010,774.12","31,638,439.12","36,166,695.61","7,041,905.99"
筹资活动现金流出小计,,,,,,"231,484.00","2,719,788.00","27,199,788.00","27,589,788.00","27,603,631.58","12,600,000.00","18,114,446.40","18,114,446.40","18,114,446.40",,"5,585,965.22","5,954,072.28","13,424,913.28","1,742,839.34","2,957,270.01","54,444,653.03","105,028,857.60","27,125,629.60","45,164,301.48","129,854,216.48","171,769,962.15","7,963,220.82","311,738,756.53","426,477,815.01","447,157,700.20","3,059,500.00","222,375,400.17","224,256,224.49","329,856,636.04","52,614,448.49"
处置固定资产、无形资产和其他长期资产收回的现金净额,,,,,,,,"50,000.00","50,000.00","50,000.00",,,,,,,,,"29,770.00","37,370.00","46,670.00","128,000.50","2,910.00","2,910.00","21,290.00","21,590.00",,"8,000.00","10,535.00","10,535.00",,"28,400.00","71,290.00","465,217.59","568,000.00"
筹资活动产生的现金流量净额,,"50,000.00","10,304,392.00",,,"-231,484.00","532,287,379.55","507,609,837.60","507,219,837.60","507,205,994.02","-12,600,000.00","-18,114,446.40","-18,114,446.40","-18,114,446.40",,"10,237,885.78","9,869,778.72","52,398,936.72","70,257,160.66","69,042,729.99","47,555,346.97","11,793,547.60","148,664,765.63","210,749,598.30","305,531,301.94","434,249,223.98","22,099,187.70","1,786,269,174.24","1,679,284,915.76","1,761,905,030.57","-3,059,500.00","-221,875,400.17","-223,696,224.49","-224,250,300.87","48,157,176.51"
处置子公司及其他营业单位收到的现金净额,,,"387,548.05",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,"41,523.84","465,375.43","28,147.22","-672,008.77","-1,202,451.35","618,649.47","251,229.90","824,906.88","1,063,681.73","585,061.81","340,102.94"
收到其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"851,665.89",
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,,,"387,548.05",,,,,"50,000.00","50,000.00","50,000.00",,,,,,,,,"29,770.00","37,370.00","46,670.00","128,000.50","2,910.00","2,910.00","21,290.00","115,261.24",,"8,000.00","89,005,162.90","3,118,109,237.29","1,471,147,966.28","3,040,039,174.12","3,635,709,729.12","4,155,483,579.09","659,609,905.99"
五、现金及现金等价物净增加额,"-1,441,520.15","11,408,194.31","28,069,673.47","-1,356,677.24","3,147,301.86","11,032,294.49","523,690,946.12","502,568,643.99","498,264,352.19","485,868,407.13","-35,597,572.44","-156,751,325.90","-180,918,443.62","-198,209,324.46","-67,965,932.04","-80,116,079.20","-117,044,673.81","-67,951,494.43","51,974,227.26","12,407,685.96","-55,014,426.01","-31,951,386.76","-26,349,768.18","-7,530,839.96","-36,380,126.50","221,027,658.09","-233,092,526.60","1,639,408,329.36","-18,280,068.99","104,454,122.26","-229,709,204.87","222,042,765.44","262,434,827.92","336,349,565.67","-375,727,051.66"
购建固定资产、无形资产和其他长期资产支付的现金,"930,228.50","2,695,265.02","2,661,708.18","226,484.00","321,715.00","1,051,726.00","216,486.38","6,185,286.75","8,710,589.25","10,892,126.25","1,773,498.63","96,390,659.62","98,093,520.52","158,913,449.46","12,469,513.55","4,282,786.99","31,931,693.88","60,402,718.08","15,386,680.44","39,858,056.39","87,215,256.84","111,731,672.84","27,205,602.68","56,142,707.58","79,564,609.42","124,086,227.83","15,821,986.60","49,825,536.28","75,168,514.99","149,890,088.58","66,780,703.47","126,520,335.46","221,733,849.60","341,435,606.63","113,988,534.34"
期初现金及现金等价物余额,"2,879,339.07","1,437,818.92","12,846,013.23","40,915,686.70","40,915,686.70","40,915,686.70","52,482,796.16","51,947,981.19","51,947,981.19","51,947,981.19","538,508,344.56","537,816,388.32","538,508,344.56","537,816,388.32","347,046,514.14","339,607,063.86","347,046,514.14","339,607,063.86","281,727,043.77","271,655,569.43","271,655,569.43","271,655,569.43","239,704,182.67","239,704,182.67","239,704,182.67","239,704,182.67","460,731,840.76","460,731,840.76","460,731,840.76","460,731,840.76","565,185,963.02","565,185,963.02","565,185,963.02","565,185,963.02","901,535,528.69"
