科目,2010年度,2011年度,2012年度,2013年1-6月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
经营活动产生的现金流量净额,"58,683,845.68","71,712,765.56","70,991,286.57","37,364,354.25","104,078,354.98","-6,902,791.35","52,937,810.67","72,955,980.11","117,833,711.71","6,534,335.40","43,607,182.61","67,324,803.58","131,075,995.87","3,132,053.38","86,693,568.25","70,413,058.68","132,800,370.65","165,047,883.14","220,360,362.18","207,247,751.51","208,407,027.72","-65,719,865.06","-47,678,758.89"
分配股利、利润或偿还利息支付的现金,,"9,000,000.00","13,500,000.00","13,500,000.00","13,500,000.00",,"19,091,999.99","19,092,000.00","19,092,000.00",,"25,800,000.00","25,800,000.00","25,800,000.00",,"41,280,000.00","41,280,000.00","41,280,000.00",,"43,815,943.00","43,815,943.00","43,815,943.00",,"35,052,754.40"
收回投资收到的现金,"85,000,000.00","36,000,000.00",,,,"35,000,000.00","35,000,000.00","35,000,000.00","65,000,000.00","90,000,000.00","215,000,000.00","215,000,000.00","344,000,000.00",,,"40,360,109.59","80,000,000.00","314,494,068.50","540,000,000.00","840,000,000.00","900,193,750.00","70,000,000.00","672,000,000.00"
支付其他与筹资活动有关的现金,,,,,"1,226,415.09","3,291,019.35","4,701,020.55","5,161,020.55","5,868,744.91",,"49,686.38","49,686.38",,,,"525,076.89",,,,,,,
取得投资收益收到的现金,"102,783.57","78,131.51",,,,"54,077.63","54,077.63","54,077.63","245,748.86","343,726.02","2,403,315.06","2,403,315.06","3,306,361.63",,,,"636,273.97",,"6,839,082.20","10,889,383.58","12,008,123.31","1,533,424.66","7,839,789.05"
筹资活动现金流出小计,,"9,000,000.00","13,500,000.00","13,500,000.00","14,726,415.09","3,291,019.35","23,793,020.54","24,253,020.55","24,960,744.91",,"25,849,686.38","25,849,686.38","25,800,000.00",,"41,280,000.00","41,805,076.89","41,280,000.00",,"43,815,943.00","43,815,943.00","43,815,943.00",,"35,052,754.40"
处置固定资产、无形资产和其他长期资产收回的现金净额,,,,,"17,868,400.00",,,"135,000.00",,"75,000.00","75,000.00","432,300.00","432,300.00","505,000.00","505,000.00","525,000.00","525,000.00","136,000.00","146,000.00","146,000.00","241,223.30",,"150,000.00"
筹资活动产生的现金流量净额,,"-9,000,000.00","-13,500,000.00","-13,500,000.00","-14,726,415.09","164,852,940.65","144,350,939.46","143,890,939.45","143,183,215.09",,"-25,849,686.38","-25,849,686.38","-25,800,000.00",,"-41,280,000.00","290,753,776.31","286,353,781.31",,"-43,515,943.00","-8,315,943.00","-43,215,943.00","7,500,000.00","-21,202,754.40"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,,,,,,,,,,,,,,,,,,,,,,,
收到其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,"6,187,511.22",,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"85,102,783.57","36,078,131.51",,,"17,868,400.00","35,054,077.63","35,054,077.63","35,189,077.63","65,245,748.86","90,418,726.02","217,478,315.06","217,835,615.06","347,738,661.63","505,000.00","505,000.00","40,885,109.59","81,161,273.97","314,630,068.50","546,985,082.20","851,035,383.58","918,630,607.83","71,533,424.66","679,989,789.05"
五、现金及现金等价物净增加额,"20,403,094.39","33,086,288.14","33,619,223.32","4,712,236.73","59,751,062.47","155,350,886.30","190,193,233.13","144,544,828.44","135,506,516.00","-44,616,966.58","86,947,369.94","69,639,649.30","155,856,373.69","-9,268,544.10","-14,906,242.04","-68,027,968.13","-50,091,561.49","-174,809,284.21","-191,590,695.16","-84,900,612.22","-248,749,127.34","-37,526,223.70","116,029,238.41"
购建固定资产、无形资产和其他长期资产支付的现金,"32,383,534.86","35,704,608.93","23,872,063.25","19,152,117.52","22,523,691.42","545,402.00","5,041,656.00","10,383,230.12","48,780,599.67","1,570,028.00","8,288,441.35","9,671,082.96","28,158,283.81","12,905,597.48","20,824,810.29","137,079,912.71","160,406,987.42","44,487,235.85","65,420,196.54","98,007,444.31","110,072,599.89","36,367,025.30","72,598,384.35"
期初现金及现金等价物余额,"34,332,984.46","54,736,078.85","87,822,366.99","121,441,590.31","121,441,590.31","181,192,652.78","181,192,652.78","181,192,652.78","181,192,652.78","316,699,168.78","316,699,168.78","316,699,168.78","316,699,168.78","472,555,542.47","472,555,542.47","472,555,542.47","472,555,542.47","422,463,980.98","422,463,980.98","422,463,980.98","422,463,980.98","173,714,853.64","173,714,853.64"
投资支付的现金,"91,000,000.00","30,000,000.00",,,,"35,000,000.00","35,000,000.00","95,000,000.00","140,000,000.00","140,000,000.00","140,000,000.00","180,000,000.00","269,000,000.00",,"40,000,000.00","330,000,000.00","390,000,000.00","610,000,000.00","850,000,000.00","1,001,660,360.00","1,222,498,220.00","12,000,000.00","405,980,653.00"
期末现金及现金等价物余额,"54,736,078.85","87,822,366.99","121,441,590.31","126,153,827.04","181,192,652.78","336,543,539.08","371,385,885.91","325,737,481.22","316,699,168.78","272,082,202.20","403,646,538.72","386,338,818.08","472,555,542.47","463,286,998.37","457,649,300.43","404,527,574.34","422,463,980.98","247,654,696.77","230,873,285.82","337,563,368.76","173,714,853.64","136,188,629.94","289,744,092.05"
