科目,2009-12-31,2010-12-31,2011-12-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"524,733,784.96","906,447,409.77","1,079,565,496.79","3,373,662,487.21","3,048,762,142.08","3,340,039,803.89","2,988,311,312.60","2,997,056,029.15","2,160,807,737.79","1,812,110,713.15","1,845,019,828.48","1,860,987,541.18","1,538,077,615.44","1,113,570,224.57","1,399,120,802.42","1,131,782,678.98","247,377,782.93","136,530,139.64","447,697,397.43","319,294,721.90","374,602,118.00","833,144,455.30","443,787,685.52","878,038,342.27","366,565,704.03","385,673,640.72","558,706,549.14","653,430,562.48","210,220,495.94","193,927,766.06","422,973,854.88"
短期借款,,,,,,,,,,,,,,,"100,000,000.00","100,000,000.00","130,000,000.00",,"220,000,000.00","220,000,000.00","250,000,000.00","250,000,000.00","250,000,000.00","1,181,500,000.00","1,282,500,000.00","604,650,000.00","559,650,000.00","573,500,000.00","573,500,000.00","588,968,690.00","738,968,690.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,"359,620,000.00","64,720,000.00","126,170,000.00","161,328,100.00",,"182,276,989.67"
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"36,000,620.00","13,798,312.00","38,740,297.34","36,178,083.90","8,010,612.87","40,317,810.97","18,668,904.00","38,194,093.95","4,247,976.00","57,765,597.38","19,844,575.43","57,002,381.97","43,438,536.62","74,455,543.84","45,585,299.17","79,759,664.98","28,606,140.81","17,257,502.33","46,931,505.90","31,994,574.96","17,206,806.15","20,329,308.07","49,415,327.61","49,266,104.48","63,898,812.12","37,419,701.07","34,856,867.02","49,542,866.89","50,101,008.44","67,247,443.04","43,693,571.57"
应付票据,"46,813,319.40",,,,,,"1,650,214.30","1,650,214.30",,,,,,,,,"43,050,000.00","43,050,000.00","109,300,000.00","133,820,000.00","127,860,000.00","156,340,000.00","121,031,303.00","323,651,303.00","281,930,000.00","226,130,000.00","261,330,000.00","201,850,000.00",,"191,680,893.72",
应收账款,"14,913,468.10","17,311,137.65","32,097,416.48","41,965,574.03","40,160,563.48","37,226,376.08","40,665,626.16","40,942,783.75","49,152,273.31","35,578,899.33","38,839,585.86","49,379,831.46","56,309,176.21","43,468,799.28","50,094,959.83","60,697,774.79","50,435,560.45","25,435,544.30","30,514,481.00","35,674,350.88","45,078,566.22","28,742,080.08","35,756,110.50","81,590,230.17","106,975,117.98","85,583,615.27","95,888,411.81","104,834,290.33","158,893,293.47","171,505,650.50","155,456,694.62"
应付账款,"106,563,372.76","179,824,767.73","181,015,304.76","217,719,248.88","128,216,674.80","235,282,012.02","200,258,826.18","208,993,706.49","114,138,965.77","183,915,770.46","147,410,259.83","214,432,508.08","174,306,017.18","296,255,864.76","183,483,292.68","232,625,228.99","119,309,991.86","254,228,683.74","167,960,454.61","162,494,044.86","176,973,643.94","306,946,292.17","216,742,332.31","356,893,738.88","335,965,141.75","409,131,293.74","299,665,653.72","400,874,924.86",,"541,018,717.82",
预付款项,"169,444,369.95","235,831,728.59","88,463,170.70","117,219,847.56","96,485,668.30","128,758,663.17","262,139,092.30","187,376,552.47","237,862,215.61","59,473,003.24","129,080,132.65","147,347,197.01","91,414,245.85","105,464,932.59","104,042,168.80","137,787,441.83","72,266,173.06","57,711,918.24","55,893,341.30","58,676,670.51","74,892,280.85","50,156,310.88","69,321,010.04","62,942,640.27","64,779,700.12","44,325,666.51","43,748,597.62","84,021,890.28","75,839,442.30","39,141,325.93","23,611,931.07"
预收款项,"374,694,489.75","524,156,366.99","470,744,522.82","497,211,505.91","319,741,824.30","579,766,395.39","530,206,774.86","675,425,655.32","327,332,596.83","556,086,103.79","340,775,031.45","415,333,037.00","267,010,921.47","289,480,369.18","357,517,122.74","524,994,012.84","353,051,014.84","493,528,494.18","338,510,833.85","517,548,008.80","296,828,600.36","402,093,244.15","363,168,123.40","508,064,145.75","388,164,985.64","401,115,088.38","314,296,959.21","428,615,623.82","341,164,030.41","422,734,361.23","440,686,610.64"
