科目,2007-12-31,2008-06-30,2008-12-31,2009-06-30,2009-12-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"60,215,670.22","45,217,806.21","78,910,818.94","83,628,293.63","182,184,478.73","153,866,539.49","136,972,285.20","1,309,343,882.32","1,266,947,650.05","1,135,641,551.65","1,088,004,004.46","1,157,185,413.65","1,177,218,858.81","1,111,041,210.69","1,085,343,347.90","1,095,153,260.68","1,096,945,798.47","1,026,841,400.22","995,962,992.19","1,136,563,789.35","1,158,386,265.04","1,082,006,612.41","985,726,051.84","975,816,108.65","948,329,005.18","859,075,785.81","827,479,910.15","905,144,254.45","835,752,709.76","833,412,548.03","775,438,657.15","724,040,199.53","638,453,697.82","522,838,264.48","392,737,422.41","592,776,109.53","568,728,389.23","457,478,919.27","413,246,966.38","456,716,853.12","378,104,456.40"
短期借款,,,,,,,,,,,,,,,,,,,,"57,000,000.00","131,474,449.67","108,474,449.67",,,,,,,,"16,000,000.00","16,000,000.00","16,000,000.00",,"10,425,400.00","49,425,400.00","94,425,400.00","112,425,400.00","97,000,000.00","59,507,950.91","23,584,750.91","29,484,750.91"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,,,"8,000,000.00",,"2,700,000.00","1,593,000.00","500,000.00","25,327,317.00","44,274,321.26","72,836,329.26","50,384,691.00","10,892,208.00","27,162,404.40","34,283,476.88","18,416,242.00","12,779,187.20","27,951,613.20","38,934,103.17","35,014,765.90","21,014,403.90","10,116,534.80","26,816,455.00","7,919,864.00","3,597,962.00","6,059,464.00","27,557,100.95","54,350,025.70","47,648,042.54","23,078,320.54","18,067,185.50","15,381,892.40","19,332,078.00","18,770,931.50","54,754,069.30","27,230,116.80","26,440,331.00","22,305,354.46","72,191,809.42","75,668,220.65"
应付票据,"11,642,793.31","3,108,203.66","9,642,492.77","20,293,931.80","20,679,125.40","1,242,054.10","4,324,745.70","25,039,878.57","14,948,974.67","10,206,597.36","9,369,660.99","23,517,763.94","11,101,907.58","7,421,638.25","11,099,119.90","9,772,036.95","9,619,819.29","10,733,180.28","26,233,084.49","50,752,847.76","20,850,994.33","15,242,497.75","27,267,808.47","44,382,588.94","37,677,734.32","34,195,161.43","55,646,573.33","93,030,996.65","52,373,372.99","57,827,641.62","53,388,450.89","42,894,092.77","27,178,240.10","30,572,848.24","41,593,175.64","64,263,485.85","33,961,669.72","25,231,777.26",,"79,042,184.68",
应收账款,"41,941,159.84","37,000,671.50","67,123,532.30","71,071,187.85","64,081,690.49","89,949,498.40","104,514,931.59","94,151,297.82","113,482,189.68","189,519,436.77","210,037,513.44","183,607,576.26","200,566,518.06","239,847,428.05","230,852,009.48","228,415,163.87","235,337,723.13","270,461,285.67","254,455,951.18","258,797,127.98","241,492,448.76","269,860,213.51","270,746,103.26","322,130,975.65","309,230,164.77","314,873,044.40","335,864,026.62","375,494,192.59","316,656,493.89","316,105,710.21","293,990,997.04","472,265,360.27","376,496,468.55","413,630,819.27","423,015,842.20","656,222,407.76","581,704,834.53","587,170,019.30","604,456,129.89","700,886,877.34","682,528,272.21"
应付账款,"18,894,878.69","11,319,277.03","34,288,671.02","34,061,690.00","27,157,086.55","24,859,903.71","23,014,638.90","37,610,086.68","26,971,029.54","33,510,777.45","55,202,570.96","52,041,699.10","70,763,452.55","74,033,897.84","63,495,785.21","53,102,263.87","51,491,196.39","54,243,639.22","54,170,743.26","35,812,542.49","25,084,264.61","26,969,296.67","31,505,820.05","39,203,554.76","25,127,327.32","42,095,207.04","53,247,965.81","39,695,473.13","27,071,116.28","28,653,518.35","35,935,680.53","87,910,125.85","76,893,938.47","95,971,772.08","84,418,716.59","120,128,269.77","99,654,426.91","127,351,853.30",,"156,706,453.64",
预付款项,"2,318,438.85","9,955,332.78","1,538,972.38","2,084,899.03","1,409,583.59","2,086,171.16","1,739,958.09","1,748,624.65","12,997,736.91","7,834,193.21","3,793,011.81","2,880,874.08","2,679,239.09","2,693,690.55","6,674,037.34","12,047,382.66","14,625,360.05","10,752,390.97","22,461,179.59","12,656,779.91","15,473,999.77","22,563,358.72","33,134,026.83","23,447,762.13","40,637,911.56","26,991,700.44","38,741,278.52","17,135,847.34","30,543,837.34","21,707,739.36","13,292,811.07","13,138,890.40","20,494,565.07","21,216,643.91","25,746,288.66","18,702,125.84","29,035,862.84","29,449,335.76","39,020,697.62","40,251,000.84","66,043,290.39"
预收款项,"1,184,498.77","9,644,163.87","6,344,074.52","19,343,823.82","63,839,634.39","30,719,313.78","19,356,696.78","29,880,442.06","10,335,038.28","11,275,044.78","8,451,063.91","10,591,372.11","6,213,260.40","5,808,076.33","5,314,880.90","4,288,352.70","5,374,069.35","5,927,095.30","12,795,987.70","9,383,147.20","15,431,471.45","21,982,669.38","19,524,770.21","5,911,819.46","13,726,080.40","9,153,163.11","10,100,250.01","5,908,117.12","5,339,778.09","5,946,695.50","6,188,653.25","9,212,685.80","7,524,437.42","8,234,001.86","13,722,466.41","5,572,301.39","7,835,098.61","8,735,464.64","6,401,501.17","3,761,335.37","12,648,091.84"
