科目,2014-12-31,2015-12-31,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"111,247,103.61","162,179,936.26","223,448,943.62","1,376,946,636.66","399,251,738.31","363,156,365.52","336,871,037.21","262,639,179.00","225,600,420.62","230,384,458.07","250,671,930.61","206,560,925.80"
短期借款,"162,000,000.00","58,400,000.00",,,,,,,,,"30,000,000.00","80,000,000.00"
交易性金融资产,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,
应收票据,"61,919,498.79","25,845,221.78","50,159,636.64","49,931,717.30","30,706,344.03","58,992,516.13","78,531,604.62","20,125,022.20","31,703,032.18","137,756,826.84","170,935,410.33","222,737,216.46"
应付票据,,"6,141,578.99","27,598,901.13","28,468,912.42","9,504,518.35","12,161,142.55","12,161,142.55",,,,,
应收账款,"208,441,112.56","184,077,956.78","215,086,281.43","208,430,780.58","252,686,853.99","266,521,383.49","300,264,890.31","355,238,654.11","418,420,483.29","393,138,107.32","368,986,616.14","341,874,651.10"
应付账款,"348,874,363.36","338,621,256.03","382,931,619.22","414,800,291.56","430,490,349.83","402,015,569.11","419,367,091.25","424,182,148.57","506,182,787.10",,"515,950,731.80",
预付款项,"7,728,278.20","10,961,316.99","13,574,535.15","23,555,803.15","12,186,288.27","29,570,658.58","19,614,883.06","25,847,618.74","24,202,722.25","23,350,976.59","13,519,901.60","21,232,393.37"
预收款项,"48,353,501.85","59,692,311.44","73,866,021.72","36,162,541.21","25,260,248.95","23,214,729.57","20,534,980.87","38,626,291.28","21,260,018.96","19,368,038.14","21,477,507.16","39,774,292.64"
其他应收款,"13,333,532.07","9,854,271.32","24,140,130.70","13,639,315.25","11,036,779.07","14,115,543.29","10,529,606.12","16,446,854.81","13,938,710.10","15,480,064.03","13,518,265.28","19,954,086.10"
应付职工薪酬,"17,097,674.75","20,688,019.48","23,830,851.42","21,270,971.11","23,942,181.24","25,141,254.75","25,424,299.94","25,452,714.63","25,758,077.43","27,017,196.11","34,345,144.06","23,509,888.01"
应收关联公司款,,,,,,,,,,,,
应交税费,"83,158,837.42","38,049,167.23","31,971,640.00","24,412,783.52","25,010,070.14","38,546,271.27","29,314,096.41","18,173,930.93","42,543,933.97","25,495,174.76","20,064,587.36","7,853,773.71"
应收利息,,,,,,,,,,,,
应付利息,"230,010.00","95,482.05",,,,,,,,,,
应收股利,,,,,,,,,,,,
应付股利,,,,,,,,,,,,
存货,"318,444,951.29","241,688,047.76","283,879,639.52","336,420,522.38","357,426,673.40","354,265,338.50","360,684,670.09","407,298,140.95","478,017,022.12","484,509,458.92","512,820,894.50","468,145,760.87"
其他应付款,"19,047,939.93","18,679,841.78","22,056,332.94","22,866,139.06","21,468,340.00","23,938,327.16","36,399,877.47","37,231,677.12","33,037,824.55","29,372,765.61","30,247,414.27","31,258,726.62"
其中:消耗性生物资产,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,
其他流动资产,"52,000,000.00","271,038,716.56","132,781,914.62","134,088,255.47","1,124,656,242.52","1,172,454,555.17","1,237,818,671.89","1,283,671,752.98","958,990,747.93","883,009,072.07","852,552,271.69","838,474,695.65"
其他流动负债,,,,,,,,,,,,
流动资产合计,"773,114,476.52","905,645,467.45","943,071,081.68","2,143,013,030.79","2,187,950,919.59","2,259,076,360.68","2,344,315,363.30","2,371,267,222.79","2,150,873,138.49","2,167,628,963.84","2,183,005,290.15","2,118,979,729.35"
流动负债合计,"678,762,327.31","540,367,657.00","562,255,366.43","547,981,638.88","535,675,708.51","525,017,294.41","543,201,488.49","543,666,762.53","628,782,642.01","626,585,980.39","652,085,384.65","625,508,779.71"
可供出售金融资产,,,,,"1,000,000.00","1,000,000.00","1,000,000.00","1,000,000.00","1,000,000.00","1,000,000.00","1,000,000.00",
长期借款,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,
应付债券,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,,
专项应付款,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,
预计负债,,,,,,,,,,,,
固定资产,"229,445,445.14","230,399,904.27","215,184,240.42","211,943,441.34","234,414,282.18","231,297,751.36","294,583,329.94","298,198,406.41","279,999,772.16","280,204,778.86","316,034,947.79","354,305,207.88"
递延所得税负债,,,,,,,,,,,"4,841,753.51","4,841,753.51"
在建工程,"75,963,285.80","69,770,294.88","86,051,268.63","89,318,446.57","68,969,775.52","71,511,723.16","20,586,902.08","21,757,280.49","44,147,733.13","50,562,404.68","81,223,404.66","38,281,816.46"
其他非流动负债,,,,,,,,,,,,
工程物资,,,,,,,,,,,,
非流动负债合计,"13,527,272.92","13,394,347.91","15,701,422.87","15,489,441.61","15,277,460.35","15,065,479.09","14,853,497.83","14,641,516.57","14,429,535.31","14,217,554.05","18,847,326.30","18,604,095.03"
固定资产清理,,,,,,,,,,,,
负债合计,"692,289,600.23","553,762,004.91","577,956,789.30","563,471,080.49","550,953,168.86","540,082,773.50","558,054,986.32","558,308,279.10","643,212,177.32","640,803,534.44","670,932,710.95","644,112,874.74"
生产性生物资产,,,,,,,,,,,,
实收资本(或股本),"53,384,810.00","210,000,000.00","210,000,000.00","280,000,000.00","280,000,000.00","280,000,000.00","280,000,000.00","280,000,000.00","280,000,000.00","280,000,000.00","280,000,000.00","280,000,000.00"
油气资产,,,,,,,,,,,,
资本公积,"84,476,682.00","18,340,634.00","8,149,142.00","1,204,305,463.91","1,208,336,896.77","1,208,336,896.77","1,208,336,896.77","1,208,336,896.77","1,208,336,896.77","1,208,336,896.77","1,208,336,896.77","1,208,336,896.77"
无形资产,"37,574,291.11","37,658,496.43","38,295,324.26","38,421,323.37","56,970,715.06","56,854,995.80","56,971,475.03","56,478,579.58","131,301,589.27","130,635,953.84","131,145,068.44","130,549,740.82"
盈余公积,"42,604,408.33","52,559,007.45","83,746,323.24","83,746,323.24","83,746,323.24","83,746,323.24","105,635,578.10","105,635,578.10","105,635,578.10","105,635,578.10","120,069,534.53","120,069,534.53"
开发支出,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,"29,185,703.52"
商誉,,,,,,,,,,,,
未分配利润,"254,835,983.00","426,319,772.04","431,685,541.21","454,937,113.16","520,427,419.38","603,878,317.25","665,360,144.88","701,802,417.40","409,563,544.51","445,124,488.46","481,193,583.85","487,349,841.61"
长期待摊费用,"5,601,315.41","9,382,052.18","6,465,407.35","6,737,197.27","7,199,982.14","7,030,221.45","9,859,960.31","12,261,644.03","12,861,962.02","12,658,290.59","15,432,579.28","23,406,632.67"
少数股东权益,,,,,,,,,,,,
递延所得税资产,"4,102,903.98","5,762,943.28","5,258,953.02","5,258,953.02","6,133,602.93","5,849,960.51","5,205,381.31","7,948,562.80","9,786,027.51","12,286,586.48","21,351,479.56","31,060,266.75"
外币报表折算价差,,,,,,,,,,,,
其他非流动资产,"1,789,765.60","2,362,259.91","17,211,520.39","91,767,588.44","80,824,530.83","83,423,297.80","84,865,194.10","85,171,475.27","16,777,974.12","24,923,519.48","11,339,956.22","13,100,050.20"
非正常经营项目收益调整,,,,,,,,,,,,
非流动资产合计,"354,477,007.04","355,335,950.95","368,466,714.07","443,446,950.01","455,512,888.66","456,967,950.08","473,072,242.77","482,815,948.58","495,875,058.21","512,271,533.93","577,527,435.95","591,703,714.78"
所有者权益(或股东权益)合计,"435,301,883.33","707,219,413.49","733,581,006.45","2,022,988,900.31","2,092,510,639.39","2,175,961,537.26","2,259,332,619.75","2,295,774,892.27","2,003,536,019.38","2,039,096,963.33","2,089,600,015.15","2,066,570,569.39"
资产总计,"1,127,591,483.56","1,260,981,418.40","1,311,537,795.75","2,586,459,980.80","2,643,463,808.25","2,716,044,310.76","2,817,387,606.07","2,854,083,171.37","2,646,748,196.70","2,679,900,497.77","2,760,532,726.10","2,710,683,444.13"
负债和所有者(或股东权益)合计,"1,127,591,483.56","1,260,981,418.40","1,311,537,795.75","2,586,459,980.80","2,643,463,808.25","2,716,044,310.76","2,817,387,606.07","2,854,083,171.37","2,646,748,196.70","2,679,900,497.77","2,760,532,726.10","2,710,683,444.13"
