科目,2008年度,2009年度,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"91,057,119.20","117,396,334.00","150,768,178.90","48,051,864.50","91,444,221.50","139,542,916.50","209,825,940.00","71,794,816.00","115,052,616.45","161,968,735.75","232,577,316.88","61,633,908.11","125,504,163.34","264,382,915.68","370,434,826.58","67,214,516.10","149,179,388.33","268,601,819.09","344,514,622.64","68,477,535.87","156,428,578.61","208,773,922.18","408,059,375.39","52,168,959.11","171,754,514.61","225,069,954.11","429,108,099.92","89,554,504.95","185,273,262.71","304,091,870.00","466,026,679.81","82,905,723.24","246,180,772.40","381,028,123.95","381,691,024.72","99,207,238.02"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,"38,377,988.97",,"8,000,000.00","8,000,000.00","8,000,000.00",,"8,000,000.00","8,000,000.00","8,000,000.00",,"8,000,000.00","8,000,000.00","8,000,000.00",,"16,000,000.00","16,000,000.00","16,000,000.00",,,,,,,,,
收到的税费返还,"21,703.33","171,576.60",,,,,,,,,"31,143.04","3,385.38","15,205.22","2,535,917.13","6,029,633.49","321,956.14","321,956.14","6,372,995.94","11,941,716.10","14,245.52","6,481,853.54","21,446,040.92","36,965,101.84",,"3,118,879.71","5,585,028.98","6,750,483.63","1,578,127.22","3,491,683.01","3,535,924.04","4,474,572.95",,"1,098,898.42","1,098,898.42","1,098,898.42","176,207.64"
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,"2,136.00","64,442,136.00",,,,,"3,293,100.00",,,,"6,500,000.00","-11,400,000.00"
收到其他与经营活动有关的现金,"18,171,552.52","26,648,866.91","14,035,718.44","1,024,847.10","7,247,169.55","9,658,381.98","14,145,372.19","1,969,194.12","13,760,397.25","14,747,126.18","19,020,922.90","2,043,137.27","16,840,051.64","30,580,341.29","38,155,143.56","8,951,562.87","14,928,176.13","19,000,811.46","44,286,160.41","7,569,988.48","46,304,542.60","99,488,818.03","22,378,389.28","20,388,260.75","45,860,375.96","108,178,584.80","16,381,083.63","56,632,352.31","189,345,195.53","214,370,291.64","22,775,530.86","20,694,452.70","54,460,874.89","128,963,668.27","26,694,897.26","77,639,698.76"
投资活动现金流出小计,"26,036,465.50","6,743,297.43","22,728,666.13","1,862,954.60","7,475,946.60","12,691,342.51","17,302,513.77","3,268,021.06","25,076,462.98","40,866,305.30","89,951,496.00","2,597,401.00","30,802,243.14","49,190,728.47","85,852,174.49","7,949,946.95","32,966,589.28","48,293,917.88","89,941,150.21","11,349,073.61","29,287,576.62","39,665,773.54","119,683,685.66","2,803,903.43","25,613,772.56","91,281,662.56","239,013,831.84","93,875,357.00","202,007,275.00","217,195,781.25","178,202,487.38","3,369,027.40","17,238,075.83","30,991,705.83","48,099,160.67","-7,823,255.43"
经营活动现金流入小计,"109,250,375.05","144,216,777.51","164,803,897.34","49,076,711.60","98,691,391.05","149,201,298.48","223,971,312.19","73,764,010.12","128,813,013.70","176,715,861.93","251,629,382.82","63,680,430.76","142,359,420.20","297,499,174.10","414,619,603.63","76,488,035.11","164,429,520.60","293,975,626.49","400,742,499.15","76,061,769.87","209,214,974.75","329,708,781.13","467,402,866.51","72,557,219.86","220,733,770.28","338,833,567.89","452,239,667.18","147,764,984.48","378,110,141.25","521,998,085.68","493,276,783.62","103,600,175.94","301,740,545.71","511,090,690.64","409,484,820.40","177,023,144.42"
投资活动产生的现金流量净额,"-26,036,465.50","-6,743,297.43","-22,728,466.13","-1,862,954.60","-7,475,946.60","-12,642,342.51","-13,313,572.69","-3,033,463.04","-21,046,636.98","-36,603,716.77","-82,494,731.71","-2,525,021.71","-30,388,794.58","-49,112,892.42","-84,922,330.54","-7,949,946.95","-32,918,229.00","-48,245,557.60","-83,735,550.21","-11,349,073.61","-29,287,576.62","-39,665,773.54","-117,571,685.66","-3,683,155.64","-25,613,772.56","-91,281,662.56","-227,003,831.84","-92,875,357.00","-200,007,275.00","-214,195,781.25","-48,242,875.62","-2,699,301.42","-16,568,349.85","-30,321,979.85","1,840,699.58","8,662,484.74"
购买商品、接受劳务支付的现金,"38,590,317.66","43,715,010.99","64,256,730.13","27,156,069.29","61,516,592.26","97,450,959.50","150,232,702.39","56,167,160.18","79,499,577.55","109,763,754.20","137,092,144.44","65,856,250.31","130,911,482.51","224,241,354.47","284,601,854.60","82,342,274.32","166,063,619.33","218,477,542.80","338,695,988.47","84,605,597.27","158,883,157.02","191,440,076.79","265,304,635.84","124,070,065.31","159,679,991.82","89,967,821.44","274,754,212.51","30,572,250.95","219,483,620.27","319,593,378.06","361,382,829.92","94,963,085.70","253,191,028.97","314,396,575.42","280,746,524.33","68,797,280.38"
吸收投资收到的现金,,,,,"386,920,000.00","386,920,000.00","386,920,000.00",,,,,,,,,,,,,,,"241,000,000.00","241,000,000.00","-3,660,000.00","2,440,000.00","2,440,000.00","3,030,000.00","1,150,000.00","1,950,000.00","1,950,000.00","7,950,000.00",,"-3,000,000.00","-3,000,000.00",,"5,000,000.00"
支付给职工以及为职工支付的现金,"6,994,959.83","6,519,635.28","7,191,075.02","2,648,198.16","5,443,925.10","8,111,661.83","11,406,357.26","3,103,588.59","6,524,929.02","10,249,258.74","14,763,195.65","6,306,209.28","14,618,319.24","22,616,988.66","30,890,085.91","8,864,578.80","17,353,550.38","26,858,279.86","43,515,866.22","10,294,087.15","21,883,247.26","33,606,071.35","48,910,549.52","12,198,997.41","21,536,598.62","33,597,889.59","49,659,637.66","12,995,212.94","25,165,874.98","36,702,173.76","50,391,015.07","12,955,078.26","25,699,598.57","37,047,793.94","51,204,155.04","12,472,418.95"
取得借款收到的现金,,"10,000,000.00","10,000,000.00",,,,,,,,,"55,000,000.00","159,000,000.00","159,000,000.00","187,000,000.00","30,000,000.00","248,000,000.00","248,000,000.00","381,000,000.00",,"208,000,000.00","357,960,354.00","329,980,177.00","50,000,000.00","222,800,000.00","436,300,000.00","505,000,000.00","100,000,000.00","190,000,000.00","514,638,000.00","803,806,487.25","78,900,000.00","119,100,000.00","428,000,000.00","642,475,951.91","45,000,000.00"
支付的各项税费,"15,536,960.38","15,968,027.72","20,122,356.98","4,637,220.28","16,082,618.37","20,315,959.61","26,885,351.54","2,518,782.60","7,320,850.09","15,879,323.03","28,586,337.51","17,302,556.08","38,478,104.55","51,261,666.97","61,105,107.24","20,654,870.80","41,424,378.74","63,239,763.58","87,535,280.27","13,594,616.54","22,074,621.75","32,384,922.56","62,293,619.57","34,249,665.17","45,774,101.25","53,682,349.62","68,474,528.74","27,552,543.04","47,318,087.11","53,805,128.30","59,499,775.37","8,131,366.27","21,887,424.51","24,686,098.37","27,574,004.36","10,371,888.20"
收到其他与筹资活动有关的现金,,,,,,,"2,488,670.90",,,,,"13,319.63",,"421,783.09",,"4,381,009.30","20,613,320.59","11,469,580.32","42,698,858.66","429,028.20","7,472,925.65","2,327,764.23",,,"18,554,512.35","9,006,382.25","50,000,000.00",,"148,472,833.04","148,472,833.04","206,051,086.99","25,619,939.14","50,959,677.01",,"107,570,122.50","-11,400,000.00"
支付其他与经营活动有关的现金,"30,985,642.84","28,390,072.72","29,986,412.86","5,450,589.05","13,091,353.60","19,245,190.68","31,088,620.21","8,653,431.32","15,199,284.27","22,065,795.89","37,413,478.55","11,864,003.83","29,134,057.70","61,509,254.96","74,699,417.91","20,676,755.28","38,694,122.70","73,372,027.47","49,379,850.71","24,719,721.21","58,123,784.23","119,256,329.73","93,530,836.51","19,569,374.26","159,342,832.97","312,295,998.21","92,880,045.64","17,987,271.95","71,924,702.17","157,940,813.40","65,973,543.53","52,047,264.12","35,915,031.15","129,833,673.87","112,756,880.90","64,495,588.54"
筹资活动现金流入小计,,"10,000,000.00","10,000,000.00",,"386,920,000.00","386,920,000.00","389,408,670.90",,,,,"55,013,319.63","159,000,000.00","159,421,783.09","187,000,000.00","34,381,009.30","268,613,320.59","259,469,580.32","423,698,858.66","429,028.20","215,472,925.65","601,288,118.23","570,980,177.00","46,340,000.00","243,794,512.35","447,746,382.25","558,030,000.00","101,150,000.00","340,422,833.04","665,060,833.04","1,017,807,574.24","104,519,939.14","167,059,677.01","425,000,000.00","750,046,074.41","38,600,000.00"
经营活动现金流出小计,"92,107,880.71","94,592,746.71","121,556,574.99","39,892,076.78","96,134,489.33","145,123,771.62","219,613,031.40","70,442,962.69","108,544,640.93","157,958,131.86","217,855,156.15","101,329,019.50","213,141,964.00","359,629,265.06","451,296,465.66","132,538,479.20","263,535,671.15","381,947,613.71","519,126,985.67","133,214,022.17","260,964,810.26","376,687,400.43","470,039,641.44","190,088,102.15","386,333,524.66","489,544,058.86","485,768,424.55","89,107,278.88","363,892,284.53","568,041,493.52","537,247,163.89","168,096,794.35","336,693,083.20","505,964,141.60","472,281,564.63","156,137,176.07"
偿还债务支付的现金,,"25,000,000.00","5,000,000.00",,"35,000,000.00","35,000,000.00","35,000,000.00",,,,,"5,400,000.00","43,600,000.00","68,600,000.00","98,600,000.00",,"194,000,000.00","194,000,000.00","262,000,000.00",,"214,000,000.00","374,960,354.00","314,480,177.00","20,000,000.00","106,519,823.00","243,000,000.00","335,000,000.00",,"162,000,000.00","424,000,000.00","650,004,812.14","181,450,306.44","278,056,533.08","567,988,259.02","609,706,903.69","79,548,207.96"
经营活动产生的现金流量净额,"17,142,494.34","49,624,030.80","43,247,322.35","9,184,634.82","2,556,901.72","4,077,526.86","4,358,280.79","3,321,047.43","20,268,372.77","18,757,730.07","33,774,226.67","-37,648,588.74","-70,782,543.80","-62,130,090.96","-36,676,862.03","-56,050,444.09","-99,106,150.55","-87,971,987.22","-118,384,486.52","-57,152,252.30","-51,749,835.51","-46,978,619.30","-2,636,774.93","-117,530,882.29","-165,599,754.38","-150,710,490.97","-33,528,757.37","58,657,705.60","14,217,856.72","-46,043,407.84","-43,970,380.27","-64,496,618.41","-34,952,537.49","5,126,549.04","-62,796,744.23","20,885,968.35"
分配股利、利润或偿还利息支付的现金,"3,762,866.25","3,467,667.50","5,678,710.00","6,135,168.05","6,656,033.33","6,656,033.33","6,656,033.33",,"14,970,000.00","14,970,000.00","15,295,030.00","1,036,916.66","15,014,794.46","17,143,661.12","20,406,928.05","2,332,555.55","7,576,025.71","18,065,309.77","21,529,944.49","3,145,750.00","21,143,002.85","24,268,738.53","28,430,735.79","2,474,823.51","9,591,464.92","20,243,131.26","27,089,728.86","5,396,115.85","14,823,534.07","20,779,391.60","30,381,430.13","5,003,671.82","8,608,479.22","18,374,556.39","33,209,242.63","6,007,299.45"
收回投资收到的现金,,,,,,,,,,,,,"5,456.76","5,456.76",,,,,"6,200,000.00",,,,,,,,"12,008,000.00","1,000,000.00","2,000,000.00","3,000,000.00","121,972,105.14",,,,"45,050,000.00",
支付其他与筹资活动有关的现金,,,"2,488,670.90",,"5,397,885.28","5,417,885.28","5,417,885.28",,,,,,"15,000,000.00","15,000,000.00","57,698,858.66",,,,,"1,533,354.85",,"964,514.16",,,250.00,"12,719,131.24",,"42,093,826.03","84,982,461.25","64,306,752.65","218,700,000.00",,,"5,804,165.45","242,648,113.94","3,250,000.00"
