科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
一、营业收入,"397,861,511.69","705,357,380.09","784,309,878.16","470,214,761.39","764,592,676.65","1,025,626,732.13","230,247,633.42","560,373,440.81","911,131,839.54","1,234,951,781.10","325,621,367.22","772,166,187.71","1,128,883,186.29","1,522,911,451.39","430,929,467.79","1,001,552,926.74","1,464,399,506.60","1,878,001,122.88","372,109,594.08","931,345,948.45","1,421,325,589.43","1,932,426,921.05","448,270,379.27","1,087,639,791.99","1,701,018,181.32","2,296,793,054.68","475,813,236.21","1,170,977,744.44","1,863,133,011.91","2,558,031,519.37","649,102,851.90","1,512,970,653.07","2,372,034,704.57","3,031,363,016.14","593,660,717.87","906,629,278.73"
二、营业利润,"33,084,937.61","49,795,468.41","52,498,167.87","45,864,463.83","81,202,644.19","98,963,287.57","29,315,437.25","80,844,972.90","131,174,444.38","161,568,155.18","45,253,195.56","118,042,311.13","183,615,482.60","228,852,451.98","68,653,560.45","173,461,379.66","252,989,941.89","335,515,341.63","89,780,089.95","244,602,440.03","345,505,393.88","461,305,992.76","103,527,083.31","283,603,908.33","418,577,615.82","554,591,259.05","109,833,015.04","316,514,125.31","480,058,943.93","590,286,499.20","115,682,387.27","366,467,252.16","526,883,199.84","637,751,088.65","116,469,832.91","-77,120,225.78"
减:营业成本,"324,707,781.23","593,711,444.63","654,631,876.50","390,364,694.10","634,728,899.07","854,705,960.04","183,174,674.77","440,020,089.43","717,930,807.00","988,059,124.78","252,704,880.33","587,848,231.77","846,881,301.66","1,142,152,028.43","320,209,483.92","734,708,129.50","1,090,923,981.46","1,383,136,133.89","251,422,763.56","620,663,602.08","967,703,222.06","1,284,131,502.10","291,771,703.82","696,378,178.15","1,094,203,323.71","1,475,298,884.88","294,987,396.90","705,075,667.36","1,140,907,320.70","1,607,654,015.55","438,535,743.87","960,356,763.79","1,545,395,937.37","2,023,371,039.74","370,393,954.82","621,095,404.90"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"3,244,219.19","4,247,203.99","8,048,295.54","2,033,312.92","3,311,846.40","4,366,879.12","1,192,136.20","3,667,598.72","6,389,954.32","8,348,800.30","179,662.75","493,086.14","1,358,312.23","2,695,065.18","1,546,764.86","5,666,156.79","5,717,530.61","6,334,223.07","119,257.39","556,788.68","1,986,825.26","4,053,523.72","1,607,747.44","7,249,424.28","11,177,844.77","21,463,536.83","5,526,341.98","12,362,053.61","18,987,834.94","45,173,832.90","18,251,880.30","28,622,288.43","42,288,229.14","60,572,454.50","19,417,718.99","32,897,668.45"
营业外收入,"800,000.00","4,125,946.00","23,507,025.35","10,941,920.06","11,661,722.28","15,592,751.92","1,206,503.55","1,966,907.10","6,185,860.18","6,937,305.67","1,222,504.17","9,386,564.02","13,230,827.30","11,443,560.00","2,627,862.96","5,706,223.37","6,608,573.69","10,402,518.17","4,600,179.66","8,062,052.09","9,956,995.16","17,998,847.59","3,461,959.20","12,283,527.62","15,775,045.44","21,378,688.93","5,796,764.35","10,512,443.95","16,207,856.92","67,458,722.54","6,533,147.37","3,343,846.43","9,796,293.46","5,220,124.16","506,401.28","573,095.96"
销售费用,"1,748,660.35","2,006,776.85","8,091,427.80","5,306,973.26","6,888,746.10","13,733,596.49","1,658,107.17","2,897,812.97","4,788,572.58","6,881,577.69","1,692,212.89","4,971,603.37","5,990,531.47","8,560,660.70","1,177,681.25","2,079,193.30","3,063,639.84","6,657,546.40","2,289,169.62","3,807,307.71","5,281,505.27","7,483,532.94","1,557,077.98","3,542,340.35","4,387,621.99","6,040,069.11","1,247,825.58","2,615,479.79","3,431,918.37","5,204,997.43","1,710,867.34","3,838,931.06","5,890,290.30","9,961,501.17","1,280,305.29","5,707,401.16"
减:营业外支出,"778,025.75","422,649.61","14,880.12","3,500.00","154,973.98","913,516.77",800.00,"47,806.24","116,118.38","2,434,931.04","-281,491.19","846,305.04","1,420,515.13","1,869,950.49","264,101.10","285,731.29","330,348.00","2,063,946.64","1,645,804.54","1,658,278.18","3,924,554.24","4,814,908.65","1,060,035.92","2,983,025.58","3,942,563.31","4,347,862.14","1,876,949.77","2,069,152.20","4,748,298.11","946,626.95","152,354.91","387,125.74","580,490.64","1,768,784.47","718,243.87","1,383,389.33"
管理费用,"11,830,535.81","17,130,133.40","20,968,575.88","11,617,207.21","17,544,306.40","25,216,068.29","5,121,898.28","11,303,318.92","16,354,907.02","26,928,902.88","8,420,604.46","17,858,084.52","21,959,522.01","38,451,094.79","7,232,852.55","16,071,169.08","24,055,885.36","38,737,529.06","8,568,218.71","19,364,645.11","28,352,705.44","43,243,907.21","8,241,895.63","19,428,040.90","39,662,027.00","58,484,829.41","12,514,691.14","22,799,516.85","41,528,707.37","48,854,663.87","11,434,927.28","25,009,795.50","42,190,345.56","85,799,913.19","23,507,038.19","45,349,038.14"
其中:非流动资产处置净损失,,,,,,,,,,"55,480.03",,310.12,,"220,913.20",,,,,,"1,299,313.08",,"1,316,903.73",,,,"791,599.96",,,,,,,,,,
