科目,2008-12-31,2009-12-31,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
货币资金,"4,398,605.26","58,435,368.60","72,787,962.87","33,590,129.82","399,219,751.34","302,426,663.50","249,531,198.46","248,273,520.54","271,913,506.73","266,072,801.44","247,239,288.18","244,963,157.35","224,952,859.51","242,884,928.21","218,472,269.85","235,846,176.50","199,469,532.45","232,821,006.71","261,170,062.53","165,121,892.47","287,219,600.49","348,368,164.78","889,519,138.80","614,567,098.59","614,759,072.31","338,296,406.69","607,381,051.36","264,574,736.51","473,571,715.44","528,070,235.45","629,096,180.38"
短期借款,"16,864,010.00","21,500,000.00","16,447,203.50","60,447,203.50","85,447,203.50","68,447,203.50","93,500,000.00","138,500,000.00","159,500,000.00","187,500,000.00","176,000,000.00","166,000,000.00","120,000,000.00","155,000,000.00","128,000,000.00","155,000,000.00","155,000,000.00","467,900,000.00","460,900,000.00","456,900,000.00","647,900,000.00","767,900,000.00","799,900,000.00","735,650,000.00","1,001,900,000.00","951,900,000.00","770,400,000.00","730,400,000.00","839,554,000.00","1,006,174,000.00","1,005,020,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,"135,000,000.00","135,000,000.00",,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"10,249,973.18","8,712,888.15","30,857,592.87","19,167,701.74","24,777,967.86","73,462,938.07","118,326,306.57","112,669,407.30","52,442,072.27","75,351,756.01","68,013,607.08","82,707,579.84","60,766,293.69","122,515,133.86","179,307,433.06","144,661,544.09","201,611,294.17","204,018,943.69","78,738,726.20","79,831,978.67","63,822,401.45","160,249,215.54","102,824,956.32","211,145,772.34","244,205,898.43","219,328,801.13","192,008,425.42","185,431,597.34","316,282,254.91","400,136,341.64","271,550,927.71"
应付票据,,"44,703,439.41","99,079,150.00","45,743,200.00","90,813,064.00","117,208,940.00","90,310,232.15","74,955,151.81","80,566,480.79","83,294,487.74","72,429,893.58","67,205,913.72","99,098,586.32","119,492,368.24","114,988,169.84","132,445,225.03","151,679,239.59","117,231,692.63","83,467,041.63","82,699,282.69","99,435,004.79","145,410,594.51","94,117,273.34","129,617,392.58","143,440,103.60","106,567,959.56","113,918,964.33","164,826,787.81","337,519,703.46","347,339,387.00","284,241,556.56"
应收账款,"35,890,493.83","57,708,050.88","97,904,769.08","174,195,617.38","159,409,138.75","147,296,384.09","140,298,049.99","156,896,526.19","166,466,118.59","175,758,752.60","177,514,006.95","157,214,016.90","206,106,933.23","190,342,167.00","124,632,245.71","190,014,223.36","217,318,284.94","354,927,435.61","401,455,580.31","339,712,658.29","401,883,508.82","371,369,622.32","463,424,362.53","456,886,364.59","612,880,852.14","538,174,585.20","675,200,969.22","633,447,508.61","634,690,832.94","661,718,080.25","688,583,300.92"
应付账款,"26,604,708.27","63,049,304.94","114,846,375.11","160,480,782.61","120,829,164.92","98,357,098.60","115,865,922.42","108,092,782.42","91,839,805.82","95,784,656.47","97,815,891.51","121,190,851.95","112,095,213.78","108,383,804.65","107,679,941.02","110,148,130.91","95,597,263.29","811,519,782.55","875,553,163.90","688,915,026.09","704,496,232.77","809,662,544.68","915,070,479.57","667,851,473.60","887,393,231.45","1,063,226,270.26","1,473,800,208.02","1,173,844,736.85","1,443,441,170.26","1,576,755,410.90","1,934,926,520.54"
预付款项,,"8,845,180.13","28,667,240.88","45,299,894.33","55,065,280.46","44,042,146.93","19,604,095.85","22,071,684.26","22,722,334.97","27,850,325.01","10,084,606.69","20,179,069.15","20,062,331.22","28,901,087.82","19,717,737.03","23,935,872.41","13,563,258.61","20,159,941.20","10,922,156.27","16,378,420.70","7,411,408.17","29,483,266.26","26,877,711.71","11,052,295.13","10,083,429.79","12,765,130.76","10,802,894.66","21,211,369.32","10,845,765.78","35,668,471.56","22,543,423.05"
预收款项,,"557,599.86","494,697.04","4,926,524.09","1,399,516.28","7,173,079.00","586,976.27","881,236.47","562,118.92","1,702,177.73","1,596,167.59","1,704,005.85","2,060,080.87","3,755,841.04","2,222,384.33","2,693,200.34","2,824,959.01","4,249,483.70","7,537,883.47","9,535,957.71","4,514,576.12","2,488,412.14","1,105,143.65","5,232,536.46","5,405,815.10","9,458,927.28","5,744,573.65","6,359,209.99","9,850,301.09","7,714,375.39","2,111,171.17"
其他应收款,"1,700,224.90","2,132,963.56","768,854.68","4,101,496.12","1,883,192.25","3,945,039.37","675,564.59","3,005,649.49","3,779,655.38","4,015,379.56","613,150.10","1,742,556.01","693,560.97","1,408,247.52","371,150.79","1,195,294.98","531,025.01","72,526,821.83","61,248,019.71","88,496,025.65","77,832,931.04","121,860,271.12","165,133,075.66","256,492,497.13","317,017,316.84","285,924,029.54","229,445,125.39","258,223,369.45","284,676,688.41","345,674,140.53","238,112,244.83"
