科目,2008-12-31,2009-12-31,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
货币资金,"11,776,119.31","97,429,193.83","35,869,496.38","52,442,499.00","57,302,653.98","305,014,697.71","286,126,655.97","288,317,655.77","279,341,798.84","247,190,621.24","238,817,290.23","229,034,180.46","197,416,155.25","209,976,490.83","185,624,843.59","108,735,876.61","115,685,599.91","172,932,799.80","168,674,477.64","148,117,560.29","130,779,242.34","112,129,471.61","139,606,132.18","179,964,389.44","194,912,665.62","273,734,104.58","115,243,020.86","263,645,777.45","229,033,017.87","250,505,262.27","205,747,800.73"
短期借款,,,"14,428,633.89","21,106,638.02","32,060,227.00","24,552,350.14","17,247,720.16","11,018,894.09",,,,,,"21,684,421.90","21,410,283.69","17,217,430.41","61,379,987.18","57,977,261.31","77,895,200.00","107,395,200.00","98,169,876.11","101,809,877.99","58,573,078.26","58,000,000.00","34,000,000.00","33,483,696.97","37,588,550.67","43,502,550.67","46,688,550.67","55,100,000.00","62,600,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,"3,580,000.00",,,,,,,"14,644,076.64"
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"4,095,266.10","208,525.61","14,951,135.73","11,700,783.66","22,911,247.94","15,202,731.34","31,420,422.82","25,608,130.68","22,443,837.39","41,715,362.78","93,762,742.48","64,037,157.39","76,199,451.23","65,404,700.20","67,432,867.20","70,925,482.44","74,839,523.62","92,139,333.15","109,850,791.57","107,606,104.26","71,717,308.57","75,239,603.89","110,255,413.68","98,095,153.46","98,095,967.88","90,773,631.04","127,292,901.94","130,426,643.50","127,485,203.22","164,553,626.71","222,061,376.76"
应付票据,,,"1,317,985.28",,,,,,"870,000.00",,,,"27,008,794.78","46,781,452.47","94,117,239.14","71,931,606.63","116,259,199.92","257,391,165.93","197,175,301.16","123,417,681.21","180,632,846.90","196,032,120.41","174,034,397.59","191,539,064.91","221,725,074.92","174,304,077.17","173,099,981.87","179,691,581.75","274,575,462.22","358,134,763.36","378,037,032.22"
应收账款,"24,626,678.65","41,129,825.42","43,957,686.13","56,612,855.48","57,091,861.10","82,164,942.77","59,249,028.25","77,490,082.37","95,145,042.46","167,166,732.41","116,587,766.79","133,058,292.47","163,450,490.59","208,749,570.26","181,866,895.35","190,307,190.87","281,758,739.24","311,396,037.55","248,493,844.48","206,102,505.50","308,106,099.58","289,729,958.87","203,653,583.78","363,778,244.08","393,619,376.70","396,410,711.34","419,905,023.34","450,253,041.68","566,402,791.50","558,660,947.21","510,059,573.50"
应付账款,"13,941,288.56","46,826,437.23","68,237,730.50","67,493,405.90","67,964,985.62","85,908,263.65","42,913,822.88","59,297,676.28","97,640,233.91","165,861,877.94","142,385,083.18","124,044,164.91","163,897,041.06","178,457,165.46","144,954,205.63","186,303,071.82","263,935,153.40","278,544,676.98","273,800,379.16","304,046,849.93","268,092,705.05","201,721,237.73","220,577,474.73","324,680,309.19","338,535,106.02","335,471,748.18","380,382,445.86","400,161,955.89","389,855,769.02","372,410,378.74","349,059,751.84"
预付款项,"1,267,984.02","9,477,031.33","30,624,550.62","30,911,122.29","31,815,805.00","7,403,988.92","6,797,253.27","10,363,349.01","23,544,159.79","19,534,954.35","2,837,579.96","13,300,123.51","6,368,171.89","12,312,763.83","11,098,182.44","25,121,996.67","20,625,510.11","36,294,066.44","1,974,563.00","4,490,589.21","1,956,360.43","980,787.42","1,435,671.48","3,827,874.19","3,337,500.92","8,291,558.45","2,493,789.46","41,660,889.74","9,929,872.26","10,988,278.77","7,291,640.73"
预收款项,"2,157,169.19","1,243,422.06","2,091,976.05","1,737,544.07","5,425,650.71","4,453,075.52","2,133,338.12","1,407,028.45","441,846.08","425,285.37","16,014,197.53","1,205,283.20","721,705.87","3,888,484.22","2,985,484.91","1,919,375.79","1,692,293.12","1,932,802.71","3,812,294.35","5,696,514.60","7,771,733.35","4,187,303.08","4,765,526.76","3,954,902.32","6,381,481.04","7,313,944.68","4,333,033.74","6,226,344.93","3,835,983.90","4,807,481.38","3,735,794.24"
