科目,2011年度,2012年度,2013年度,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"1,510,527,065.06","1,147,969,441.92","1,455,559,335.61","1,619,336,971.22","2,035,057,094.71","272,279,496.53","606,128,304.32","895,613,798.03","1,220,447,970.23","161,698,085.69","492,044,113.54","774,965,970.24","1,151,109,318.30","306,836,064.99","734,388,029.26","1,230,150,524.73","1,744,422,160.13","401,733,647.31","899,528,773.81","1,489,281,451.48","2,199,035,540.41","599,048,542.59"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,"1,100,000.00",,,,,,,,,
收到的税费返还,"23,462,274.49","32,966,824.09","37,335,230.91","31,271,257.07","33,760,358.59","9,777,048.78","13,836,946.46","23,811,125.98","31,468,964.12","4,647,055.79","9,332,004.68","14,407,293.52","19,203,380.02","6,255,812.04","12,151,445.19","19,006,427.07","24,772,728.26","8,016,706.14","14,758,233.92","24,928,144.66","44,923,535.73","13,385,711.99"
支付其他与投资活动有关的现金,"833,974.10",,,,,,,,,,,,"80,000,000.00",,,"40,000,000.00","40,000,000.00",,,,"60,000,000.00","120,000,000.00"
收到其他与经营活动有关的现金,"102,809,782.90","71,332,866.72","91,384,236.73","44,957,050.00","55,116,757.83","8,446,622.84","12,683,024.76","54,595,723.44","68,541,261.29","21,617,713.78","34,036,210.34","42,067,867.44","50,445,916.69","18,245,995.40","34,614,914.98","48,632,284.35","72,566,932.11","35,123,714.84","65,758,770.58","141,549,863.73","181,227,651.18","195,375,718.39"
投资活动现金流出小计,"66,899,079.26","31,762,604.70","115,241,571.28","55,457,795.45","67,134,290.07","15,845,439.61","63,182,131.95","121,245,233.09","139,714,890.67","22,154,481.96","67,915,609.16","86,343,213.59","186,966,195.63","37,478,072.46","69,255,101.44","125,652,251.98","161,935,576.16","40,705,194.49","119,808,002.83","153,887,014.91","241,851,040.86","147,107,535.52"
经营活动现金流入小计,"1,636,799,122.45","1,252,269,132.73","1,584,278,803.25","1,695,565,278.29","2,123,934,211.13","290,503,168.15","632,648,275.54","974,020,647.45","1,320,458,195.64","187,962,855.26","535,412,328.56","831,441,131.20","1,220,758,615.01","331,337,872.43","781,154,389.43","1,297,789,236.15","1,841,761,820.50","444,874,068.29","980,045,778.31","1,655,759,459.87","2,425,186,727.32","807,809,972.97"
投资活动产生的现金流量净额,"-65,374,662.02","-31,728,793.74","-92,311,571.28","-55,375,795.45","-67,022,890.07","-15,845,439.61","-63,124,131.95","-121,158,233.09","-139,627,890.67","-22,154,481.96","-67,915,609.16","-86,343,213.59","-135,436,543.92","-37,123,825.89","-38,691,373.80","-85,023,044.89","-100,781,150.35","-30,511,112.30","-109,000,132.61","-143,079,661.16","-218,775,987.11","-147,084,535.52"
购买商品、接受劳务支付的现金,"1,550,289,167.36","1,085,227,973.90","1,311,725,040.30","1,408,242,853.89","1,713,601,580.35","239,949,297.60","448,964,060.25","691,304,701.79","863,015,058.66","132,874,994.25","519,355,524.62","827,414,742.89","1,095,771,234.09","282,993,784.46","664,196,309.01","1,088,742,425.73","1,524,909,358.03","333,883,928.84","661,471,085.83","1,144,668,878.52","1,594,933,914.88","647,577,198.84"
吸收投资收到的现金,"168,020,000.00","8,232,000.00","4,536,000.00",,"100,000.00","635,272,000.00","635,422,000.00","635,422,000.00","644,901,000.00",,,,,,,,,,,,"200,000.00",
支付给职工以及为职工支付的现金,"25,526,980.69","26,142,685.61","39,316,799.91","40,493,977.16","55,948,271.85","16,527,345.59","33,185,679.82","50,355,879.23","66,561,314.81","14,749,293.69","30,850,820.06","50,176,490.03","71,858,662.64","19,211,661.34","37,476,051.54","59,965,968.73","82,618,107.36","23,752,745.68","45,758,002.60","72,771,263.36","108,175,299.10","40,814,307.50"
取得借款收到的现金,"315,000,000.00","419,704,995.10","503,500,000.00","265,000,000.00","335,000,000.00",,,,,,,,,"23,000,000.00","50,000,000.00","100,000,000.00","150,000,000.00","50,000,000.00","70,000,000.00","140,000,000.00","218,000,000.00","75,000,000.00"
支付的各项税费,"46,736,644.94","33,733,361.26","71,180,416.68","84,160,366.07","116,056,797.57","8,094,707.95","26,309,023.16","74,145,973.35","97,544,011.39","14,379,769.77","25,399,148.15","46,420,509.87","74,997,967.52","32,903,601.78","54,681,360.92","73,870,593.94","97,072,433.45","26,860,406.55","42,521,627.51","61,052,280.55","85,206,123.34","44,473,584.33"
收到其他与筹资活动有关的现金,,"60,000,000.00","21,600,000.00",,,"9,479,000.00","9,479,000.00","9,479,000.00",,,,,,"200,000.00",,,,,,"100,000,000.00","100,000,000.00",
支付其他与经营活动有关的现金,"96,949,354.40","96,588,807.32","93,059,784.78","64,370,797.42","83,319,158.82","12,684,346.30","22,708,981.83","64,797,359.98","81,090,238.77","15,677,141.36","30,814,062.13","56,308,340.25","64,519,636.56","31,217,578.56","81,733,262.58","126,263,123.09","171,534,190.83","66,017,990.44","116,392,568.67","203,942,069.60","379,972,843.59","60,647,704.58"
筹资活动现金流入小计,"483,020,000.00","487,936,995.10","529,636,000.00","265,000,000.00","335,100,000.00","644,751,000.00","644,901,000.00","644,901,000.00","644,901,000.00",,,,,"23,200,000.00","50,000,000.00","100,000,000.00","150,000,000.00","50,000,000.00","70,000,000.00","240,000,000.00","318,200,000.00","75,000,000.00"
经营活动现金流出小计,"1,719,502,147.39","1,241,692,828.09","1,515,282,041.67","1,597,267,994.54","1,968,925,808.59","277,255,697.44","531,167,745.06","880,603,914.35","1,108,210,623.63","177,681,199.07","606,419,554.96","980,320,083.04","1,307,147,500.81","366,326,626.14","838,086,984.05","1,348,842,111.49","1,876,134,089.67","450,515,071.51","866,143,284.61","1,482,434,492.03","2,168,288,180.91","793,512,795.25"
偿还债务支付的现金,"262,999,341.83","360,204,995.10","412,000,000.00","218,000,000.00","408,000,000.00","230,000,000.00","230,000,000.00","305,000,000.00","305,000,000.00",,,,,,,,,"30,000,000.00","30,000,000.00","80,000,000.00","180,000,000.00","40,000,000.00"
经营活动产生的现金流量净额,"-82,703,024.94","10,576,304.64","68,996,761.58","98,297,283.75","155,008,402.54","13,247,470.71","101,480,530.48","93,416,733.10","212,247,572.01","10,281,656.19","-71,007,226.40","-148,878,951.84","-86,388,885.80","-34,988,753.71","-56,932,594.62","-51,052,875.34","-34,372,269.17","-5,641,003.22","113,902,493.70","173,324,967.84","256,898,546.41","14,297,177.72"
