科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"149,449,527.06","159,656,153.08","158,808,344.87","176,207,217.31","393,545,452.18","329,684,768.21","290,229,166.67","234,497,310.86","367,880,916.56","286,434,478.13","161,526,262.45","213,643,018.94","269,931,140.37","233,390,927.80","218,040,921.59","450,059,034.37","199,483,402.22","349,801,285.26","496,996,494.94","663,654,519.27","564,693,441.05","626,983,645.34","801,384,008.82","621,696,370.30","414,940,348.32","531,973,293.34","471,918,014.37","456,756,007.83","525,478,393.58","582,960,388.18","655,918,947.15","557,803,908.95","501,022,486.90","657,239,301.72","496,085,497.50","835,323,673.65","749,019,532.73","994,750,574.09","507,347,209.15","1,093,548,074.61","1,239,911,339.00","1,507,136,617.86","1,754,694,785.45","1,446,856,376.89","1,093,379,273.83","989,878,180.67","775,864,883.94","269,891,912.22","211,508,309.22"
短期借款,"440,000,000.00","480,000,000.00","540,000,000.00","570,000,000.00","813,500,000.00","823,500,000.00","858,500,000.00","765,000,000.00","618,500,000.00","665,000,000.00","703,500,000.00","714,000,000.00","1,160,000,000.00","1,164,000,000.00","1,416,000,000.00","1,593,000,000.00","1,782,000,000.00","1,844,707,260.00","1,679,968,830.00","2,273,490,673.13","2,196,727,640.00","2,140,917,640.00","2,407,501,200.00","2,253,000,000.00","2,794,781,075.00","2,786,895,979.00","3,011,614,865.02","3,213,000,000.00","3,513,707,994.30","3,270,553,494.30","3,182,500,000.00","3,252,220,000.00","3,270,840,000.00","3,515,090,000.00","3,449,990,000.00","3,024,860,000.00","3,131,250,000.00","3,281,500,000.00","3,160,500,000.00","3,078,500,000.00","3,848,500,000.00","3,818,500,000.00","3,857,650,000.00","4,188,599,000.00","4,051,552,193.62","4,056,524,170.29","3,774,655,970.94","1,770,200,000.00","1,814,200,000.00"
交易性金融资产,,,,,,,,,,,,,,,,"21,050,000.00","550,000.00","550,000.00","550,000.00","550,000.00","550,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,761,196.80"
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"100,500,913.17","148,574,359.31","60,169,988.24","85,388,059.36","82,594,853.31","158,304,553.40","141,552,810.57","134,103,309.77","99,614,101.24","115,351,418.22","120,385,039.37","69,159,761.74","72,129,662.29","208,976,167.95","102,253,054.65","230,715,092.59","284,936,471.52","277,675,718.51","467,781,291.26","714,608,082.03","675,394,460.99","405,994,491.46","169,574,808.33","50,927,463.86","124,594,374.55","239,706,743.78","188,521,458.60","134,053,143.98","207,421,027.72","129,872,575.39","132,293,235.74","65,576,145.46","92,981,182.74","86,343,042.08","85,294,138.34","39,085,135.60","126,182,871.70","81,756,226.67","85,589,051.69","102,751,798.81","119,988,126.21","57,795,682.25","35,146,888.76","22,827,025.20","22,633,142.41","21,766,183.86","12,708,554.42","11,042,722.61","11,550,892.07"
应付票据,"1,013,822.72",,,,"195,587,476.85",,,"25,000,000.00","163,000,000.00","194,000,000.00","51,000,000.00","24,000,000.00",,"78,000,000.00","140,000,000.00","100,000,000.00","104,000,000.00","278,375,358.91","367,245,444.52","172,000,000.00","306,500,000.00","224,500,000.00","321,220,000.00","241,600,000.00","385,491,720.00","562,491,720.00","443,400,000.00","357,750,000.00","326,350,000.00","371,500,000.00","398,150,000.00","650,850,000.00","509,000,000.00","489,000,000.00","372,390,000.00","934,500,000.00","799,000,000.00","883,000,000.00","506,800,000.00","1,286,500,000.00","1,136,000,000.00","1,126,000,000.00","1,163,515,876.79","966,000,000.00","726,500,000.00","679,000,000.00",,"293,677,940.50",
应收账款,"101,110,816.00","80,026,275.70","90,676,664.52","58,728,203.44","112,263,157.68","146,315,116.90","148,705,923.47","192,177,152.20","152,363,926.04","267,816,215.08","234,868,279.54","205,272,316.26","310,786,203.27","285,240,418.68","296,485,590.49","291,600,858.23","289,962,557.19","257,173,200.33","277,282,016.79","272,241,910.68","272,146,567.94","298,422,154.55","283,237,920.05","390,934,101.39","453,178,449.35","324,962,091.32","425,449,756.88","217,508,227.09","220,385,554.71","220,624,024.63","251,988,510.65","528,868,455.22","476,080,202.69","531,995,293.27","447,649,744.87","852,012,317.84","769,976,468.02","816,118,692.96","727,586,542.62","179,653,880.51","112,157,790.35","359,164,160.57","386,323,204.65","152,859,674.13","160,355,375.65","122,291,666.20","202,394,915.90","52,837,416.89","64,596,042.31"
应付账款,"153,662,800.18","166,094,153.93","130,090,017.56","92,340,479.23","297,115,005.38","327,407,293.84","493,060,326.14","439,743,210.10","520,177,193.08","492,556,688.52","499,102,427.79","484,795,155.07","402,341,296.16","430,218,096.65","489,979,980.89","571,713,757.76","628,157,955.51","584,387,155.17","635,647,302.86","614,294,516.78","703,176,567.89","537,997,163.14","615,989,915.30","559,381,828.76","502,438,298.29","678,807,139.07","778,881,989.31","765,347,451.21","770,132,919.93","703,163,705.74","459,303,100.62","1,013,387,807.72","855,664,623.07","1,046,804,278.15","949,282,527.61","1,139,867,075.85","1,176,159,209.06","1,334,994,781.80","1,158,070,655.16","1,861,502,624.57","1,965,179,536.54","1,886,231,142.33","1,820,769,292.69","1,010,996,572.39","1,050,179,265.73","758,549,440.91",,"661,944,810.30",
预付款项,"23,880,024.77","27,955,719.53","40,764,212.32","47,886,629.55","215,494,846.25","101,600,480.79","196,401,243.45","105,243,486.31","130,808,583.42","103,510,062.60","173,834,118.84","237,631,546.90","355,842,718.26","342,990,634.39","179,187,769.71","134,392,205.91","289,734,053.36","293,616,330.89","283,277,045.44","439,591,593.51","517,730,485.03","352,980,150.24","446,695,085.21","612,275,025.30","717,842,075.70","549,189,519.64","583,689,471.43","622,095,322.62","656,400,213.37","579,202,953.42","614,553,319.08","215,891,358.21","200,853,453.41","155,906,179.99","164,698,996.01","325,373,811.71","265,861,146.78","239,149,810.78","197,091,348.03","166,451,162.82","299,839,534.68","398,107,765.44","294,691,938.90","216,949,212.54","268,171,601.44","275,622,568.31","239,753,264.71","77,890,057.30","76,005,556.21"
预收款项,"37,348,753.70","63,011,501.96","67,157,771.15","73,424,124.04","99,276,186.22","382,306,931.07","425,888,587.16","151,828,107.52","240,671,166.07","163,514,737.34","138,612,091.61","215,952,847.22","215,453,685.44","237,840,524.65","535,536,786.45","289,219,343.97","467,658,045.88","345,254,385.51","483,891,033.72","740,101,158.47","860,799,774.54","936,829,299.35","914,391,731.00","1,160,457,332.13","1,334,195,287.82","1,176,958,744.86","1,138,463,011.68","1,551,168,158.32","1,516,303,572.57","1,571,377,067.15","1,959,536,273.91","1,900,362,298.14","1,791,487,338.98","2,273,113,408.18","2,330,232,482.39","1,994,055,817.80","2,274,447,566.70","1,486,498,953.86","1,463,627,823.35","1,234,568,528.97","1,388,311,518.79","1,372,063,141.31","1,384,595,622.12","866,782,920.16","921,385,504.39","614,609,700.50","473,827,903.15","142,260,153.61","120,477,207.50"
