科目,2008年度,2009年度,2010年度,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"718,753.37","1,364,520.26","1,069,671.48","829,508.32","1,099,479.08","-2,034,468.43","-3,579,085.14","-6,048,878.86","-9,521,817.53","-12,369,086.37","-3,699,604.40","-6,065,325.66","-7,524,865.25","-10,509,691.17","-3,236,689.94","-1,057,786.41","5,790,689.37","-3,927,363.89","-1,609,695.91","5,619,841.30","5,221,838.58","4,036,807.14","1,453,214.01","453,785.91","499,803.52","-2,834,844.48","3,706,439.67","1,982,958.65","8,716,386.65","18,080,813.85","21,631,767.62","23,935,316.35"
三、利润总额,"30,607,107.96","38,954,820.29","51,804,103.26","39,943,715.00","61,183,262.68","88,855,367.05","18,853,118.59","45,331,795.98","65,766,146.18","75,867,474.63","20,725,841.17","37,654,333.51","48,241,086.83","66,972,322.64","19,056,738.69","81,385,736.09","100,502,313.17","157,603,131.93","8,459,012.66","36,656,995.62","62,976,808.17","114,780,653.62","23,519,857.70","75,096,223.15","133,228,995.99","182,152,368.73","17,401,706.88","189,309,589.51","301,504,929.01","646,929,274.48","27,254,042.96","255,856,863.07"
资产减值损失,-765.61,"119,215.71","22,117.68","343,227.32","343,227.32","254,324.39",,"254,282.95","254,282.95","698,264.15",,"327,268.70","327,268.70","595,506.59",,"-95,815.38","491,764.91","3,195,629.26","232,037.99","1,223,780.26","2,854,352.01","7,966,455.53","981,180.79","3,145,782.64","4,140,713.36","15,794,325.89","388,665.97","-465,929.46","176,493.64","43,685,731.03","-500,584.32","-9,237,227.68"
减:所得税,"4,308,521.54","5,645,992.43","9,273,708.92","6,183,896.07","9,403,639.78","12,999,502.32","2,869,989.01","7,514,431.62","10,599,087.38","12,215,245.94","3,113,237.62","5,655,931.85","7,937,415.86","10,867,751.02","3,148,543.60","20,156,692.08","28,204,409.03","48,060,244.43","1,599,405.09","9,655,567.54","19,329,651.23","30,453,502.09","7,123,081.16","19,285,212.24","37,933,989.41","53,735,249.86","7,692,033.86","37,241,662.92","67,595,444.92","126,122,986.22","14,460,290.70","43,655,037.57"
加:公允价值变动净收益,,,,,,,,,,,,,,,,,,,"-39,114.16",,,"1,026,318.85",,,,"-1,348,282.76",,,,"723,939.79",,
加:影响净利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资收益,,,,,,,,,,,,,"1,346,566.67","1,968,857.07",,"52,750.61","1,160,287.34","1,290,905.69","-108,211.40","-152,793.68","-26,820.87","3,289,304.20","-467,265.40","1,570,936.74","3,868,130.01","6,398,812.45","1,935,707.53","8,019,960.37","16,828,247.99","21,423,964.08","5,579,085.64","11,336,905.94"
四、净利润,"26,298,586.42","33,308,827.86","42,530,394.34","33,759,818.93","51,779,622.90","75,855,864.73","15,983,129.58","37,817,364.36","55,167,058.80","63,652,228.69","17,612,603.55","31,998,401.66","40,303,670.97","56,104,571.62","15,908,195.09","61,229,044.01","72,297,904.14","109,542,887.50","6,859,607.57","27,001,428.08","43,647,156.94","84,327,151.53","16,396,776.54","55,811,010.91","95,295,006.58","128,417,118.87","9,709,673.02","152,067,926.59","233,909,484.09","520,806,288.26","12,793,752.26","212,201,825.50"
其中:对联营企业和合营企业的投资权益,,,,,,,,,,,,,,,,"52,750.61","1,160,287.34","1,870,927.38",,"-152,793.68","-26,820.87","3,289,304.20","-467,265.40","1,570,936.74","3,868,130.01","3,838,305.86","824,712.90","2,298,549.21","4,108,701.44","7,774,192.46","665,292.21","-352,811.50"
归属于母公司所有者的净利润,"26,298,586.42","33,308,827.86","42,844,001.94","34,021,101.03","52,151,356.06","76,337,141.52","16,120,398.90","38,050,898.42","55,401,025.28","63,907,484.00","17,626,850.94","32,023,822.32","40,329,091.63","56,129,992.28","15,908,195.09","50,248,730.41","60,537,800.62","84,106,447.12","7,960,207.43","25,996,659.57","36,537,797.86","64,838,185.14","11,230,093.66","44,731,368.80","72,406,957.07","95,657,928.46","6,717,325.78","134,431,126.09","204,637,369.84","490,498,337.12","11,917,705.39","206,814,702.42"
影响营业利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
少数股东损益,,,"-313,607.60","-261,282.10","-371,733.16","-481,276.79","-137,269.32","-233,534.06","-233,966.48","-255,255.31","-14,247.39","-25,420.66","-25,420.66","-25,420.66",,"10,980,313.60","11,760,103.52","25,436,440.38","-1,100,599.86","1,004,768.51","7,109,359.08","19,488,966.39","5,166,682.88","11,079,642.11","22,888,049.51","32,759,190.41","2,992,347.24","17,636,800.50","29,272,114.25","30,307,951.14","876,046.87","5,387,123.08"
