科目,2011-12-31,2012-12-31,2013-12-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"94,607,622.85","97,763,041.49","117,652,447.46","172,638,371.11","966,885,564.85","213,853,799.32","201,115,276.79","263,550,080.59","165,420,778.84","226,115,211.89","156,400,938.23","198,665,865.76","274,468,941.09","258,603,036.86","374,114,545.14","372,658,521.92","406,402,793.91","403,772,060.56","554,207,553.66","425,161,751.77"
短期借款,"219,532,790.00","240,571,000.00","296,065,900.00","332,789,960.00","353,762,500.00","31,595,000.00","31,711,000.00","384,213,800.00","353,251,700.00","255,000,000.00","265,000,000.00","49,893,600.00","35,100,000.00","100,000.00","91,395,800.00","67,744,000.00","31,547,600.00","26,136,800.00","223,323,590.00","110,000,000.00"
交易性金融资产,,"3,944,901.50","14,659,166.14",,"6,324,018.55",,"733,838.06","422,297.50",,,,,,,,,,,"3,153,967.60",
交易性金融负债,,,,"1,590,174.23",,"196,990.12",,,"227,609.99","768,078.63","542,568.95","263,431.66","44,668.48",,,,,,,"18,433,008.65"
应收票据,"29,291,684.49","15,520,406.40","8,035,425.70","11,058,203.50","7,558,299.03","13,275,842.20","9,613,944.00","21,956,924.47","20,207,765.49","11,091,951.20","15,132,503.30","28,596,813.52","81,453,643.22","73,153,989.00","61,115,741.58","49,927,880.64","62,552,462.61","39,071,152.27","84,697,553.86","15,458,370.94"
应付票据,"104,300,000.00","107,950,000.00","139,432,300.00","128,168,847.38","192,800,000.00","198,100,000.00","171,400,000.00","157,500,000.00","183,055,381.80","163,695,248.30","113,739,866.50","84,606,000.00","86,706,000.00","67,600,000.00","60,850,000.00","85,502,000.00","133,902,000.00","77,900,000.00","54,000,000.00","54,000,000.00"
应收账款,"104,191,678.93","162,275,426.24","141,611,868.70","226,141,493.19","206,806,894.47","276,778,325.84","189,255,442.62","239,853,639.38","227,187,060.44","220,383,274.11","207,198,912.39","258,884,110.25","280,093,099.86","334,193,135.41","283,696,627.73","286,150,293.31","282,419,463.44","313,366,729.19","397,975,867.27","438,821,641.00"
应付账款,"119,718,534.45","153,563,169.40","145,740,181.05","242,040,681.86","212,043,911.21","221,760,214.14","206,964,331.33","259,137,112.32","245,830,636.41","248,897,457.75","259,511,426.15","225,680,251.28","229,182,784.11","247,063,879.79","243,893,776.84","214,690,202.45","181,217,351.56","183,107,057.27","184,169,486.08","179,947,278.07"
预付款项,"11,739,199.10","7,271,586.91","9,324,089.91","7,565,911.94","11,465,217.89","39,046,188.94","49,335,516.43","22,917,805.28","22,435,855.55","10,855,867.83","22,457,339.82","12,146,647.05","39,780,014.83","11,506,123.57","13,723,286.40","8,831,777.31","20,004,584.17","16,293,580.26","26,396,828.75","25,052,977.90"
预收款项,"6,887,957.92","6,686,442.66","7,998,014.75","3,894,072.19","3,857,223.92","4,640,981.99","5,073,545.23","2,601,646.43","4,031,227.36","5,404,291.67","5,667,603.46","8,188,025.51","14,512,033.04","5,105,449.12","6,436,740.08","12,390,493.87","13,080,127.38","9,347,603.81","11,528,700.62","16,603,058.35"
其他应收款,"10,128,875.65","10,061,107.30","15,656,456.97","22,010,001.52","25,887,223.08","11,906,240.97","11,868,530.98","21,379,539.71","22,678,265.29","17,039,534.67","19,005,240.65","25,341,599.79","18,487,368.53","11,190,628.09","5,812,494.18","10,170,898.45","16,178,859.93","10,289,350.88","12,850,795.55","7,724,908.63"
应付职工薪酬,"17,843,193.68","28,538,985.74","33,323,080.59","16,872,437.86","19,139,459.11","32,027,378.76","17,664,606.73","32,985,575.81","40,169,059.25","39,631,756.04","20,183,034.91","29,377,208.52","33,552,746.19","42,869,252.16","23,292,429.52","33,362,210.04","38,903,520.65","43,115,762.63","28,728,914.70","31,377,800.62"
应收关联公司款,,,,,,,,,,,,,,,,,,,,
应交税费,"12,461,052.96","7,515,497.85","10,724,051.19","11,602,332.59","5,031,678.79","5,934,749.49","13,487,901.83","16,919,540.08","9,878,436.76","8,209,565.51","12,619,968.06","10,599,602.94","16,201,106.08","14,581,059.44","28,485,760.20","10,293,220.26","16,763,784.23","16,962,316.92","37,338,627.98","10,986,332.21"
应收利息,,,,,,,,,,,,,,,,,,,,
应付利息,"690,341.49","1,091,495.26","1,192,782.68","1,453,253.98","1,289,676.74","170,078.17","206,674.58","345,191.26","996,902.86","369,819.46","344,361.13","32,603.05",,378.89,"81,049.06","251,285.31","150,176.94","92,833.90","524,991.29","101,500.00"
应收股利,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,,,,,,
存货,"248,195,655.52","298,141,031.29","362,697,727.00","374,519,752.52","406,752,945.09","473,961,656.72","462,882,774.47","520,989,021.54","548,541,293.88","572,842,139.64","600,575,377.38","553,085,991.85","493,753,580.83","458,094,985.25","489,734,862.82","533,293,151.14","536,619,609.07","542,429,771.59","510,019,633.51","522,937,289.37"
其他应付款,"4,558,320.60","5,556,603.70","7,112,804.29","5,216,108.18","21,225,185.63","5,124,889.59","4,801,103.41","127,450,436.51","48,716,483.57","11,206,276.30","13,847,041.38","13,281,220.06","9,314,757.33","7,804,113.60","7,919,540.02","43,370,385.82","51,956,083.66","47,710,044.53","51,714,695.16","47,359,854.65"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,"40,000,000.00","66,200,000.00","52,800,000.00","79,000,000.00","58,000,000.00","79,000,000.00","54,000,000.00","43,000,000.00","46,000,000.00","10,000,000.00",,,,"12,804,208.20","5,479,894.51","7,065,807.45","5,337,260.29","3,583,685.78",,
其他流动资产,"15,601,999.02","30,749,583.98","32,216,600.92","28,844,728.15","34,884,074.79","134,907,587.57","184,235,338.82","49,951,732.44","42,551,950.99","483,454,508.67","489,154,754.34","79,466,257.09","15,887,326.56","14,317,736.23","16,513,737.02","4,882,163.02","6,305,818.87","12,249,124.30","6,736,844.84","3,920,211.72"
其他流动负债,,,,,,,,,,,,,,,,,,,,
流动资产合计,"513,756,715.56","625,727,085.11","701,853,782.80","842,778,461.93","1,666,564,237.75","1,163,729,641.56","1,109,040,662.17","1,141,021,040.91","1,049,022,970.48","1,541,782,488.01","1,509,925,066.11","1,156,187,285.31","1,203,923,974.92","1,161,059,634.41","1,244,711,294.87","1,265,914,685.79","1,330,483,592.00","1,337,471,769.05","1,596,039,045.04","1,439,077,151.33"
流动负债合计,"525,992,191.10","617,673,194.61","694,389,114.55","822,627,868.27","867,149,635.40","578,550,282.26","505,309,163.11","1,024,153,302.41","932,157,438.00","743,182,493.66","691,455,870.54","421,921,943.02","424,614,095.23","397,928,341.20","467,834,990.23","474,669,605.20","472,857,904.71","407,956,104.84","591,329,005.83","468,808,832.55"
可供出售金融资产,,,,,"7,100,000.00","7,100,000.00","7,100,000.00","7,100,000.00","7,100,000.00","7,100,000.00","7,100,000.00","7,100,000.00","7,100,000.00","9,600,000.00","9,600,000.00","9,600,000.00","9,600,000.00","9,600,000.00","9,600,000.00","9,600,000.00"
长期借款,"107,150,000.00","99,800,000.00","79,000,000.00","163,000,000.00","198,000,000.00","10,000,000.00","10,000,000.00","27,500,000.00","15,500,000.00",,"40,867,148.35",,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,"61,852,645.14","54,958,961.82","48,338,723.18",,"33,669,045.04","26,371,285.83","3,289,789.95","3,289,789.95",,,,,
长期股权投资,,,"26,223,740.77","28,518,704.29","19,817,776.74","18,404,889.81","16,471,552.53",,,,,,"10,047,929.96","10,139,175.44","10,473,398.29","11,018,326.89","11,248,917.17","11,271,122.47","11,510,289.96","11,571,575.59"
专项应付款,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,,,,,
固定资产,"363,315,035.11","472,571,747.81","619,842,597.55","655,523,563.89","647,635,743.52","722,161,607.43","738,074,427.90","1,187,841,271.35","1,238,410,764.21","1,413,305,309.36","1,387,072,545.40","1,373,953,012.95","1,391,644,802.78","1,430,674,853.81","1,411,682,976.64","1,385,421,785.86","1,430,016,081.30","1,426,834,253.89","1,397,658,020.89","1,384,012,900.30"
递延所得税负债,,"622,726.55","2,574,452.33",,"2,310,819.73",,"115,555.15","66,553.12",,,,,,,,,,,"473,095.14","2,139,228.18"
在建工程,"134,231,164.14","163,463,841.21","105,220,782.65","192,788,276.64","242,876,192.62","218,463,051.26","221,201,035.44","301,674,017.64","283,950,716.43","134,376,282.72","179,613,678.29","207,692,349.48","179,830,012.47","153,202,066.20","159,391,451.68","169,515,657.70","104,892,371.66","89,562,787.91","97,739,865.40","102,522,183.66"
其他非流动负债,"19,897,856.76","28,166,697.16","38,300,627.95","36,066,992.65","31,159,974.28",,,,,,,,,,,,,,,
工程物资,"29,704,069.07","9,977,567.10","27,552,213.24","22,385,038.84","19,416,753.45","19,844,444.98","22,108,098.40","29,759,068.99","30,066,651.93","30,759,736.34","23,058,004.62","22,322,760.04","21,936,973.18","20,277,768.11","19,369,958.27","18,905,586.26","19,006,538.46","10,128,899.68","9,966,530.39","13,284,979.89"
非流动负债合计,"127,047,856.76","128,589,423.71","119,875,080.28","199,066,992.65","231,470,794.01","46,432,004.99","43,874,339.74","118,695,529.71","96,876,291.50","76,282,004.81","67,757,190.73","61,796,348.17","53,404,055.10","34,083,805.09","37,161,717.63","45,139,992.71","43,199,071.08","53,815,240.66","52,254,088.71","62,068,527.29"
固定资产清理,,,,,"700,271.73",,"66,875.67","161,288.52",,,"1,840.19","153,574.17","226,066.41",,"876,407.37",,"305,671.36",,"321,377.35",
负债合计,"653,040,047.86","746,262,618.32","814,264,194.83","1,021,694,860.92","1,098,620,429.41","624,982,287.25","549,183,502.85","1,142,848,832.12","1,029,033,729.50","819,464,498.47","759,213,061.27","483,718,291.19","478,018,150.33","432,012,146.29","504,996,707.86","519,809,597.91","516,056,975.79","461,771,345.50","643,583,094.54","530,877,359.84"
生产性生物资产,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"155,820,000.00","155,820,000.00","155,820,000.00","155,820,000.00","207,780,000.00","207,780,000.00","207,780,000.00","207,780,000.00","207,780,000.00","221,573,103.00","221,573,103.00","443,146,206.00","443,146,206.00","443,146,206.00","443,146,206.00","447,846,206.00","447,846,206.00","447,846,206.00","447,846,206.00","806,123,171.00"
油气资产,,,,,,,,,,,,,,,,,,,,
资本公积,"198,915.33","198,915.33","198,915.33","198,915.33","700,904,820.18","700,904,820.18","700,904,820.18","700,904,820.18","700,904,820.18","1,464,774,066.91","1,464,774,066.91","1,243,200,963.91","1,243,200,963.91","1,243,200,963.91","1,243,200,963.91","1,274,878,963.91","1,281,039,163.91","1,287,199,363.91","1,291,413,913.91","936,717,329.05"
无形资产,"71,206,517.58","69,845,115.56","68,046,498.59","53,903,265.82","53,584,285.79","55,187,841.20","55,535,961.07","123,598,369.99","122,425,655.50","121,983,361.99","164,877,349.46","163,151,323.61","162,908,186.27","154,231,830.51","210,880,631.96","209,965,025.47","207,938,324.33","207,547,056.43","205,327,212.99","203,569,209.93"
盈余公积,"60,510,386.86","71,804,426.42","86,797,713.61","86,797,713.61","86,797,713.61","107,248,574.35","107,248,574.35","107,248,574.35","107,248,574.35","127,073,319.41","127,073,319.41","127,073,319.41","127,073,319.41","137,726,128.13","137,726,128.13","137,726,128.13","137,726,128.13","142,884,462.96","142,884,462.96","142,884,462.96"
开发支出,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,"36,378,000.00","36,378,000.00","36,378,000.00","36,378,000.00","36,378,000.00"
商誉,,,,,,,,"5,956,985.16","5,956,985.16","6,669,618.35","6,669,618.35","6,669,618.35","6,669,618.35","6,669,618.35","6,669,618.35","6,669,618.35","6,669,618.35","6,669,618.35","6,669,618.35","6,669,618.35"
未分配利润,"229,414,141.99","354,376,887.33","479,602,474.47","518,927,841.56","551,014,781.38","556,561,536.04","597,083,327.21","626,875,635.86","683,872,468.22","695,260,095.50","733,139,170.90","666,832,576.38","715,076,160.04","729,615,816.82","771,816,036.67","758,709,372.27","799,225,115.08","827,748,124.53","879,338,663.67","826,927,691.20"
长期待摊费用,"349,238.26",,,,,,,,,,,,"1,512,985.20","1,480,555.47","1,398,366.57","1,316,177.67","1,233,988.77","1,151,799.87","1,069,610.97","987,422.07"
少数股东权益,"3,781,251.85","4,484,807.07","4,157,117.32","5,288,625.43","4,605,211.75","2,408,413.45","2,086,114.26",,,,,,"6,531,586.26","6,688,263.98","6,571,050.96","6,228,557.63","5,895,894.46","5,636,692.02","4,990,438.49","4,944,106.90"
递延所得税资产,"1,016,045.75","1,753,085.09","2,276,701.39","3,071,543.56","2,351,036.91","3,339,128.44","3,032,699.08","2,371,008.55","3,308,203.43","3,527,996.00","3,283,425.64","3,410,355.35","4,138,481.83","4,602,564.94","4,835,346.91","3,897,848.38","4,272,112.57","4,370,285.94","5,092,119.13","7,985,656.63"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,"75,719,271.91","31,456,134.51","30,512,997.14","29,569,859.78","46,868,567.08","34,033,099.62","32,740,447.70","31,797,310.34","37,904,274.98","38,056,371.62","38,811,007.26"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"599,822,069.91","717,611,356.77","849,162,534.19","956,190,393.04","993,482,060.76","1,044,500,963.12","1,063,590,650.09","1,658,462,010.20","1,691,218,976.66","1,793,441,576.67","1,803,132,596.46","1,814,965,991.09","1,815,584,916.23","1,837,746,999.91","1,869,211,255.66","1,849,050,474.28","1,826,980,934.31","1,805,040,099.52","1,783,011,017.05","1,779,014,553.68"
所有者权益(或股东权益)合计,"460,538,737.61","597,075,823.56","736,752,122.16","777,273,994.05","1,561,425,869.10","1,583,248,317.43","1,623,447,809.41","1,656,634,218.99","1,711,208,217.64","2,515,759,566.21","2,553,844,601.30","2,487,434,985.21","2,541,490,740.82","2,566,794,488.03","2,608,925,842.67","2,595,155,562.16","2,641,407,550.52","2,680,740,523.07","2,735,466,967.55","2,687,214,345.17"
资产总计,"1,113,578,785.47","1,343,338,441.88","1,551,016,316.99","1,798,968,854.97","2,660,046,298.51","2,208,230,604.68","2,172,631,312.26","2,799,483,051.11","2,740,241,947.14","3,335,224,064.68","3,313,057,662.57","2,971,153,276.40","3,019,508,891.15","2,998,806,634.32","3,113,922,550.53","3,114,965,160.07","3,157,464,526.31","3,142,511,868.57","3,379,050,062.09","3,218,091,705.01"
负债和所有者(或股东权益)合计,"1,113,578,785.47","1,343,338,441.88","1,551,016,316.99","1,798,968,854.97","2,660,046,298.51","2,208,230,604.68","2,172,631,312.26","2,799,483,051.11","2,740,241,947.14","3,335,224,064.68","3,313,057,662.57","2,971,153,276.40","3,019,508,891.15","2,998,806,634.32","3,113,922,550.53","3,114,965,160.07","3,157,464,526.31","3,142,511,868.57","3,379,050,062.09","3,218,091,705.01"
