科目,2007-12-31,2008-12-31,2009-12-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"15,842,494.47","45,247,889.12","56,673,119.27","59,136,092.75","40,599,759.69","343,799,415.20","287,637,508.93","266,829,719.85","278,314,930.82","257,651,195.34","222,988,739.86","245,374,278.57","214,705,330.58","146,473,687.99","85,554,441.42","48,260,693.56","61,446,808.98","61,311,804.50","34,553,790.87","43,037,468.91","21,810,233.00","44,789,465.67","35,592,665.80","19,442,773.97","22,197,178.88","193,820,661.55","382,842,316.31","476,201,244.78","2,419,945,682.01","2,176,951,572.21","2,290,752,536.15","791,781,549.72","920,385,651.35"
短期借款,"112,000,000.00","139,000,000.00","110,000,000.00","99,000,000.00","106,000,000.00",,,,,,,,,,,"12,300,000.00","43,179,972.81","49,179,972.81","49,179,972.81","73,579,972.81","73,000,000.00","78,000,000.00","57,700,000.00","54,000,000.00","42,000,000.00",,,,,,"19,000,000.00","143,500,000.00","219,500,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,"309,180.00","11,671,226.00","1,000,000.00","13,810,011.00","19,225,800.00","51,058,550.00","21,085,390.00","36,809,300.00","34,369,000.00","21,614,850.00","36,850,554.26","39,236,200.00","42,677,600.00","30,557,032.00","21,358,711.00","22,901,590.00","10,083,565.00","9,300,000.00","11,353,032.00","12,918,020.00","12,301,500.00","19,900,000.00","33,840,000.00","1,200,000.00",,,,,,,
应付票据,"15,715,000.00","10,000,000.00",,"11,640,000.00","3,200,000.00","3,200,000.00",,,,"4,440,000.00","7,216,387.00","3,860,887.00","3,349,980.00","2,265,480.00","989,380.00","989,380.00","12,572,145.00","23,678,161.38","20,672,522.68","16,784,886.16","25,321,749.26","26,572,252.80","27,128,525.49","25,518,234.76","19,181,715.78","21,816,946.80","13,104,306.26",,,,,,
应收账款,"31,431,092.92","58,956,235.51","64,550,813.52","65,960,865.18","75,332,189.52","83,653,313.25","95,831,201.80","94,514,513.06","97,399,604.44","88,952,735.26","74,810,316.05","90,134,735.51","90,963,552.15","109,366,179.81","101,552,699.27","109,625,153.95","119,581,775.96","129,069,183.94","136,835,125.34","139,693,702.90","141,592,594.55","131,110,652.63","122,120,470.68","144,554,723.57","131,351,517.70","373,271,897.95","386,362,438.92","350,345,812.17","417,795,435.18","527,295,280.89","593,459,644.95","474,169,197.18","771,420,783.56"
应付账款,"23,360,692.95","17,472,332.47","22,565,948.07","22,570,283.37","15,500,697.78","17,626,541.38","18,090,178.04","21,113,659.36","25,139,262.13","15,603,650.20","17,543,323.44","21,041,448.61","19,742,411.15","17,386,954.48","23,297,419.36","30,339,673.70","35,037,647.59","96,082,308.36","91,347,170.42","88,173,662.03","81,734,684.33","76,415,807.66","51,224,300.10","59,657,954.68","73,408,485.83","316,327,964.40","366,500,025.06","417,487,979.57","383,654,000.73","378,382,646.94","444,484,591.26","457,318,710.21","371,715,413.48"
预付款项,"18,245,640.69","30,576,799.20","10,935,682.64","10,532,896.10","15,059,776.27","19,456,004.59","36,290,717.48","38,351,987.81","44,646,523.10","57,070,666.75","113,896,046.57","50,857,117.83","26,749,178.46","30,196,527.24","33,763,659.93","21,853,317.16","29,963,105.31","27,847,611.18","24,516,861.41","26,175,770.76","19,802,174.83","11,674,851.26","5,563,148.57","7,232,251.80","4,399,556.89","20,085,526.85","41,499,039.02","51,779,860.60","61,374,695.11","58,620,752.89","73,466,136.37","82,968,987.11","212,552,707.58"
预收款项,"21,391,551.36","29,180,496.72","6,596,385.89","5,613,990.05","4,973,306.15","6,094,612.35","6,611,463.62","6,592,091.12","4,764,595.02","1,711,342.12","1,946,182.54","2,504,665.40","3,929,847.30","3,822,904.75","566,873.69","1,756,605.10","1,605,629.32","2,046,708.53","806,904.73","1,416,802.85","1,411,603.79","1,054,868.39","221,223.26","1,575,929.72","5,497,496.11","652,654.16","4,534,097.23","5,208,780.71","2,788,210.10","8,954,771.62","8,122,655.89","11,287,464.72","15,170,797.66"
其他应收款,"77,802,802.86","60,748,743.50","512,882.81","910,716.28","1,506,078.83","114,864.53","345,632.64","344,424.54","207,811.64","464,699.60","295,608.75","412,182.15","955,094.05","368,358.97","807,154.20","1,508,616.36","1,580,015.56","2,015,025.35","1,212,290.95","1,329,474.81","1,096,105.93","847,063.92","1,485,193.41","1,639,152.37","11,033,161.01","29,445,355.94","38,047,337.47","68,639,013.63","83,976,634.76","122,333,616.52","220,301,621.82","283,984,168.41","123,667,943.83"
