科目,2009-12-31,2010-12-31,2011-12-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
应收利息,,,"2,663,656.72","13,058,828.99","26,818,121.35","30,537,913.41","34,910,385.55","8,814,003.46","11,410,646.08","7,328,683.49","4,253,359.71","3,012,161.34","4,504,109.59",,"1,883,500.00",,,,,,,"6,575.34",450.00,,,"300,821.92","295,890.41","744,657.53"
应付利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收股利,,,,,,,,"539,568.25",,,,,,,,,,,,,,"5,600,000.00","5,600,000.00",,,,,
应付股利,,,,,,,,"152,032,520.20","903,518.55","903,518.55",,,,,,"99,638,635.99","34,450,000.00",,"2,300,000.00","82,926,829.20",,,"4,900,000.00",,,,"6,800,000.00","2,800,000.00"
存货,"65,784.00","300,000.00","88,832.50","2,323,408.55","2,122,191.05","1,749,121.43","2,012,447.37","1,967,436.77","2,832,858.38","2,062,002.59","2,215,023.92","3,115,622.06","3,980,552.43","3,403,509.07","4,334,620.86","4,494,769.29","4,724,810.31","4,848,947.99","5,274,586.05","5,863,069.71","8,347,053.77","7,290,403.47","7,114,389.37","14,770,195.68","14,927,701.50","14,602,046.15","14,736,553.45","15,553,215.71"
其他应付款,"5,895,605.85","14,737,970.16","9,070,449.43","14,540,593.41","12,213,660.72","16,688,087.12","21,170,320.47","23,236,609.60","15,617,184.88","94,996,899.60","126,263,095.16","116,618,476.41","285,512,981.63","180,252,799.22","162,644,615.84","150,080,665.35","75,264,109.39","67,584,014.99","58,317,590.52","81,347,641.34","58,551,887.59","39,549,366.10","35,862,038.08","37,039,217.20","27,911,552.17","27,637,289.94","23,106,557.99","27,978,211.06"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,"366,210.78","249,750.35","133,289.90",,,,,,,,,,,,
其他流动资产,,,,,,,,,,"12,322,132.41","704,682,391.96","605,435,926.25","943,131,935.06","393,697,366.33","393,332,444.57","215,233,112.66","459,720,266.12","575,174,215.01","728,891,721.68","713,469,197.72","1,134,798,284.45","1,628,560,158.93","1,578,307,641.11","1,539,072,238.53","1,570,988,460.25","1,472,814,455.34","1,643,956,717.45","1,555,862,168.60"
其他流动负债,,,,,,,,,,,"500,000.00",,,"156,862.75","182,636.93",,,"18,100,179.60","11,827,350.72","13,646,028.06","16,904,278.58","6,103,876.18","417,746.92","2,113,248.60","1,991,282.30",,,
流动资产合计,"119,547,426.85","578,427,341.37","786,293,437.67","2,105,535,674.91","2,177,764,407.22","2,336,167,632.22","2,333,606,421.58","2,342,449,731.60","2,266,727,573.02","2,267,903,960.47","2,334,068,331.42","2,059,005,683.85","2,414,846,377.13","2,470,465,495.97","2,432,761,875.85","2,395,219,052.51","2,273,724,988.78","2,422,734,870.31","1,736,924,738.29","2,112,197,564.74","2,179,907,768.74","2,592,327,029.11","2,501,941,901.42","2,409,371,641.17","2,374,264,889.27","2,527,398,477.87","2,436,676,385.10","2,450,140,502.79"
流动负债合计,"37,908,233.29","100,172,792.12","181,879,373.46","169,880,844.22","173,613,729.19","257,571,281.97","242,748,259.70","366,993,336.08","246,675,951.30","352,104,451.44","352,272,890.36","353,301,899.71","578,562,181.56","521,405,815.42","497,160,280.66","550,711,758.49","430,537,636.31","470,764,908.85","399,972,576.26","527,271,634.03","419,935,039.05","520,251,674.71","510,307,957.15","474,483,217.58","461,006,729.34","661,109,792.59","626,207,503.62","605,314,043.56"
可供出售金融资产,,,,,,"54,132.30","51,779.93","30,049,726.68","30,052,743.25","65,599,702.51","59,104,066.46","84,483,410.80","86,333,264.02","61,572,365.22","75,591,436.16","44,426,000.00","42,356,200.00","18,750,000.00","18,750,000.00","91,060,000.00","91,060,000.00","88,380,000.00","99,450,000.00","136,200,000.00","136,200,000.00","124,900,000.00","121,390,000.00","127,650,000.00"
长期借款,,,,,,,,,,,,,,,,,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,"20,052,195.05","51,660.00","20,531,143.40","20,589,104.68","19,531,657.43","743,337,756.68","369,592,896.08","244,057,657.38","52,251,508.33","56,909.03","15,000,147.35","11,829,635.78","56,355.53","54,445.95","54,455.18"
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期股权投资,,"11,500,000.00","11,500,000.00","11,500,000.00","9,500,000.00","9,500,000.00","28,130,000.00","28,130,000.00","48,130,000.00","27,335,000.00","27,335,000.00","27,335,000.00","681,026.15","25,497,296.00","25,845,339.24","28,648,186.15","97,119,066.18","113,222,219.05","182,205,544.63","189,431,449.14","198,779,065.93","202,356,220.02","201,028,663.45","393,493,600.61","433,379,142.89","454,740,263.38","444,928,898.89","440,536,240.33"
专项应付款,,,,,,"322,388.00","522,388.00","201,001.00","1,001.00","1,001.00","1,001.00","1,001.00",,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,,,"766,435.52","766,435.52",,,,,,,,,
固定资产,"31,913,760.35","41,218,277.98","46,384,303.28","62,356,377.11","63,481,476.39","68,857,053.25","69,726,805.76","81,839,963.55","85,708,071.64","89,738,660.43","87,802,424.72","90,024,551.73","98,149,451.76","143,531,882.15","140,534,239.86","141,386,496.92","135,745,140.49","176,899,931.11","173,658,674.42","170,603,482.75","163,064,204.90","157,066,319.40","156,640,921.02","153,861,945.90","146,595,133.95","136,178,012.80","128,245,259.54","129,700,246.55"
递延所得税负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,
在建工程,,,,,,,,,,,,,,,,,,,,,,,,,,,,
其他非流动负债,,,,,,,,,,"1,000,000.00","15,000,000.00","15,500,000.00","15,497,633.10",,,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,,,,,,"322,388.00","522,388.00","201,001.00","1,001.00","1,001,001.00","15,001,001.00","15,501,001.00","15,497,633.10","16,610,000.00","16,520,000.00","16,430,000.00","16,340,000.00","16,783,102.24","16,683,102.25","15,816,666.74","15,166,666.75","35,466,163.09","35,366,163.10","32,418,027.54","31,725,070.16","33,104,008.38","32,663,653.00","24,243,247.62"
固定资产清理,,,,,,,,,,,,,,,,,,,,,,,,"2,455.56","2,455.56",,,
负债合计,"37,908,233.29","100,172,792.12","181,879,373.46","169,880,844.22","173,613,729.19","257,893,669.97","243,270,647.70","367,194,337.08","246,676,952.30","353,105,452.44","367,273,891.36","368,802,900.71","594,059,814.66","538,015,815.42","513,680,280.66","567,141,758.49","446,877,636.31","487,548,011.09","416,655,678.51","543,088,300.77","435,101,705.80","555,717,837.80","545,674,120.25","506,901,245.12","492,731,799.50","694,213,800.97","658,871,156.62","629,557,291.18"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"100,000,000.00","207,317,073.00","207,317,073.00","276,422,764.00","276,422,764.00","276,422,764.00","276,422,764.00","276,422,764.00","276,422,764.00","276,422,764.00","276,422,764.00","552,845,528.00","552,845,528.00","552,845,528.00","552,845,528.00","552,845,528.00","1,105,691,056.00","1,105,691,056.00","1,105,691,056.00","1,105,691,056.00","1,105,691,056.00","1,105,691,056.00","1,105,691,056.00","1,105,691,056.00","1,105,691,056.00","1,105,691,056.00","1,105,691,056.00","1,105,691,056.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,,"232,735,842.21","232,735,842.21","1,504,098,922.19","1,504,098,922.19","1,504,098,922.19","1,504,098,922.19","1,504,098,922.19","1,504,098,922.19","1,539,645,678.50","1,533,149,276.77","1,253,380,809.73","1,246,245,858.19","1,297,850,678.37","1,297,850,678.37","1,297,850,678.37","745,005,150.37","745,005,150.37","745,005,150.37","745,005,150.37","745,005,150.37","745,005,150.37","745,005,150.37","745,005,150.37","745,005,150.37","745,005,150.37","745,005,150.37","745,005,150.37"
无形资产,"10,915,405.63","11,100,954.99","12,917,240.52","11,622,280.08","11,815,298.45","15,777,050.25","16,056,607.99","15,092,599.68","14,313,510.70","56,293,461.09","56,895,341.15","95,896,604.72","99,864,682.47","100,495,245.71","97,360,775.87","93,831,048.94","88,305,165.90","86,518,152.49","86,780,513.61","87,806,569.48","85,088,927.07","84,954,098.98","82,990,002.83","43,417,561.31","40,758,922.17","19,083,296.05","17,900,179.04","18,745,508.73"
盈余公积,"5,854,548.26","8,249,893.45","23,032,864.52","23,032,864.52","23,032,864.52","44,435,470.89","44,435,470.89","44,435,470.89","44,435,470.89","71,219,350.11","71,219,350.11","71,219,350.11","71,219,350.11","96,947,353.27","96,947,353.27","96,947,353.27","96,947,353.27","127,231,794.30","127,231,794.30","127,231,794.30","127,231,794.30","145,170,857.97","135,326,663.64","145,170,857.97","145,170,857.97","156,252,314.32","156,252,314.32","156,252,314.32"
开发支出,,,,"1,604,558.35","2,703,150.37",,,,,,,,,,,,,"2,470,419.83","2,470,419.83","1,173,816.79",,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,"197,516,318.36","197,516,318.36","198,023,403.12","220,420,334.22","388,787,781.30","398,741,004.54","398,741,751.37","376,270,794.33","376,270,794.33","207,977,373.19","207,977,373.19","207,977,373.19","135,044,985.26","135,044,985.26",,,,,
未分配利润,"19,262,570.96","83,462,722.98","191,987,637.00","194,701,795.72","258,122,619.04","318,695,872.13","353,080,540.45","267,142,097.91","335,869,064.70","412,746,001.99","457,795,487.38","370,741,678.03","454,165,244.35","579,029,167.99","586,578,421.07","537,670,164.45","631,814,110.01","722,985,440.45","761,755,096.74","671,630,490.01","715,181,569.14","728,122,463.21","692,788,764.95","699,512,610.80","694,543,026.04","756,693,337.76","698,819,238.38","733,455,757.72"
长期待摊费用,"7,057,124.55","6,189,568.56","7,913,660.33","7,840,703.23","8,139,464.71","10,844,239.92","9,743,445.60","8,987,895.02","8,968,045.00","6,664,234.47","7,732,458.07","6,823,123.34","8,749,964.87","6,920,225.95","13,538,183.29","7,983,938.69","12,480,012.53","48,213,721.53","47,770,521.43","37,952,031.52","36,985,989.43","36,052,570.01","36,701,612.45","29,654,894.88","26,833,971.46","39,144,428.18","35,874,468.63","33,105,475.82"
少数股东权益,"6,893,532.47","17,902,663.92","30,978,280.82","34,434,029.06","39,807,535.59","43,144,951.50","40,936,105.22","53,914,268.28","54,576,603.21","137,849,939.31","144,676,135.14","174,952,333.36","242,549,956.52","442,055,361.37","500,806,622.00","453,888,231.34","394,923,785.99","421,368,588.94","388,704,187.06","393,167,239.38","398,723,258.00","409,657,462.42","318,416,278.74","292,961,280.99","301,022,278.82","171,861,867.08","152,572,430.33","164,228,094.26"
递延所得税资产,"909,562.48","2,435,947.57","3,440,790.61","2,304,668.16","2,448,695.52","3,637,939.42","3,637,939.42","4,183,258.34","6,215,733.00","2,039,425.03","2,156,050.99","2,905,535.23","2,852,609.00","4,947,141.56","5,055,712.69","3,501,391.54","3,129,379.06","3,903,909.82","3,617,391.86","4,032,109.79","3,903,909.82","5,171,150.44","5,171,150.44","2,626,366.05","2,317,207.96","2,272,640.19","2,272,640.19","2,552,693.62"
外币报表折算价差,"424,394.88","1,031,102.79","518,361.40","193,042.13","754,058.13","146,396.68","-1,291,450.17","-2,474,685.48","-1,964,100.68","-2,898,423.99","-2,926,913.59","-2,445,287.15","-4,188,042.21",,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,"75,000,000.00","75,000,000.00","225,000,000.00","225,000,000.00","293,277,473.84","376,026,334.25","381,656,446.61","379,528,048.05","335,044,560.12","335,954,360.70","332,173,229.06","334,661,304.40","345,721,934.00","345,721,934.00","339,763,006.02","339,763,006.02","347,184,635.61","347,184,635.61","350,653,243.28"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"50,795,853.01","72,444,749.10","82,155,994.74","97,228,586.93","98,088,085.44","108,670,415.14","127,346,578.70","168,283,443.27","193,388,103.59","520,186,801.89","513,541,659.75","730,491,628.94","742,051,332.49","1,045,081,606.78","1,132,744,685.90","1,120,706,403.62","1,155,522,911.22","1,180,825,365.71","1,802,522,556.35","1,491,802,957.80","1,365,578,432.12","1,106,998,786.44","1,062,806,178.48","1,114,019,977.68","1,137,679,475.79","1,123,559,631.74","1,097,850,527.85","1,102,997,863.51"
所有者权益(或股东权益)合计,"132,435,046.57","550,699,298.35","686,570,058.95","2,032,883,417.62","2,102,238,763.47","2,186,944,377.39","2,217,682,352.58","2,143,538,837.79","2,213,438,724.31","2,434,985,309.92","2,480,336,099.81","2,420,694,412.08","2,562,837,894.96","2,977,531,287.33","3,051,826,281.09","2,948,783,697.64","2,982,370,263.69","3,116,012,224.93","3,122,791,616.13","3,060,912,221.77","3,110,384,495.06","3,143,607,977.75","3,019,073,959.65","3,016,490,373.73","3,019,212,565.56","2,956,744,308.64","2,875,655,756.33","2,923,581,075.12"
资产总计,"170,343,279.86","650,872,090.47","868,449,432.41","2,202,764,261.84","2,275,852,492.66","2,444,838,047.36","2,460,953,000.28","2,510,733,174.87","2,460,115,676.61","2,788,090,762.36","2,847,609,991.17","2,789,497,312.79","3,156,897,709.62","3,515,547,102.75","3,565,506,561.75","3,515,925,456.13","3,429,247,900.00","3,603,560,236.02","3,539,447,294.64","3,604,000,522.54","3,545,486,200.86","3,699,325,815.55","3,564,748,079.90","3,523,391,618.85","3,511,944,365.06","3,650,958,109.61","3,534,526,912.95","3,553,138,366.30"
负债和所有者(或股东权益)合计,"170,343,279.86","650,872,090.47","868,449,432.41","2,202,764,261.84","2,275,852,492.66","2,444,838,047.36","2,460,953,000.28","2,510,733,174.87","2,460,115,676.61","2,788,090,762.36","2,847,609,991.17","2,789,497,312.79","3,156,897,709.62","3,515,547,102.75","3,565,506,561.75","3,515,925,456.13","3,429,247,900.00","3,603,560,236.02","3,539,447,294.64","3,604,000,522.54","3,545,486,200.86","3,699,325,815.55","3,564,748,079.90","3,523,391,618.85","3,511,944,365.06","3,650,958,109.61","3,534,526,912.95","3,553,138,366.30"
