科目,2011年度,2012年度,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
经营活动产生的现金流量净额,"272,961,923.79","155,991,089.61","139,456,702.46","-115,686,930.03","-178,689,391.15","-169,088,593.43","83,809,425.71","-62,713,888.04","-126,491,662.00","-159,602,775.47","108,939,206.93","48,333,956.45","-31,809,808.68","38,049,871.98","305,911,537.33","-91,302,424.11","-82,469,196.08","-31,532,119.32","266,771,742.69","-81,574,043.57"
分配股利、利润或偿还利息支付的现金,"87,647,767.57","94,914,647.72","34,622,288.37",,"7,509,810.76","11,627,540.86","30,785,755.86","2,660,004.94","52,150,036.76","58,363,982.83","62,665,879.89","2,930,646.64","51,981,759.71","56,108,119.84","58,557,134.19","28,273.39","49,327,084.64","49,587,347.57","57,380,962.74","1,717,102.97"
收回投资收到的现金,"400,000.00",,,,,,,,,,"15,060,724.33",,,,,,"7,039,195.51","7,039,195.51","1,640,000,000.00","277,000,000.00"
支付其他与筹资活动有关的现金,"2,200,000.00",,,,"12,641.51","3,150,542.61","14,222,333.00",,,"29,705.26","25,562,500.00","1,500,000.00",,"5,894.61","58,078,680.00",,"6,000,000.00","6,000,000.00","6,000,000.00",
取得投资收益收到的现金,,,,,,,,,"3,178,866.27","-775,340.10",,,,,"1,487,912.33","1,513,534.23","3,210,712.31","4,974,616.42","7,199,273.96","665,863.02"
筹资活动现金流出小计,"667,847,767.57","709,914,647.72","718,622,288.37",,"260,522,452.27","782,778,083.47","979,008,088.86","186,530,004.94","239,020,036.76","338,263,688.09","557,098,379.89","199,430,646.64","296,981,759.71","736,614,014.45","1,018,135,814.19","28,273.39","55,327,084.64","56,087,347.57","157,880,962.74","31,717,102.97"
处置固定资产、无形资产和其他长期资产收回的现金净额,"361,499.29","1,609,418.02","568,404.40",,"1,297,502.04","1,561,056.24","4,741,569.62","363,645.50","512,435.50","726,708.70","833,274.04","422,706.62","465,999.52","551,549.52","52,964,994.31",,"151,991.00","6,270,509.00","10,301,693.84","57,888,023.27"
筹资活动产生的现金流量净额,"-90,847,767.57","-514,647.72","12,377,711.63","-18,535,986.32","49,098,449.71","174,128,360.30","-22,238,088.86","39,969,995.06","171,792,463.24","266,636,872.20","189,714,120.11","-34,430,646.64","-51,981,759.71","957,604,885.74","680,404,585.81","-28,273.39","4,672,915.36","94,079,165.78","56,119,037.26","-1,717,102.97"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"-24,773.20","-53,251.06","-168,831.64",,"-24,321.69","-24,321.69","-30,873.23","-5,075.65","-5,075.65","134,231.30","200,549.32",,,-658.09,"515,321.04",-198.20,-198.20,"-52,840.20","-345,579.70",
收到其他与投资活动有关的现金,,"1,500,000.00","14,461,540.00",,,,"25,034,126.50",,,,,,"27,838,465.00","104,486,777.00","96,978,466.14",,"30,000,000.00","70,000,000.00","16,019,195.51","68,635,175.16"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"761,499.29","3,109,418.02","15,029,944.40",,"1,297,502.04","1,561,056.24","29,775,696.12","363,645.50","3,691,301.77","-48,631.40","15,893,998.37","422,706.62","28,304,464.52","105,038,326.52","151,431,372.78","1,513,534.23","40,401,898.82","88,284,320.93","1,673,520,163.31","404,189,061.45"
五、现金及现金等价物净增加额,"30,157,536.93","-22,068,911.01","-8,202,854.25","-185,588,555.10","-204,446,711.78","-81,717,014.60","-46,613,515.54","-162,433,077.93","-137,539,733.52","-76,880,573.46","47,548,162.71","-82,495,595.01","-160,751,328.01","322,413,429.64","307,150,918.42","-362,918,813.89","-402,827,921.77","-300,967,060.17","949,290.57","-20,902,883.36"
购建固定资产、无形资产和其他长期资产支付的现金,"150,887,745.38","180,601,519.86","173,198,381.10",,"76,128,950.69","88,293,516.02","129,509,675.28","102,878,474.80","146,357,480.88","143,830,990.09","219,910,208.52","96,821,611.44","105,264,224.14","125,200,301.91","169,567,906.98","35,931,452.42","73,915,557.87","160,227,803.56","235,228,289.19","189,800,798.27"
期初现金及现金等价物余额,"290,441,554.39","320,599,091.32","298,530,180.31",,"290,327,326.06","290,327,326.06","290,327,326.06","244,713,810.52","243,713,810.52","243,713,810.52","243,713,810.52","291,273,973.23","291,261,973.23","291,261,973.23","291,261,973.23","598,412,891.65","598,412,891.65","598,412,891.65","598,412,891.65","599,362,182.22"
投资支付的现金,,,"1,700,000.00",,,,,"37,169,280.00","40,169,280.00","40,169,280.00","11,200,000.00",,,"204,000,000.00","230,000,000.00",,,,"1,696,150,000.00","152,000,000.00"
期末现金及现金等价物余额,"320,599,091.32","298,530,180.31","290,327,326.06",,"85,880,614.28","208,610,311.46","243,713,810.52","82,280,732.59","106,174,077.00","166,833,237.06","291,261,973.23","208,778,378.22","130,510,645.22","613,675,402.87","598,412,891.65","235,494,077.76","195,584,969.88","297,445,831.48","599,362,182.22","578,459,298.86"
