科目,2011年度,2012年度,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
销售商品、提供劳务收到的现金,"1,069,661,440.82","1,026,733,695.06","1,022,967,897.02",,"380,136,745.91","513,023,770.65","969,232,694.50","228,809,732.97","381,087,917.63","529,747,076.41","974,950,306.17","292,655,848.60","437,158,472.54","692,902,623.15","1,297,733,106.10","339,291,758.24","523,875,068.40","774,241,112.95","1,415,571,817.80","305,444,913.04"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,"449,078,694.60","403,525,991.56",,"45,167,783.80","45,167,783.80","45,167,783.80",
收到的税费返还,,"559,114.43","759,060.24",,,"163,350.99","4,043,960.10",,,"35,887.90","2,534,158.39",,,,"191,775.18",,"328,015.66","1,250,185.24","1,453,789.64","180,964.91"
支付其他与投资活动有关的现金,"1,805,600.00",,,,,,"8,420,000.00",,,,"36,089,503.50",,,,"28,018,000.00","237,170,000.00","246,350,000.00","246,350,000.00","18,570,000.00",
收到其他与经营活动有关的现金,"37,828,108.61","22,223,198.54","17,959,454.66",,"11,747,895.21","39,755,074.35","15,306,394.11","2,905,243.02","5,906,308.14","9,555,192.01","10,545,886.04","28,801,268.29","3,820,363.04","78,026,382.19","9,851,635.98","16,177,439.29","17,230,903.61","18,815,386.66","6,951,613.13","967,034.78"
投资活动现金流出小计,"152,693,345.38","180,601,519.86","174,898,381.10",,"76,128,950.69","88,293,516.02","137,929,675.28","140,047,754.80","186,526,760.88","184,000,270.09","267,199,712.02","96,821,611.44","105,264,224.14","778,278,996.51","831,111,898.54","273,101,452.42","365,433,341.67","451,745,587.36","1,995,116,072.99","341,800,798.27"
经营活动现金流入小计,"1,107,489,549.43","1,049,516,008.03","1,041,686,411.92",,"391,884,641.12","552,942,195.99","988,583,048.71","231,714,975.99","386,994,225.77","539,338,156.32","988,030,350.60","321,457,116.89","440,978,835.58","770,929,005.34","1,307,776,517.26","355,469,197.53","541,433,987.67","794,306,684.85","1,423,977,220.57","306,592,912.73"
投资活动产生的现金流量净额,"-151,931,846.09","-177,492,101.84","-159,868,436.70","-51,382,610.66","-74,831,448.65","-86,732,459.78","-108,153,979.16","-139,684,109.30","-182,835,459.11","-184,048,901.49","-251,305,713.65","-96,398,904.82","-76,959,759.62","-673,240,669.99","-679,680,525.76","-271,587,918.19","-325,031,442.85","-363,461,266.43","-321,595,909.68","62,388,263.18"
购买商品、接受劳务支付的现金,"467,264,202.52","488,127,965.03","475,830,103.16",,"334,984,999.99","401,332,431.65","519,669,908.52","141,457,543.12","267,590,876.04","363,676,143.28","498,314,185.63","137,911,039.27","240,667,547.32","398,111,625.67","591,154,132.53","233,822,987.89","367,109,770.39","484,121,832.61","715,984,834.50","179,352,521.96"
吸收投资收到的现金,"400,000.00",,,,,"393,400,000.00","375,489,867.00",,"67,312,500.00","67,312,500.00",,,,"1,300,690,400.00","1,300,690,400.00",,,,,
支付给职工以及为职工支付的现金,"114,244,383.33","122,166,071.21","123,052,822.35",,"79,052,403.36","103,070,217.30","129,591,229.82","46,764,529.95","75,283,618.50","96,486,297.97","124,264,287.40","41,612,150.13","65,181,289.19","87,746,795.27","126,888,993.29","55,806,296.53","84,840,457.21","104,987,649.43","149,859,534.56","53,371,889.12"
取得借款收到的现金,"576,600,000.00","709,400,000.00","731,000,000.00",,"309,000,000.00","562,870,000.00","563,370,000.00","226,500,000.00","343,500,000.00","537,500,000.00","678,500,000.00","165,000,000.00","245,000,000.00","393,500,000.00","393,500,000.00",,"60,000,000.00","150,000,000.00","214,000,000.00","30,000,000.00"
支付的各项税费,"137,470,005.21","149,069,539.38","187,125,834.14",,"111,950,926.29","120,707,033.48","144,425,170.09","74,301,934.34","126,280,912.91","143,866,948.31","164,064,368.85","76,968,966.20","123,160,620.30","144,915,661.85","174,026,468.29","84,678,208.99","130,008,120.48","168,216,051.83","169,635,561.88","89,304,139.29"
收到其他与筹资活动有关的现金,,,,,"620,901.98","636,443.77","17,910,133.00",,,"88,060.29","68,312,500.00",,,"28,500.19","4,350,000.00",,,"166,513.35",,
支付其他与经营活动有关的现金,"115,549,034.58","134,161,342.80","116,220,949.81",,"44,585,702.63","96,921,106.99","111,087,314.57","31,904,856.62","44,330,480.32","94,911,542.23","92,448,301.79","16,631,004.84","43,779,187.45","102,105,050.57","109,795,385.82","72,464,128.23","41,944,835.67","68,513,270.30","121,725,546.94","66,138,405.93"
筹资活动现金流入小计,"577,000,000.00","709,400,000.00","731,000,000.00",,"309,620,901.98","956,906,443.77","956,770,000.00","226,500,000.00","410,812,500.00","604,900,560.29","746,812,500.00","165,000,000.00","245,000,000.00","1,694,218,900.19","1,698,540,400.00",,"60,000,000.00","150,166,513.35","214,000,000.00","30,000,000.00"
经营活动现金流出小计,"834,527,625.64","893,524,918.42","902,229,709.46",,"570,574,032.27","722,030,789.42","904,773,623.00","294,428,864.03","513,485,887.77","698,940,931.79","879,091,143.67","273,123,160.44","472,788,644.26","732,879,133.36","1,001,864,979.93","446,771,621.64","623,903,183.75","825,838,804.17","1,157,205,477.88","388,166,956.30"
偿还债务支付的现金,"578,000,000.00","615,000,000.00","684,000,000.00",,"253,000,000.00","768,000,000.00","934,000,000.00","183,870,000.00","186,870,000.00","279,870,000.00","468,870,000.00","195,000,000.00","245,000,000.00","680,500,000.00","901,500,000.00",,,"500,000.00","94,500,000.00","30,000,000.00"
