科目,2013-12-31,2014-12-31,2015-12-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"85,292,847.94","86,443,435.12","169,591,310.78","92,104,488.76","139,991,968.87","408,833,913.93","509,672,126.22","327,855,534.62","239,821,834.81","326,019,035.54","168,531,632.85","199,548,286.20","187,902,000.51","291,306,539.67","375,201,189.98"
短期借款,"85,395,714.00","30,000,000.00","43,935,725.33","72,922,535.33","72,922,535.33","42,916,810.00","11,600,000.00",,,,,,,,
交易性金融资产,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,
应收票据,"480,000.00","702,499.52","1,252,000.00","394,719.46","1,500,000.00","1,825,000.00","1,282,961.99","829,112.00","2,115,758.00","720,088.00","1,245,108.00","3,648,514.72","5,199,053.92","9,419,732.04","7,891,915.77"
应付票据,,,,,,,,,,,,,,,
应收账款,"38,201,523.14","45,098,704.27","58,118,663.49","75,380,548.56","68,859,063.09","67,335,435.27","67,513,681.43","90,911,558.55","93,801,644.19","89,932,350.73","88,230,106.80","123,548,286.20","125,212,660.15","130,288,951.04","140,501,117.96"
应付账款,"10,539,377.30","13,610,642.21","14,975,145.00","13,307,494.48","14,368,780.27","24,173,548.85","21,954,398.15","27,088,420.69","23,489,182.59","26,684,896.56","23,805,543.71","21,072,775.23",,"21,236,202.77",
预付款项,"17,834,380.37","14,965,128.54","20,179,670.89","38,196,818.43","57,241,531.32","31,210,016.84","39,832,117.38","41,636,974.01","67,078,797.50","47,474,507.12","111,174,068.30","79,718,888.64","98,753,885.30","54,047,679.41","94,534,264.93"
预收款项,"50,030,370.26","60,296,060.52","75,303,557.98","94,876,287.59","101,211,357.90","91,595,701.83","98,184,675.57","113,230,300.17","114,627,725.93","120,053,117.72","113,261,614.64","128,197,164.85","148,385,241.72","121,439,574.84","114,432,555.24"
其他应收款,"2,574,462.85","3,840,200.00","6,237,675.74","7,729,919.81","10,148,269.23","7,976,791.72","9,391,762.64","9,476,003.02","15,420,521.49","12,397,053.27","15,609,644.17","17,518,667.74","16,139,414.60","11,815,400.79","23,052,921.00"
