科目,2011-12-31,2012-12-31,2013-12-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
应付利息,,,,,,,,"17,466.90","58,888.78","17,610.97","18,339.52","18,810.64",,"40,304.54","7,625,541.07","6,988,108.76","7,071,846.28","7,653,175.06"
应收股利,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,,,,
存货,"119,570,242.35","170,279,535.37","154,203,826.20","160,542,080.44","193,905,082.53","203,830,513.11","192,849,770.64","181,548,087.83","249,681,772.47","269,828,441.43","273,514,026.55","264,179,761.99","271,415,780.92","265,302,034.68","588,728,774.15","613,558,888.92","792,382,233.80","707,034,811.15"
其他应付款,"5,080,449.53","7,260,340.85","10,931,277.20","8,997,154.97","7,255,695.96","12,523,532.62","12,753,827.80","13,766,313.80","13,909,685.36","9,648,677.50","9,553,829.64","12,749,857.87","12,421,553.20","11,542,567.80","94,749,175.07","620,366,127.28","599,590,629.93","652,477,461.25"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,"68,629.12","48,655.10","28,194.13","6,990.70",,,,,,,,,"80,158,952.38"
其他流动资产,,,,"7,040,975.87","7,493,583.42","22,544,201.33","152,221,256.50","141,508,011.83","306,357,789.45","66,211,704.30","473,011,813.41","214,808,794.78","298,088,648.90","151,781,466.38","239,152,274.18","353,014,475.34","303,260,486.00","182,355,756.17"
其他流动负债,,,,,,,,,,,,,,,"5,945,985.83","4,323,394.92","7,124,365.99","6,829,776.10"
流动资产合计,"291,859,342.80","396,555,152.81","505,967,399.04","545,279,548.16","566,889,699.12","1,252,806,125.95","1,302,158,029.92","1,328,397,651.26","1,269,623,729.97","1,282,536,706.58","1,309,378,427.32","1,277,556,240.90","1,282,645,601.31","863,635,371.13","1,957,207,663.02","1,944,560,819.55","2,092,197,430.76","2,252,129,324.05"
流动负债合计,"58,498,786.61","83,764,381.17","71,389,116.58","58,181,318.18","94,786,701.57","87,283,954.91","89,585,904.58","93,304,834.16","146,961,533.38","113,530,224.80","119,541,764.45","107,839,240.51","70,929,134.15","117,469,198.44","1,239,092,050.95","1,192,602,706.51","1,289,374,383.27","1,492,052,329.13"
可供出售金融资产,,,,,,,,,,,,,,,,,,
长期借款,,,,,,,,,,,,,,,"3,320,297,500.00","3,330,770,000.00","3,333,492,500.06","3,248,961,285.72"
持有至到期投资,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,
长期应付款,,"203,185.46","140,058.44","113,733.84","90,109.39",,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,,,,,,,,
专项应付款,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,,,
固定资产,"34,838,459.60","32,147,097.68","32,003,945.89","32,211,135.43","32,205,330.26","32,070,161.27","31,738,957.29","31,583,313.63","106,718,743.29","104,767,993.78","102,701,536.13","100,780,976.88","99,167,644.96","100,957,487.02","106,594,985.42","104,816,512.62","102,248,432.54","102,129,598.44"
递延所得税负债,,,,,,,,"1,177,366.80","18,347,394.03","16,851,980.26","16,620,905.36","16,389,830.46","17,191,681.70","18,532,674.54","20,667,967.70","16,512,904.47","15,253,143.22","15,011,916.94"
在建工程,"964,939.88","3,580,310.75","3,066,081.50","4,639,943.28","8,731,123.58","5,089,232.93","3,717,004.83","4,781,522.34","5,316,875.22","4,636,174.22","4,423,081.30","5,662,700.12","10,433,700.48","9,947,471.11","5,108,628.97","6,506,770.17","18,142,640.18","20,457,249.11"
其他非流动负债,"6,784,949.83",,,,,,,,,,,,,,"7,287,708.11",,,
工程物资,,,,,,,,,,"1,082,354.09","651,827.93","889,977.31","657,520.63","767,367.65","726,258.88","585,566.57","499,514.79","609,987.29"
非流动负债合计,"6,784,949.83","203,185.46","140,058.44","113,733.84","90,109.39",,,"1,177,366.80","20,014,060.69","19,212,504.24","18,814,762.66","18,417,021.08","19,052,205.64","19,773,407.80","3,349,327,242.39","3,355,311,480.46","3,356,329,566.79","3,269,895,699.87"
固定资产清理,,,,,,,,"3,751.98","6,878.83","41,849.44","28,655.42","26,129.96","27,458.92","150,104.78","146,307.28","134,007.46","127,360.13","138,005.10"
负债合计,"65,283,736.44","83,967,566.63","71,529,175.02","58,295,052.02","94,876,810.96","87,283,954.91","89,585,904.58","94,482,200.96","166,975,594.07","132,742,729.04","138,356,527.11","126,256,261.59","89,981,339.79","137,242,606.24","4,588,419,293.34","4,547,914,186.97","4,645,703,950.06","4,761,948,029.00"
生产性生物资产,,,,,,,,,,,,,,,,,,
实收资本(或股本),"110,985,000.00","110,985,000.00","110,985,000.00","110,985,000.00","110,985,000.00","147,980,000.00","147,980,000.00","147,980,000.00","147,980,000.00","147,980,000.00","147,980,000.00","147,980,000.00","147,980,000.00","147,980,000.00","147,980,000.00","147,980,000.00","152,211,564.00","152,291,564.00"
油气资产,,,,,,,,,,,,,,,,,,
资本公积,"113,155,300.80","118,244,013.17","118,244,013.17","118,244,013.17","118,244,013.17","740,532,013.17","740,532,013.17","740,532,013.17","740,532,013.17","740,532,013.17","740,532,013.17","740,532,013.17","740,532,013.17","740,532,013.17","740,532,013.17","740,532,013.17","795,408,984.49","799,682,031.40"
无形资产,"9,171,700.72","10,794,168.18","11,953,268.21","11,478,822.90","11,997,543.83","11,860,806.89","11,819,487.46","11,666,846.39","28,655,216.81","28,164,605.54","27,564,117.75","29,444,534.98","28,874,363.14","28,134,085.93","1,526,397,073.51","1,526,140,462.88","1,525,311,217.65","1,525,686,085.45"
盈余公积,"14,345,791.62","21,859,680.29","34,974,342.02","34,974,342.02","34,974,342.02","48,596,945.47","48,596,945.47","48,596,945.47","48,596,945.47","53,733,246.46","53,733,246.46","53,733,246.46","53,733,246.46","58,092,434.79","58,092,434.79","58,092,434.79","58,092,434.79","58,092,434.79"
开发支出,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,"56,610,835.32"
商誉,,,,,,,,,"37,059,258.98","32,077,277.59","32,077,277.59","32,077,277.59","32,077,277.59","32,077,277.59","2,521,467,164.31","2,521,462,844.22","2,521,462,844.22","2,525,999,128.69"
未分配利润,"57,235,304.14","144,510,895.69","246,995,773.35","301,179,856.78","313,503,254.09","349,454,047.42","390,395,927.05","400,997,281.92","404,321,017.29","434,233,849.76","456,732,653.70","446,138,543.26","484,693,112.69","513,184,883.56","542,835,711.97","542,664,016.56","554,830,110.49","688,028,653.76"
长期待摊费用,"23,276,083.65","35,174,412.63","27,910,405.54","23,596,858.07","39,003,786.29","49,419,410.50","40,820,236.00","32,060,424.03","32,034,818.28","30,876,548.98","29,556,217.19","28,142,920.73","28,086,165.80","25,655,404.93","63,402,248.72","59,283,516.43","59,727,516.79","104,614,909.16"
少数股东权益,,,,,,,,,"68,935.04","70,648.59","70,500.09",,,,"184,475,923.30","190,385,508.07","196,633,916.10","213,803,514.16"
递延所得税资产,"894,606.35","1,320,299.38","1,814,531.00","6,334,408.77","13,707,295.63","21,696,503.54","26,630,101.53","23,972,809.88","28,901,778.92","23,362,064.56","30,891,352.08","39,932,032.95","34,827,409.44","35,379,077.92","44,589,005.59","63,608,853.14","82,125,025.32","83,188,411.65"
外币报表折算价差,,"4,285.65","-12,672.38","-137,547.38","-48,641.53",,,,,,,,,,,,,
其他非流动资产,,,,,,"812,908.00","100,000.00",,,"1,629,075.42",,,,"500,266,250.00","36,800,000.00",,,"1,637,708.47"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,
非流动资产合计,"69,145,790.20","83,016,288.62","76,748,232.14","78,261,168.45","105,645,079.59","120,949,023.13","114,825,787.11","104,068,668.25","238,693,570.33","226,637,943.62","227,894,065.39","236,956,550.52","234,151,540.96","733,334,526.93","4,305,231,672.68","4,282,538,533.49","4,309,644,551.62","4,364,461,083.36"
所有者权益(或股东权益)合计,"295,721,396.56","395,603,874.80","511,186,456.16","565,245,664.59","577,657,967.75","1,286,471,194.17","1,327,397,912.45","1,337,984,118.55","1,341,341,706.23","1,376,431,921.16","1,398,915,965.60","1,388,256,529.83","1,426,815,802.48","1,459,727,291.82","1,674,020,042.36","1,679,185,166.07","1,756,138,032.32","1,854,642,378.41"
资产总计,"361,005,133.00","479,571,441.43","582,715,631.18","623,540,716.61","672,534,778.71","1,373,755,149.08","1,416,983,817.03","1,432,466,319.51","1,508,317,300.30","1,509,174,650.20","1,537,272,492.71","1,514,512,791.42","1,516,797,142.27","1,596,969,898.06","6,262,439,335.70","6,227,099,353.04","6,401,841,982.38","6,616,590,407.41"
负债和所有者(或股东权益)合计,"361,005,133.00","479,571,441.43","582,715,631.18","623,540,716.61","672,534,778.71","1,373,755,149.08","1,416,983,817.03","1,432,466,319.51","1,508,317,300.30","1,509,174,650.20","1,537,272,492.71","1,514,512,791.42","1,516,797,142.27","1,596,969,898.06","6,262,439,335.70","6,227,099,353.04","6,401,841,982.38","6,616,590,407.41"
