科目,2013-12-31,2014-12-31,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"73,398,447.87","122,433,938.13","136,849,969.22","74,736,727.28","90,379,122.39","214,080,982.57","329,055,187.72","215,858,298.96","170,589,816.70","177,267,144.54","369,230,603.17","178,171,313.14","235,240,196.48","283,187,291.53","458,496,822.73","280,573,286.32"
短期借款,"86,100,000.00","77,840,000.00","71,400,000.00","101,730,000.00","121,730,000.00","126,130,000.00","131,130,000.00","140,800,000.00","130,800,000.00","118,800,000.00","119,000,000.00","236,900,000.00","350,901,000.00","375,900,000.00","371,900,000.00","440,909,000.00"
交易性金融资产,,,,,,,,,,,,,,,,"10,500,000.00"
交易性金融负债,,,,,,,,,,,,,,,,
应收票据,,,,,,,,,,,,,"6,923,983.59","6,067,500.86","2,547,825.71","5,582,334.11"
应付票据,"1,053,273.96",,,,,,,,"5,250,000.00","9,991,000.00","46,379,862.10","26,744,627.70","10,213,676.96",,"102,478,793.59",
应收账款,"247,258,877.72","304,164,656.51","454,552,711.57","488,424,018.44","545,347,287.98","610,294,488.84","624,013,616.40","659,600,591.01","769,857,588.16","873,868,277.16","809,214,286.85","1,061,629,561.41","1,149,249,795.44","1,186,339,807.39","1,251,876,244.02","1,285,491,201.02"
应付账款,"105,096,964.08","180,456,704.32","271,679,461.70","234,842,277.49","283,224,931.08","302,598,227.72","389,889,783.01","338,944,343.84","391,767,631.62","468,059,265.34","529,371,514.92","521,884,239.08","564,710,390.95",,"709,108,384.43",
预付款项,"2,959,182.93","2,869,729.70","3,117,266.09","5,498,557.34","7,169,358.33","8,704,949.94","6,603,464.87","11,306,470.47","7,799,764.13","13,661,295.70","5,226,860.57","33,527,464.70","31,693,503.38","27,434,994.45","8,500,404.52","22,474,575.88"
预收款项,"85,601.31","927,981.80","47,245.00","39,655.00","608,045.00","608,045.00","5,140,667.97","5,846,131.67","1,924,130.61","3,246,036.16","3,192,191.53","8,778,264.71","9,841,102.83","15,929,084.44","10,817,779.86","15,852,847.43"
