科目,2013年度,2014年度,2015年度,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"224,466,713.55","255,759,947.00","257,500,417.23","127,078,589.13","169,332,612.85","374,505,307.24","75,527,013.40","180,218,159.09","426,456,310.37","632,780,976.31","69,272,993.94","181,151,888.25","303,128,537.41","504,024,762.42","198,591,926.36"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,"10,000,000.00"
收到的税费返还,,,,,,,,,,,,,,,
支付其他与投资活动有关的现金,,,,,,,,,,,,"5,000,000.00","5,000,000.00",,"1,858,483.76"
收到其他与经营活动有关的现金,"6,157,915.62","9,365,130.96","8,131,618.79","2,503,848.55","5,086,463.25","8,343,642.20","13,991,819.73","7,191,884.17","4,136,123.55","11,555,853.95","8,593,250.07","20,161,032.47","5,929,017.50","8,836,159.30","23,561,608.96"
投资活动现金流出小计,"28,106,360.23","15,603,800.74","7,922,799.66","9,735,523.69","12,153,130.07","17,409,471.40","3,378,577.64","13,858,907.46","28,277,205.37","60,897,617.03","13,143,190.07","24,768,607.81","27,520,595.58","37,784,769.90","23,645,039.75"
经营活动现金流入小计,"230,624,629.17","265,125,077.96","265,632,036.02","129,582,437.68","174,419,076.10","382,848,949.44","89,518,833.13","187,410,043.26","430,592,433.92","644,336,830.26","77,866,244.01","201,312,920.72","309,057,554.91","512,860,921.72","222,153,535.32"
投资活动产生的现金流量净额,"-28,001,924.11","-15,553,982.74","-7,515,265.48","-8,837,864.20","-11,255,470.58","-16,100,555.54","-3,330,577.64","-13,632,436.99","-27,890,094.90","-60,030,859.37","-13,143,190.07","-24,468,607.81","-27,149,236.33","-36,444,889.20","-23,632,039.75"
购买商品、接受劳务支付的现金,"106,048,383.86","153,355,813.33","136,492,053.75","88,383,618.98","135,773,852.89","217,529,432.74","163,609,319.32","259,440,280.30","441,057,043.25","497,981,473.84","162,475,323.14","318,977,495.95","439,881,775.22","608,796,565.23","203,123,045.54"
吸收投资收到的现金,,,,,,,"83,285,000.00","83,285,000.00","83,285,000.00","83,285,000.00",,,,,
