科目,2008年度,2009年度,2010年度,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
一、营业收入,"161,660,971.81","171,884,634.80","217,911,901.45","138,116,673.63","210,869,882.43","239,491,419.69","50,455,368.33","95,873,063.35","139,572,342.79","184,265,675.07","49,785,398.73","101,261,554.35","142,098,068.37","162,904,931.49","46,795,001.73","101,090,656.27","140,941,638.62","185,224,084.15","36,970,691.36","79,265,907.19","112,154,873.17","136,217,256.99","16,956,217.46","42,187,376.29","61,291,914.32","66,813,550.74","15,864,448.75","59,852,651.07","128,623,502.94"
二、营业利润,"53,277,822.18","63,706,394.85","81,776,530.66","57,899,369.50","84,069,627.71","86,471,640.47","22,151,131.88","37,940,381.46","48,545,592.38","60,360,527.19","18,929,041.34","39,190,078.74","56,884,808.27","56,090,031.52","20,293,392.82","39,277,776.74","54,870,038.79","71,729,810.85","15,144,097.73","29,162,920.29","46,788,876.88","67,943,317.14","7,484,966.08","14,972,412.86","24,253,328.60","10,875,424.47","4,810,497.72","8,990,684.15","33,511,008.30"
减:营业成本,"84,523,777.30","87,381,385.32","109,359,277.27","70,698,941.87","110,831,233.98","126,471,387.62","21,518,227.07","45,988,253.68","69,560,425.54","92,767,469.10","28,538,935.41","54,236,688.87","76,966,538.68","91,467,067.73","24,074,113.49","59,076,204.69","82,293,575.55","110,395,103.94","22,294,656.47","46,816,666.24","63,930,428.85","76,660,039.67","10,221,562.48","26,588,476.91","40,055,021.04","44,297,410.00","10,019,015.51","38,219,494.55","71,841,612.19"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"1,620,672.55","1,579,447.77","2,025,734.11","1,564,146.41","2,196,660.03","2,314,755.83","456,422.45","716,970.33","1,320,127.73","1,632,369.90","835,134.80","1,405,289.81","1,983,371.86","2,329,125.17","401,651.91","1,321,137.37","1,627,856.45","1,967,927.67","459,461.07","900,306.96","1,357,015.07","1,651,538.72","99,121.00","416,161.56","610,855.47","1,035,759.74","303,379.42","670,968.93","1,402,840.95"
营业外收入,"469,549.00","1,068,705.67","2,327,044.31","1,567,320.00","2,339,720.00","19,121,483.50","49,573.84","332,315.08","373,702.48","8,539,361.88","198,933.55","260,208.55","536,872.70","3,268,917.49","240,407.00","301,279.00","323,707.93","582,028.34",407.00,"48,186.14","479,010.80","917,487.89","200,000.00","226,448.64","308,002.10","585,107.47","289,585.66","3,034,277.04","3,163,530.00"
销售费用,"4,688,357.19","4,922,552.74","4,944,915.52","2,990,743.69","4,534,229.33","5,606,436.76","2,234,590.85","3,987,631.13","4,975,694.45","6,377,636.28","762,902.33","3,104,115.84","4,927,719.23","6,432,341.61","1,328,469.18","2,850,055.71","4,549,292.51","5,987,579.20","1,101,043.01","4,104,458.12","5,058,976.41","5,870,000.40","911,260.55","3,537,256.07","4,483,410.62","5,950,849.56","2,366,042.61","5,479,418.94","8,021,174.29"
减:营业外支出,"2,005,139.31","7,718.77","7,314.05","5,400.00","5,400.00","5,400.00",,,,,,,,"3,234.51",,,,"360,000.00",,,,"6,032.60",,"7,929.40","7,929.40","207,272.88","24,417.30","186,392.30","186,392.30"
管理费用,"17,989,366.16","14,302,694.36","15,832,993.47","7,411,209.11","11,974,254.92","19,441,659.66","5,571,153.71","14,026,459.06","15,518,520.36","20,282,596.10","4,214,719.48","9,211,482.14","13,907,699.13","19,163,136.57","4,053,878.73","8,974,366.20","13,554,270.50","19,099,190.54","4,006,123.23","9,239,668.28","14,134,984.76","19,438,105.71","5,226,457.05","9,904,195.07","13,766,194.21","20,648,899.55","5,249,353.40","13,927,784.67","24,059,164.45"
其中:非流动资产处置净损失,,,,,,,,,,,,,,"3,234.51",,,,,,,,"6,032.60",,,,"53,717.55",,"7,402.30","7,402.30"
