科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"135,766,520.30","138,888,133.52","185,595,809.86","110,180,394.20","170,772,729.86","212,138,836.01","41,276,739.34","92,388,636.15","138,231,406.16","182,047,240.50","25,803,736.31","41,174,577.58","59,883,768.25","168,274,148.12","26,101,178.27","51,417,940.98","79,708,638.61","240,998,172.52","36,418,561.74","141,369,809.72","187,866,580.48","1,670,465,408.61","397,501,727.20","651,824,761.38","1,160,874,465.03","1,713,069,938.25","621,902,178.09","891,513,757.52","1,598,132,827.74","2,019,182,017.64","515,580,514.43","808,337,947.77","1,425,422,332.69","2,010,574,876.38","524,594,521.14","779,100,312.34","1,109,243,677.43","1,385,949,325.95","318,621,946.37"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,"26,444,400.76",,,,,,,,,,,,,,,,,,,,,,,,,
收到的税费返还,,,,,,"816,062.58",,,,"1,486,027.77",,"631,736.70","1,161,590.34","1,521,832.87",,"628,499.60","835,315.21","1,568,910.57",,"978,097.66","1,249,105.75",,,,,,,,,,,,,,,,"72,482.43",,
支付其他与投资活动有关的现金,,,,,,,,,,,,,"155,844.00",,,,"158,915.12",,,,,"10,103,634.09",,,,"5,820,000.00",,,,,,,,,"43,001,030.00",,,,
收到其他与经营活动有关的现金,"14,111,938.48","8,631,923.61","26,381,819.55","14,722,975.18","14,990,767.09","25,194,946.19","1,496,210.41","4,345,650.26","7,369,228.40","19,972,386.16","542,878.97","6,320,086.92","13,254,089.67","14,676,332.42","6,929,992.61","11,204,619.85","34,033,349.12","17,702,280.31","13,019,520.24","5,487,013.81","85,492,783.41","84,159,804.24","30,279,875.23","114,248,632.94","283,074,542.29","138,771,996.85","310,846,267.62","121,742,214.07","163,320,167.91","917,962,877.13","123,618,369.48","140,816,134.86","193,552,655.38","195,871,984.65","136,626,826.04","66,382,512.32","207,822,412.52","159,964,587.83","52,849,899.51"
投资活动现金流出小计,"97,485,433.41","67,883,331.45","14,546,893.97","14,169,778.96","15,313,325.89","34,879,101.67","7,755,805.26","40,925,188.40","68,951,771.37","103,678,804.62","24,645,852.87","36,049,975.24","47,033,880.50","105,324,972.71","5,966,030.37","10,697,432.80","20,563,207.79","76,253,305.38","566,147.97","8,295,811.76","9,793,123.56","32,509,558.59","6,620,229.30","6,919,219.81","13,109,541.61","14,996,827.23","508,902.00","934,344.32","1,422,378.32","5,110,803.30","155,344,988.00","165,859,466.83","166,024,492.06","167,041,901.68","43,028,968.93","81,886.93","120,442.93","210,864.93",
经营活动现金流入小计,"149,878,458.78","147,520,057.13","211,977,629.41","124,903,369.38","185,763,496.95","238,149,844.78","42,772,949.75","96,734,286.41","145,600,634.56","203,505,654.43","26,346,615.28","48,126,401.20","74,299,448.26","184,472,313.41","33,031,170.88","63,251,060.43","114,577,302.94","260,269,363.40","49,438,081.98","147,834,921.19","274,608,469.64","1,754,625,212.85","427,781,602.43","766,073,394.32","1,443,949,007.32","1,851,841,935.10","932,748,445.71","1,013,255,971.59","1,761,452,995.65","2,937,144,894.77","639,198,883.91","949,154,082.63","1,618,974,988.07","2,206,446,861.03","661,221,347.18","845,482,824.66","1,317,138,572.38","1,545,913,913.78","371,471,845.88"
投资活动产生的现金流量净额,"-97,485,433.41","-67,883,331.45","-14,546,893.97","-14,151,589.90","-15,295,136.83","-34,860,912.61","-7,755,805.26","-40,747,122.16","-68,951,771.37","-103,573,696.74","-24,645,852.87","-36,049,975.24","-47,033,880.50","-105,324,972.71","-5,966,030.37","-10,697,432.80","-20,563,207.79","-76,253,005.38","-566,147.97","-8,295,811.76","-9,793,123.56","27,490,441.41","-6,620,229.30","-6,839,219.81","-13,029,541.61","-14,916,827.23","-508,902.00","-934,344.32","-1,422,378.32","45,656,982.31","-55,016,220.88","-15,323,713.41","-15,488,738.64","-15,998,330.45","-43,028,968.93","-81,886.93","-115,466.83","79,697,095.81",
购买商品、接受劳务支付的现金,"65,635,192.96","85,837,285.94","113,177,601.73","47,539,931.72","88,334,059.72","122,180,649.11","52,251,568.44","95,345,575.90","131,361,524.50","164,115,376.96","33,728,945.35","50,428,591.97","65,243,701.05","156,059,477.84","14,158,816.46","30,167,492.29","52,379,333.77","176,434,249.57","16,034,903.61","107,827,120.05","121,696,034.15","1,471,859,089.12","409,908,105.52","624,305,100.83","1,008,964,313.92","1,435,646,746.46","563,515,961.81","870,098,867.68","1,506,324,223.56","1,975,669,862.79","941,753,990.16","1,224,266,481.47","1,684,288,202.58","2,134,339,621.96","471,771,883.43","694,710,854.63","1,053,481,020.54","1,255,556,972.25","295,994,299.83"
吸收投资收到的现金,"25,046,708.00",,,,,"400,558,000.00",,,,,,"2,450,000.00","2,450,000.00","2,450,000.00",,,,"400,000.00",,,,,,,,,,,,,,,,,,,,,
