科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"110,659,475.60","86,472,389.37","88,121,501.34","8,225,068.09","9,614,405.56","2,686,183.12","2,143,793.83","120,341,058.15","191,529,274.15","45,402,902.65","14,600,102.38",,,,,"7,006,472.84","6,529,709.02","2,809,333.62","2,490,338.33","2,280,891.80","796,632.16","424,066.86","857,594,176.30","820,164,163.95","709,079,770.21","411,940,371.51","560,807,695.56","1,207,285,446.19","738,376,932.65","744,967,915.77","1,720,119,183.44","1,079,922,493.13","1,220,731,411.45","2,488,720,427.69","1,635,700,269.69","1,682,739,460.58","2,734,648,067.25","2,450,002,030.11","3,341,941,344.81","3,544,714,135.35","2,913,227,023.38","3,391,316,922.22","3,346,360,919.59"
短期借款,"1,134,726,287.81","893,632,115.81","893,632,115.81","852,339,619.96","868,639,619.96","852,339,619.96","802,339,619.96",,,,,,,,,,,,,,,,"161,803,130.72","132,571,058.96","227,240,128.66","163,955,293.36","344,110,000.00","1,052,539,661.78","1,078,989,823.69","1,377,949,995.85","1,225,259,660.87","1,051,996,330.46","1,699,274,605.07","1,384,186,704.55","1,013,282,147.23","1,320,622,691.58","2,376,584,001.89","2,750,283,897.20","3,186,342,690.59","3,391,934,267.31","2,905,840,660.15","3,959,245,465.90","3,997,394,575.21"
交易性金融资产,,,,,,,,"50,000,000.00",,,,,,,,,,,,,,,,,,,,"787,363.35","-3,351,015.78","1,193,160.00",,"2,760,794.00","18,674,896.66","12,616,072.10","35,824,875.45","41,519,249.30","40,351,912.87","52,107,712.58","18,277,266.51","63,296,876.60","102,107,064.40","106,408,599.44","24,181,719.05"
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,312,522.36","26,166,576.88","15,448,405.17","6,450,309.48","3,860,732.56","8,566,970.24","20,017,579.66","28,698,678.95","48,741,640.38","36,092,248.08","17,083,557.88","13,685,658.46","28,219,575.85","55,171,736.89"
应收票据,,,,,,,,,,,,,,,,,,,,,,,"87,680,583.90","136,075,301.72","147,100,868.69","160,799,902.58","53,884,050.75","386,846,240.80","386,633,822.59","238,320,415.93","130,393,494.41","12,187,346.51","159,875,654.00","122,495,122.73","211,850,405.08","98,992,242.84","57,460,790.26","70,487,201.57","42,564,933.66","219,980,884.31","299,193,224.66","240,742,402.55","116,977,983.22"
应付票据,,,,,,,,,,,,,,,,,,,,,,,"213,391,487.97","278,227,858.11","233,391,353.05","290,163,101.00","470,004,087.63","1,147,021,148.28","752,359,226.20","545,477,253.03","825,560,844.75","757,233,891.92","676,193,682.20","1,188,950,000.00","1,374,007,328.85","2,367,391,809.62","2,143,062,464.20","1,371,883,187.68","1,405,862,095.68","975,088,792.00","353,617,961.04","194,500,000.00","21,000,000.00"
应收账款,"425,483,733.20","348,701,157.36","352,368,695.63","219,236,257.75","259,768,660.69","167,728,258.36","25,568,302.64",,,,,,,,,,,,,,,,"443,648,832.33","455,250,729.92","388,726,561.32","548,525,798.45","560,384,733.09","911,052,593.13","784,512,263.50","567,719,298.65","662,987,907.54","665,035,891.58","637,838,726.41","552,735,553.62","843,729,838.63","918,541,514.90","868,018,073.24","1,270,814,865.30","1,421,273,987.70","3,106,132,513.51","2,334,546,279.89","3,384,265,044.93","2,313,136,191.67"
应付账款,"194,911,585.31","171,948,318.51","185,110,494.33","160,958,208.25","129,853,225.20","184,955,593.16","143,047,258.27",,,,,,,,,,,,,,,,"561,789,569.74","244,475,394.61","270,816,724.08","293,687,856.60","253,716,155.51","330,534,150.07","672,819,977.11","401,877,054.57","273,447,768.65","540,862,465.50","465,625,080.07","517,647,725.89","675,345,858.71","518,400,418.84","719,979,105.43","702,418,531.88","1,156,085,111.95","988,021,592.82","1,444,148,410.38","2,318,238,153.40","1,583,008,285.59"
预付款项,"146,357,934.57","204,835,177.62","200,391,062.95","71,100,255.14","103,336,614.10","128,212,838.55","68,829,050.94",,,"3,203,572.20","4,203,572.22",,,,,,,,,,,,"460,154,610.84","323,293,504.74","539,903,294.43","547,822,768.95","428,190,109.25","772,337,474.73","1,103,328,497.25","980,327,873.58","642,951,040.94","242,383,645.38","341,148,119.32","340,254,046.58","350,609,813.76","305,265,575.43","462,578,592.17","447,924,913.12","877,993,260.64","420,722,078.91","1,108,819,988.80","993,193,897.14","1,544,506,267.64"
预收款项,"130,795,121.62","107,076,892.15","108,680,765.19","64,570,404.99","75,102,641.16","68,495,597.28","72,013,316.08",,,,,,,,,,,,,,,,"106,686,986.03","68,244,684.92","89,645,663.79","41,935,264.70","178,564,473.14","171,592,726.06","207,707,123.49","306,394,763.40","347,949,026.46","125,414,452.03","275,963,691.70","194,605,154.57","271,256,247.96","158,676,775.36","438,574,174.03","401,477,382.85","681,010,174.14","155,715,504.58","879,969,769.65","785,182,788.23","1,023,873,813.36"
其他应收款,"753,733,068.40","769,099,072.35","772,721,657.80","988,924,006.43","803,861,683.62","745,016,270.55","84,671,863.45","141,008,216.00","69,820,000.00","83,000,557.23","77,715,295.13",,,,,,,,,,,,"87,659,979.06","62,209,772.86","115,739,526.44","53,210,419.13","85,552,708.44","177,751,822.96","273,208,004.65","202,724,117.44","172,148,414.54","186,987,441.50","297,623,600.69","225,544,797.46","168,610,155.42","180,605,260.86","120,682,816.33","128,984,881.86","162,891,931.17","6,866,150,384.01","389,006,239.65","187,689,902.93","182,060,370.27"
应付职工薪酬,"15,499,059.12","15,472,165.44","11,779,883.84","9,332,271.63","9,094,689.32","11,691,701.92","25,680,583.57",,,"29,340.00","41,500.00","117,811.40","143,709.40","129,672.99","117,811.40","135,811.40","117,811.40","120,747.90","120,747.90","117,811.40","117,811.40","117,811.40","177,811.40","1,318,970.40","361,637.65","1,318,970.40","1,753,284.63","3,446,848.10","3,728,421.62","4,006,877.00","3,954,733.92","2,199,467.35","3,443,975.73","4,943,242.50","6,072,065.16","2,378,036.57","2,899,265.36","3,640,429.62","966,983.51","3,278,713.15","3,016,353.00","2,488,057.44","1,887,515.86"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"-17,247,730.06","-11,513,400.65","-11,426,583.22","-11,343,314.99","-9,325,067.46","-9,820,449.28","-8,994,295.32",,,,,,,,,"12,983.83","2,786.38",972.54,972.54,"1,592.54","1,592.54",,"7,589,459.44","42,166,950.12","22,048,193.37","7,533,655.91","-6,986,490.93","58,599,258.23","15,785,679.19","18,559,183.95","5,816,988.69","92,455,298.29","73,481,780.94","40,595,227.91","62,372,616.41","168,857,705.06","178,151,882.77","106,819,170.77","89,362,318.48","213,398,857.13","192,536,666.56","158,538,556.34","148,649,415.22"
应收利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"57,910.20","4,349,583.37","6,943,579.16","8,119,245.03","6,000,194.95","14,832,630.06"
