科目,2007年1-3月,2007年1-6月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
支付给职工以及为职工支付的现金,"3,803,949.27","8,626,804.58","17,519,085.44","5,386,001.88","12,310,663.97","20,088,590.63","27,578,129.19","6,440,079.00","13,447,686.08","18,622,934.13","28,232,255.31","8,922,692.51","23,514,955.09","39,681,182.51","56,301,960.09","17,359,668.33","38,699,864.22","56,956,780.84","78,550,004.04","14,389,158.02","34,308,475.06","49,779,629.73","71,933,628.00","13,939,224.41","34,055,329.67","53,371,474.22","73,615,216.27","17,454,232.33","37,906,589.60","58,028,438.64","79,188,514.72","21,077,202.75","47,355,396.62","71,299,166.38","105,640,184.26","28,786,501.36","49,670,420.69","78,349,911.90","96,900,332.32","23,706,680.24","47,655,281.76","76,720,185.47","91,867,960.77","22,404,521.29"
取得借款收到的现金,"10,000,000.00","10,000,000.00","10,000,000.00",,"10,000,000.00","44,000,000.00","52,000,000.00",,"150,000,000.00","212,000,000.00","252,000,000.00","60,000,000.00","160,000,000.00","160,000,000.00","300,000,000.00","120,000,000.00","150,000,000.00","350,000,000.00","533,586,000.00","333,391,111.00","562,747,555.44","721,572,735.70","1,172,919,574.75","424,861,300.00","434,861,300.00","523,861,300.00","800,872,367.00","179,375,000.00","711,739,250.00","809,500,000.00","812,619,528.04","51,176,000.00","129,176,000.00","250,176,000.00","568,514,099.77","229,899,063.98","760,000,000.00","760,000,000.00","960,000,000.00","450,000,000.00","735,000,000.00","805,000,000.00","897,500,000.00","730,000,000.00"
支付的各项税费,"1,724,081.50","3,462,918.05","6,635,531.35","5,003,837.39","7,292,876.41","11,685,543.82","14,283,301.79","3,218,647.60","12,702,957.57","13,667,390.55","15,861,046.08","2,092,097.79","16,592,953.16","31,324,855.01","22,126,383.14","6,556,456.10","12,560,230.79","27,227,011.24","22,037,986.47","3,040,885.67","11,937,616.17","19,672,141.42","27,950,762.21","12,096,044.38","11,673,467.18","15,415,140.26","18,393,788.52","2,201,749.93","8,667,081.27","11,724,500.68","16,004,851.69","9,774,445.20","14,985,432.04","19,638,839.66","23,159,483.18","8,324,373.73","15,922,842.80","19,657,231.63","24,471,563.36","8,896,351.82","14,539,957.44","23,536,771.21","30,599,165.70","4,456,512.20"
收到其他与筹资活动有关的现金,,,,,,"1,512,574.69",,"200,000,000.00","200,000,000.00","200,000,000.00",,,,,,,,,"1,457,963.17","162,539.69","2,065,529.61","2,452,006.88","74,402,976.00",,,,"191,480,000.00",,,"47,541,698.03","518,061,698.03","85,000,000.00","85,621,559.74",,"135,910,281.57",,,,"260,910,387.23",,,,"223,425,239.93",
支付其他与经营活动有关的现金,"11,972,037.34","5,901,188.31","16,402,399.04","6,888,354.74","6,685,966.21","12,289,265.13","22,725,648.16","12,280,573.60","19,766,827.09","24,411,862.21","24,864,750.42","12,415,983.64","19,528,331.58","41,270,857.81","50,537,723.69","8,700,958.64","40,862,139.91","67,494,972.44","61,214,034.58","18,635,880.58","35,832,014.61","38,922,278.38","52,026,626.15","26,579,109.34","36,418,879.28","82,304,960.73","68,849,220.91","32,809,466.57","44,338,433.22","78,919,066.19","79,040,339.80","76,691,877.76","44,277,630.11","67,498,738.83","123,619,531.51","111,960,409.47","22,296,720.55","52,489,362.51","88,484,672.99","26,786,641.07","22,459,543.48","46,084,937.29","463,423,473.82","24,627,013.48"
筹资活动现金流入小计,"10,000,000.00","10,000,000.00","10,000,000.00","410,684,000.00","420,684,000.00","456,196,574.69","464,196,574.69","200,000,000.00","350,000,000.00","412,000,000.00","252,000,000.00","60,000,000.00","160,000,000.00","160,000,000.00","300,000,000.00","908,287,500.00","937,587,500.00","1,137,587,500.00","1,322,631,463.17","333,553,650.69","564,813,085.05","724,024,742.58","1,247,322,550.75","424,861,300.00","434,861,300.00","523,861,300.00","992,352,367.00","179,375,000.00","711,739,250.00","857,041,698.03","1,330,681,226.07","1,330,565,994.11","1,409,187,553.85","1,444,565,994.11","1,899,244,375.45","229,899,063.98","760,000,000.00","760,000,000.00","1,220,910,387.23","450,000,000.00","735,000,000.00","805,000,000.00","1,319,038,447.48","730,000,000.00"
经营活动现金流出小计,"39,437,335.73","86,605,892.13","166,828,569.85","54,987,499.36","212,811,321.06","321,718,288.02","327,750,923.21","71,564,516.82","142,799,132.52","225,796,668.34","242,960,996.56","76,487,717.00","224,498,481.12","456,292,528.95","651,452,336.40","237,325,005.04","557,360,410.39","710,306,365.59","944,788,034.17","117,448,136.78","266,571,618.71","434,372,064.25","590,882,009.02","138,912,190.83","258,045,234.03","445,261,137.21","957,081,569.56","214,234,103.21","357,304,250.76","586,807,954.44","741,731,156.98","185,967,032.72","217,728,499.05","469,081,387.99","485,673,181.92","462,742,152.49","380,400,191.87","874,581,501.14","881,483,744.59","313,449,431.62","520,630,407.06","912,430,152.94","1,228,884,915.56","209,797,799.54"
偿还债务支付的现金,,"10,000,000.00","10,000,000.00",,,"10,000,000.00","10,000,000.00",,"16,000,000.00","192,000,000.00","192,000,000.00","42,000,000.00","52,000,000.00","72,000,000.00","122,000,000.00","30,000,000.00","180,000,000.00","260,000,000.00","493,586,000.00","85,000,000.00","430,000,000.00","675,000,000.00","1,104,862,160.50","238,647,084.38","491,190,084.38","566,690,084.38","817,929,781.25","94,000,000.00","404,000,000.00","627,480,000.00","663,047,707.35","236,020,000.00","577,213,084.08","719,965,450.88","477,779,159.24","7,023,655.62","481,696,374.44","556,696,374.44","572,165,570.05","400,995,019.01","492,064,529.00","501,511,415.14","426,981,441.45","467,140,582.92"
经营活动产生的现金流量净额,"11,035,738.65","26,514,119.28","53,346,995.69","12,007,912.79","-70,834,929.54","-91,999,602.81","19,849,846.12","12,863,544.89","11,839,235.24","8,201,905.15","62,996,700.64","26,927,648.01","139,141,781.61","75,112,394.29","44,911,133.46","-106,979,030.33","-236,095,550.52","-263,139,229.54","-281,741,877.65","12,775,286.03","33,184,062.50","-2,467,112.70","-6,591,744.08","-20,300,449.09","54,920,615.57","18,783,399.14","-75,558,866.43","-94,234,953.88","-106,708,850.80","-17,970,183.56","142,686,410.78","-73,520,535.50","7,737,283.58","22,435,931.40","38,058,551.00","-60,201,387.70","6,477,529.20","19,745,140.61","32,775,249.28","5,134,320.91","11,825,537.11","87,785,596.48","45,478,923.83","5,341,858.38"
分配股利、利润或偿还利息支付的现金,"14,391,822.99","14,411,667.99","14,392,845.00","627,000.00","4,702,555.00","5,027,459.50","5,658,523.90","503,898.64","5,616,891.17","6,102,883.99","7,922,364.99","1,152,027.00","13,600,084.50","16,327,349.73","20,331,929.75","3,971,621.32","25,423,289.96","29,548,913.91","36,759,972.24","3,922,533.14","13,425,051.03","17,471,884.70","25,853,980.72","6,163,306.13","13,870,324.84","18,674,352.23","26,706,418.62","5,134,603.32","12,535,658.71","27,904,358.79","52,850,222.42","24,574,343.34","52,528,000.21","60,677,038.53","90,822,046.85","15,425,041.99","29,135,768.09","70,539,712.21","75,220,109.08","19,317,584.20","44,495,926.31","85,277,386.76","93,743,282.35","24,793,197.78"
收回投资收到的现金,,,,,,,,,,,"200,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
支付其他与筹资活动有关的现金,,,"1,194,208.45",,,,"200,000,000.00",,,,,,,,,,,,,"2,744,167.22",,,,,,,"97,402,976.00",,,"3,562,479.81","406,449,038.47",,,,"834,251,917.31",,,,"166,996,605.76","2,738,493.48","60,356,314.22","55,073,629.59","502,671,100.48","1,589,095.19"
取得投资收益收到的现金,,,,,,,,,,,"8,280,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
筹资活动现金流出小计,"14,391,822.99","24,411,667.99","25,587,053.45","627,000.00","4,702,555.00","15,027,459.50","215,658,523.90","503,898.64","21,616,891.17","198,102,883.99","199,922,364.99","43,152,027.00","65,600,084.50","88,327,349.73","142,331,929.75","33,971,621.32","205,423,289.96","289,548,913.91","530,345,972.24","91,666,700.36","443,425,051.03","692,471,884.70","1,130,716,141.22","244,810,390.51","505,060,409.22","585,364,436.61","942,039,175.87","99,134,603.32","416,535,658.71","658,946,838.60","1,122,346,968.24","260,594,343.34","629,741,084.29","780,642,489.41","1,402,853,123.40","22,448,697.61","510,832,142.53","627,236,086.65","814,382,284.89","423,051,096.69","596,916,769.53","641,862,431.49","1,023,395,824.28","493,522,875.89"
处置固定资产、无形资产和其他长期资产收回的现金净额,,,,,,,,,,,,,,,,,,,,,,,"3,049,720.80",,,,,,,,,,,"21,622.44","21,622.44",,,,576.00,,,,"193,897.41",
筹资活动产生的现金流量净额,"-4,391,822.99","-14,411,667.99","-15,587,053.45","410,057,000.00","415,981,445.00","441,169,115.19","248,538,050.79","199,496,101.36","328,383,108.83","213,897,116.01","52,077,635.01","16,847,973.00","94,399,915.50","71,672,650.27","157,668,070.25","874,315,878.68","732,164,210.04","848,038,586.09","792,285,490.93","241,886,950.33","121,388,034.02","31,552,857.88","116,606,409.53","180,050,909.49","-70,199,109.22","-61,503,136.61","50,313,191.13","80,240,396.68","295,203,591.29","198,094,859.43","208,334,257.83","1,069,971,650.77","779,446,469.56","663,923,504.70","496,391,252.05","207,450,366.37","249,167,857.47","132,763,913.35","406,528,102.34","26,948,903.31","138,083,230.47","163,137,568.51","295,642,623.20","236,477,124.11"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,"26,141,500.00","26,141,500.00","26,141,500.00",,,"9,000,000.00","9,000,000.00",,,,,,,,"153,692.97",,,,,
四、汇率变动对现金的影响,"-169,031.50","-208,108.85","-1,250,066.49","-1,681,177.55","-2,523,212.00","-3,006,627.52","-3,864,533.58","-1,115,914.97","-1,044,944.20","-881,515.04","-2,186,597.78","-2,888,543.49","-8,731,503.49","-4,960,860.58","-3,136,959.88","3,862,833.37","3,548,290.15","-10,323,036.82","-1,371,058.55","-235,550.03","-1,152,136.61","-963,254.95","-1,611,356.23","-596,615.37","-1,778,542.21","-2,182,157.81","-2,275,455.47","-35,615.63","432,257.87","-755,222.76","-1,635,305.07","-1,486,437.21","-33,534.17","1,797,650.64","109,328.05","3,306,252.04","5,892,653.32","7,998,533.40","790,565.74","-798,536.08","-3,785,191.27","-3,189,998.12","3,292,367.01","-3,016,568.24"
收到其他与投资活动有关的现金,,,,,,,,,,,,,,"20,982,200.00","121,462,182.00","4,250,487.59","11,532,687.59","15,932,687.59","12,590,000.00","1,131,886.47","2,550,000.00","2,550,000.00","22,770,000.00",,"100,000.00","100,000.00","3,150,000.00",,,,"11,740,240.00",,,,"41,510,000.00",,,,"48,573.16",,,,"4,222,863.70",
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,,,,,,,,,,,"208,280,000.00",,,"20,982,200.00","121,462,182.00","4,250,487.59","11,532,687.59","15,932,687.59","12,590,000.00","1,131,886.47","2,550,000.00","2,550,000.00","25,819,720.80",,"26,241,500.00","26,241,500.00","29,291,500.00",,,"9,000,000.00","20,740,240.00",,,"21,622.44","41,531,622.44",,,,"202,842.13",,,,"4,416,761.11",
五、现金及现金等价物净增加额,"4,040,650.57","-4,372,623.65","12,385,163.66","417,230,915.61","313,050,649.66","254,421,413.45","13,725,365.05","191,547,727.93","264,742,645.29","82,585,199.81","60,819,200.18","-1,867,607.14","109,227,936.78","-26,511,815.31","-12,612,945.03","656,899,163.11","222,132,160.47","171,065,947.49","51,644,486.96","236,658,897.68","93,184,181.98","-73,328,068.36","-45,170,063.74","150,100,740.46","-23,849,555.56","-65,590,462.83","-65,777,568.25","-23,723,419.07","52,890,838.87","4,949,470.87","117,516,945.21","919,486,847.06","355,617,718.11","14,336,765.76","-117,047,409.03","71,243,270.06","191,276,650.30","36,155,941.65","147,408,082.32","-73,862,034.35","-99,791,553.20","-25,094,995.44","67,192,907.42","52,258,276.09"
购建固定资产、无形资产和其他长期资产支付的现金,"2,434,233.59","16,266,966.09","24,124,712.09","3,152,819.63","29,572,653.80","91,741,471.41","250,797,998.28","19,696,003.35","74,434,754.58","138,632,306.31","260,348,537.69","42,754,684.66","115,582,256.84","189,318,199.29","333,517,370.86","118,551,006.20","289,017,476.79","419,443,059.83","470,097,661.52","18,899,675.12","62,785,777.93","104,000,558.59","154,893,093.76","9,053,104.57","33,034,019.70","46,930,067.55","67,547,937.48","9,693,246.24","21,598,647.29","68,982,470.04","110,325,810.42","75,477,831.00","431,532,500.86","673,841,943.42","690,530,293.40","79,311,960.65","70,261,389.69","124,351,645.71","287,104,677.17","105,146,722.49","222,365,457.51","249,278,490.31","258,088,095.73","76,539,462.34"
期初现金及现金等价物余额,"53,383,958.35","53,383,958.35","53,383,958.35","65,769,122.01","65,769,122.01","65,769,122.01","65,769,122.01","79,494,487.06","79,494,487.06","79,494,487.06","79,494,487.06","140,313,687.24","140,313,687.24","140,313,687.24","140,313,687.24","131,988,371.69","131,988,371.69","131,988,371.69","127,700,742.21","187,077,482.88","187,077,482.88","187,077,482.88","179,345,229.17","134,175,165.43","134,175,165.43","134,175,165.43","134,175,165.43","68,397,597.18","70,576,195.37","70,576,195.37","68,718,631.08","188,093,140.58","188,093,140.58","188,093,140.58","188,093,140.58","71,045,731.55","71,045,731.55","71,045,731.55","71,045,731.55","218,453,813.87","218,453,813.87","218,453,813.87","218,453,813.87","285,646,721.29"
投资支付的现金,,,,,,,,,,,,,,,,,,,,,,,"24,500,000.00",,,,,,"114,437,512.20","114,437,512.20",,,,,,,,,"5,784,000.00",,"23,549,672.00","23,549,672.00","23,549,672.00",
期末现金及现金等价物余额,"57,424,608.92","49,011,334.70","65,769,122.01","483,000,037.62","378,819,771.67","320,190,535.46","79,494,487.06","271,042,214.99","344,237,132.35","162,079,686.87","140,313,687.24","138,446,080.10","249,541,624.02","113,801,871.93","127,700,742.21","788,887,534.80","354,120,532.16","303,054,319.18","179,345,229.17","423,736,380.56","280,261,664.86","113,749,414.52","134,175,165.43","284,275,905.89","110,325,609.87","68,584,702.60","68,397,597.18","44,674,178.11","123,467,034.24","75,525,666.24","186,235,576.29","1,107,579,987.64","543,710,858.69","202,429,906.34","71,045,731.55","142,289,001.61","262,322,381.85","107,201,673.20","218,453,813.87","144,591,779.52","118,662,260.67","193,358,818.43","285,646,721.29","337,904,997.38"
