科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"217,498,295.24","197,522,144.01","177,262,502.75","241,704,018.32","196,141,457.98","556,507,175.92","406,999,925.17","343,432,511.57","350,963,271.80","400,778,565.72","449,742,030.06","671,974,161.77","653,224,910.63","913,395,754.23","818,354,009.48","918,986,289.63","606,938,005.13","874,078,785.90","906,664,534.15","794,599,127.65","620,594,832.99","526,454,361.28","469,551,395.99","471,035,355.87","357,117,901.83","392,562,409.12","376,997,567.78","460,540,321.29","508,292,409.46","561,168,481.09","538,895,324.13","347,877,207.15","469,974,372.41","530,392,106.94","378,773,930.26","729,044,894.44","546,529,664.41","636,706,430.55","597,742,083.32","729,784,194.88","598,275,863.65","553,870,931.47","973,344,843.86"
短期借款,"137,000,000.00","130,000,000.00","150,000,000.00","160,000,000.00","168,000,000.00","95,000,000.00","70,000,000.00","50,000,000.00","70,000,000.00","81,000,000.00","60,000,000.00","110,000,000.00","150,000,000.00","390,000,000.00","190,000,000.00","160,000,000.00","175,000,000.00","150,000,000.00","143,000,000.00","285,000,000.00","260,000,000.00","235,000,000.00","117,059,826.00","131,000,000.00","130,000,000.00",,"12,283,000.00","102,995,000.00","360,419,942.35","500,252,120.00","639,899,920.00","806,634,400.00","665,662,450.00","695,424,500.00","600,925,654.37","353,755,304.37","505,952,843.93","645,481,956.31","591,221,393.51","753,456,441.42","980,281,731.66","1,305,237,990.00","1,531,276,816.13"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"16,574,351.92","13,490,528.31","16,709,343.81","18,921,894.48","42,228,256.33","10,599,545.37","18,228,544.00","7,245,126.90","6,225,000.00","21,310,591.61","6,820,000.00","11,215,272.00","8,206,503.85","27,800,000.00","51,294,100.00","21,578,183.72","37,844,270.00","14,044,170.00","32,338,490.25","48,929,896.77","47,761,602.67","25,219,100.63","43,629,454.06","35,039,854.00","35,555,153.80","60,900,362.00","104,425,017.02","208,457,151.31","106,513,205.84","81,691,080.40","127,482,113.05","131,626,100.76","111,414,843.05","68,335,284.05","86,954,057.81","147,489,721.64","104,789,971.85","119,143,853.03","171,342,624.09","180,467,379.23","181,561,956.35","137,450,255.55","137,606,649.07"
应付票据,"74,182,098.61","88,262,177.63","83,103,692.60","36,600,595.00","71,346,066.47","79,320,083.97","86,611,161.11","88,558,448.61","73,556,187.31","81,679,861.23","94,517,156.78","75,660,924.46","98,264,000.00","143,887,020.00","224,323,184.15","166,694,064.15","102,885,784.00","147,650,564.00","196,618,778.14","159,636,098.14","89,052,192.00","105,952,192.00","136,976,307.88","85,644,400.00","124,946,758.70","156,192,089.00","173,560,529.00","168,815,650.00","184,312,797.26","388,218,710.46","451,846,021.43","373,808,839.79","327,549,408.46","256,181,838.52","230,133,965.62","430,184,109.88","325,954,153.57","418,178,980.35","445,695,589.39","380,391,987.54","367,937,652.14","376,452,527.20","608,480,131.00"
应收账款,"144,284,787.90","163,575,587.56","191,881,330.34","148,715,541.39","197,060,674.11","182,678,631.15","145,865,507.76","144,652,519.48","169,516,757.00","155,801,729.73","192,454,071.92","154,161,189.74","246,094,536.00","258,938,321.56","272,154,181.89","239,473,999.26","362,352,203.80","380,429,061.97","405,357,421.37","214,346,297.96","230,092,813.32","256,797,823.62","268,690,846.63","343,895,641.24","379,387,028.40","368,297,725.13","406,163,000.96","444,370,411.75","635,516,046.45","723,606,418.68","840,605,761.42","754,034,108.28","940,730,299.45","1,053,911,816.51","977,283,652.84","1,104,823,386.52","1,183,209,432.68","1,399,600,808.88","1,285,153,696.98","1,289,383,537.91","1,499,188,475.25","1,483,862,822.29","1,597,217,634.13"
应付账款,"212,733,917.41","232,209,547.44","264,727,909.10","224,450,080.23","245,985,285.41","274,058,482.54","231,724,925.29","128,072,482.28","155,027,081.35","191,562,366.06","247,601,052.38","394,362,341.35","444,471,892.78","521,813,333.05","484,333,850.87","425,717,380.90","558,895,070.49","661,977,706.78","490,722,185.22","536,380,200.89","588,443,493.92","496,734,166.20","584,578,008.87","703,234,412.82","803,126,184.54","803,529,930.27","798,284,881.63","1,012,607,296.15","1,013,651,116.33","940,474,003.48","909,058,583.75","850,526,171.84","902,664,847.83","943,710,018.86","982,218,346.29","1,377,248,393.38","1,329,576,221.73","1,183,483,858.40","1,226,696,442.42","1,497,125,346.21","1,503,828,362.09","1,508,936,290.49","1,544,590,290.93"
预付款项,"23,185,737.23","33,323,139.57","31,908,313.80","20,150,912.24","29,689,662.41","45,512,466.39","28,925,382.91","23,627,056.86","53,791,168.44","43,421,749.98","52,377,256.44","57,273,218.95","60,187,053.64","78,940,873.89","98,713,507.44","51,962,436.18","77,124,555.29","127,095,318.35","147,967,612.27","92,481,166.63","89,603,775.24","59,013,553.28","102,301,278.00","101,326,487.26","131,237,148.20","107,967,175.66","122,215,422.91","110,013,953.68","163,334,942.52","178,713,977.77","153,797,053.48","128,128,041.36","145,122,087.02","131,432,193.44","115,121,198.27","210,486,474.33","244,875,785.84","210,990,776.04","244,606,094.24","340,030,517.66","315,602,849.70","376,496,490.96","419,750,885.33"
预收款项,"84,949,940.76","114,275,995.38","139,487,919.80","112,219,733.46","107,027,237.48","99,561,058.62","96,248,987.66","76,707,270.08","93,731,628.21","92,758,749.86","166,483,258.82","134,879,949.29","211,286,512.17","209,069,917.63","226,725,776.58","209,134,235.44","177,463,655.43","641,197,219.36","677,946,956.22","469,425,548.73","465,340,592.33","315,884,564.83","423,089,295.07","403,355,570.11","473,916,538.79","512,082,173.63","601,279,576.20","669,666,749.51","926,692,868.87","813,835,728.57","735,382,856.73","569,550,679.36","625,862,858.22","391,265,494.23","472,857,805.93","681,508,078.97","559,968,120.50","554,414,767.33","679,370,038.78","574,864,380.96","631,032,780.53","578,563,868.45","617,009,558.43"
其他应收款,"5,426,142.57","9,407,538.28","9,127,475.58","13,172,838.99","6,132,176.37","11,589,415.05","8,259,053.95","11,229,478.70","5,343,508.93","7,000,802.34","24,751,865.81","9,314,261.40","7,727,317.80","11,537,480.77",,"10,075,465.39","7,732,976.89","23,531,863.94","28,173,476.67","26,070,605.07","20,978,952.72","19,436,583.39","34,153,504.45","27,951,579.71","28,961,504.30","27,121,595.94","32,506,749.00","25,053,277.77","43,177,034.23","44,696,469.28","54,469,817.51","38,653,715.75","40,447,747.72","71,425,968.15","865,465,354.70","135,973,904.93","144,790,881.44","114,647,170.48","106,564,375.18","124,385,913.54","154,376,223.82","169,537,544.52","232,389,924.13"
