科目,2007年1-3月,2007年1-6月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
支付给职工以及为职工支付的现金,"2,894,892.00","7,122,298.21","17,742,410.77","7,699,438.76","14,037,133.92","20,972,575.91","30,979,059.04","6,452,589.08","17,399,197.46","29,847,647.16","42,355,141.07","10,431,648.58","23,195,066.89","38,934,000.85","50,231,783.83","15,015,306.52","31,013,227.22","47,119,041.00","68,433,574.15","26,706,371.01","50,449,394.96","75,905,562.45","95,309,157.80","20,470,029.37","47,087,868.45","66,930,420.53","92,345,155.71","21,195,044.39","48,601,434.04","78,988,778.48","113,430,651.63","30,933,436.46","54,232,408.31","79,916,622.20","126,303,659.14","27,134,679.13","43,820,239.32","70,634,957.97","105,299,320.18","19,629,845.78","38,250,035.40","59,433,643.11","91,764,434.80","18,008,481.85"
取得借款收到的现金,,"114,277,244.00","176,694,842.15",,,"8,576,000.00","152,076,000.00","136,718,000.00","160,549,650.00","160,481,500.00","160,844,800.00",,"116,008,000.00","115,739,400.00","332,406,180.00",,"262,108,000.00","382,108,000.00","530,637,829.75","19,412,291.20","363,777,403.36","762,633,074.54","1,223,186,958.41","78,839,400.00","1,065,328,885.86","1,172,876,299.47","1,417,220,183.87","341,552,123.00","847,175,399.50","1,168,350,486.50","1,322,321,174.62","796,000,000.00","1,044,429,000.00","1,189,540,480.00","1,404,616,338.84","352,834,200.00","352,930,450.00","403,043,650.00","825,692,430.95","280,000,000.00","424,507,100.00","424,472,090.00","714,798,040.00","19,938,620.00"
支付的各项税费,"423,548.22","1,430,835.65","20,941,307.68","992,623.40","3,490,912.24","3,531,124.30","9,403,208.74","1,193,204.83","2,074,644.18","4,189,574.68","4,564,176.25","5,568,773.13","8,936,295.24","10,986,596.11","14,023,235.84","2,943,775.96","4,821,148.22","7,248,221.83","10,985,517.06","8,672,185.95","19,097,971.52","24,175,588.41","27,695,956.84","11,332,022.23","30,419,600.65","33,489,492.09","38,126,068.85","6,025,711.31","10,991,562.77","13,550,439.32","14,914,051.69","7,900,718.15","15,748,683.08","18,591,307.27","22,784,298.69","5,077,364.94","9,381,369.41","13,612,683.05","17,691,911.58","5,683,273.03","10,503,338.96","12,572,091.06","18,910,945.08","3,293,287.63"
收到其他与筹资活动有关的现金,,"2,298,500.00","4,000,000.00","800,000.00","6,800,000.00","6,800,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"67,720,000.00",,,,,,,,,
支付其他与经营活动有关的现金,"16,312,661.76","45,354,876.64","62,512,390.81","31,389,701.55","76,167,854.41","79,676,926.79","70,619,328.91","8,906,933.24","35,046,277.37","39,806,054.29","36,274,113.13","10,934,871.46","17,481,640.84","35,040,983.31","36,202,431.74","20,121,037.38","31,058,567.89","73,828,878.06","110,934,915.04","15,697,698.47","23,964,841.61","38,527,428.50","51,873,907.43","21,522,646.56","25,592,387.16","37,831,235.26","76,288,385.29","8,411,410.72","24,941,504.92","35,269,186.68","50,197,953.20","9,371,888.38","23,586,935.82","26,735,004.69","48,358,978.74","14,867,479.53","85,530,858.37","88,445,576.03","53,892,717.58","10,287,469.65","17,360,157.93","26,897,596.45","46,340,558.28","25,762,556.80"
筹资活动现金流入小计,,"116,575,744.00","180,694,842.15","293,183,197.82","302,060,000.00","310,636,000.00","447,336,000.00","136,718,000.00","160,549,650.00","160,481,500.00","160,844,800.00",,"116,008,000.00","115,739,400.00","332,406,180.00",,"262,108,000.00","966,107,400.00","1,114,637,229.75","19,412,291.20","363,777,403.36","762,633,074.54","1,223,186,958.41","78,839,400.00","1,065,328,885.86","1,172,876,299.47","1,417,220,183.87","341,552,123.00","847,175,399.50","1,168,350,486.50","1,322,321,174.62","796,000,000.00","1,044,429,000.00","1,189,540,480.00","1,472,336,338.84","940,834,224.00","940,930,474.00","991,043,674.00","1,413,692,454.95","765,100,000.00","909,607,100.00","909,572,090.00","1,199,898,040.00","19,938,620.00"
经营活动现金流出小计,"120,928,372.82","209,585,404.42","463,886,355.57","186,330,845.86","397,751,154.11","599,689,054.27","767,958,011.38","145,895,886.62","378,774,716.00","603,845,717.51","841,697,608.98","223,680,941.33","502,104,728.75","748,207,761.67","1,048,248,986.88","94,264,767.62","480,392,466.80","860,593,004.55","1,482,802,710.19","258,583,535.52","626,558,739.79","1,230,226,071.39","1,613,052,076.15","403,974,144.71","539,357,035.19","921,482,780.09","1,319,215,580.57","346,849,556.50","626,245,874.59","1,017,544,405.52","1,486,072,713.22","356,501,314.01","592,062,029.73","909,408,507.46","1,268,519,274.37","167,128,427.34","596,742,755.39","970,469,008.28","1,270,989,644.42","208,198,138.81","478,568,963.32","855,755,699.72","1,519,948,519.85","193,333,136.87"
偿还债务支付的现金,"1,010,000.00","107,596,184.00","117,680,392.15","33,070,200.00","55,000,000.00","85,000,000.00","173,013,000.00",,"8,000,000.00","8,855,000.00","27,286,556.65",,"16,000,000.00","23,663,200.00","184,140,800.00","137,782,700.00","177,505,050.00","183,973,550.00","394,990,326.59","25,231,800.00","312,742,880.39","440,233,517.86","766,319,795.29","39,504,150.92","729,109,476.78","733,715,304.44","988,988,639.97","38,539,917.00","580,004,700.50","598,455,073.50","861,977,584.70","401,000,000.00","951,417,231.00","952,953,231.00","1,279,262,203.56","616,703,800.00","735,100,370.00","735,100,370.00","1,374,937,679.80","330,550,624.54","632,621,025.00","632,621,025.00","956,699,780.00",
经营活动产生的现金流量净额,"-6,779,956.38","6,550,640.79","38,163,176.16","-84,540,531.39","-74,780,761.20","-96,824,620.27","-136,130,367.21","6,140,633.08","-56,647,680.89","-88,937,883.66","-55,998,020.24","8,462,675.83","116,407,684.46","113,822,770.94","66,186,331.33","187,055,796.77","57,266,920.56","50,626,751.32","41,163,389.42","144,884,063.12","185,386,906.91","74,520,504.68","255,138,264.74","15,783,999.95","278,878,746.22","214,277,491.48","207,442,103.33","14,588,475.20","117,085,393.98","49,112,728.83","-43,373,738.59","67,973,167.88","232,697,527.39","203,455,102.32","147,299,435.58","171,395,262.62","71,680,129.75","181,810,925.39","242,219,114.68","22,914,873.90","112,676,216.40","132,314,969.72","-290,978,117.78","29,733,719.38"
分配股利、利润或偿还利息支付的现金,"4,954,586.00","11,103,170.45","22,713,841.68","7,311,769.21","13,204,103.95","21,814,330.03","31,244,901.17","3,601,919.00","27,003,892.31","35,691,855.11","48,555,130.65","3,691,668.73","17,175,402.39","20,296,786.05","37,716,289.50","3,818,812.01","12,879,196.78","24,050,450.83","55,235,087.00","7,404,243.03","49,074,546.23","66,312,255.94","152,650,307.75","30,076,583.46","34,451,721.73","74,218,644.27","103,846,808.90","28,232,375.57","56,799,396.99","88,207,288.31","121,541,402.70","52,133,833.00","98,844,252.13","121,737,872.21","143,239,632.90","59,669,057.60","114,068,378.81","138,211,098.61","162,965,441.21","22,617,278.49","71,664,109.89","92,487,159.24","112,702,303.40","35,007,284.25"
收回投资收到的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
支付其他与筹资活动有关的现金,,,,,"2,909,525.65","3,154,291.57","3,335,075.10",,,,,,,,,,,"1,069,643.91","89,489,180.47",,,,"337,970.64",,,,,,,,,,,,,"682,758.62","682,758.62","682,758.62","1,126,474.82",,,,,
取得投资收益收到的现金,,,,,,,,,,,,,,,,,,"628,696.41","628,696.41",,,,,,,,,,,,,"579,929.72","579,060.48","583,312.17","442,346.76","791,603.94","791,785.81","797,460.22","742,112.69","626,194.39","624,703.04","618,210.21","1,091,523.00","1,234,440.44"
筹资活动现金流出小计,"5,964,586.00","118,699,354.45","140,394,233.83","40,381,969.21","71,113,629.60","109,968,621.60","207,592,976.27","3,601,919.00","35,003,892.31","44,546,855.11","75,841,687.30","3,691,668.73","33,175,402.39","43,959,986.05","221,857,089.50","141,601,512.01","190,384,246.78","209,093,644.74","539,714,594.06","32,636,043.03","361,817,426.62","506,545,773.80","919,308,073.68","69,580,734.38","763,561,198.51","807,933,948.71","1,092,835,448.87","66,772,292.57","636,804,097.49","686,662,361.81","983,518,987.40","453,133,833.00","1,050,261,483.13","1,074,691,103.21","1,422,501,836.46","677,055,616.22","849,851,507.43","873,994,227.23","1,539,029,595.83","353,167,903.03","704,285,134.89","725,108,184.24","1,069,402,083.40","35,007,284.25"
处置固定资产、无形资产和其他长期资产收回的现金净额,,,,,,,,,,,,,,,,,,,,,,,"50,000.00",,,,,,,,"60,000.00",,,,"272,000.00",,,,"521,000.00",,,,,
筹资活动产生的现金流量净额,"-5,964,586.00","-2,123,610.45","40,300,608.32","252,801,228.61","230,946,370.40","200,667,378.40","239,743,023.73","133,116,081.00","125,545,757.69","115,934,644.89","85,003,112.70","-3,691,668.73","82,832,597.61","71,779,413.95","110,549,090.50","-141,601,512.01","71,723,753.22","757,013,755.26","574,922,635.69","-13,223,751.83","1,959,976.74","256,087,300.74","303,878,884.73","9,258,665.62","301,767,687.35","364,942,350.76","324,384,735.00","274,779,830.43","210,371,302.01","481,688,124.69","338,802,187.22","342,866,167.00","-5,832,483.13","114,849,376.79","49,834,502.38","263,778,607.78","91,078,966.57","117,049,446.77","-125,337,140.88","411,932,096.97","205,321,965.11","184,463,905.76","130,495,956.60","-15,068,664.25"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29,752.77",,,,,,,,,
四、汇率变动对现金的影响,"-104,117.78","285,231.63","-1,146,787.02","6,531.20","-515,020.31","-845,641.98","-1,333,923.97","-318,336.37","-565,927.67","-619,429.71","-760,535.95","-220,981.84","-788,307.63","-2,854,165.41","-2,053,219.38","-916,551.57","-1,863,662.77","-3,934,054.26","-2,819,690.21","-1,301,793.96","549,298.30","1,572,138.40","-1,805,295.84","-2,595,218.32","-8,255,001.18","-23,772,746.13","-1,612,660.43","-1,171,626.82","-1,805,506.56","-10,847,187.02","-542,273.25","-7,647,395.32","-3,124,414.09","3,417,783.70","-7,577,021.15","5,801,322.44","21,688,945.54","16,940,849.60","1,128,194.04","970,034.58","-6,511,577.56","7,160,289.17","-808,903.49","1,646,854.39"
收到其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,"143,085,559.90",,,"7,200,000.00",,,,,,,,,,,,,,,,,,,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,,,,,,,,,,,,,,,,,,"628,696.41","143,714,256.31",,,"7,200,000.00","50,000.00",,,,,,,,"60,000.00","579,929.72","579,060.48","583,312.17","744,099.53","791,603.94","791,785.81","797,460.22","1,263,112.69","626,194.39","624,703.04","618,210.21","1,091,523.00","1,234,440.44"
五、现金及现金等价物净增加额,"-34,798,954.89","-20,786,676.84","4,024,634.00","144,544,383.99","97,685,515.39","-21,591,300.45","7,725,087.95","127,645,067.71","54,789,085.24","10,647,269.33","10,678,999.60","-2,616,595.20","16,579,009.93","-4,284,787.48","-12,031,511.55","21,574,524.18","45,024,431.74","426,191,358.61","157,709,671.39","106,681,993.26","93,886,854.51","183,576,611.49","286,819,656.53","-8,067,018.25","170,815,980.61","-38,455,897.93","-195,747,951.87","246,428,455.98","226,454,341.87","276,504,055.56","-179,138,275.35","394,416,125.94","203,270,614.08","283,840,577.41","152,517,328.00","382,898,862.19","163,620,341.51","283,832,191.35","27,437,378.83","431,686,072.34","300,292,511.38","303,430,328.67","-190,907,714.64","12,432,682.36"
购建固定资产、无形资产和其他长期资产支付的现金,"21,950,294.73","25,498,938.81","73,292,363.46","23,722,844.43","57,965,073.50","124,588,416.60","94,553,644.60","11,293,310.00","13,543,063.89","15,730,062.19","17,565,556.91","7,166,620.46","15,793,951.51","20,953,793.96","20,588,474.00","22,963,209.01","82,102,579.27","378,143,790.12","599,270,919.82","23,676,524.07","94,009,327.44","155,803,332.33","270,442,197.10","30,514,465.50","401,575,451.78","593,902,994.04","725,962,129.77","41,768,222.83","99,196,847.56","243,449,610.94","427,601,025.96","9,355,743.34","21,049,076.57","38,464,997.57","37,783,688.34","58,867,934.59","21,619,486.16","32,766,490.63","91,835,901.70","4,757,127.50","11,818,795.61","21,127,046.19","30,708,172.97","5,113,667.60"
期初现金及现金等价物余额,"37,179,010.76","37,179,010.76","37,179,010.76","41,203,644.76","41,203,644.76","41,203,644.76","41,203,644.76","48,928,732.71","48,928,732.71","48,928,732.71","48,928,732.71","59,607,732.31","59,607,732.31","59,607,732.31","59,607,732.31","47,576,220.76","47,576,220.76","47,576,220.76","47,576,220.76","293,498,492.15","293,498,492.15","293,498,492.15","205,285,892.15","580,102,548.68","580,102,548.68","580,102,548.68","492,105,548.68","399,612,325.40","399,612,325.40","399,612,325.40","296,357,596.81","210,822,506.32","210,822,506.32","210,822,506.32","117,219,321.46","269,736,649.46","269,736,649.46","269,736,649.46","269,736,649.46","297,174,028.29","297,174,028.29","297,174,028.29","297,174,028.29","106,266,313.65"
投资支付的现金,,,,,,,,,,,,,"166,079,013.00","166,079,013.00","166,125,240.00",,,,,,,,,,,,,,,,"46,483,424.77",,,,,,,,,,,,,
期末现金及现金等价物余额,"2,380,055.87","16,392,333.92","41,203,644.76","185,748,028.75","138,889,160.15","19,612,344.31","48,928,732.71","176,573,800.42","103,717,817.95","59,576,002.04","59,607,732.31","56,991,137.11","76,186,742.24","55,322,944.83","47,576,220.76","69,150,744.94","92,600,652.50","473,767,579.37","205,285,892.15","400,180,485.41","387,385,346.66","477,075,103.64","492,105,548.68","572,035,530.43","750,918,529.29","541,646,650.75","296,357,596.81","646,040,781.38","626,066,667.27","676,116,380.96","117,219,321.46","605,238,632.26","414,093,120.40","494,663,083.73","269,736,649.46","652,635,511.65","433,356,990.97","553,568,840.81","297,174,028.29","728,860,100.63","597,466,539.67","600,604,356.96","106,266,313.65","118,698,996.01"
