科目,2007年1-3月,2007年1-6月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
销售商品、提供劳务收到的现金,"96,820,879.65","166,018,478.69","420,173,926.23","88,878,449.92","255,899,823.56","434,468,389.80","541,608,349.76","139,838,722.73","305,526,284.22","497,469,078.40","766,064,704.79","214,744,466.74","573,213,735.42","855,518,545.90","1,105,356,389.79","219,915,711.04","517,110,335.03","863,997,333.58","1,391,621,228.44","385,095,304.91","756,489,636.79","1,243,058,310.98","1,819,894,305.60","412,614,431.59","782,379,198.76","1,082,336,476.81","1,483,865,248.65","360,247,661.26","728,228,285.51","1,044,890,917.79","1,420,828,781.79","420,173,348.04","753,939,261.24","1,036,761,176.06","1,401,631,084.05","331,174,896.25","660,857,388.00","1,128,536,085.32","1,485,428,977.81","228,041,034.61","583,849,231.92","978,965,865.01","1,217,194,275.46","218,557,731.62"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到的税费返还,,,,"3,198,368.69","3,198,368.69","4,521,900.89","5,769,530.36","12,042,031.05","13,549,360.04","13,549,360.04","13,549,360.04",,,,,"1,110,308.30","1,755,828.20","8,126,613.07","15,592,846.90","6,404,695.95","6,406,279.58","8,549,773.80","17,790,263.99","5,246,460.21","5,246,437.73","8,216,892.27","14,856,868.49",,"449,366.40","7,095,599.38","20,985,061.44","12,539.66","96,165.53","3,852,191.30","12,654,510.09","1,197,189.30","1,274,848.99","11,048,614.19","15,536,713.62","2,376,973.23","6,609,941.16","7,984,403.56","9,678,490.63","36,595.80"
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到其他与经营活动有关的现金,"17,327,536.79","50,117,566.52","81,875,605.50","9,713,495.86","63,872,200.66","63,874,143.31","84,449,764.05","155,765.92","3,051,390.85","3,889,395.41","6,085,523.91","17,399,150.42","45,298,677.79","6,511,986.71","9,078,928.42","60,294,545.05","18,793,224.13","39,095,809.22","116,752,024.27","11,967,597.78","49,049,730.33","53,138,491.29","30,505,771.30","1,897,252.86","30,610,144.92","45,206,902.49","27,935,566.76","1,190,370.44","14,653,616.66","14,670,617.18","885,131.40","4,288,594.19","70,724,130.35","72,250,242.42","1,533,115.81","6,151,604.41","6,290,648.15","12,695,234.16","12,243,067.67","695,004.87","786,006.64","1,120,400.87","2,097,635.98","4,472,528.83"
投资活动现金流出小计,"21,950,294.73","25,498,938.81","73,292,363.46","23,722,844.43","57,965,073.50","124,588,416.60","94,553,644.60","11,293,310.00","13,543,063.89","15,730,062.19","17,565,556.91","7,166,620.46","181,872,964.51","187,032,806.96","186,713,714.00","22,963,209.01","82,102,579.27","378,143,790.12","599,270,919.82","23,676,524.07","94,009,327.44","155,803,332.33","270,442,197.10","30,514,465.50","401,575,451.78","593,902,994.04","725,962,129.77","41,768,222.83","99,196,847.56","243,449,610.94","474,084,450.73","9,355,743.34","21,049,076.57","38,464,997.57","37,783,688.34","58,867,934.59","21,619,486.16","32,766,490.63","91,835,901.70","4,757,127.50","11,818,795.61","21,127,046.19","30,708,172.97","5,113,667.60"
经营活动现金流入小计,"114,148,416.44","216,136,045.21","502,049,531.73","101,790,314.47","322,970,392.91","502,864,434.00","631,827,644.17","152,036,519.70","322,127,035.11","514,907,833.85","785,699,588.74","232,143,617.16","618,512,413.21","862,030,532.61","1,114,435,318.21","281,320,564.39","537,659,387.36","911,219,755.87","1,523,966,099.61","403,467,598.64","811,945,646.70","1,304,746,576.07","1,868,190,340.89","419,758,144.66","818,235,781.41","1,135,760,271.57","1,526,657,683.90","361,438,031.70","743,331,268.57","1,066,657,134.35","1,442,698,974.63","424,474,481.89","824,759,557.12","1,112,863,609.78","1,415,818,709.95","338,523,689.96","668,422,885.14","1,152,279,933.67","1,513,208,759.10","231,113,012.71","591,245,179.72","988,070,669.44","1,228,970,402.07","223,066,856.25"
投资活动产生的现金流量净额,"-21,950,294.73","-25,498,938.81","-73,292,363.46","-23,722,844.43","-57,965,073.50","-124,588,416.60","-94,553,644.60","-11,293,310.00","-13,543,063.89","-15,730,062.19","-17,565,556.91","-7,166,620.46","-181,872,964.51","-187,032,806.96","-186,713,714.00","-22,963,209.01","-82,102,579.27","-377,515,093.71","-455,556,663.51","-23,676,524.07","-94,009,327.44","-148,603,332.33","-270,392,197.10","-30,514,465.50","-401,575,451.78","-593,902,994.04","-725,962,129.77","-41,768,222.83","-99,196,847.56","-243,449,610.94","-474,024,450.73","-8,775,813.62","-20,470,016.09","-37,881,685.40","-37,039,588.81","-58,076,330.65","-20,827,700.35","-31,969,030.41","-90,572,789.01","-4,130,933.11","-11,194,092.57","-20,508,835.98","-29,616,649.97","-3,879,227.16"
购买商品、接受劳务支付的现金,"101,297,270.84","155,677,393.92","362,690,246.31","146,249,082.15","304,055,253.54","495,508,427.27","656,956,414.69","129,343,159.47","324,254,596.99","530,002,441.38","758,504,178.53","196,745,648.16","452,491,725.78","663,246,181.40","947,791,535.47","56,184,647.76","413,499,523.47","732,396,863.66","1,292,448,703.94","207,507,280.09","533,046,531.70","1,091,617,492.03","1,438,173,054.08","350,649,446.55","436,257,178.93","783,231,632.21","1,112,455,970.72","311,217,390.08","541,711,372.86","889,736,001.04","1,307,530,056.70","308,295,271.02","498,494,002.52","784,165,573.30","1,071,072,337.80","120,048,903.74","458,010,288.29","797,775,791.23","1,094,105,695.08","172,597,550.35","412,455,431.03","756,852,369.10","1,362,932,581.69","146,268,810.59"
吸收投资收到的现金,,,,"292,383,197.82","295,260,000.00","295,260,000.00","295,260,000.00",,,,,,,,,,,"583,999,400.00","583,999,400.00",,,,,,,,,,,,,,,,,"588,000,024.00","588,000,024.00","588,000,024.00","588,000,024.00",,,,,
