科目,2007-12-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"126,378,123.96","145,832,781.26","261,688,886.96","226,332,768.88","288,531,401.38","281,120,883.14","274,245,945.67","230,893,606.47","250,937,113.99","208,482,181.05","197,950,632.73","223,180,098.67","240,493,487.09","259,100,293.08","269,948,029.17","263,461,037.92","257,231,059.58","250,680,559.23","292,445,595.89","366,103,868.63","358,671,915.02","339,578,253.50","398,375,756.28","427,799,011.14","419,872,332.79","404,621,150.41","394,068,103.90","407,359,719.50","375,042,731.24","887,961,142.00","706,562,626.98","744,839,241.03","720,145,145.19","730,936,637.55","787,981,281.51","759,917,872.87","810,869,666.50","763,776,713.43","890,119,664.51","789,913,291.86","794,545,962.41","881,967,820.03"
短期借款,"170,000,000.00","188,830,000.00","156,300,000.00","138,500,000.00","169,500,000.00","165,500,000.00","165,500,000.00","142,500,000.00","159,500,000.00","160,300,000.00","143,300,000.00","166,300,000.00","166,300,000.00","147,500,000.00","170,300,000.00","193,300,000.00","193,300,000.00","215,300,000.00","210,300,000.00","247,300,000.00","215,300,000.00","262,800,000.00","259,000,000.00","279,000,000.00","231,000,000.00","282,000,000.00","317,000,000.00","372,000,000.00","352,000,000.00","417,500,000.00","243,000,000.00","238,000,000.00","247,000,000.00","244,000,000.00","236,000,000.00","263,000,000.00","264,170,802.00","254,170,802.00","262,170,802.00","232,170,802.00","230,800,000.00","321,800,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"7,438,569.09","7,654,687.52","6,870,292.80","2,591,387.22","5,170,781.33","7,371,711.76","4,010,376.81","5,192,334.13","4,036,670.34","4,792,477.92","4,591,110.32","5,502,043.87","7,685,323.93","8,276,999.21","13,499,952.30","7,988,870.13","13,143,512.10","16,775,657.53","20,525,976.90","9,597,033.51","15,364,548.02","6,014,986.81","7,424,308.83","9,152,818.05","19,027,120.80","23,208,972.83","29,375,910.35","9,174,869.68","5,697,002.60","6,957,761.66","23,857,100.05","5,495,682.05","13,484,255.31","14,134,013.79","7,544,351.60","11,254,720.29","13,191,975.84","24,453,771.77","17,166,115.61","43,194,512.11","35,176,266.85","68,763,503.77"
应付票据,"84,558,643.61","98,231,946.65","98,342,340.23","66,396,167.51","84,938,403.89","127,690,968.06","116,753,631.93","76,758,583.37","82,204,155.11","76,270,110.76","77,690,165.94","87,524,460.01","83,543,242.32","119,705,497.39","118,829,885.95","97,156,934.25","88,170,575.56","69,529,354.90","98,332,663.60","90,468,281.96","113,063,108.60","59,723,275.44","96,997,159.10","84,249,983.14","134,721,227.72","131,214,030.26","114,720,465.42","93,685,613.76","114,751,339.08","98,160,540.54","109,468,469.86","82,308,960.71","76,739,093.11","95,310,006.87","71,510,901.23","96,958,504.31","118,840,968.84","86,925,213.86","59,250,135.57","89,600,296.86","94,619,012.85","92,604,399.36"
应收账款,"139,944,360.97","150,055,275.71","154,329,397.21","153,030,595.38","158,408,938.79","176,685,724.46","200,583,637.91","148,354,891.95","204,491,616.16","219,925,211.59","252,472,386.63","246,311,971.35","288,905,831.57","300,088,368.17","319,591,753.76","293,278,674.97","334,321,160.86","389,830,467.83","443,909,162.19","388,682,672.08","487,858,924.40","484,578,188.32","492,054,150.37","461,564,158.37","481,920,550.22","525,034,519.74","548,022,090.89","555,376,280.65","625,118,353.11","644,561,125.92","661,540,808.13","606,638,065.73","681,190,459.42","720,487,785.64","774,919,999.47","713,581,585.05","795,096,610.11","769,156,620.14","729,039,330.27","652,173,576.44","732,007,562.36","781,554,714.57"
应付账款,"102,448,041.56","98,433,949.70","108,287,252.68","101,811,891.57","121,881,632.66","117,504,361.90","133,390,597.33","107,084,031.98","148,304,539.07","156,828,698.77","171,031,848.68","173,228,769.47","196,570,706.83","205,403,748.85","208,514,241.74","186,981,927.98","207,589,464.07","269,570,627.76","303,504,388.44","224,782,483.56","330,496,723.04","304,373,834.25","273,214,092.59","239,938,024.25","235,179,324.59","243,174,481.31","241,708,751.37","208,710,990.74","266,982,939.43","230,808,647.66","270,488,107.74","212,362,502.00","225,509,814.56","231,923,725.28","259,280,543.33","236,402,791.09","287,811,753.66","279,968,647.80","267,575,660.42","240,434,174.13","266,237,480.17","267,751,271.46"
预付款项,"10,585,027.45","7,135,626.80","15,138,197.36","21,722,850.17","21,198,647.05","16,489,371.07","23,814,333.97","20,313,835.87","19,648,908.45","18,984,002.76","15,562,174.39","28,120,689.90","30,824,219.31","33,774,995.33","40,661,718.37","51,035,645.02","39,963,991.85","66,469,299.94","58,253,944.78","66,245,750.67","69,395,831.31","53,803,381.62","55,185,480.51","44,838,984.95","48,514,499.37","56,909,296.54","54,021,910.75","27,327,258.54","30,504,818.01","39,709,846.97","25,217,395.09","32,778,032.88","53,052,463.59","46,183,463.99","68,848,987.88","74,822,361.08","41,523,602.52","51,940,038.35","78,417,650.06","39,112,306.16","39,704,154.26","44,195,876.13"
预收款项,"8,511,709.95","5,981,291.82","8,012,637.27","9,712,586.93","2,529,586.32","3,059,940.41","3,011,550.44","9,452,518.57","3,934,044.76","3,902,215.30","6,645,367.35","15,163,242.64","4,145,267.08","4,001,866.37","7,399,168.19","14,842,005.86","21,266,694.17","8,946,394.56","8,555,847.41","21,669,448.86","22,738,614.16","11,611,334.38","15,594,819.04","29,565,474.23","19,667,707.51","23,515,238.66","24,223,170.40","20,559,190.57","19,857,545.15","22,504,677.41","19,043,805.87","17,767,805.80","27,991,484.35","22,869,769.80","22,795,884.35","44,498,528.22","15,082,915.51","15,895,359.01","26,685,508.84","28,957,966.33","18,150,408.19","21,982,855.77"
