科目,2008年度,2009年度,2010年度,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
一、营业收入,"1,238,749,474.94","1,583,254,109.95","2,011,485,641.81","885,830,531.58","1,239,889,929.21","1,583,137,858.78","321,893,034.84","680,002,552.13","1,011,528,813.71","1,242,721,862.79","225,495,233.13","600,836,795.31","1,009,399,333.21","1,400,024,179.22","334,922,630.07","749,927,664.53","1,208,615,767.98","1,640,032,178.77","319,959,165.48","769,163,928.35","1,315,282,445.69","1,771,712,277.03","360,977,564.93","776,999,968.60","1,183,586,973.62","1,556,931,693.63","328,379,071.32","671,847,013.82","1,026,387,753.38","1,348,925,012.49","188,554,701.76"
二、营业利润,"182,310,892.25","370,399,947.36","364,516,934.10","116,809,417.81","128,111,552.17","187,524,648.61","18,319,059.23","36,425,367.48","49,690,361.14","14,444,262.71","2,606,710.19","6,184,153.25","13,482,624.92","21,556,840.14","4,203,575.44","46,647,377.63","78,723,401.74","113,712,228.70","17,957,362.18","65,716,592.19","111,358,160.28","157,093,917.34","34,605,619.65","66,979,608.16","110,535,444.40","148,976,896.57","23,176,743.40","40,186,031.48","24,907,026.45","5,838,731.60","-64,536,709.59"
减:营业成本,"922,699,218.81","1,028,968,920.11","1,423,833,468.35","687,723,653.37","993,467,147.06","1,272,388,557.33","260,122,336.75","554,522,688.12","842,652,846.64","1,019,341,626.63","181,064,344.40","493,551,311.90","832,280,031.63","1,151,059,205.71","286,160,863.98","624,758,789.27","993,661,204.01","1,324,695,476.24","240,850,912.84","589,216,053.67","1,025,424,199.75","1,380,856,607.58","269,409,512.22","575,126,290.13","870,612,065.86","1,136,907,430.72","252,813,772.45","531,994,995.65","856,530,931.88","1,153,482,529.40","203,779,178.40"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"3,216,351.40","8,908,613.78","8,650,755.94","1,206,446.78","1,491,045.94","1,770,727.68","509,617.53","1,815,667.94","3,809,653.92","4,356,292.77","1,621,200.01","2,609,505.89","3,261,850.48","5,633,481.84","1,130,543.76","2,575,276.32","4,819,557.75","7,567,433.95","2,668,061.90","3,679,336.61","5,382,930.08","7,248,365.75","5,000,678.71","6,457,534.00","7,230,096.07","13,157,546.38","6,303,393.15","9,157,068.41","11,338,750.90","17,442,936.67","2,365,001.09"
营业外收入,"5,143,290.23","11,532,054.10","8,419,564.83","609,593.98","12,957,110.60","9,929,269.05","1,181,209.99","1,599,156.75","3,460,806.49","2,387,599.73","494,366.99","1,536,116.67","1,791,523.28","2,489,006.89","357,284.38","693,184.37","1,421,954.92","1,602,081.91","593,834.99","794,700.83","1,727,237.96","2,106,632.98","697,209.49","1,368,906.92","1,748,727.07","2,416,313.04","927,170.72","1,147,420.56","3,456,929.10","557,764.75",280.00
销售费用,"35,140,742.58","57,545,919.80","86,386,373.57","30,501,848.01","46,867,552.27","59,817,943.67","9,689,919.66","19,536,398.84","28,028,646.46","41,718,023.17","10,485,129.33","25,239,763.00","38,404,362.51","47,914,305.01","17,609,867.53","29,599,860.37","51,490,947.46","72,378,092.56","19,885,779.66","37,470,497.21","56,674,559.26","81,014,193.29","17,318,825.30","30,382,933.30","43,007,873.30","50,379,719.62","10,687,673.69","22,720,706.88","36,023,428.33","43,382,170.85","10,862,315.20"
减:营业外支出,"737,546.89","3,039,656.13","325,497.98","1,893,649.77","2,586,853.77","3,431,316.79","722,500.00","1,871,504.00","2,471,054.98","2,942,472.02","457,632.30","909,174.38","1,389,174.38","1,654,174.38","691,506.72","4,595,880.02","5,350,885.04","5,873,686.85","215,322.69","1,997,543.68","2,480,431.82","9,577,613.92","306,798.86","732,251.57","1,375,740.91","9,432,651.11","4,752.14","147,011.98","2,564,282.91","2,050,532.67","217,931.65"
管理费用,"70,488,342.49","93,844,249.28","98,484,202.46","51,879,955.91","66,509,912.51","82,619,381.87","21,073,254.81","39,405,223.24","55,839,987.02","71,912,281.31","19,020,690.68","41,395,856.37","61,860,684.47","79,421,064.91","17,917,205.95","39,074,268.37","66,012,026.56","91,712,303.59","24,552,164.93","50,564,258.99","77,327,766.03","114,711,881.17","25,937,420.28","66,037,606.73","98,233,565.09","110,619,297.31","25,728,125.23","50,147,694.44","70,508,310.76","87,450,971.23","23,315,063.77"
其中:非流动资产处置净损失,"49,763.33",,"55,850.21",,,"97,031.63",,"586,504.00",,"622,141.43",,"1,099.25","1,099.25","1,099.25","391,506.72","3,482,502.25","3,487,507.27","3,500,309.08",,"75,426.81","423,892.82","7,397,832.57","146,798.86","407,251.57","950,740.91","8,607,018.50","4,752.14","24,358.97","1,554,915.02",,
