科目,2008-12-31,2009-12-31,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"54,987,314.01","101,145,519.60","143,154,940.83","172,923,293.43","996,614,468.06","967,314,877.72","984,635,710.87","992,011,551.03","932,947,794.15","936,263,322.35","929,782,178.74","924,208,409.35","875,276,158.93","884,987,234.68","847,827,125.03","849,084,820.23","827,934,185.79","791,293,438.97","835,965,400.44","823,090,725.79","504,141,622.86","267,507,986.53","43,400,406.14","50,021,077.93","51,219,986.73","271,463,021.85","206,146,388.15","49,026,730.22","89,240,865.03","41,449,928.10"
短期借款,,"15,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付票据,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收账款,"1,213,983.33","281,397.88","30,791,439.54","28,507,809.17","33,648,985.45","31,861,478.78","32,169,439.91","21,582,197.74","25,943,182.06","22,304,579.38","16,509,595.68","13,485,260.35","16,869,437.90","26,406,231.28","13,523,434.51","6,273,506.09","7,131,028.06","8,214,939.45","3,954,983.98","3,539,866.23","4,084,621.48","8,417,443.95","7,862,572.87","4,305,829.13","6,719,999.57","7,964,750.90","15,763,891.02","14,876,822.36","6,375,244.45","11,946,574.52"
应付账款,"6,569,489.51","18,457,902.75","7,988,881.69","12,371,276.71","9,397,092.40","3,094,822.76","9,073,350.77","8,666,021.49","8,295,566.78","5,697,341.48","7,125,535.29","7,633,066.85","4,607,562.03","4,290,383.19","4,473,433.53","1,204,529.34","2,352,442.85","3,182,300.45","5,399,267.39","3,304,186.30","3,262,203.88","2,475,250.12","4,574,323.39","3,285,583.47","2,017,839.86","3,877,360.23","6,521,278.47","13,198,415.53","16,522,060.03","4,233,448.16"
预付款项,"24,652,906.00","44,479,823.50","25,340,827.62","26,999,739.82","28,497,775.97","15,174,522.63","12,432,069.11","25,393,537.03","6,024,045.01","9,573,073.80","17,313,859.02","14,229,266.86","12,465,625.38","12,940,457.06","10,529,594.08","9,775,814.95","7,219,263.58","2,256,207.76","3,045,383.13","2,520,315.31","3,074,272.44","6,297,007.14","3,853,207.46","10,048,608.66","10,504,496.13","17,278,572.31","10,635,528.06","16,669,865.96","21,689,981.67","7,080,781.54"
预收款项,"21,143,367.07","3,746,779.06","16,122.10","28,323.27","15,024.68","107,109.68","16,725.18","434,082.75","464,393.35","480,755.44","312,322.11","391,872.02","351,018.65","589,770.42","576,586.79","552,273.90","576,820.13","1,708,220.59","2,105,135.58","1,608,184.00","1,477,542.80","1,870,637.54","2,390,509.95","1,315,611.28","3,712,285.85","5,614,700.79","3,491,514.96","10,219,172.87","5,670,142.61","8,728,827.14"
