科目,2008-12-31,2009-12-31,2010-12-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
货币资金,"3,219,314,584.00","6,463,543,570.00","13,735,497,595.00","13,503,456,209.00","13,687,451,166.00","15,739,645,396.00","15,657,849,777.00","18,219,374,511.00","16,985,089,127.00","17,767,246,843.00","20,311,884,269.00","19,620,071,930.00","19,191,748,156.00","21,383,806,335.00","21,122,068,374.00","19,944,872,479.00","20,271,607,425.00","23,896,015,464.00","21,263,024,194.00","23,098,582,195.00","19,562,543,939.00","20,733,741,565.00","20,204,570,675.00","21,236,099,681.00","19,697,240,490.00","23,417,760,873.00","22,047,234,022.00","18,848,309,924.00","19,190,220,598.00","20,171,588,415.00"
短期借款,"2,195,837,165.00","4,332,371,067.00","9,653,001,490.00","9,217,664,058.00","8,697,003,815.00","9,527,887,598.00","9,137,103,077.00","9,720,927,728.00","13,690,858,040.00","14,727,486,136.00","11,727,485,195.00","11,009,974,615.00","8,541,578,423.00","11,345,009,603.00","9,938,955,987.00","10,200,437,705.00","8,676,761,046.00","9,790,625,813.00","7,787,078,193.00","10,410,264,766.00","10,193,479,119.00","9,775,760,366.00","7,964,311,051.00","8,483,426,537.00","7,349,978,176.00","6,990,685,646.00","10,134,187,592.00","11,398,894,428.00","10,539,652,126.00","8,889,018,795.00"
交易性金融资产,,,"4,743,748.00",,,,,,,"100,000,000.00",,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,"94,670,730.00","94,670,730.00","94,670,730.00","94,670,730.00",,,,,,,
应收票据,"610,000.00","17,758,000.00","37,462,808.00","12,760,000.00","19,753,000.00","27,865,446.00","29,180,000.00","27,487,841.00","112,040,000.00","15,890,073.00","36,862,949.00","42,684,296.00","37,790,665.00","59,114,436.00","15,577,345.00","33,344,049.00","41,597,357.00","20,182,594.00","41,171,365.00","10,929,080.00","7,071,988.00","6,576,394.00","1,550,000.00","2,080,000.00","3,000,000.00","24,673,200.00","28,380,743.00","6,998,490.00","3,210,040.00","6,013,100.00"
应付票据,"5,112,194,087.00","8,337,509,056.00","15,606,306,336.00","15,635,007,635.00","18,103,502,591.00","22,360,357,517.00","25,055,512,997.00","25,168,424,245.00","21,940,558,859.00","24,589,400,597.00","28,875,798,943.00","27,439,736,025.00","28,844,501,350.00","30,936,466,843.00","33,708,763,631.00","33,343,161,579.00","34,192,297,139.00","34,126,179,133.00","31,228,854,695.00","35,883,979,494.00","32,950,923,574.00","30,067,649,055.00","28,425,803,791.00","28,124,731,763.00","28,769,425,885.00","31,073,758,382.00","25,814,187,629.00","21,524,698,627.00","22,472,162,135.00","24,431,835,267.00"
应收账款,"433,215,939.00","1,447,414,264.00","1,348,472,580.00","951,242,481.00","956,445,933.00","847,442,939.00","999,360,733.00","967,324,381.00","871,161,608.00","1,750,803,683.00","1,394,719,586.00","1,152,335,818.00","1,242,829,174.00","1,276,598,898.00","978,426,455.00","931,828,656.00","1,262,864,788.00","841,815,217.00","604,853,286.00","698,434,133.00","653,958,773.00","976,065,268.00","689,312,855.00","932,615,792.00","784,063,765.00","1,772,240,772.00","1,354,929,050.00","1,633,221,412.00","1,385,599,443.00","1,577,611,636.00"
应付账款,"2,145,150,323.00","2,428,285,245.00","2,701,790,152.00","2,719,180,022.00","2,945,627,179.00","3,441,768,790.00","1,483,841,603.00","2,147,881,433.00","2,056,299,062.00","2,274,548,472.00","2,269,362,211.00","3,017,606,421.00","3,068,768,233.00","2,163,190,359.00","2,696,307,790.00","2,483,805,060.00","2,339,328,986.00","1,803,720,303.00","2,291,209,280.00","1,518,995,205.00","1,529,461,063.00","1,625,358,329.00","1,641,971,199.00","1,838,942,537.00","1,746,058,676.00","2,931,235,768.00","3,152,038,475.00","2,407,156,176.00","2,251,232,095.00","2,151,333,690.00"
预付款项,"1,376,373,444.00","2,638,403,189.00","4,210,761,884.00","4,372,795,943.00","5,055,190,539.00","4,518,410,909.00","5,678,788,462.00","4,323,294,712.00","6,395,964,525.00","4,515,669,647.00","5,376,614,952.00","4,098,646,668.00","5,241,597,321.00","4,860,489,429.00","6,275,059,380.00","4,135,812,214.00","4,208,136,544.00","4,049,575,101.00","4,316,512,193.00","2,826,939,628.00","4,956,361,105.00","3,872,806,389.00","4,050,246,535.00","3,849,383,841.00","5,615,885,835.00","4,740,015,191.00","4,406,513,930.00","5,869,837,955.00","6,100,663,397.00","4,582,516,004.00"
预收款项,"150,295,402.00","240,733,694.00","291,080,534.00","271,823,459.00","254,102,640.00","258,215,933.00","218,674,834.00","196,308,430.00","204,050,499.00","287,507,615.00","122,616,566.00","290,203,155.00","153,708,693.00","261,901,410.00","187,151,572.00","249,927,375.00","286,748,434.00","263,202,157.00","242,577,157.00","169,472,058.00","198,416,255.00","209,666,158.00","214,251,190.00","248,085,483.00","260,265,619.00","737,723,688.00","610,470,112.00","915,153,757.00","1,265,251,298.00","347,384,067.00"
其他应收款,"634,943,631.00","747,677,868.00","1,782,780,178.00","3,162,507,359.00","2,313,278,001.00","3,740,588,438.00","3,922,054,267.00","4,195,612,546.00","4,626,298,866.00","3,661,147,678.00","3,779,912,896.00","3,819,708,621.00","4,581,976,175.00","4,793,043,391.00","4,737,990,982.00","4,893,365,877.00","4,866,868,605.00","5,685,717,021.00","5,824,312,570.00","5,862,124,371.00","5,931,200,856.00","5,676,367,576.00","5,582,233,354.00","6,019,557,134.00","6,853,154,115.00","7,743,756,226.00","7,768,168,033.00","8,692,806,846.00","8,854,663,795.00","8,002,241,786.00"
应付职工薪酬,"36,153,736.00","59,260,838.00","72,454,525.00","90,025,202.00","91,138,560.00","47,049,389.00","48,243,148.00","81,870,814.00","91,140,993.00","50,555,636.00","99,620,197.00","93,525,013.00","118,022,911.00","43,613,264.00","121,824,824.00","45,315,440.00","118,395,860.00","39,342,323.00","108,903,140.00","103,653,533.00","100,070,103.00","81,573,079.00","137,585,395.00","113,152,244.00","110,080,208.00","161,235,806.00","171,265,423.00","177,745,329.00","195,639,281.00","194,264,566.00"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"-29,361,664.00","60,342,628.00","3,697,069.00","164,886,625.00","-277,485,663.00","333,304,023.00","227,372,693.00","355,499,709.00","186,572,795.00","361,186,893.00","176,508,808.00","380,109,059.00","356,321,257.00","417,545,425.00","40,998,396.00","117,891,443.00","52,322,964.00","324,635,551.00","60,059,865.00","99,337,471.00","85,662,921.00","145,773,114.00","81,018,723.00","219,987,794.00","196,403,317.00","275,849,111.00","149,872,215.00","262,021,495.00","224,287,554.00","356,364,877.00"
应收利息,,,,,,,,,,,,,,,,,,,,,"375,000.00",,,,,,,,,
应付利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,"48,323,850.00","43,184,980.00","29,075,200.00",,,,"9,250,200.00",,,,,,,,,,"1,526,113.00",,,,,,,,,,,,
存货,"3,967,928,542.00","3,637,254,774.00","6,226,323,831.00","8,034,983,292.00","8,131,650,670.00","10,177,830,315.00","10,130,456,275.00","11,621,023,992.00","10,219,792,112.00","11,315,190,814.00","9,733,347,270.00","11,150,599,820.00","10,132,953,269.00","10,277,290,763.00","11,154,424,728.00","11,470,045,639.00","11,836,998,078.00","10,239,456,820.00","8,866,983,881.00","9,927,807,024.00","7,264,622,749.00","10,106,992,048.00","10,380,509,976.00","10,834,191,109.00","10,009,848,394.00","11,898,059,587.00","12,678,223,051.00","10,125,718,983.00","8,639,624,001.00","8,229,572,688.00"
其他应付款,"851,607,859.00","993,916,294.00","1,493,958,472.00","1,623,274,371.00","1,396,163,242.00","2,180,254,290.00","2,308,424,773.00","2,309,458,942.00","1,926,158,874.00","2,840,548,580.00","2,956,968,232.00","2,603,491,889.00","3,129,051,164.00","2,636,282,424.00","3,047,305,857.00","2,677,388,366.00","2,310,809,312.00","2,694,864,714.00","2,715,616,374.00","2,352,487,966.00","2,814,898,129.00","2,486,415,599.00","2,211,229,609.00","3,009,706,092.00","3,766,315,271.00","4,180,565,961.00","4,775,193,615.00","4,259,859,328.00","4,455,564,569.00","4,614,982,062.00"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
