科目,2009-12-31,2010-12-31,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
其他应收款,"6,721,558.17","155,951.53","11,585,131.76","342,854.16","157,462.31","55,513.23","28,715.87","178,884.59","2,031,691.47","3,220,784.97","1,509,519.40","2,357,179.16","1,704,018.56","8,005,670.76","3,563,473.01","17,265,567.03","1,642,887.06","2,561,039.19","2,262,151.41","9,659,929.92","11,272,821.71","10,336,393.83","9,629,964.22","11,864,357.48","11,852,085.74","14,200,275.76"
应付职工薪酬,"7,176,631.46","6,744,039.73","8,139,190.82","20,893,173.68","23,110,371.11","23,052,429.93","11,238,101.92","26,713,638.89","23,871,250.28","25,138,272.79","26,655,468.34","29,724,413.42","31,859,364.20","33,588,944.54","74,144,354.37","57,069,743.46","60,759,773.78","58,254,247.43","84,451,885.23","64,621,679.53","73,263,818.20","90,315,407.80","105,482,920.03","82,767,428.15","87,907,112.11","102,957,848.00"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"27,778,491.53","30,227,571.47","33,924,121.63","19,313,008.96","28,396,047.53","26,799,146.37","39,502,898.47","24,817,223.93","19,683,679.36","20,436,655.94","29,330,044.50","29,184,691.82","39,763,164.34","28,025,428.15","44,817,425.72","29,677,566.02","20,149,212.34","37,783,315.15","27,569,745.65","32,996,019.19","60,864,152.31","36,618,312.25","114,537,092.25","58,920,115.58","40,801,859.36","16,632,294.69"
应收利息,,,,,"12,475,879.34","14,850,000.00","5,517,389.75","735,214.95","7,797,923.06","541,045.44","6,695,692.15","585,983.10","7,221,281.92","766,161.64","5,912,720.52","367,828.76","23,589.04",,,,,,,,,
应付利息,,"169,888.89",,,,,,,,,,,,,"207,998.02","50,441.78",,"255,555.55","4,258,064.52","22,258,064.52","40,264,106.19","79,064,516.13","47,564,516.13","88,717,016.13","136,471,724.46","96,346,724.46"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,"88,252,814.81","65,553,573.75","66,309,988.69",,,,,,,,,,,,"63,450,000.00","63,450,000.00",,,"78,450,000.00",,,,"48,000,000.00","48,000,000.00"
存货,"161,756,597.21","209,670,694.25","269,365,084.11","287,190,388.12","321,939,506.13","348,792,017.20","362,861,409.55","407,033,245.89","412,919,008.01","406,715,608.43","410,567,930.23","463,728,564.41","470,841,099.63","500,373,745.53","722,287,741.77","812,939,531.90","818,524,739.78","870,136,072.97","955,690,963.35","1,040,808,395.20","1,029,403,887.08","1,047,089,375.34","1,185,926,601.88","1,250,678,592.96","1,276,842,776.90","1,416,674,087.56"
其他应付款,"22,618,763.20","792,238.92","1,147,741.03","10,222,428.75","1,381,631.75","12,384,767.56","1,339,402.85","3,036,401.99","2,094,647.95","2,132,315.13","2,038,014.87","2,884,847.87","2,460,517.34","4,655,098.12","7,570,142.84","5,310,760.03","3,295,299.38","4,245,461.81","5,887,583.67","5,789,434.67","6,879,913.64","7,588,193.73","9,305,664.55","8,720,967.42","7,158,300.77","6,578,046.26"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,,,,,,,,,,,"1,596,160,006.71","1,598,337,563.88"
其他流动资产,"18,453.85",,,,,,,,"31,438,888.85",,,,,,"10,000,000.00",,,,"326,426.33","262,436.03","262,436.03","262,436.03","38,108.98",,"851,130.25","51,697.21"
其他流动负债,"487,871.21",,,,,,,,,,,,,,,,,"428,146.65","382,666.67","754,750.00","382,666.67","382,666.67","621,916.67","2,121,916.67","3,713,459.91","621,916.67"
流动资产合计,"557,919,778.31","704,940,321.80","817,625,467.28","2,274,133,189.24","2,378,713,283.64","2,228,410,325.38","2,209,186,341.16","2,285,530,270.66","2,197,337,913.01","2,078,843,070.45","2,263,148,738.12","2,329,148,779.20","2,190,809,724.65","2,272,360,938.27","2,782,597,513.85","2,840,780,393.27","2,533,836,917.00","2,402,872,702.51","3,141,688,985.53","2,644,714,419.02","2,728,271,106.18","3,116,698,228.28","3,610,559,639.07","3,582,100,890.49","3,527,025,922.96","3,485,883,568.68"
流动负债合计,"155,752,382.63","239,600,239.70","242,642,699.20","220,190,679.65","243,591,592.37","190,116,271.69","218,735,688.02","229,125,529.63","280,498,190.52","197,725,226.24","217,228,490.78","208,992,144.01","386,126,176.93","379,089,704.87","643,367,802.66","625,829,864.83","575,778,940.90","1,133,229,627.59","832,643,082.27","775,564,864.44","946,624,119.48","812,070,066.86","1,004,332,317.70","1,235,705,017.18","3,012,666,542.05","3,195,864,689.11"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,,,,,,"19,737,000.00","19,737,000.00"
长期借款,,,,,,,,,,,,,,,"34,500,000.00","34,500,000.00",,"63,828,790.37",,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,"1,583,490,255.29","1,585,562,698.13","1,587,635,140.97","3,074,626,408.68","3,078,778,321.84","3,083,010,483.61","1,985,966,172.69","1,988,826,498.21"
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,,,,,,,
长期股权投资,,"9,001,610.69","5,597,739.16","26,618,055.61","35,783,260.07","35,231,419.00","33,991,281.17","32,767,494.53","33,822,939.77","17,028,714.30","17,011,764.90","16,146,649.50","24,127,504.07","24,929,449.07","26,680,638.75","28,651,435.47","30,053,605.71","105,375,684.18","664,125,139.64","988,972,396.20","1,024,337,822.71","2,016,163,520.93","2,049,045,937.99","2,344,766,845.84","2,615,378,540.45","2,951,784,431.00"
专项应付款,,,,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,"14,500,653.00",,,,,,,"27,619,255.01","27,360,227.90","10,500,398.15","10,400,503.40","10,300,608.65","10,200,713.90","10,100,819.15","25,025,146.86","24,777,520.17","23,946,874.27","23,633,650.89","23,386,024.20","23,138,397.52","22,890,770.83","22,643,144.14","22,395,517.45","22,147,890.76","21,900,264.07"
预计负债,,,,,,,,,,,,,,,"2,289,663.74","2,289,663.74","2,158,719.55","4,752,315.67","4,358,737.00","4,897,509.97","5,183,617.87","6,338,987.49","5,607,591.90","5,684,166.53","4,733,628.06","3,484,521.98"
固定资产,"123,636,432.01","206,964,340.14","286,356,065.96","291,251,882.81","293,016,940.75","325,255,068.24","426,972,781.66","436,165,673.47","437,629,371.68","490,263,665.12","539,024,011.29","536,234,889.60","710,145,427.32","727,088,772.90","979,219,692.87","977,674,046.42","1,098,816,521.86","1,517,677,365.73","1,543,118,781.14","1,567,335,413.16","1,538,269,963.87","1,530,790,803.68","1,588,068,639.53","1,549,234,886.50","1,694,588,932.53","1,741,860,281.17"
递延所得税负债,,,,,,,,,,,,,,,"14,151,813.36","13,581,801.24","14,151,813.35","24,850,138.35","25,133,025.42","24,275,888.26","23,418,751.09","22,561,613.93","22,568,457.04","21,927,314.94","21,286,172.85","20,645,030.75"
在建工程,"1,164,173.12","64,957.26","24,760,669.24","31,875,939.67","32,349,141.22","8,643,148.49","15,633,473.11","15,635,143.11","20,727,788.05","16,413,365.52","4,372,734.35","5,241,452.34","605,641.02","7,865,883.63","26,718,871.20","42,154,455.50","37,341,924.57","23,073,322.71","41,379,917.36","145,873,246.57","46,261,353.52","87,800,243.25","69,519,000.16","111,543,781.67","237,973,978.10","352,202,526.83"
其他非流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,
工程物资,,,"50,523,139.73",,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,,,,,,,,,,,,,,,"50,941,477.10","50,371,464.98","16,310,532.90","98,118,911.04","1,617,574,017.70","1,619,232,429.68","1,620,638,176.58","3,107,832,010.08","3,113,243,745.77","3,116,755,860.90","2,017,964,390.25","2,018,778,988.42"
固定资产清理,,,,,,,,,,,,,,,,,,,,,,,,,,
负债合计,"155,752,382.63","239,600,239.70","242,642,699.20","220,190,679.65","243,591,592.37","190,116,271.69","218,735,688.02","229,125,529.63","280,498,190.52","197,725,226.24","217,228,490.78","208,992,144.01","386,126,176.93","379,089,704.87","694,309,279.76","676,201,329.81","592,089,473.80","1,231,348,538.63","2,450,217,099.97","2,394,797,294.12","2,567,262,296.06","3,919,902,076.94","4,117,576,063.47","4,352,460,878.08","5,030,630,932.30","5,214,643,677.53"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"126,000,000.00","225,000,000.00","225,000,000.00","300,000,000.00","300,000,000.00","600,000,000.00","600,000,000.00","600,000,000.00","600,000,000.00","600,000,000.00","600,000,000.00","600,000,000.00","600,000,000.00","600,000,000.00","750,000,000.00","750,000,000.00","750,000,000.00","750,000,000.00","750,000,000.00","750,000,000.00","750,000,000.00","750,000,000.00","750,000,000.00","750,000,000.00","1,500,000,000.00","1,500,000,000.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,,"957,250.29","957,250.29","1,358,095,211.24","1,358,095,211.24","1,117,950,959.46","1,115,539,484.31","1,115,539,484.31","1,115,539,484.31","1,115,539,484.31","1,115,539,693.29","1,115,539,693.29","1,115,540,033.56","1,115,540,033.56","2,091,473,094.41","2,091,473,094.41","2,091,473,094.41","2,091,473,094.41","2,091,473,094.41","2,091,473,094.41","2,091,473,094.41","2,091,473,094.41","2,091,473,094.41","2,091,473,094.41","1,341,473,094.41","1,589,811,199.89"
无形资产,"14,610,539.51","47,317,613.58",,"50,053,426.51","50,256,647.13","49,913,665.40","96,441,547.91","95,766,617.44","129,092,227.19","212,410,528.13","133,282,336.53","132,038,401.50","215,096,334.54","214,400,066.29","318,169,926.05","308,325,788.98","314,849,527.05","348,982,547.53","345,195,469.93","386,175,649.79","489,381,737.74","485,660,881.96","483,390,669.36","527,481,640.97","534,817,733.72","567,827,367.67"
盈余公积,"27,728,709.76","47,059,059.60","75,546,737.92","75,546,737.92","75,546,737.92","75,546,737.92","102,662,269.95","102,662,269.95","102,662,269.95","102,662,269.95","164,966,267.14","164,966,267.14","164,966,267.14","164,966,267.14","201,869,083.68","201,869,083.68","201,869,083.68","201,869,083.68","227,212,111.59","227,212,111.59","227,212,111.59","227,212,111.59","269,261,813.26","288,599,194.05","269,261,813.26","269,261,813.26"
开发支出,,,,,,,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,,,,,,,,
商誉,,,"26,451,823.91","26,451,823.91","44,098,203.73","44,098,203.73","44,098,203.73","44,098,203.73","44,098,203.73","51,333,128.39","53,393,150.27","53,393,150.27","53,393,150.27","53,393,150.27","717,333,428.85","717,333,428.85","717,333,428.85","1,075,719,918.18","1,084,303,268.72","1,084,303,268.72","1,084,303,268.72","1,084,303,268.72","1,084,303,268.72","1,084,303,268.72","1,084,303,268.72","1,084,303,268.72"
未分配利润,"233,749,130.28","346,985,660.39","524,589,492.13","597,778,732.66","709,881,931.47","668,992,228.48","749,362,104.20","817,175,225.54","750,014,750.84","835,029,322.14","854,089,255.14","920,072,764.28","862,367,441.54","969,090,818.71","1,091,594,350.32","1,192,868,632.92","1,101,029,062.21","1,199,190,682.42","1,294,741,442.14","1,355,931,134.12","1,269,751,572.82","1,333,385,106.19","1,663,143,499.68","1,718,227,605.56","1,572,060,551.61","1,630,790,948.40"
长期待摊费用,,,"5,396,874.10","4,910,178.64","6,504,026.39","10,440,816.11","14,935,821.54","13,739,603.73","13,294,161.11","14,646,641.93","12,230,830.83","10,542,915.69","8,576,127.61","8,374,931.05","7,819,399.86","15,059,301.14","18,505,346.74","16,188,112.41","24,337,610.66","33,691,398.75","33,641,147.23","41,330,325.63","47,665,123.19","46,197,160.45","46,611,227.58","46,829,411.75"
少数股东权益,"157,525,755.60","126,056,755.45","150,719,848.15","156,307,296.79","155,869,649.04","50,956,581.90","55,441,372.84","59,698,545.96","55,499,948.05","59,964,553.86","85,540,560.85","88,642,395.42","89,247,422.16","94,622,683.39","47,942,236.26","50,802,297.76","47,617,034.21","51,077,436.20","57,631,601.42","59,247,758.45","64,184,203.87","65,933,672.01","66,074,747.63","71,530,095.52","71,821,727.02","72,230,912.38"
递延所得税资产,"3,425,055.32","2,869,468.96","2,744,248.31","2,624,161.87","2,263,619.11","1,591,749.10","445,013.11","458,398.82","542,406.92","537,870.25","4,412,379.26","5,085,113.56","5,212,017.72","4,713,614.92","8,710,813.00","8,710,813.00","8,698,865.72","9,438,808.55","3,780,422.26","3,780,422.26","5,206,325.90","5,206,325.90","4,454,685.51","6,342,517.76","4,604,114.88","6,238,314.72"
外币报表折算价差,,,,,,"21,616.00","-36,455.93","-39,649.90","-50,377.20","-2,083,644.51","12,076.50","18,590.92","19,194.52",,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"142,836,199.96","280,718,643.63","401,830,560.41","433,785,469.02","464,271,838.40","475,174,070.07","632,518,122.23","638,631,134.83","706,826,353.46","829,994,141.54","774,227,605.58","769,083,075.86","1,027,456,811.20","1,050,966,582.03","2,094,753,589.73","2,122,934,416.22","2,250,376,740.67","3,120,402,633.56","3,729,874,260.60","4,233,517,819.65","4,244,540,017.21","5,274,146,140.90","5,349,090,468.60","5,692,265,619.36","6,260,162,686.74","6,792,682,865.93"
所有者权益(或股东权益)合计,"545,003,595.64","746,058,725.73","976,813,328.49","2,487,727,978.61","2,599,393,529.67","2,513,468,123.76","2,622,968,775.37","2,695,035,875.86","2,623,666,075.95","2,711,111,985.75","2,820,147,852.92","2,889,239,711.05","2,832,140,358.92","2,944,237,815.43","4,183,041,823.82","4,287,513,479.68","4,192,124,183.87","4,291,926,797.44","4,421,346,146.16","4,483,434,944.55","4,405,548,827.33","4,470,942,292.24","4,842,074,044.20","4,921,905,631.77","4,756,557,677.40","5,063,922,757.08"
资产总计,"700,755,978.27","985,658,965.43","1,219,456,027.69","2,707,918,658.26","2,842,985,122.04","2,703,584,395.45","2,841,704,463.39","2,924,161,405.49","2,904,164,266.47","2,908,837,211.99","3,037,376,343.70","3,098,231,855.06","3,218,266,535.85","3,323,327,520.30","4,877,351,103.58","4,963,714,809.49","4,784,213,657.67","5,523,275,336.07","6,871,563,246.13","6,878,232,238.67","6,972,811,123.39","8,390,844,369.18","8,959,650,107.67","9,274,366,509.85","9,787,188,609.70","10,278,566,434.61"
负债和所有者(或股东权益)合计,"700,755,978.27","985,658,965.43","1,219,456,027.69","2,707,918,658.26","2,842,985,122.04","2,703,584,395.45","2,841,704,463.39","2,924,161,405.49","2,904,164,266.47","2,908,837,211.99","3,037,376,343.70","3,098,231,855.06","3,218,266,535.85","3,323,327,520.30","4,877,351,103.58","4,963,714,809.49","4,784,213,657.67","5,523,275,336.07","6,871,563,246.13","6,878,232,238.67","6,972,811,123.39","8,390,844,369.18","8,959,650,107.67","9,274,366,509.85","9,787,188,609.70","10,278,566,434.61"
