科目,2012年度,2013年度,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"587,092,086.45","571,471,475.62","737,678,477.43","156,149,614.46","341,128,130.83","504,960,816.84","784,799,855.21","205,908,308.49","398,037,647.24","661,651,144.08","936,134,139.55","253,936,445.25","528,623,905.98","846,320,324.19","1,230,212,073.45","365,384,306.70","795,233,660.60","1,180,393,228.81","1,591,791,891.98","359,871,477.77"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,"645,065.40",,,,,
收到的税费返还,,,,,,,,,"751,680.84","1,163,481.89","1,011,745.23",,,"286,298.11","286,298.11",,,,,
支付其他与投资活动有关的现金,"1,807,494.10","2,449,177.25","7,038,308.91","30,000,000.00","7,287,154.55","9,509,806.40","7,709,913.56",,,"3,708.00","5,400.00",,,,,,,,,
收到其他与经营活动有关的现金,"26,563,132.29","4,620,288.17","22,682,264.41","458,074.85","2,525,952.52","3,807,187.58","8,157,533.74","4,050,389.31","5,489,781.98","7,918,526.16","8,479,338.55","8,400,260.50","16,306,546.63","17,093,573.99","17,585,694.79","383,832.32","5,966,613.89","17,605,761.00","23,825,358.81","8,343,393.00"
投资活动现金流出小计,"33,844,510.60","51,846,880.15","58,006,912.03","46,084,582.65","29,680,588.08","46,439,459.49","55,520,554.35","10,114,338.25","39,924,060.49","94,109,845.05","136,972,746.64","63,757,980.53","127,168,249.12","232,893,368.24","314,757,265.58","119,524,375.46","243,453,651.62","353,182,929.16","401,517,753.72","60,094,444.31"
经营活动现金流入小计,"613,655,218.74","576,091,763.79","760,360,741.84","156,607,689.31","343,654,083.35","508,768,004.42","792,957,388.95","209,958,697.80","404,279,110.06","670,733,152.13","945,625,223.33","262,336,705.75","544,930,452.61","863,700,196.29","1,248,084,066.35","365,768,139.02","801,200,274.49","1,197,998,989.81","1,615,617,250.79","368,214,870.77"
投资活动产生的现金流量净额,"-33,800,485.94","-51,814,070.15","-57,845,041.03","-46,048,882.65","-29,600,539.06","-46,356,410.47","-55,070,093.03","-10,114,338.25","-39,879,925.88","-92,519,570.43","-133,745,672.02","-63,699,260.53","-114,604,512.33","-220,234,066.49","-302,090,870.13","-119,524,375.46","-243,453,651.62","-353,182,889.16","-401,390,313.72","-60,062,244.31"
购买商品、接受劳务支付的现金,"421,525,961.29","377,760,303.28","531,881,341.30","149,860,209.42","311,550,507.69","519,104,259.75","674,785,000.69","145,894,565.80","272,221,203.37","475,488,046.97","700,457,569.74","175,198,957.71","402,429,617.96","689,002,884.96","922,868,197.90","378,986,594.82","732,293,216.78","1,056,294,410.93","1,347,579,293.64","274,904,318.00"
吸收投资收到的现金,,,,"336,300,000.00","336,300,000.00","336,300,000.00","336,300,000.00",,,,,,,"244,999,980.86","244,999,980.86",,,,,
支付给职工以及为职工支付的现金,"53,501,714.07","55,630,003.13","64,358,654.14","22,973,521.57","37,153,510.57","56,072,728.10","76,814,873.77","26,033,676.00","43,248,875.33","62,039,715.50","83,768,877.53","28,860,100.11","49,395,960.61","71,732,629.39","96,676,786.76","34,413,575.37","59,137,157.31","85,964,593.06","113,483,899.44","36,238,791.17"
取得借款收到的现金,"166,093,480.07","182,594,038.19","286,904,805.87","140,862,439.29","140,865,583.50","176,534,966.40","221,505,608.61",,,"51,686,480.00","93,581,245.31","79,468,859.87","216,285,633.79","216,285,633.79","333,148,137.24","170,702,426.02","505,076,081.02","784,788,341.02","947,625,544.32","158,033,536.11"
支付的各项税费,"40,498,558.80","44,028,546.70","51,819,465.57","13,166,032.77","25,697,788.73","37,609,649.39","48,860,027.43","7,828,968.50","19,246,054.30","33,645,197.71","42,953,032.05","11,336,858.06","22,564,864.03","29,549,042.07","59,291,047.64","16,179,053.00","35,888,870.32","53,804,779.17","73,345,120.93","10,198,801.60"
收到其他与筹资活动有关的现金,"1,753,531.13","1,343,882.95",,"4,255,584.02",,,"33,516,055.63","31,666,384.14","30,062,310.78","25,213,832.53","34,546,614.03","367,466.92","244,999,980.86",,,,,"2,740,346.65","6,566,076.59","2,361,469.25"
支付其他与经营活动有关的现金,"42,150,487.66","59,211,563.66","64,614,137.45","11,305,579.02","30,223,408.39","47,325,548.08","60,137,406.46","17,959,850.23","34,572,500.39","57,917,351.12","75,394,959.55","36,661,728.61","46,972,869.29","71,125,162.74","97,885,440.78","29,702,970.73","61,426,143.04","99,243,438.28","130,960,585.55","39,229,550.43"
筹资活动现金流入小计,"167,847,011.20","183,937,921.14","286,904,805.87","481,418,023.31","477,165,583.50","512,834,966.40","591,321,664.24","31,666,384.14","30,062,310.78","76,900,312.53","128,127,859.34","79,836,326.79","461,285,614.65","461,285,614.65","578,148,118.10","170,702,426.02","505,076,081.02","787,528,687.67","1,196,791,620.91","160,395,005.36"
经营活动现金流出小计,"557,676,721.82","536,630,416.77","712,673,598.46","197,305,342.78","404,625,215.38","660,112,185.32","860,597,308.35","197,717,060.53","369,288,633.39","629,090,311.30","902,574,438.87","252,057,644.49","521,363,311.89","861,409,719.16","1,176,721,473.08","459,282,193.92","888,745,387.45","1,295,307,221.44","1,665,368,899.56","360,571,461.20"
偿还债务支付的现金,"175,001,194.82","164,792,543.86","201,462,000.00","218,971,054.11","249,115,312.51","259,952,310.91","358,111,185.16","29,526,240.00","29,526,240.00","45,944,141.40","66,727,099.40","28,769,026.50","61,363,066.81","156,552,936.37","231,951,668.30","19,411,130.15","153,631,375.59","282,458,415.33","576,890,040.02","166,613,658.50"
