科目,2013-12-31,2014-12-31,2015-12-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
一年内到期的非流动负债,,,,,,,,,,,,
其他流动资产,,"7,380,357.75","12,863,815.82","6,183,101.88","119,276,173.39","405,231,960.87","407,530,282.49","390,364,462.21","400,347,445.92","49,026,496.15","419,026,941.53","355,293,986.01"
其他流动负债,,,,,,,,,,,,
流动资产合计,"147,217,136.69","222,545,706.19","280,597,181.59","254,987,901.60","257,985,907.36","657,235,432.37","621,697,453.95","634,453,289.53","640,485,391.77","728,845,960.04","711,589,203.98","696,350,212.52"
流动负债合计,"27,528,227.36","63,506,365.59","72,135,073.98","23,575,665.27","20,343,314.63","67,471,857.99","31,283,511.59","25,838,602.51","25,945,087.37","78,903,903.32","58,242,983.90","71,568,024.68"
可供出售金融资产,,,,,,,,,,,,
长期借款,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,
应付债券,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,,
专项应付款,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,
预计负债,"2,675,246.87","2,715,008.50","3,893,504.65","4,937,197.71","5,185,009.34","5,869,564.50","6,310,964.95","6,474,428.14","6,517,897.80","7,316,045.51","7,095,271.75","6,637,070.92"
固定资产,"16,164,799.03","14,986,437.75","16,552,975.04","16,320,239.94","17,057,522.45","16,410,128.45","15,819,340.07","15,100,988.87","14,695,765.68","14,565,887.73","14,749,940.42","14,307,972.88"
递延所得税负债,,,,,,,,,,,,
在建工程,,,"1,093,230.03","1,490,148.35","2,021,463.85","5,282,345.07","5,309,717.38","5,349,694.49","6,800,288.84","7,303,351.21","11,368,979.85","18,523,507.71"
其他非流动负债,,,,,,,,,,,,
工程物资,,,,,,,,,,,,
非流动负债合计,"2,675,246.87","2,715,008.50","3,893,504.65","4,937,197.71","5,185,009.34","5,869,564.50","6,310,964.95","6,474,428.14","6,517,897.80","7,316,045.51","7,095,271.75","6,637,070.92"
固定资产清理,,,,,,,,,,,,
负债合计,"30,203,474.23","66,221,374.09","76,028,578.63","28,512,862.98","25,528,323.97","73,341,422.49","37,594,476.54","32,313,030.65","32,462,985.17","86,219,948.83","65,338,255.65","78,205,095.60"
生产性生物资产,,,,,,,,,,,,
实收资本(或股本),"42,000,000.00","42,000,000.00","42,000,000.00","42,000,000.00","42,000,000.00","56,000,000.00","84,000,000.00","84,000,000.00","84,000,000.00","85,160,000.00","85,160,000.00","170,509,993.00"
油气资产,,,,,,,,,,,,
资本公积,"38,016,610.87","38,980,896.58","38,980,896.58","38,980,896.58","38,980,896.58","359,721,226.28","331,721,226.28","331,721,226.28","331,764,170.49","360,283,126.28","361,515,551.28","281,544,686.51"
无形资产,"576,356.28","11,010,224.17","10,989,338.81","10,719,040.07","10,583,890.70","10,663,057.41","10,586,955.79","12,001,765.86","11,777,345.38","11,849,897.45","11,899,523.15","11,702,024.89"
盈余公积,"7,341,397.31","13,434,068.99","20,531,369.58","20,531,369.58","20,531,369.58","28,417,518.75","28,417,518.75","28,417,518.75","28,417,518.75","36,394,354.45","36,394,354.45","36,394,354.45"
开发支出,,,,,,,,,,,,
减:库存股,,,,,,,,,,"28,362,000.00","28,362,000.00","32,386,200.00"
商誉,,,,,,,,,,,,
未分配利润,"50,190,085.62","91,524,130.74","135,399,836.08","157,998,035.45","164,871,378.93","176,375,178.57","176,262,277.44","193,891,133.88","200,416,123.71","227,963,075.14","237,461,341.24","211,920,587.60"
长期待摊费用,"2,999,541.70","2,754,342.91","2,457,611.81","1,845,456.54","1,595,696.88","1,345,937.22","1,096,177.56","846,417.90","654,591.00","720,178.79","640,066.58","711,900.17"
少数股东权益,,,,,,,,,,"-41,913.96","-103,586.35","434,830.83"
递延所得税资产,"793,734.33","863,759.38","1,250,343.59","1,917,728.52","2,015,522.01","2,093,659.25","2,184,657.68","2,376,783.68","2,433,446.22","3,400,315.09","3,920,821.43","4,244,630.59"
外币报表折算价差,,,,,,,,,,,,
其他非流动资产,,,,"742,649.57","651,965.81","824,786.32","1,301,196.58","213,969.23","213,969.23","931,000.43","3,235,380.86","783,099.23"
非正常经营项目收益调整,,,,,,,,,,,,
非流动资产合计,"20,534,431.34","29,614,764.21","32,343,499.28","33,035,262.99","33,926,061.70","36,619,913.72","36,298,045.06","35,889,620.03","36,575,406.35","38,770,630.70","45,814,712.29","50,273,135.47"
所有者权益(或股东权益)合计,"137,548,093.80","185,939,096.31","236,912,102.24","259,510,301.61","266,383,645.09","620,513,923.60","620,401,022.47","638,029,878.91","644,597,812.95","681,396,641.91","692,065,660.62","668,418,252.39"
资产总计,"167,751,568.03","252,160,470.40","312,940,680.87","288,023,164.59","291,911,969.06","693,855,346.09","657,995,499.01","670,342,909.56","677,060,798.12","767,616,590.74","757,403,916.27","746,623,347.99"
负债和所有者(或股东权益)合计,"167,751,568.03","252,160,470.40","312,940,680.87","288,023,164.59","291,911,969.06","693,855,346.09","657,995,499.01","670,342,909.56","677,060,798.12","767,616,590.74","757,403,916.27","746,623,347.99"
