科目,2007年度,2008年度,2009年1-3月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
支付给职工以及为职工支付的现金,"15,679,899.08","17,404,248.66","5,186,835.70","26,067,573.35","7,223,151.71","15,038,852.74","22,415,593.67","31,422,490.37","9,388,379.05","18,639,004.68","28,244,047.66","39,732,175.94","12,353,572.26","23,497,907.93","36,047,642.42","51,212,296.48","12,824,229.33","27,339,528.76","40,864,324.07","57,027,198.05","15,092,465.04","28,883,994.01","40,565,907.86","54,374,063.62","12,191,367.42","24,237,336.42","36,551,364.58","52,444,185.07","9,964,202.51","19,485,279.80","33,750,059.48","50,588,617.64","17,316,327.00","36,718,589.44","54,878,892.89","76,786,634.94","20,610,828.79","70,060,157.08"
取得借款收到的现金,"45,000,000.00","72,000,000.00","51,000,000.00","141,000,000.00","25,000,000.00","112,956,366.76","132,956,366.76","172,956,366.76",,"80,000,000.00","120,000,000.00","150,000,000.00","50,000,000.00","100,000,000.00","190,000,000.00","220,000,000.00","50,000,000.00","100,000,000.00","210,000,000.00","240,000,000.00","110,000,000.00","170,000,000.00","315,000,000.00","440,000,000.00","62,800,000.00","77,800,000.00","287,800,000.00","417,800,000.00","112,800,000.00","157,800,000.00","277,770,000.00","457,770,000.00","120,000,000.00","217,104,000.00","237,144,000.00","284,000,000.00","169,000,000.00","252,000,000.00"
支付的各项税费,"3,560,697.22","7,499,937.84","1,760,937.61","17,810,840.50","1,889,544.70","13,510,975.12","16,789,728.11","9,175,995.18","2,827,349.69","7,896,619.51","11,167,397.38","15,207,058.08","3,053,420.49","9,980,898.83","13,829,075.59","15,879,039.15","4,310,276.96","9,591,831.64","12,766,951.48","24,434,361.21","2,895,834.34","6,770,173.52","9,919,986.71","13,156,484.37","3,414,605.84","6,436,938.70","14,986,540.80","18,116,862.49","1,755,767.87","3,387,307.30","8,430,767.80","15,260,738.56","7,123,432.98","14,436,367.14","19,038,257.06","24,891,077.41","5,414,516.06","25,064,208.16"
收到其他与筹资活动有关的现金,,"736,563.26",,,,"19,375,000.00","19,375,000.00",,,"2,245,922.13","2,533,346.55",,,,,"350,000.00",,,,,,"124,700,000.00","124,700,000.00","735,000.00",,,,,,,"9,135.00",,,,,"27,249,095.86",,"441,107,775.96"
支付其他与经营活动有关的现金,"9,191,085.86","10,819,148.66","14,051,436.57","17,511,985.52","2,896,190.59","4,339,478.44","23,937,170.50","27,979,238.21","5,202,806.95","10,309,170.41","24,243,108.41","40,867,749.30","8,127,667.45","20,655,858.65","28,692,632.57","40,225,956.55","11,497,561.03","22,742,113.35","33,652,540.35","35,714,418.74","12,312,222.20","25,718,954.30","38,027,809.64","35,144,958.28","11,489,595.84","26,403,696.94","36,381,075.03","47,064,402.99","13,587,954.09","21,689,001.14","28,803,749.01","53,314,793.13","41,136,120.27","31,566,274.18","53,408,996.67","68,954,925.90","34,217,730.10","73,773,795.62"
筹资活动现金流入小计,"45,750,000.00","117,741,563.26","51,000,000.00","141,000,000.00","25,000,000.00","593,331,366.76","613,331,366.76","653,331,366.76",,"82,245,922.13","122,533,346.55","150,000,000.00","50,000,000.00","100,000,000.00","190,000,000.00","220,350,000.00","50,000,000.00","100,000,000.00","210,000,000.00","240,000,000.00","110,000,000.00","294,700,000.00","439,700,000.00","440,735,000.00","62,800,000.00","77,800,000.00","287,800,000.00","417,800,000.00","112,800,000.00","157,800,000.00","756,782,133.41","937,650,187.08","463,000,000.00","560,104,000.00","580,144,000.00","654,399,095.86","169,190,000.00","693,397,775.96"
经营活动现金流出小计,"158,497,636.98","227,404,847.73","77,209,985.61","326,502,029.67","79,777,549.24","181,190,234.26","272,694,894.60","350,804,576.35","75,788,127.13","162,273,799.38","297,380,725.75","411,913,880.50","94,108,614.67","201,421,851.96","293,109,846.83","360,807,107.69","90,120,108.68","189,568,723.49","291,389,968.50","403,443,769.02","111,819,776.70","262,216,517.56","332,258,723.01","438,028,881.40","95,075,872.92","220,360,669.25","348,251,038.20","437,470,716.43","87,389,095.06","188,032,601.61","302,904,178.72","383,711,101.60","171,803,209.62","233,938,864.12","330,642,275.41","501,006,460.72","98,679,846.69","411,074,023.11"
偿还债务支付的现金,"40,000,000.00","50,000,000.00","51,000,000.00","115,000,000.00","12,000,000.00","12,000,000.00","49,956,366.76","144,956,366.76",,"100,000,000.00","120,000,000.00","150,000,000.00",,"50,000,000.00","90,000,000.00","120,000,000.00","50,000,000.00","100,000,000.00","190,000,000.00","220,000,000.00","70,000,000.00","120,000,000.00","260,000,000.00","340,000,000.00","70,000,000.00","120,000,000.00","310,000,000.00","403,800,000.00","119,000,000.00","134,000,000.00","259,000,000.00","359,000,000.00","195,270,000.00","292,770,000.00","415,270,000.00","417,770,000.00","121,500,000.00","189,000,000.00"
经营活动产生的现金流量净额,"24,745,278.64","-1,608,957.34","8,952,548.94","23,615,259.10","9,754,025.69","23,962,282.89","30,293,337.70","40,279,251.38","-5,725,272.93","32,633,303.53","61,739,287.71","20,140,432.34","26,805,195.43","33,078,775.08","46,364,951.24","11,636,018.31","10,942,070.48","12,703,627.85","25,378,930.47","8,341,998.39","-15,041,543.16","-8,365,040.23","24,589,027.98","44,012,834.44","-14,675,687.20","-41,263,055.06","-41,221,578.10","62,285,920.03","-8,237,365.94","-18,598,986.34","-15,257,491.48","152,848,583.06","-61,771,804.21","3,040,493.84","2,173,964.76","121,821,979.90","-21,151,334.99","-84,203,449.94"
分配股利、利润或偿还利息支付的现金,"3,174,515.27","4,833,768.24","1,206,626.80","5,487,081.83","1,379,828.25","2,871,742.27","5,577,764.54","8,045,853.25","1,157,234.12","2,749,908.82","4,176,308.61","7,256,280.38","2,305,566.67","16,165,260.84","20,802,413.29","24,101,941.05","3,397,166.64","6,814,966.62","9,135,899.94","13,719,866.59","4,163,599.96","9,856,464.63","14,587,186.85","19,426,858.61","5,636,261.96","11,414,054.00","19,582,720.73","25,271,253.69","5,164,607.32","13,314,254.74","18,459,249.89","23,812,015.24","10,558,130.05","26,350,033.70","30,925,605.92","34,105,758.15","24,393,634.66","34,197,433.94"
收回投资收到的现金,,,,,,,,,,,,,,,,,,,,,"35,000,000.00","35,000,000.00","35,000,000.00","55,000,000.00",,"19,000,000.00","19,000,000.00","19,000,000.00",,,"52,000,000.00",,"367,200,000.00","425,200,000.00","454,700,000.00","516,400,000.00","95,480,000.00","181,353,545.21"
支付其他与筹资活动有关的现金,"18,883,096.28",,,"600,000.00","273,110.16","3,638,941.88","21,083,847.20","18,155,000.00",,,"14,290,000.00",,,,,,,,,"350,000.00",,"696,500.00","696,500.00",,,,,,,,,"24,835,773.46",,,,"18,187,184.51","4,550,000.00","74,727,745.40"
取得投资收益收到的现金,,,,,,,,,,,,,,,,,,,,,"4,315.07",,,,,,,"27,693.15","247,996.32","247,996.32","247,996.32","68,445.25","1,232,829.19","1,611,653.00","1,907,505.77","2,212,842.78","47,600.12","117,438.47"
筹资活动现金流出小计,"62,057,611.55","54,833,768.24","52,206,626.80","121,087,081.83","13,652,938.41","18,510,684.15","76,617,978.50","171,157,220.01","1,157,234.12","102,749,908.82","138,466,308.61","157,256,280.38","2,305,566.67","66,165,260.84","110,802,413.29","144,101,941.05","53,397,166.64","106,814,966.62","199,135,899.94","234,069,866.59","74,163,599.96","130,552,964.63","275,283,686.85","359,426,858.61","75,636,261.96","131,414,054.00","329,582,720.73","429,071,253.69","124,164,607.32","147,314,254.74","277,459,249.89","407,647,788.70","205,828,130.05","319,120,033.70","446,195,605.92","470,062,942.66","150,443,634.66","297,925,179.34"
处置固定资产、无形资产和其他长期资产收回的现金净额,,,,,,,,,,,,,,,,,,"5,780.00","5,780.00","5,780.00",,,,"2,300.00",,,,"10,822.75",,"2,500.00","4,000.02","301,264.14",,"47,800.00","47,800.00","1,767,000.00",,"36,050.00"
筹资活动产生的现金流量净额,"-16,307,611.55","62,907,795.02","-1,206,626.80","19,912,918.17","11,347,061.59","574,820,682.61","536,713,388.26","482,174,146.75","-1,157,234.12","-20,503,986.69","-15,932,962.06","-7,256,280.38","47,694,433.33","33,834,739.16","79,197,586.71","76,248,058.95","-3,397,166.64","-6,814,966.62","10,864,100.06","5,930,133.41","35,836,400.04","164,147,035.37","164,416,313.15","81,308,141.39","-12,836,261.96","-53,614,054.00","-41,782,720.73","-11,271,253.69","-11,364,607.32","10,485,745.26","479,322,883.52","530,002,398.38","257,171,869.95","240,983,966.30","133,948,394.08","184,336,153.20","18,746,365.34","395,472,596.62"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"-2,627,479.31","-900,460.68","214,467.79","-932,975.45","141,458.46","-205,348.59","-825,861.35","-1,949,132.31","-331,762.98","-625,211.45","-759,269.46","-478,408.50","132,149.28","479,165.75","528,047.33","-128,592.86","-216,186.32","-298,113.00","-726,129.18","-2,394,893.77","-357,322.90","645,544.32","788,732.72","429,309.15","476,644.62","1,438,603.46","2,320,348.69","2,252,751.08","258,124.23","473,270.41","612,983.67","1,677,078.17","-137,521.90","-322,456.17","-630,511.44","-1,404,950.41","-245,984.46","-193,621.33"
收到其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,,,,,,,,,,,,,,,,,,"5,780.00","5,780.00","5,780.00","35,004,315.07","35,000,000.00","35,000,000.00","55,002,300.00",,"19,000,000.00","19,000,000.00","19,038,515.90","247,996.32","250,496.32","52,251,996.34","369,709.39","368,432,829.19","426,859,453.00","456,655,305.77","520,379,842.78","95,527,600.12","181,507,033.68"
五、现金及现金等价物净增加额,"-726,969.22","28,909,908.67","4,357,657.78","24,642,128.78","21,081,838.32","597,836,868.58","553,864,673.81","501,735,590.34","-13,855,103.47","-2,364,011.26","27,481,652.41","-12,569,711.63","68,787,153.50","55,540,934.22","106,714,525.65","64,989,580.94","-23,405,041.63","-99,731,357.18","-75,850,648.73","-199,797,467.24","-158,127,495.59","-58,178,545.70","-82,453,010.95","-79,656,694.00","-68,275,285.94","-134,929,492.39","-124,210,837.86","-44,748,975.97","-20,997,852.71","-71,539,313.19","205,571,576.83","247,334,007.70","67,540,314.29","19,874,230.12","-80,744,256.26","14,881,671.71","53,612,591.46","294,065,779.98"
购建固定资产、无形资产和其他长期资产支付的现金,"6,537,157.00","31,488,468.33","3,602,732.15","17,953,073.04","160,707.42","740,748.33","12,316,190.80","18,768,675.48","6,640,833.44","13,868,116.65","17,565,403.78","24,975,455.09","5,844,624.54","11,851,745.77","19,376,059.63","22,765,903.46","3,653,759.15","105,327,685.41","111,373,330.08","176,680,485.27","163,569,344.64","6,946,085.16","8,587,084.80","2,409,278.98","1,239,981.40","1,490,986.79","1,526,887.72","3,054,909.29","1,902,000.00","2,149,838.84","2,149,838.84","3,653,286.37","3,155,058.74","4,503,477.12","26,887,659.70","197,751,353.76","13,964,054.55","111,076,779.05"
期初现金及现金等价物余额,"2,940,147.75","2,213,178.53","31,123,087.20","31,123,087.20","55,765,215.98","55,765,215.98","55,765,215.98","55,765,215.98","557,500,806.32","557,500,806.32","557,500,806.32","557,500,806.32","544,931,094.69","544,931,094.69","544,931,094.69","544,931,094.69","609,920,675.63","609,920,675.63","609,920,675.63","609,920,675.63","410,123,208.39","410,123,208.39","410,123,208.39","410,123,208.39","330,466,514.39","330,466,514.39","330,466,514.39","330,466,514.39","285,717,538.42","285,717,538.42","285,717,538.42","285,717,538.42","560,615,295.72","533,051,546.12","533,051,546.12","533,051,546.12","546,599,426.71","547,933,217.83"
投资支付的现金,,,,,,,,,,,,,,,,,,,,"35,000,000.00","50,000,000.00","80,000,000.00","130,000,000.00","78,000,000.00","40,000,000.00","59,000,000.00","61,000,000.00","114,000,000.00",,"62,000,000.00","84,995,732.80","70,200,000.00","493,000,000.00","591,525,000.00","617,153,000.00","586,500,000.00","25,300,000.00","61,440,000.00"
期末现金及现金等价物余额,"2,213,178.53","31,123,087.20","35,480,744.98","55,765,215.98","76,847,054.30","653,602,084.56","609,629,889.79","557,500,806.32","543,645,702.85","555,136,795.06","584,982,458.73","544,931,094.69","613,718,248.19","600,472,028.91","651,645,620.34","609,920,675.63","586,515,634.00","510,189,318.45","534,070,026.90","410,123,208.39","251,995,712.80","351,944,662.69","327,670,197.44","330,466,514.39","262,191,228.45","195,537,022.00","206,255,676.53","285,717,538.42","264,719,685.71","214,178,225.23","491,289,115.25","533,051,546.12","628,155,610.01","552,925,776.24","452,307,289.86","547,933,217.83","600,212,018.17","841,998,997.81"
